Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	Expense Type	Funds Center	Cost Desc	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5449-388	2020-01-31	2020-02-03	WAL-MART # 3145	140.09	CAD	140.09	CAD	2600	2600	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5411	"Grocery Stores, Supermarkets"	TV MOUNT
"PARKS, FORESTRY & RECREATION"	5449-389	2020-01-31	2020-02-03	THE HOME DEPOT #7078	99.88	CAD	99.88	CAD	2600	2600	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  MONOSILWDCLR
"PARKS, FORESTRY & RECREATION"	5450-153	2020-02-03	2020-02-04	AMZN MKTP CA EU9526ZU3	215.34	CAD	215.34	CAD	3040	3040	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	4816	Computer Network/Information Services	DIGROLLER PLUS
"PARKS, FORESTRY & RECREATION"	5450-154	2020-02-03	2020-02-04	DOLLARAMA # 520	51.47	CAD	51.47	CAD	2600	2600	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5310	Discount Stores	"PENS, MARKERS, BASKETS"
"PARKS, FORESTRY & RECREATION"	5451-212	2020-02-04	2020-02-05	YORK U-GENERAL ACCOUNT	51.40	CAD	51.40	CAD	4441	4441	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	8220	"Colleges, Universities, Professional Sch"	ELEVATOR PHONE LINE
"PARKS, FORESTRY & RECREATION"	5451-213	2020-02-04	2020-02-05	AMZN MKTP CA HH6958V53	289.26	CAD	289.26	CAD	2570	2570	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	4816	Computer Network/Information Services	"DIGIROLLER, SIGN HOLDER, DISTANCE MESURE TOOL"
"PARKS, FORESTRY & RECREATION"	5456-185	2020-02-10	2020-02-11	BELL TV	83.45	CAD	83.45	CAD	4441	4441	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	4812	Telecommunication Equipment Including Te	CABLE SERVICE
"PARKS, FORESTRY & RECREATION"	5457-259	2020-02-11	2020-02-12	CANADA COMPUTERS  #2/C	158.18	CAD	158.18	CAD	3410	3410	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5734	Computer Software Stores	CAT 6 RJ45 PATCH CABLE
"PARKS, FORESTRY & RECREATION"	5457-260	2020-02-12	2020-02-12	AMZN MKTP CA 302ZB2QU3	439.96	CAD	439.96	CAD	3410	3410	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	4816	Computer Network/Information Services	CABLE EXTENDERS AND RECEIVERS
"PARKS, FORESTRY & RECREATION"	5458-285	2020-02-12	2020-02-13	AMAZON.CA GL0UP7SC3	132.15	CAD	132.15	CAD	2600	2600	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	4816	Computer Network/Information Services	HDMI PLATES
"PARKS, FORESTRY & RECREATION"	5460-388	2020-02-15	2020-02-17	AMZN MKTP CA H41AR93M3	97.78	CAD	97.78	CAD	2600	2600	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	4816	Computer Network/Information Services	LAN YARDS
"PARKS, FORESTRY & RECREATION"	5460-389	2020-02-14	2020-02-17	THE HOME DEPOT #7078	208.44	CAD	208.44	CAD	2530	2530	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  MONOSILWDWHT
"PARKS, FORESTRY & RECREATION"	5466-171	2020-02-24	2020-02-25	DOLLAR TREE CANADA STO	7.11	CAD	7.11	CAD	2600	2600	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5331	Variety Stores	"STRAWS, COIN ROLLS"
"PARKS, FORESTRY & RECREATION"	5467-210	2020-02-24	2020-02-26	CDN TIRE STORE #00237	645.55	CAD	645.55	CAD	2600	2600	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5200	Home Supply Warehouse	"SECURE STORAGE, LOCKS"
"PARKS, FORESTRY & RECREATION"	5467-211	2020-02-26	2020-02-26	ULINE	468.26	CAD	468.26	CAD	2082	2082	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5964	Direct Marketing - Catalog Merchants	PURELL 1200ML GEL REFILL 4/CT
"PARKS, FORESTRY & RECREATION"	5468-190	2020-02-26	2020-02-27	SQ  SEAMLISS GRAPHICS	"2,377.73"	CAD	"2,377.73"	CAD	2600	2600	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	7372	"Computer Programming, Integrated Systems"	"GATE DECALS, TURNSTILE DECALS"
"PARKS, FORESTRY & RECREATION"	5468-191	2020-02-25	2020-02-27	THE HOME DEPOT #7078	72.23	CAD	72.23	CAD	2530	2530	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5200	Home Supply Warehouse	SPILL 3
"PARKS, FORESTRY & RECREATION"	5468-192	2020-02-26	2020-02-27	AMZ DASHER PRODUCTS	-2.87	CAD	-2.87	CAD	2570	2570	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	4816	Computer Network/Information Services	IMPORT REFUND
					"5,701.26"	CAD	"5,701.26"	CAD							
SENIOR SERVICES AND LONG-TERM CARE 	5451-214	2020-02-03	2020-02-05	CDN TIRE STORE #00175	338.85	CAD	338.85	CAD	2530	2530	D3E061	FUDGER HOUSE-MT-OA	5200	Home Supply Warehouse	MAINTENANCE SUPPLIES
SENIOR SERVICES AND LONG-TERM CARE 	5453-250	2020-02-04	2020-02-06	FAST SIGNS	135.60	CAD	135.60	CAD	2530	2530	D3E061	FUDGER HOUSE-MT-OA	7311	Advertising Services	ADMINISTRATOR'S DOOR NAME AND SIGN
SENIOR SERVICES AND LONG-TERM CARE 	5461-54	2020-02-16	2020-02-18	THE HOME DEPOT #7107	778.38	CAD	778.38	CAD	2530	2530	D3E061	FUDGER HOUSE-MT-OA	5200	Home Supply Warehouse	**MORE**  CADET  4.8L
SENIOR SERVICES AND LONG-TERM CARE 	5465-351	2020-02-22	2020-02-24	THE HOME DEPOT #7107	168.39	CAD	168.39	CAD	2530	2530	D3E061	FUDGER HOUSE-MT-OA	5200	Home Supply Warehouse	**MORE**  HDC42X72WH
					"1,421.22"	CAD	"1,421.22"	CAD							
FIRE SERVICES	5449-390	2020-01-30	2020-02-03	BRIDENSOLUTIONS	270.90	CAD	270.90	CAD	2741	2741	FR0026	HUSAR-PROVINCE	5311	Department Stores	MEALS READY TO EAT - EMERGENCIES
FIRE SERVICES	5450-155	2020-02-03	2020-02-04	CABLE TIES AND MORE	"1,113.86"	CAD	"1,113.86"	CAD	3099	3099	FR0026	HUSAR-PROVINCE	5200	Home Supply Warehouse	PARKING POST/SIGNS
FIRE SERVICES	5453-251	2020-02-04	2020-02-06	DIRECT EQUIPMENT LTD	"3,200.16"	CAD	"3,200.16"	CAD	2531	2531	FR0026	HUSAR-PROVINCE	5072	Hardware Equipment and Supplies	WOOD SHORING PANELS
FIRE SERVICES	5454-237	2020-02-05	2020-02-07	LIFTOW LTD	"3,025.82"	CAD	"3,025.82"	CAD	4424	4424	FR0046	HUSAR-FIRE	5085	Industrial Supplies Not Elsewhere Classi	TOYOTA LIFTTRUCK REPAIRS
FIRE SERVICES	5454-238	2020-02-06	2020-02-07	GRAINGER VIA FEDEX	"1,581.61"	CAD	"1,581.61"	CAD	2710	2710	FR0026	HUSAR-PROVINCE	7399	Business Services - Not Elsewhere Classi	GRAINGER VIA FEDEX
FIRE SERVICES	5454-239	2020-02-07	2020-02-07	GLOBALINDUSTRIALCANDA	773.16	CAD	773.16	CAD	3099	3099	FR0026	HUSAR-PROVINCE	5085	Industrial Supplies Not Elsewhere Classi	PREMIUM PALLET JACK TRUCK 6600 LB.
FIRE SERVICES	5455-370	2020-02-08	2020-02-10	GRAINGER VIA FEDEX	"1,569.16"	CAD	"1,569.16"	CAD	2710	2710	FR0026	HUSAR-PROVINCE	7399	Business Services - Not Elsewhere Classi	GRAINGER VIA FEDEX
FIRE SERVICES	5456-186	2020-02-10	2020-02-11	BUSY BEE TOOLS	49.71	CAD	49.71	CAD	2710	2710	FR0026	HUSAR-PROVINCE	5251	Hardware Stores	TITEBOND GLUE
FIRE SERVICES	5458-286	2020-02-11	2020-02-13	LOVE YOUR CENTRE	"3,084.90"	CAD	"3,084.90"	CAD	4424	4424	FR0026	HUSAR-PROVINCE	7216	Dry Cleaners	SLEEPING BAG CLEANING
FIRE SERVICES	5461-55	2020-02-17	2020-02-18	AMAZON.CA AM0WV7723	226.16	CAD	226.16	CAD	2710	2710	FR0026	HUSAR-PROVINCE	4816	Computer Network/Information Services	"2"" & 1"" VELCRO ROLLS"
FIRE SERVICES	5462-166	2020-02-19	2020-02-19	MR. CASE	"1,883.40"	CAD	"1,883.40"	CAD	2741	2741	FR0026	HUSAR-PROVINCE	5499	Miscellaneous Food Stores - Convenience	FOOD SUPPLY DEPLOYMENT
FIRE SERVICES	5462-167	2020-02-19	2020-02-19	COSTCO DELIVERY #595	356.95	CAD	356.95	CAD	2741	2741	FR0026	HUSAR-PROVINCE	5300	Wholesale Clubs	EMT DEPLOYMENT WATER SUPPLIES
FIRE SERVICES	5464-279	2020-02-20	2020-02-21	PAINT DEPOT	133.32	CAD	133.32	CAD	2715	2715	FR0026	HUSAR-PROVINCE	5198	"Paints, Varnishes, and Supplies"	PAINT AND SUPPLIES
FIRE SERVICES	5465-352	2020-02-20	2020-02-24	THE HOME DEPOT #7012	385.15	CAD	385.15	CAD	2715	2715	FR0026	HUSAR-PROVINCE	5200	Home Supply Warehouse	**MORE**  DECK SCREWS
FIRE SERVICES	5467-212	2020-02-25	2020-02-26	TENAQUIP LIMITEE	78.33	CAD	78.33	CAD	2710	2710	FR0026	HUSAR-PROVINCE	5085	Industrial Supplies Not Elsewhere Classi	PIPE CLAMPS
FIRE SERVICES	5468-193	2020-02-26	2020-02-27	TENAQUIP LIMITEE	596.73	CAD	596.73	CAD	2710	2710	FR0026	HUSAR-PROVINCE	5085	Industrial Supplies Not Elsewhere Classi	PIPE CLAMPS
FIRE SERVICES	5469-236	2020-02-27	2020-02-28	LOWES #02633	813.67	CAD	813.67	CAD	2710	2710	FR0026	HUSAR-PROVINCE	5200	Home Supply Warehouse	**MORE**  ROLLER LOCK PRO HD CAGE FRAME
					"19,142.99"	CAD	"19,142.99"	CAD							
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5450-156	2020-01-31	2020-02-04	CDN TIRE STORE #00182	135.54	CAD	135.54	CAD	2999	2999	F03324	SCAR VILLAGE RESIDENCE-DIRECT PROGRAMS	5200	Home Supply Warehouse	MISCELLANEOUS MATERIALS & SUPPLIES
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5451-215	2020-02-03	2020-02-05	ONTARIO BLACK HISTORY	87.00	CAD	87.00	CAD	2600	2600	F03324	SCAR VILLAGE RESIDENCE-DIRECT PROGRAMS	8398	"Organizations, Charitable and Social Ser"	POSTERS
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5455-371	2020-02-07	2020-02-10	STAPLES.CA	282.49	CAD	282.49	CAD	3030	3030	F03321	SCAR VILLAGE RESIDENCE-SITE MANAGEMENT	5943	"Office, School Supply, and Stationery St"	ENTERED NEW COST CENTRE AND GL.
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5461-56	2020-02-17	2020-02-18	AMZN MKTP CA 4Y52G1BJ3	79.99	CAD	79.99	CAD	2600	2600	F01337	ROBERTSON HOUSE-CLIENT PROGRAMMING	4816	Computer Network/Information Services	EASELS
					585.02	CAD	585.02	CAD							
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5454-240	2020-02-06	2020-02-07	THE SOURCE #53510	28.24	CAD	28.24	CAD	2999	2999	F01321	ROBERTSON HOUSE-SITE MANAGEMENT	5732	Electronic Sales	COST CENTRE UPDATE - NEEDS TO BE FH5351
					28.24	CAD	28.24	CAD							
EMPLOYMENT & SOCIAL SERVICES	5458-287	2020-02-12	2020-02-13	COSTCO WHOLESALE W524	116.24	CAD	116.24	CAD	2750	2750	C01276	CROSSWAYS EMPLOYMENT SERVICES	5300	Wholesale Clubs	"COOKIES,GRANOLA BARS-SUPPLIES FOR JOB/HIRING EVENTS AND POES AGENCY FAIRS"
					116.24	CAD	116.24	CAD							
EMPLOYMENT & SOCIAL SERVICES	5453-252	2020-02-05	2020-02-06	COSTCO WHOLESALE W253	124.47	CAD	124.47	CAD	4820	4820	C01203	NORTH YORK ADMIN	5300	Wholesale Clubs	"VEGGIE TRAYS,FRUIT TRAYS,YOGURT,PLASTIC UTENSILS,COOKIES-GENERAL STAFF MEETING FEB6/20"
EMPLOYMENT & SOCIAL SERVICES	5466-172	2020-02-24	2020-02-25	MICHAELS #4917	24.87	CAD	24.87	CAD	2010	2010	C01203	NORTH YORK ADMIN	5945	"Game, Toy, and Hobby Shops"	GLUE DOTS FOR FARE DISCOUNT PROGRAM
					149.34	CAD	149.34	CAD							
MUNICIPAL LICENSING & STANDARDS	5456-187	2020-02-10	2020-02-11	NOVEXCO	495.35	CAD	495.35	CAD	3410	3410	MS1100	"OFF. OF THE DIRECTOR, LICENSING SERVICES"	5111	"Stationery, Office Supplies, Printing an"	HEADSETS AND CABLES FOR CALL CENTRE
MUNICIPAL LICENSING & STANDARDS	5458-288	2020-02-12	2020-02-13	AMZN MKTP CA TT79Z66I3	258.74	CAD	258.74	CAD	2010	2010	MS1100	"OFF. OF THE DIRECTOR, LICENSING SERVICES"	4816	Computer Network/Information Services	ARTLINE SECURE MARKER
					754.09	CAD	754.09	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5454-241	2020-02-05	2020-02-07	MARRIOTT TORONTO F&B	19.00	CAD	19.00	CAD	4823	4823	ED0154	BGS BRE INTERNATIONAL ALLIANCE	3509	Marriott Hotels	"meeting with Sr Advisor, global affairs canada"
ECONOMIC DEVELOPMENT & CULTURE	5467-213	2020-02-24	2020-02-26	CANADA-UK C. OF C.	"2,127.16"	CAD	"1,200.00"	GBP	4822	4822	ED0154	BGS BRE INTERNATIONAL ALLIANCE	7399	Business Services - Not Elsewhere Classi	"RECEPTION FOR MAYOR'S MISSION IN LONDON, UK"
					"2,146.16"	CAD	19.00	CAD							
							"1,200.00"	GBP							
"PEOPLE, EQUITY & HUMAN RIGHTS"	5449-391	2020-02-01	2020-02-03	UBER TRIP HELP.UBER.CO	73.36	CAD	73.36	CAD	4452	4452	CM0201	COLLECTIVE BARGAINING SERVICES	4121	Limousines and Taxicabs	UBER - TRANSPORTATION FOR MIKE WISEMAN - (BARGAINING)
"PEOPLE, EQUITY & HUMAN RIGHTS"	5449-392	2020-01-31	2020-02-03	PIZZAIOLO	151.01	CAD	151.01	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS FOR BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5458-289	2020-02-12	2020-02-13	UBER TRIP HELP.UBER.CO	7.05	CAD	7.05	CAD	4452	4452	CM0201	COLLECTIVE BARGAINING SERVICES	4121	Limousines and Taxicabs	UBER - WILL BE CREDITED - SWITCHED TO DIFFERENT CARD
"PEOPLE, EQUITY & HUMAN RIGHTS"	5463-230	2020-02-20	2020-02-20	UBER TRIP HELP.UBER.CO	70.46	CAD	70.46	CAD	4452	4452	CM0201	COLLECTIVE BARGAINING SERVICES	4121	Limousines and Taxicabs	UBER - TRANSPORTATION HOME FOR MIKE WISEMAN - BARGAINING
"PEOPLE, EQUITY & HUMAN RIGHTS"	5463-231	2020-02-20	2020-02-20	UBER EATS HELP.UBER.CO	352.21	CAD	352.21	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS FOR THE BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5463-232	2020-02-20	2020-02-20	UBER EATS HELP.UBER.CO	28.24	CAD	28.24	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	UBER - TIP - (BAT-TRX 5463-231)
"PEOPLE, EQUITY & HUMAN RIGHTS"	5463-233	2020-02-19	2020-02-20	UBER TRIP HELP.UBER.CO	-7.05	CAD	-7.05	CAD	4452	4452	CM0201	COLLECTIVE BARGAINING SERVICES	4121	Limousines and Taxicabs	UBER - CREDIT - SWITCHED TO A DIFFERENT CARD
"PEOPLE, EQUITY & HUMAN RIGHTS"	5465-353	2020-02-21	2020-02-24	UBER EATS HELP.UBER.CO	217.34	CAD	217.34	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS FOR THE BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5465-354	2020-02-21	2020-02-24	JOEY EATON CENTRE	195.90	CAD	195.90	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS FOR THE BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5465-355	2020-02-22	2020-02-24	MILESTONES 5240	238.01	CAD	238.01	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS FOR BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5465-356	2020-02-23	2020-02-24	UBER EATS HELP.UBER.CO	298.05	CAD	298.05	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS FOR THE BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5465-357	2020-02-23	2020-02-24	UBER EATS HELP.UBER.CO	27.28	CAD	27.28	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS FOR THE BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5465-358	2020-02-22	2020-02-24	P.B. ATRIUM	195.84	CAD	195.84	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS FOR THE BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5466-173	2020-02-23	2020-02-25	SPRING ROLLS (ATRIUM)	70.73	CAD	70.73	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS FOR THE BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5466-174	2020-02-24	2020-02-25	UBER EATS HELP.UBER.CO	89.99	CAD	89.99	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS FOR THE BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5466-175	2020-02-25	2020-02-25	UBER  EATS HELP.UBER.C	204.37	CAD	204.37	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALSN- BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5466-176	2020-02-25	2020-02-25	UBER EATS HELP.UBER.CO	110.46	CAD	110.46	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS FOR THE BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5466-177	2020-02-25	2020-02-25	UBER EATS HELP.UBER.CO	75.57	CAD	75.57	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS FOR THE BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5467-214	2020-02-25	2020-02-26	UBER EATS HELP.UBER.CO	310.49	CAD	310.49	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS FOR THE BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5467-215	2020-02-25	2020-02-26	UBER EATS HELP.UBER.CO	44.34	CAD	44.34	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS FOR THE BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5467-216	2020-02-26	2020-02-26	UBER EATS HELP.UBER.CO	236.73	CAD	236.73	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS FOR THE BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5467-217	2020-02-26	2020-02-26	UBER EATS HELP.UBER.CO	18.95	CAD	18.95	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	TIP - MEALS FOR THE BARGAINING TEAM (BAT-TRX 5467-216)
"PEOPLE, EQUITY & HUMAN RIGHTS"	5468-194	2020-02-26	2020-02-27	UBER EATS HELP.UBER.CO	240.75	CAD	240.75	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS FOR THE BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5468-195	2020-02-26	2020-02-27	UBER EATS HELP.UBER.CO	35.52	CAD	35.52	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS FOR THE BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5468-196	2020-02-26	2020-02-27	UBER EATS HELP.UBER.CO	-19.05	CAD	-19.05	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	CREDIT - MEALS FOR THE BARGAINING TEAM (BAT-TRX 5468-194)
"PEOPLE, EQUITY & HUMAN RIGHTS"	5468-197	2020-02-27	2020-02-27	UBER  EATS HELP.UBER.C	-14.64	CAD	-14.64	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	REFUND - MEALS FOR BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5469-237	2020-02-27	2020-02-28	UBER EATS HELP.UBER.CO	25.45	CAD	25.45	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	TIP - BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5469-238	2020-02-28	2020-02-28	UBER EATS HELP.UBER.CO	306.04	CAD	306.04	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	MEALS - BARGAINING TEAM
"PEOPLE, EQUITY & HUMAN RIGHTS"	5469-239	2020-02-28	2020-02-28	UBER EATS HELP.UBER.CO	-4.23	CAD	-4.23	CAD	4820	4820	CM0201	COLLECTIVE BARGAINING SERVICES	5812	"Eating Places, Restaurants"	REFUND - MEALS FOR BARGAINING TEAM
					"3,579.17"	CAD	"3,579.17"	CAD							
REAL ESTATE SERVICES	5467-218	2020-02-25	2020-02-26	ISTOCK.COM	212.44	CAD	212.44	CAD	3420	3420	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	7333	"Commercial Art, Graphics, Photography"	PHOTO EDITING SOFTWARE
					212.44	CAD	212.44	CAD							
FIRE SERVICES	5454-242	2020-02-05	2020-02-07	APCO INTERNATIONAL INC	143.22	CAD	105.00	USD	4760	4760	FR0013	EMERGENCY COMMUNICATIONS	7399	Business Services - Not Elsewhere Classi	RECERTIFICATION 
FIRE SERVICES	5454-243	2020-02-05	2020-02-07	APCO INTERNATIONAL INC	197.79	CAD	145.00	USD	4760	4760	FR0013	EMERGENCY COMMUNICATIONS	7399	Business Services - Not Elsewhere Classi	RECERTIFICATION INSTRUCTOR
					341.01	CAD	250.00	USD							
SENIOR SERVICES AND LONG-TERM CARE 	5457-261	2020-02-11	2020-02-12	CANADIAN MAINTENANCE &	129.84	CAD	129.84	CAD	2530	2530	D3J061	CAREFREE LODGE-MT-OA	7349	"Cleaning and Maintenance, Janitorial Ser"	HALF DOME MIRRORS
SENIOR SERVICES AND LONG-TERM CARE 	5459-300	2020-02-12	2020-02-14	TORONTO STAMP INC - EC	150.97	CAD	150.97	CAD	2530	2530	D3J061	CAREFREE LODGE-MT-OA	5111	"Stationery, Office Supplies, Printing an"	OFFICE NAMEPLATES
					280.81	CAD	280.81	CAD							
TORONTO PARAMEDIC SERVICES	5463-234	2020-02-19	2020-02-20	STICKERYOU.COM	369.41	CAD	369.41	CAD	2792	2792	B46809	BNICE - MEDICS	5399	Miscellaneous General Merchandise	CBRNE STICKERS FOR EQUIPMENT
TORONTO PARAMEDIC SERVICES	5465-359	2020-02-22	2020-02-24	PRINCESS AUTO 36	242.91	CAD	242.91	CAD	2999	2999	B46809	BNICE - MEDICS	5085	Industrial Supplies Not Elsewhere Classi	CASE RESISTENT IMPACT
TORONTO PARAMEDIC SERVICES	5469-240	2020-02-27	2020-02-28	DOLLARAMA #0988	52.32	CAD	52.32	CAD	2820	2820	B46809	BNICE - MEDICS	5310	Discount Stores	"BABYBATH,MIXBOWLS,SPONGES,BAGS"
					664.64	CAD	664.64	CAD							
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5467-219	2020-02-25	2020-02-26	SQ  FEED IT FORWARD	500.00	CAD	500.00	CAD	4820	4820	FC0001	COMM ENGAGEMENT & INFRASTRUCTURE DEVELOP	8398	"Organizations, Charitable and Social Ser"	CATERING
					500.00	CAD	500.00	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5450-157	2020-02-03	2020-02-04	DOLLARAMA # 182	3.96	CAD	3.96	CAD	2600	2600	AH0075	MH MUS COLBORNE LODGE PROGRAMMING	5310	Discount Stores	PROGRAM SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE	5450-158	2020-02-03	2020-02-04	NATIONS FRESH FOODS	2.64	CAD	2.64	CAD	2750	2750	AH0075	MH MUS COLBORNE LODGE PROGRAMMING	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM
ECONOMIC DEVELOPMENT & CULTURE	5450-159	2020-02-03	2020-02-04	WINNERS 319	9.03	CAD	9.03	CAD	2600	2600	AH0075	MH MUS COLBORNE LODGE PROGRAMMING	5651	Family Clothing Stores	PROGRAM SUPPLIES
					15.63	CAD	15.63	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5454-244	2020-02-06	2020-02-07	UBER TRIP HELP.UBER.CO	9.96	CAD	9.96	CAD	4452	4452	ED0141	AC ES OPERATIONAL EVENT SUPPORT	4121	Limousines and Taxicabs	TAXI-NHL BLACK HISTORY MONTH MUSEUM
ECONOMIC DEVELOPMENT & CULTURE	5455-372	2020-02-07	2020-02-10	UBER TRIP HELP.UBER.CO	38.71	CAD	38.71	CAD	4452	4452	ED0141	AC ES OPERATIONAL EVENT SUPPORT	4121	Limousines and Taxicabs	TAXI-NHL BLACK HISTORY MONTH MUSEUM
ECONOMIC DEVELOPMENT & CULTURE	5455-373	2020-02-07	2020-02-10	UBER TRIP HELP.UBER.CO	13.53	CAD	13.53	CAD	4452	4452	ED0141	AC ES OPERATIONAL EVENT SUPPORT	4121	Limousines and Taxicabs	TAXI-NHL BLACK HISTORY MONTH MUSEUM
ECONOMIC DEVELOPMENT & CULTURE	5455-374	2020-02-08	2020-02-10	UBER TRIP HELP.UBER.CO	16.84	CAD	16.84	CAD	4452	4452	ED0141	AC ES OPERATIONAL EVENT SUPPORT	4121	Limousines and Taxicabs	TAXI-NHL BLACK HISTORY MONTH MUSEUM
