Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre /  WBS Element / Order No.	Cost Centre /  WBS Element / Order No. Decription	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3637-236	2015-08-20	2015-08-21	METRO #712	203.80	CAD	203.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05967	ANCASTER-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3644-180	2015-08-26	2015-08-27	RIPLEYS AQUARIUM	107.27	CAD	107.27	CAD	4118	TICKETS AND ADMISSION FEES	P04649	EDITHVALE CC-SUMMER CAMPS	7998	"Aquariums, Dolphinariums, Seaquariums"	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3644-181	2015-08-26	2015-08-27	RIPLEYS AQUARIUM	652.37	CAD	652.37	CAD	4118	TICKETS AND ADMISSION FEES	P04649	EDITHVALE CC-SUMMER CAMPS	7998	"Aquariums, Dolphinariums, Seaquariums"	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3646-173	2015-08-27	2015-08-28	AMAZON *MARKETPLCE CA	137.49	CAD	137.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05967	ANCASTER-PRGM SUPPORT	4816	Computer Network/Information Services	BOOKS FOR LEGO BUILDERS	
					"2,724.70"	CAD	"2,724.70"	CAD								
"PARKS, FORESTRY & RECREATION"	3646-174	2015-08-27	2015-08-28	LIFESAVING SOCIETY	990.71	CAD	990.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02798	ALBION POOL-INSTRL-INDR	8641	"Associations - Civic, Social, and Frater"	"KICKBOARDS, LIFEJCKETS, EASY GRIP BRICKS"	
					990.71	CAD	990.71	CAD								
"PARKS, FORESTRY & RECREATION"	3631-265	2015-08-14	2015-08-17	CTF SUPPLY (11)	37.29	CAD	37.29	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	QUICK LINKS	
"PARKS, FORESTRY & RECREATION"	3646-175	2015-08-27	2015-08-28	CLICKON MAC SOLUTIONS	33.90	CAD	33.90	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	7379	"Computer Maintenance, Repair, and Servic"	IPAD CHARGERS	
"PARKS, FORESTRY & RECREATION"	3648-219	2015-08-29	2015-08-31	STAPLES STORE #26	36.59	CAD	36.59	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5943	"Office, School Supply, and Stationery St"	"WRITING CASE, BATTERIES"	
					107.78	CAD	107.78	CAD								
TORONTO WATER	3626-128	2015-08-10	2015-08-11	PAUL WOLF ELECTRIC   L	170.95	CAD	170.95	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5065	Electrical Parts and Equipment	LAMPS	
TORONTO WATER	3627-218	2015-08-07	2015-08-12	TUBEFIT INC (TORONTO)	11.17	CAD	11.17	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	4900	"Utilities - Electric, Gas, Sanitary, Wat"	INSTRUMENTATION PARTS	
TORONTO WATER	3628-210	2015-08-11	2015-08-13	THE HOME DEPOT #7134	97.64	CAD	97.64	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  E-Z ANCHORS	
					279.76	CAD	279.76	CAD								
TORONTO WATER	3616-121	2015-08-04	2015-08-05	LOWES #03096*	157.99	CAD	157.99	CAD	2575	ELECTRICAL SUPPLIES	TW5025	BUS OP MGMT: STATEGIC PLANNING & WORKFOR	5200	Home Supply Warehouse	**MORE**  ARCTIC FLURRY PENDANT GLASS	
TORONTO WATER	3616-122	2015-08-04	2015-08-05	LOWES #03096*	-186.42	CAD	-186.42	CAD	2575	ELECTRICAL SUPPLIES	TW5025	BUS OP MGMT: STATEGIC PLANNING & WORKFOR	5200	Home Supply Warehouse	LIGHTING	
					-28.43	CAD	-28.43	CAD								
"PARKS, FORESTRY & RECREATION"	3611-258	2015-07-31	2015-08-03	NOFRILLS PETER'S 3926	268.21	CAD	268.21	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13096	GENERAL LEADERSHIP - INNERCITY OUTTRIP'G	7999	Recreation Services (Not Elsewhere Class	OUTTRIPPING GROCERIES	
"PARKS, FORESTRY & RECREATION"	3611-259	2015-07-31	2015-08-03	MOUNTAIN EQUIP CO-OP	100.01	CAD	100.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13096	GENERAL LEADERSHIP - INNERCITY OUTTRIP'G	5655	"Sports Apparel, Riding Apparel Stores"	"ROPE FOR OUT TRIPPING, WALTER FILTRATION"	
"PARKS, FORESTRY & RECREATION"	3631-266	2015-08-14	2015-08-17	NOFRILLS PETER'S 3926	268.56	CAD	268.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13096	GENERAL LEADERSHIP - INNERCITY OUTTRIP'G	7999	Recreation Services (Not Elsewhere Class	GROCERIES - OUT TRIPPING	
"PARKS, FORESTRY & RECREATION"	3631-267	2015-08-14	2015-08-17	WAL-MART #3106	10.15	CAD	10.15	CAD	2270	PROPANE GAS	P13096	GENERAL LEADERSHIP - INNERCITY OUTTRIP'G	5411	"Grocery Stores, Supermarkets"	PROPANE	
					646.93	CAD	646.93	CAD								
TORONTO WATER	3611-260	2015-08-01	2015-08-03	SHOPPERSDRUGMART0865	13.55	CAD	13.55	CAD	2710	GENERAL HARDWARE	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5912	"Drug Stores, Pharmacies"	BATTERIES	
TORONTO WATER	3618-229	2015-08-04	2015-08-06	THE HOME DEPOT #7003	15.24	CAD	15.24	CAD	4804	WIRELESS DEVICES	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5200	Home Supply Warehouse	CCSXLMOSSY	
TORONTO WATER	3621-223	2015-08-06	2015-08-07	NEDCO CTRL DIV. WESTBU	91.82	CAD	91.82	CAD	2575	ELECTRICAL SUPPLIES	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES	
TORONTO WATER	3624-287	2015-08-06	2015-08-10	APPLIED INDUSTRIAL TEC	257.32	CAD	257.32	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5085	Industrial Supplies Not Elsewhere Classi	BELTS & SHEAVES	
TORONTO WATER	3624-288	2015-08-07	2015-08-10	MARK'S WORK WEARHOUSE#	116.36	CAD	116.36	CAD	2670	UNIFORMS	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5611	Men's and Boy's Clothing and Furnishings	NEW EMPLOYEE UNIFORM	
TORONTO WATER	3624-289	2015-08-07	2015-08-10	MARK'S WORK WAREHOUSE#	83.60	CAD	83.60	CAD	2670	UNIFORMS	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5651	Family Clothing Stores	NEW EMPLOYEE UNIFORM	
TORONTO WATER	3624-290	2015-08-07	2015-08-10	MARK'S WORK WAREHOUSE#	125.40	CAD	125.40	CAD	2670	UNIFORMS	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5651	Family Clothing Stores	NEW EMPLOYEE UNIFORM	
TORONTO WATER	3624-291	2015-08-07	2015-08-10	MARK'S WORK WEARHOUSE#	83.60	CAD	83.60	CAD	2670	UNIFORMS	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5651	Family Clothing Stores	NEW EMPLOYEE UNIFORM	
TORONTO WATER	3624-292	2015-08-07	2015-08-10	MARK'S WORK WEARHOUSE#	376.20	CAD	376.20	CAD	2670	UNIFORMS	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5651	Family Clothing Stores	NEW EMPLOYEE UNIFORM	
TORONTO WATER	3624-293	2015-08-07	2015-08-10	MARK'S WORK WEARHOUSE#	41.80	CAD	41.80	CAD	2670	UNIFORMS	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5651	Family Clothing Stores	NEW EMPLOYEE UNIFORM	
TORONTO WATER	3626-129	2015-08-10	2015-08-11	ALL CUSTOM GASKET   MA	"1,048.72"	CAD	"1,048.72"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5211	"Building Materials, Lumber Stores"	GASKET MATERIAL	
TORONTO WATER	3628-211	2015-08-11	2015-08-13	THE HOME DEPOT #7011	63.51	CAD	63.51	CAD	2710	GENERAL HARDWARE	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5200	Home Supply Warehouse	"**MORE**  DW12""18TPI"	
TORONTO WATER	3629-233	2015-08-13	2015-08-14	MR METAL(ETOBICOKE) IN	320.34	CAD	320.34	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5051	Metal Service Centers and Offices	BRASS MATERIAL FOR PUMP	
TORONTO WATER	3631-268	2015-08-14	2015-08-17	BRAFASCO / ETOBICOKE	215.33	CAD	215.33	CAD	2715	PAINT SUPPLIES	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5085	Industrial Supplies Not Elsewhere Classi	PAINT	
TORONTO WATER	3631-269	2015-08-15	2015-08-17	THE HOME DEPOT #7003	118.48	CAD	118.48	CAD	2575	ELECTRICAL SUPPLIES	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5200	Home Supply Warehouse	**MORE**  9IN1 TOOL	
TORONTO WATER	3634-211	2015-08-17	2015-08-19	LEVITT SAFETY LIMITED	343.18	CAD	343.18	CAD	2499	OTHER CHEMICALS	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	7394	"Equipment Rental and Leasing Services, F"	CALIBRATION GAS	
TORONTO WATER	3634-212	2015-08-18	2015-08-19	BELZONA GREAT LAKES HO	283.91	CAD	283.91	CAD	2499	OTHER CHEMICALS	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5999	Miscellaneous and Specialty Retail Store	REPAIR COMPOUND	
TORONTO WATER	3637-237	2015-08-19	2015-08-21	APPLIED INDUSTRIAL TEC	5.58	CAD	5.58	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5085	Industrial Supplies Not Elsewhere Classi	BEARINGS	
TORONTO WATER	3639-234	2015-08-21	2015-08-24	NEDCO CTRL DIV. WESTBU	36.66	CAD	36.66	CAD	2575	ELECTRICAL SUPPLIES	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES	
TORONTO WATER	3641-119	2015-08-24	2015-08-25	LOWES #03096*	18.62	CAD	18.62	CAD	2715	PAINT SUPPLIES	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5200	Home Supply Warehouse	"**MORE**  8""X12""STEEL SQUARE"	
TORONTO WATER	3641-120	2015-08-24	2015-08-25	TORBRAM ELECTRIC SUPPL	165.76	CAD	165.76	CAD	2575	ELECTRICAL SUPPLIES	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	1731	Electrical Contractors	ELECTRICAL SUPPLIES	
TORONTO WATER	3644-182	2015-08-26	2015-08-27	KOTYCK BROS LIMITED	270.66	CAD	270.66	CAD	2535	PLUMBING SUPPLIES	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	1520	General Contractors - Residential and Co	PLUMBING SUPPLIES	
TORONTO WATER	3648-220	2015-08-25	2015-08-31	PACIFIC FASTENERS (198	351.18	CAD	351.18	CAD	2710	GENERAL HARDWARE	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5251	Hardware Stores	SS BOLTS	
TORONTO WATER	3648-221	2015-08-28	2015-08-31	LOWES #03096*	8.24	CAD	8.24	CAD	2575	ELECTRICAL SUPPLIES	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5200	Home Supply Warehouse	"POWER STRIP 6-OUTLET, 3FT CORD"	
					"4,455.06"	CAD	"4,455.06"	CAD								
TORONTO WATER	3641-121	2015-08-21	2015-08-25	CDN TIRE STORE #00209	90.31	CAD	90.31	CAD	2499	OTHER CHEMICALS	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5200	Home Supply Warehouse	ACETONE CLEANER	
TORONTO WATER	3641-122	2015-08-24	2015-08-25	FASTENAL CANADA02ONSCA	211.66	CAD	211.66	CAD	2710	GENERAL HARDWARE	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5085	Industrial Supplies Not Elsewhere Classi	DE STUD	
TORONTO WATER	3642-161	2015-08-24	2015-08-26	CDN TIRE STORE #00427	-79.02	CAD	-79.02	CAD	2499	OTHER CHEMICALS	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5200	Home Supply Warehouse	ACETONE CLEANER	
					222.95	CAD	222.95	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3632-146	2015-08-17	2015-08-18	NOFRILLS CARLO'S #3925	89.10	CAD	89.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"VARIOUS VEGETABLES,APPLE VINEGAR, WHITE VINEGAR"	
ECONOMIC DEVELOPMENT & CULTURE	3639-235	2015-08-21	2015-08-24	NOFRILLS RICHARD'S #39	52.08	CAD	52.08	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0055	HS-MH-COLLECTION MGMT-ZION SCHOO	5411	"Grocery Stores, Supermarkets"	"DILL PICKLES, FREEZER BAGS, WHIPPING CREAM"	
ECONOMIC DEVELOPMENT & CULTURE	3639-236	2015-08-21	2015-08-24	FOOD BASICS #874	41.90	CAD	41.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0055	HS-MH-COLLECTION MGMT-ZION SCHOO	5411	"Grocery Stores, Supermarkets"	"FREEZER BAG, WATER, LEMONADE, MILK"	
ECONOMIC DEVELOPMENT & CULTURE	3639-237	2015-08-21	2015-08-24	THE HOME DEPOT #7136	30.64	CAD	30.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0055	HS-MH-COLLECTION MGMT-ZION SCHOO	5200	Home Supply Warehouse	**MORE**  SPRAYPAINT	
					213.72	CAD	213.72	CAD								
TORONTO WATER	3611-261	2015-07-30	2015-08-03	ONTBELTING  POWER TRAN	167.15	CAD	167.15	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5085	Industrial Supplies Not Elsewhere Classi	V BELTS	
TORONTO WATER	3628-212	2015-08-12	2015-08-13	ALPINE LAWN   GARDEN E	117.94	CAD	117.94	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5261	Lawn and Garden Supply Stores	CHAINS	
TORONTO WATER	3629-234	2015-08-12	2015-08-14	THE HOME DEPOT #7027	154.51	CAD	154.51	CAD	2710	GENERAL HARDWARE	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5200	Home Supply Warehouse	**MORE**  FILTER	
TORONTO WATER	3629-235	2015-08-13	2015-08-14	BATTLEFIELD EQUIPMENT	184.30	CAD	184.30	CAD	4510	RENTAL OF VEHICLES AND EQUIPMENT	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	7394	"Equipment Rental and Leasing Services, F"	EQUIPMENT RENTAL	
TORONTO WATER	3637-238	2015-08-20	2015-08-21	ONTARIO PLASTIC FABRIC	529.84	CAD	529.84	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5074	Plumbing and Heating Equipment	BALL CHECK VALVE	
					"1,153.74"	CAD	"1,153.74"	CAD								
"PARKS, FORESTRY & RECREATION"	3627-219	2015-08-10	2015-08-12	CDN TIRE STORE #00192	51.37	CAD	51.37	CAD	2715	PAINT SUPPLIES	P06877	N-EAST-OPERATIONS	5200	Home Supply Warehouse	PAINT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3628-213	2015-08-12	2015-08-13	D G VACUUM REPAIR SERV	401.16	CAD	401.16	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07697	CUMMER COMPLEX-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	FLOOR MACHINE REPAIR	
"PARKS, FORESTRY & RECREATION"	3632-147	2015-08-14	2015-08-18	CDN TIRE STORE #00192	178.45	CAD	178.45	CAD	2715	PAINT SUPPLIES	P07705	ORIOLE CC-OPERATIONS	5200	Home Supply Warehouse	"PAINT SUPPLIES, HOSES"	
"PARKS, FORESTRY & RECREATION"	3635-208	2015-08-18	2015-08-20	THE HOME DEPOT #7073	74.99	CAD	74.99	CAD	2710	GENERAL HARDWARE	P06877	N-EAST-OPERATIONS	5200	Home Supply Warehouse	**MORE**  9.5DEEP TRAY	
"PARKS, FORESTRY & RECREATION"	3637-239	2015-08-19	2015-08-21	CDN TIRE STORE #00192	120.27	CAD	120.27	CAD	2710	GENERAL HARDWARE	P06877	N-EAST-OPERATIONS	5200	Home Supply Warehouse	TOOLS	
"PARKS, FORESTRY & RECREATION"	3639-238	2015-08-20	2015-08-24	CDN TIRE STORE #00192	63.75	CAD	63.75	CAD	2715	PAINT SUPPLIES	P06680	BANBURY CC-OPERATIONS	5200	Home Supply Warehouse	PAINT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3644-183	2015-08-25	2015-08-27	CDN TIRE STORE #00192	16.94	CAD	16.94	CAD	2710	GENERAL HARDWARE	P07705	ORIOLE CC-OPERATIONS	5200	Home Supply Warehouse	HARDWARE	
"PARKS, FORESTRY & RECREATION"	3646-176	2015-08-26	2015-08-28	CDN TIRE STORE #00192	100.52	CAD	100.52	CAD	2715	PAINT SUPPLIES	P07705	ORIOLE CC-OPERATIONS	5200	Home Supply Warehouse	PAINT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3648-222	2015-08-27	2015-08-31	CDN TIRE STORE #00192	29.37	CAD	29.37	CAD	2710	GENERAL HARDWARE	P07726	NORTH TORONTO-OPERATIONS	5200	Home Supply Warehouse	HARDWARE	
					"1,036.82"	CAD	"1,036.82"	CAD								
TORONTO WATER	3635-209	2015-08-19	2015-08-20	KOTYCK BROS LIMITED	213.34	CAD	213.34	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	1520	General Contractors - Residential and Co	GASKET MATERIAL	
TORONTO WATER	3642-162	2015-08-25	2015-08-26	KOTYCK BROS LIMITED	98.02	CAD	98.02	CAD	2499	OTHER CHEMICALS	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	1520	General Contractors - Residential and Co	SILICONE/ANTI-SEIZE	
					311.36	CAD	311.36	CAD								
TORONTO WATER	3644-184	2015-08-26	2015-08-27	OWPSACSTATE	178.58	CAD	132.00	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	8398	"Organizations, Charitable and Social Ser"	COURSE PACKAGE	
TORONTO WATER	3644-185	2015-08-26	2015-08-27	OWPSACSTATE	177.23	CAD	131.00	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	8398	"Organizations, Charitable and Social Ser"	COURSE PACKAGE	
					355.81	CAD	263.00	USD								
"PARKS, FORESTRY & RECREATION"	3628-214	2015-08-11	2015-08-13	HUMBER NURSERIES LTD.	610.46	CAD	610.46	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12858	BEACH & WATERFRONT MAINTENANCE	5261	Lawn and Garden Supply Stores	PLANT MATERIAL	
					610.46	CAD	610.46	CAD								
"PARKS, FORESTRY & RECREATION"	3632-148	2015-08-17	2015-08-18	PLAYPOWER CAD	675.74	CAD	675.74	CAD	2601	DUR REC & EDUC SUPP	P00898	KIPLING YD-PARKS CONSTR	5099	Durable Goods Not Elsewhere Classified	SLIDE SECTION	
"PARKS, FORESTRY & RECREATION"	3637-240	2015-08-19	2015-08-21	BRAFASCO / ETOBICOKE	172.10	CAD	172.10	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5085	Industrial Supplies Not Elsewhere Classi	100 HEX LAG BOLT	
"PARKS, FORESTRY & RECREATION"	3637-241	2015-08-20	2015-08-21	METAL SUPERMARKETS (ET	434.68	CAD	434.68	CAD	3080	M & E - HAND TOOLS	P00898	KIPLING YD-PARKS CONSTR	5051	Metal Service Centers and Offices	TREAD PLATE	
"PARKS, FORESTRY & RECREATION"	3639-239	2015-08-18	2015-08-24	PACIFIC FASTENERS (198	25.90	CAD	25.90	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5251	Hardware Stores	6 3/8 16 X 2 BHSC 188	
"PARKS, FORESTRY & RECREATION"	3639-240	2015-08-21	2015-08-24	KSL DESIGN	994.40	CAD	994.40	CAD	2601	DUR REC & EDUC SUPP	P00898	KIPLING YD-PARKS CONSTR	5941	Sporting Goods Stores	20 SEAT BELTS	
"PARKS, FORESTRY & RECREATION"	3639-241	2015-08-21	2015-08-24	PACIFIC FASTENERS (198	87.70	CAD	87.70	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5251	Hardware Stores	107 5/16 X 1 1/2 BHSC	
"PARKS, FORESTRY & RECREATION"	3644-186	2015-08-25	2015-08-27	BRAFASCO / ETOBICOKE	217.83	CAD	217.83	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5085	Industrial Supplies Not Elsewhere Classi	200 HEX LAG BOLTS	
"PARKS, FORESTRY & RECREATION"	3644-187	2015-08-26	2015-08-27	ABC RECREATION LTD	63.00	CAD	63.00	CAD	2601	DUR REC & EDUC SUPP	P00898	KIPLING YD-PARKS CONSTR	5021	Office and Commercial Furniture	BEARING REPLACEMENT	
"PARKS, FORESTRY & RECREATION"	3648-223	2015-08-25	2015-08-31	PACIFIC FASTENERS (198	52.01	CAD	52.01	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5251	Hardware Stores	64 5/16 18 X 1 BHSC	
					"2,723.36"	CAD	"2,723.36"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3611-262	2015-08-01	2015-08-03	PAYPAL *HIST EMPOR	454.28	CAD	454.28	CAD	2670	UNIFORMS	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	5651	Family Clothing Stores	COSTUMES	
ECONOMIC DEVELOPMENT & CULTURE	3616-123	2015-08-03	2015-08-05	METRO #475	14.66	CAD	14.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	MILK AND SUGAR	
ECONOMIC DEVELOPMENT & CULTURE	3616-124	2015-08-03	2015-08-05	METRO #475	390.00	CAD	390.00	CAD	4118	TICKETS AND ADMISSION FEES	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	TTC TICKETS-SUMMER PROGRAMMING	
ECONOMIC DEVELOPMENT & CULTURE	3618-230	2015-08-04	2015-08-06	GROCERY GATEWAY	89.81	CAD	89.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"FLOUR, ICING SUGAR, SUGAR, HAND SOAP, BAND AIDS"	
ECONOMIC DEVELOPMENT & CULTURE	3618-231	2015-08-04	2015-08-06	PAYPAL *INPRINTCOLL IN	90.00	CAD	90.00	CAD	4085	PROF & TECH-MGMT	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	8999	Professional Services - Not Elsewhere Cl	PRINTING WORKSHOP	
ECONOMIC DEVELOPMENT & CULTURE	3618-232	2015-08-04	2015-08-06	PAYPAL *INPRINTCOLL IN	452.15	CAD	452.15	CAD	4085	PROF & TECH-MGMT	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	8999	Professional Services - Not Elsewhere Cl	PRINTING WORKSHOP	
ECONOMIC DEVELOPMENT & CULTURE	3618-233	2015-08-04	2015-08-06	PAYPAL *SHYANNESPIL SH	200.00	CAD	200.00	CAD	4085	PROF & TECH-MGMT	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	8999	Professional Services - Not Elsewhere Cl	SALSA DANCE WORKSHOP	
ECONOMIC DEVELOPMENT & CULTURE	3621-224	2015-08-04	2015-08-07	STOCKADE SUPPLY	407.93	CAD	407.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	5970	"Artist Supply Stores, Craft Shops"	"FRAMES, BLOCKS, BALLS, DOWELS"	
ECONOMIC DEVELOPMENT & CULTURE	3621-225	2015-08-05	2015-08-07	PAYPAL *BLANCHES PL	310.51	CAD	310.51	CAD	2670	UNIFORMS	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	5621	Women's Ready to Wear Stores	HISTORIC COSTUMES	
ECONOMIC DEVELOPMENT & CULTURE	3621-226	2015-08-06	2015-08-07	SQ *SCARBOROUGH HISTOR	"1,350.00"	CAD	"1,350.00"	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	8398	"Organizations, Charitable and Social Ser"	CUPCAKES FOR PUBLIC PROGRAMMING EVENT	
ECONOMIC DEVELOPMENT & CULTURE	3627-220	2015-08-10	2015-08-12	GROCERY GATEWAY	143.83	CAD	143.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"CHEESE, BUTTERMILK, MILK, CREAM, ICE CREAM, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	3628-215	2015-08-11	2015-08-13	CDN TIRE STORE #00175	56.48	CAD	56.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	5200	Home Supply Warehouse	LAUNDRY BINS	
ECONOMIC DEVELOPMENT & CULTURE	3631-270	2015-08-14	2015-08-17	IKEA HOME SHOPPING/ECO	123.06	CAD	123.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	5712	"Equipment, Furniture, and Home Furnishin"	CANDLES	
ECONOMIC DEVELOPMENT & CULTURE	3631-271	2015-08-14	2015-08-17	GROCERY GATEWAY	204.11	CAD	204.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"CHEESE, EGGS, MILK, MARSHMALLOWS, PITA, SALSA, ETC"	
