Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre /  WBS Element	Cost Centre /  WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2493-2	04-19-2013	04-19-2013	FLGPNET.COM	-36.75	CAD	-36.75	CAD	4233	PCARD RECOVERIES	P05883	NWOODS-ARTS-VISL/PER	7273	Dating and Escort Services	DISPUTE RESOLUTION	
					253.84	CAD	253.84	CAD								
EMERGENCY MEDICAL SERVICES	2467-86	04-22-2013	04-23-2013	EMS CHIEFS OF CANADA.	"1,011.35"	CAD	"1,011.35"	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46776	MANGERS - HUB ADMIN	8699	"Organizations, Membership - Not Elsewher"	REGISTRATION FEE EMSCC CONFERENCE NB JUN 10-14/13	
EMERGENCY MEDICAL SERVICES	2469-187	04-22-2013	04-25-2013	AIR CAN  0142120381238	444.37	CAD	444.37	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	B46776	MANGERS - HUB ADMIN	3009	Air Canada	AIR FARE EMSCC CONF NB JUNE 2013	
EMERGENCY MEDICAL SERVICES	2481-146	05-01-2013	05-03-2013	PRECISE PARKLINK 6B	54.00	CAD	54.00	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	B46776	MANGERS - HUB ADMIN	9399	Government Services - Not Elsewhere Clas	"AIRPORT PARKING TEXAC APR 29-MAY 01, 2013"	
					"1,509.72"	CAD	"1,509.72"	CAD								
EMERGENCY MEDICAL SERVICES	2475-90	04-28-2013	04-30-2013	PAYPAL *CABLSONSALE	29.58	CAD	29.58	CAD	2199	MISCELLANEOUS PARTS	B33100	COMM CTR OPERATIONS	5732	Electronic Sales	"CABLES, NALOGUE BALANCED AUDIO"	
EMERGENCY MEDICAL SERVICES	2475-91	04-30-2013	04-30-2013	THE P.A. SHOP SALES	405.67	CAD	405.67	CAD	3020	M & E - COMMUNICATIONS	B33100	COMM CTR OPERATIONS	5065	Electrical Parts and Equipment	MEDIA CONVERSATION CASSETTE	
					435.25	CAD	435.25	CAD								
"PARKS, FORESTRY & RECREATION"	2462-152	04-16-2013	04-19-2013	LINDE CANADA - ETOBICO	100.03	CAD	100.03	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5072	Hardware Equipment and Supplies	"HELMET LENS, FLINTS"	
					100.03	CAD	100.03	CAD								
TORONTO WATER	2479-145	04-30-2013	05-02-2013	CDN TIRE STORE #00070	226.54	CAD	226.54	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5200	Home Supply Warehouse	HAMMER	
					226.54	CAD	226.54	CAD								
"PARKS, FORESTRY & RECREATION"	2437-146	04-02-2013	04-04-2013	WAL-MART # 3105	132.76	CAD	132.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11394	ANCASTER-SOC PGM	5310	Discount Stores	"TENNIS BALLS,YARN"	
"PARKS, FORESTRY & RECREATION"	2445-85	04-05-2013	04-09-2013	METRO #493	35.90	CAD	35.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11394	ANCASTER-SOC PGM	5411	"Grocery Stores, Supermarkets"	"GREEN ONION,2% MILK,BUTTERMILK,FLOUR, JUICE"	
"PARKS, FORESTRY & RECREATION"	2445-86	04-08-2013	04-09-2013	J   J CRAFTS	599.87	CAD	599.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11394	ANCASTER-SOC PGM	5970	"Artist Supply Stores, Craft Shops"	"CHART PAD,POCKET COMPASS,CNSTN PAPER,GLOSS PODGE"	
"PARKS, FORESTRY & RECREATION"	2449-174	04-09-2013	04-11-2013	METRO #493	124.81	CAD	124.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11394	ANCASTER-SOC PGM	5411	"Grocery Stores, Supermarkets"	"SUGAR,PITA,BUTTERMILK,BASIL,PASTA,FRUIT PNCH,GRAPE"	
"PARKS, FORESTRY & RECREATION"	2465-225	04-18-2013	04-22-2013	THE HOME DEPOT #7129	67.53	CAD	67.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11394	ANCASTER-SOC PGM	5200	Home Supply Warehouse	COOL 4PK	
"PARKS, FORESTRY & RECREATION"	2467-87	04-22-2013	04-23-2013	MICHAELS #3983	112.85	CAD	112.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08021	ANCASTER-ARTS-VISL/P	5945	"Game, Toy, and Hobby Shops"	"CANVAS, FOAM SHAPES, CLAY"	
"PARKS, FORESTRY & RECREATION"	2473-242	04-25-2013	04-29-2013	METRO #493	113.43	CAD	113.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11394	ANCASTER-SOC PGM	5411	"Grocery Stores, Supermarkets"	"LEMON,SUGAR,TORTILLA,CHEESE,SOUR CREAM,CRACKERS"	
"PARKS, FORESTRY & RECREATION"	2479-146	05-01-2013	05-02-2013	J   J CRAFTS	477.11	CAD	477.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04631	ANCASTER-SUMR CAMP	5970	"Artist Supply Stores, Craft Shops"	ARTS & CRAFT SUPPLIES	
					"1,664.26"	CAD	"1,664.26"	CAD								
"PARKS, FORESTRY & RECREATION"	2462-153	04-18-2013	04-19-2013	G.K. CHEMICAL SPECIALT	141.25	CAD	141.25	CAD	2570	JANITORIAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5169	Chemicals and Allied Products Not Elsewh	TOILET TISSUE	
"PARKS, FORESTRY & RECREATION"	2467-88	04-22-2013	04-23-2013	LOWES #02633*	23.91	CAD	23.91	CAD	2710	GENERAL HARDWARE	P10954	BIRCHMOUNT-OPS	5200	Home Supply Warehouse	24 NATURAL 175LB CABLE TIE BAG/10	
"PARKS, FORESTRY & RECREATION"	2468-155	04-22-2013	04-24-2013	THE HOME DEPOT #7107	37.13	CAD	37.13	CAD	2710	GENERAL HARDWARE	P10954	BIRCHMOUNT-OPS	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2470-129	04-24-2013	04-26-2013	THE HOME DEPOT #7107	7.04	CAD	7.04	CAD	2570	JANITORIAL SUPPLIES	P10954	BIRCHMOUNT-OPS	5200	Home Supply Warehouse	PLUNGER	
					209.33	CAD	209.33	CAD								
"PARKS, FORESTRY & RECREATION"	2465-226	04-19-2013	04-22-2013	NOFRILLS STEPHEN'S #34	11.40	CAD	11.40	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2467-89	04-22-2013	04-23-2013	NOFRILLS STEPHEN'S #34	9.31	CAD	9.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05217	DON MONTGOMERY-ARTS	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2470-130	04-25-2013	04-26-2013	NOFRILLS JOSE'S #3470	4.52	CAD	4.52	CAD	2570	JANITORIAL SUPPLIES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2473-243	04-25-2013	04-29-2013	JAMES WHITE   SONS FLO	11.30	CAD	11.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY-SOC	5992	Florists	SCIENCE FUN SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2473-244	04-26-2013	04-29-2013	NOFRILLS STEPHEN'S #34	16.04	CAD	16.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2475-92	04-26-2013	04-30-2013	METRO #808	10.30	CAD	10.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2475-93	04-29-2013	04-30-2013	NOFRILLS STEPHEN'S #34	2.26	CAD	2.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2475-94	04-29-2013	04-30-2013	NOFRILLS STEPHEN'S #34	6.47	CAD	6.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05217	DON MONTGOMERY-ARTS	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
					71.60	CAD	71.60	CAD								
"PARKS, FORESTRY & RECREATION"	2468-156	04-22-2013	04-24-2013	RONA # 55140	73.43	CAD	73.43	CAD	3015	M & E - GROUNDS	P00272	E-SOUTH2-TURF&HORT	5251	Hardware Stores	"SHEAR HEDGE 22"" & SHEAR BY PASS"	
"PARKS, FORESTRY & RECREATION"	2470-131	04-24-2013	04-26-2013	THE HOME DEPOT #7107	148.38	CAD	148.38	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2470-132	04-24-2013	04-26-2013	THE HOME DEPOT #7107	24.27	CAD	24.27	CAD	3080	M & E - HAND TOOLS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2479-147	05-01-2013	05-02-2013	SHERIDAN NURSERIES UNI	934.05	CAD	934.05	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	PLANTS/FERTILIZER	
					"1,180.13"	CAD	"1,180.13"	CAD								
"PARKS, FORESTRY & RECREATION"	2437-147	04-02-2013	04-04-2013	FOOD BASICS #628	17.66	CAD	17.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	"FLOUR, MUSHROOM, KRAFT CHEESE, CANNED PINEAPPLE"	
"PARKS, FORESTRY & RECREATION"	2437-148	04-02-2013	04-04-2013	FOOD BASICS #628	46.41	CAD	46.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01342	ELLESMERE CC-SOCIAL	5411	"Grocery Stores, Supermarkets"	"GREEN PEPPER,ONION,CHEESE,PIZZA SAUCE,PITA BREAD"	
"PARKS, FORESTRY & RECREATION"	2441-141	04-03-2013	04-05-2013	FOOD BASICS #628	48.67	CAD	48.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07694	SCAR VILLAGE-PGM SUP	5411	"Grocery Stores, Supermarkets"	"SWEETENER,COOKIES,CRANBERRY JUICE,MILK"	
"PARKS, FORESTRY & RECREATION"	2441-142	04-03-2013	04-05-2013	FOOD BASICS #628	15.37	CAD	15.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	"GREEN PEPPER,MUSHROOM,ONION,CANNED PINEAPPLE,SAUCE"	
"PARKS, FORESTRY & RECREATION"	2441-143	04-03-2013	04-05-2013	WMT SUPRCTR #1117	15.75	CAD	15.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01342	ELLESMERE CC-SOCIAL	5411	"Grocery Stores, Supermarkets"	FLEX MATS	
"PARKS, FORESTRY & RECREATION"	2443-216	04-04-2013	04-08-2013	METRO #35	3.59	CAD	3.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01342	ELLESMERE CC-SOCIAL	5411	"Grocery Stores, Supermarkets"	BUTTER	
"PARKS, FORESTRY & RECREATION"	2445-87	04-05-2013	04-09-2013	FOOD BASICS #628	54.25	CAD	54.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01342	ELLESMERE CC-SOCIAL	5411	"Grocery Stores, Supermarkets"	"POTATOES,TORTILLAS,CRACKERS,CARROTS,SWEET POTATOES"	
"PARKS, FORESTRY & RECREATION"	2445-88	04-05-2013	04-09-2013	FOOD BASICS #628	46.15	CAD	46.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	"CRACKERS, MILK, WHIP CREAM, EGGS"	
"PARKS, FORESTRY & RECREATION"	2449-175	04-09-2013	04-11-2013	FOOD BASICS #628	29.11	CAD	29.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	"BREAD, FRUIT PUNCH, APPLES"	
"PARKS, FORESTRY & RECREATION"	2449-176	04-09-2013	04-11-2013	FOOD BASICS #628	25.58	CAD	25.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01342	ELLESMERE CC-SOCIAL	5411	"Grocery Stores, Supermarkets"	"CHEERIOS CEREAL, RAISINS, FRUIT PUNCH, ICING, MILK"	
"PARKS, FORESTRY & RECREATION"	2449-177	04-09-2013	04-11-2013	WAL-MART #3159	28.48	CAD	28.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01342	ELLESMERE CC-SOCIAL	5411	"Grocery Stores, Supermarkets"	"TWINE & BIRD SEED FOR KIDS GARDENING PROGRA,"	
"PARKS, FORESTRY & RECREATION"	2449-178	04-09-2013	04-11-2013	WAL-MART #3159	28.34	CAD	28.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05191	ELLESMERE CC-ARTS-VI	5411	"Grocery Stores, Supermarkets"	WATERCOLOUR ART PADS	
"PARKS, FORESTRY & RECREATION"	2455-175	04-11-2013	04-15-2013	FOOD BASICS #628	36.94	CAD	36.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	"MILK, PASTA, BREAD, GROUND CHICKEN"	
"PARKS, FORESTRY & RECREATION"	2455-176	04-11-2013	04-15-2013	FOOD BASICS #628	59.06	CAD	59.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01342	ELLESMERE CC-SOCIAL	5411	"Grocery Stores, Supermarkets"	"LEMON, BAKING POWDER,GREEN PEPPER,GARLIC, POTATOES"	
"PARKS, FORESTRY & RECREATION"	2461-141	04-16-2013	04-18-2013	FOOD BASICS #628	37.96	CAD	37.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	"BREAD, BASIL, EGGPLANT, SQUASH, LETTUCE, LEMON"	
"PARKS, FORESTRY & RECREATION"	2461-142	04-16-2013	04-18-2013	FOOD BASICS #628	39.30	CAD	39.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01342	ELLESMERE CC-SOCIAL	5411	"Grocery Stores, Supermarkets"	"FRUIT PUNCH,MILK, BROCCOLI, LEMONS, RED PEPPERS"	
"PARKS, FORESTRY & RECREATION"	2465-227	04-19-2013	04-22-2013	THE HOME DEPOT #7001	54.83	CAD	54.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01342	ELLESMERE CC-SOCIAL	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2465-228	04-19-2013	04-22-2013	YOUR DOLLAR STORE WITH	16.10	CAD	16.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01342	ELLESMERE CC-SOCIAL	5999	Miscellaneous and Specialty Retail Store	"WATERING CANS,GARDENING GLOVES & STICKERS"	
"PARKS, FORESTRY & RECREATION"	2467-90	04-19-2013	04-23-2013	FOOD BASICS #628	44.06	CAD	44.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	"ICE CREAM, MARSHMALLOW, EGGS, CHEESE"	
"PARKS, FORESTRY & RECREATION"	2467-91	04-19-2013	04-23-2013	FOOD BASICS #628	29.76	CAD	29.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01342	ELLESMERE CC-SOCIAL	5411	"Grocery Stores, Supermarkets"	"LETTUCE, BROTH, PASTA, FRUIT PUNCH, TOMATOES"	
"PARKS, FORESTRY & RECREATION"	2468-157	04-23-2013	04-24-2013	TDSB-PURCHASING	108.97	CAD	108.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01342	ELLESMERE CC-SOCIAL	8299	Educational Services	VARIETY OF LARGE CONSTRUCTION PAPERS	
"PARKS, FORESTRY & RECREATION"	2469-188	04-23-2013	04-25-2013	FOOD BASICS #628	52.78	CAD	52.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	"LEMONS,STRAWBERRIES,LACKBERRY, CREAM CHEESE, CANTA"	
"PARKS, FORESTRY & RECREATION"	2469-189	04-23-2013	04-25-2013	FOOD BASICS #628	38.04	CAD	38.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01342	ELLESMERE CC-SOCIAL	5411	"Grocery Stores, Supermarkets"	"MILK, ICE CREAM, TOMATOES, CUCUMBER, CREAM CHEESE"	
"PARKS, FORESTRY & RECREATION"	2470-133	04-24-2013	04-26-2013	METRO #475	3.35	CAD	3.35	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01342	ELLESMERE CC-SOCIAL	5411	"Grocery Stores, Supermarkets"	BUTTERMILK	
"PARKS, FORESTRY & RECREATION"	2473-245	04-25-2013	04-29-2013	FOOD BASICS #628	65.12	CAD	65.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	"LETTUCE,KRAFT CHEESE,GRND BEEF,ORANGES,MUSHROOMS"	
"PARKS, FORESTRY & RECREATION"	2473-246	04-25-2013	04-29-2013	FOOD BASICS #628	39.67	CAD	39.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01342	ELLESMERE CC-SOCIAL	5411	"Grocery Stores, Supermarkets"	"STRAWBERRIES,SOUR CREAM,BANANAS,COOKIES,LEMONS"	
"PARKS, FORESTRY & RECREATION"	2479-148	04-30-2013	05-02-2013	FOOD BASICS #628	20.49	CAD	20.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01342	ELLESMERE CC-SOCIAL	5411	"Grocery Stores, Supermarkets"	"CARROTS, CELERY, BREAD, SOUR CREAM, CUCUMBER"	
					"1,005.79"	CAD	"1,005.79"	CAD								
"PARKS, FORESTRY & RECREATION"	2447-137	04-09-2013	04-10-2013	RTA ELECTRIC MOTOR COR	408.02	CAD	408.02	CAD	2575	ELECTRICAL SUPPLIES	P07707	RODING CC-OPERATIONS	7538	Automotive Service Shops	ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2462-154	04-18-2013	04-19-2013	RTA ELECTRIC MOTOR COR	565.00	CAD	565.00	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	7538	Automotive Service Shops	ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2475-95	04-29-2013	04-30-2013	WESTBURNE RUDDY ELECTR	31.39	CAD	31.39	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2475-96	04-29-2013	04-30-2013	RTA ELECTRIC MOTOR COR	169.50	CAD	169.50	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	7538	Automotive Service Shops	ELECTRICAL SUPPLIES	
					"1,173.91"	CAD	"1,173.91"	CAD								
"PARKS, FORESTRY & RECREATION"	2465-229	04-19-2013	04-22-2013	WAL-MART # 3740	57.53	CAD	57.53	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13466	EY - CAN BIKE - INSTRUCTIONAL PRG	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CANBIKE PROGRAMS	
					57.53	CAD	57.53	CAD								
"PARKS, FORESTRY & RECREATION"	2437-149	04-03-2013	04-04-2013	PRICE CHOPPER #7984QPS	108.38	CAD	108.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	"APPLE JUICE,LETTUCE,OATS,TACO SHELLS,SUGAR,CHEESE"	
"PARKS, FORESTRY & RECREATION"	2437-150	04-03-2013	04-04-2013	PRICE CHOPPER #7984QPS	169.71	CAD	169.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	"ORANGE JUICE,CHICKEN WIENERS,BREAD,EGGS,CAKE MIX"	
"PARKS, FORESTRY & RECREATION"	2441-144	04-04-2013	04-05-2013	RCSS WESTON 2800	42.44	CAD	42.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02858	N-C-YOUTH-SP NEEDS	5411	"Grocery Stores, Supermarkets"	"RASPBERRIES,BUNS,LEAN,GROUND TURKEY,TOMATOES"	
"PARKS, FORESTRY & RECREATION"	2459-130	04-15-2013	04-17-2013	THE HOME DEPOT #7129	20.31	CAD	20.31	CAD	2575	ELECTRICAL SUPPLIES	P06075	OAKDALE CC-SOC PGM	5200	Home Supply Warehouse	8W A19 LED	
"PARKS, FORESTRY & RECREATION"	2459-131	04-16-2013	04-17-2013	PRICE CHOPPER #7984QPS	20.89	CAD	20.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	"GREEN BEANS, RED KIDNEY BEANS, BREAD, CHIC PEAS"	
"PARKS, FORESTRY & RECREATION"	2459-132	04-15-2013	04-17-2013	THE HOME DEPOT #7129	-20.31	CAD	-20.31	CAD	2575	ELECTRICAL SUPPLIES	P06075	OAKDALE CC-SOC PGM	5200	Home Supply Warehouse	8W A19 LED	
"PARKS, FORESTRY & RECREATION"	2461-143	04-17-2013	04-18-2013	PRICE CHOPPER #7984QPS	24.42	CAD	24.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02858	N-C-YOUTH-SP NEEDS	5411	"Grocery Stores, Supermarkets"	"MANGOES, LEMONS, BLACKBERRIES, RICE KRISPIES, KIWI"	
"PARKS, FORESTRY & RECREATION"	2462-155	04-18-2013	04-19-2013	AVRON FOODS	330.98	CAD	330.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5199	Nondurable Goods Not Elsewhere Classifie	"EGGS,BAKING SUPPLIES,BAGELS,APPLE JUICE,FRUITS"	
"PARKS, FORESTRY & RECREATION"	2465-230	04-19-2013	04-22-2013	DOLLAR TREE CANADA STO	101.64	CAD	101.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06075	OAKDALE CC-SOC PGM	5331	Variety Stores	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2469-190	04-24-2013	04-25-2013	PRICE CHOPPER #7984QPS	98.62	CAD	98.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	"ORANGE JUICE,STRAWBERRIES,MUFFIN MIX,CREAM CHEESE"	
"PARKS, FORESTRY & RECREATION"	2470-134	04-25-2013	04-26-2013	HIGHLAND FARMS NORTH Y	19.62	CAD	19.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02858	N-C-YOUTH-SP NEEDS	5411	"Grocery Stores, Supermarkets"	"GRANOLA BARS, APPLE JUICE"	
"PARKS, FORESTRY & RECREATION"	2470-135	04-25-2013	04-26-2013	THE CRAFT   HOBBY EMPO	18.82	CAD	18.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06075	OAKDALE CC-SOC PGM	5970	"Artist Supply Stores, Craft Shops"	"SELF ADHESIVE FOAM SHAPES,SHARPENER,EXERCISE BOOKS"	
"PARKS, FORESTRY & RECREATION"	2475-97	04-29-2013	04-30-2013	LOBLAW SUPERMARKET #10	60.22	CAD	60.22	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02858	N-C-YOUTH-SP NEEDS	5411	"Grocery Stores, Supermarkets"	"CELERY SEED,APPLE JUICE,PARSLEY,MUSTARD,MAYO"	
"PARKS, FORESTRY & RECREATION"	2479-149	04-30-2013	05-02-2013	WAL-MART # 3105	25.85	CAD	25.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06075	OAKDALE CC-SOC PGM	5310	Discount Stores	CD S	
"PARKS, FORESTRY & RECREATION"	2479-150	05-01-2013	05-02-2013	AVRON FOODS	298.97	CAD	298.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5199	Nondurable Goods Not Elsewhere Classifie	"EGGS WHITE,PANCAKE MIX,BAGELS,CAKE MIX,JUICE"	
					"1,320.56"	CAD	"1,320.56"	CAD								
EMERGENCY MEDICAL SERVICES	2468-158	04-23-2013	04-24-2013	MICHAELS OF CANADA #35	11.29	CAD	11.29	CAD	2670	UNIFORMS	B25000	MATERIALS MGT-STORES	5945	"Game, Toy, and Hobby Shops"	INVISIBLE UNIFORM THREAD	
EMERGENCY MEDICAL SERVICES	2473-247	04-27-2013	04-29-2013	SHOPPERS DRUG MART0822	38.87	CAD	38.87	CAD	*****	MISCELLANEOUS MATERIALS & SUPPLIES	B46700	ALS OPERATIONS	5912	"Drug Stores, Pharmacies"	*****	
EMERGENCY MEDICAL SERVICES	2481-147	05-02-2013	05-03-2013	NOFRILLS JACKS 728	228.34	CAD	228.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	B46700	ALS OPERATIONS	5411	"Grocery Stores, Supermarkets"	FOOD FOR AWARDS NIGHT	
					278.50	CAD	278.50	CAD								
"PARKS, FORESTRY & RECREATION"	2479-151	04-30-2013	05-02-2013	HUMBER NURSERIES LTD.	165.95	CAD	165.95	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00497	S-CENTRAL1-PKS MAINT	5261	Lawn and Garden Supply Stores	1 GAL POTS OF BOSTON IVY	
					165.95	CAD	165.95	CAD								
"PARKS, FORESTRY & RECREATION"	2451-114	04-10-2013	04-12-2013	METRO #401	11.73	CAD	11.73	CAD	4820	BUSINESS MEETING EXPENSES	P12852	STAFF SUPPORT - SC	5411	"Grocery Stores, Supermarkets"	COFFEE SUPPLIES FOR TRAIN THE TRAINER EVENT	
"PARKS, FORESTRY & RECREATION"	2456-108	04-15-2013	04-16-2013	RCSS SCARBOROUGH #2809	12.79	CAD	12.79	CAD	4820	BUSINESS MEETING EXPENSES	P12852	STAFF SUPPORT - SC	5411	"Grocery Stores, Supermarkets"	COFFEE SUPPLIES FOR TRAIN THE TRAINER EVENT	
					24.52	CAD	24.52	CAD								
