Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose
ECONOMIC DEVELOPMENT & CULTURE	2800-117	2013-12-17	2013-12-19	THE INTERIOR DESIGN SH	11.30	CAD	11.30	CAD	4118	TICKETS AND ADMISSION FEES	ED0123	DESIGN & INNOVATION SERVICES	7991	Tourist Attractions and Exhibits	TICKET TO EVENT
					61.76	CAD	61.76	CAD							
"PARKS, FORESTRY & RECREATION"	2773-230	2013-11-29	2013-12-02	WAL-MART #3159	5.91	CAD	5.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08903	EY CC COMPLEX-INSTRL	5411	"Grocery Stores, Supermarkets"	PRESCHOOL PGRM SUPPLIES
"PARKS, FORESTRY & RECREATION"	2773-231	2013-11-29	2013-12-02	WAL-MART #3159	4.15	CAD	4.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02244	EY CC COMPLEX-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	SUPPLIES BOX
"PARKS, FORESTRY & RECREATION"	2787-97	2013-12-09	2013-12-10	RED LINE PROMOTIONS	"1,022.65"	CAD	"1,022.65"	CAD	4590	RENTAL - OTHER	P01288	EY CC COMPLEX-PRGM SUPPORT	7993	Video Amusement Game Supplies	RENTAL - TABLE AND CHAIR
"PARKS, FORESTRY & RECREATION"	2793-122	2013-12-12	2013-12-13	CANUCK SPORTS STUFF (T	35.00	CAD	35.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11215	EY CC COMPLEX-SPORTS	5941	Sporting Goods Stores	MINI VOLLEYBALLS
"PARKS, FORESTRY & RECREATION"	2810-88	2013-12-27	2013-12-30	WINNERS 264	11.29	CAD	11.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08903	EY CC COMPLEX-INSTRL	5651	Family Clothing Stores	STEP STOOL
					"1,079.00"	CAD	"1,079.00"	CAD							
EMERGENCY MEDICAL SERVICES	2795-237	2013-12-13	2013-12-16	BEST BUY.CA # 900	36.11	CAD	36.11	CAD	2199	MISCELLANEOUS PARTS	B33100	COMMUNICATION CENTRE OPERATIONS	5732	Electronic Sales	XLR MICROPHONE CABLES
EMERGENCY MEDICAL SERVICES	2795-238	2013-12-13	2013-12-16	B   H PHOTO-VIDEO.COM	821.48	CAD	752.55	USD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	B33100	COMMUNICATION CENTRE OPERATIONS	5969	Direct Marketing - Other Direct Marketer	**MORE**  MDR-7506 PROF FOLDING HEAD
EMERGENCY MEDICAL SERVICES	2795-239	2013-12-13	2013-12-16	B   H PHOTO-VIDEO.COM	356.18	CAD	326.29	USD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	B33100	COMMUNICATION CENTRE OPERATIONS	5969	Direct Marketing - Other Direct Marketer	**MORE**  RE-320 PREMIUM DYNAMIC MIC
EMERGENCY MEDICAL SERVICES	2795-240	2013-12-13	2013-12-16	B   H PHOTO-VIDEO.COM	155.24	CAD	142.21	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B33100	COMMUNICATION CENTRE OPERATIONS	5969	Direct Marketing - Other Direct Marketer	**MORE**  309A SUSPENSION SHOCK-MT F
EMERGENCY MEDICAL SERVICES	2795-241	2013-12-13	2013-12-16	B   H PHOTO-VIDEO.COM	164.70	CAD	150.88	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B33100	COMMUNICATION CENTRE OPERATIONS	5969	Direct Marketing - Other Direct Marketer	**MORE**  PL2T OVERHEAD STUDIO/BRDCS
EMERGENCY MEDICAL SERVICES	2795-242	2013-12-13	2013-12-16	MICROCAD COMPUTER CORP	80.34	CAD	80.34	CAD	2650	COMPUTER AND PRINTER SUPPLIES	B33100	COMMUNICATION CENTRE OPERATIONS	5045	"Computers, Computer Peripheral Equipment"	LAPTOP / DOCK FURNITURE ADAPTER
EMERGENCY MEDICAL SERVICES	2795-243	2013-12-13	2013-12-16	PC CANADA COM	"1,510.76"	CAD	"1,510.76"	CAD	2650	COMPUTER AND PRINTER SUPPLIES	B33100	COMMUNICATION CENTRE OPERATIONS	5045	"Computers, Computer Peripheral Equipment"	SIT/STAND FURNITURE ADAPTER ARMS
EMERGENCY MEDICAL SERVICES	2795-244	2013-12-13	2013-12-16	EBIZ ELECTRONICS	122.89	CAD	122.89	CAD	2199	MISCELLANEOUS PARTS	B33100	COMMUNICATION CENTRE OPERATIONS	5732	Electronic Sales	CONFERENCE MOBLE PHONE CABLES
EMERGENCY MEDICAL SERVICES	2798-135	2013-12-16	2013-12-18	2001AV	"1,014.72"	CAD	"1,014.72"	CAD	3310	FURNISHINGS	B33100	COMMUNICATION CENTRE OPERATIONS	5946	Camera and Photographic Supply Stores	DIGITAL HD CATV TERMINALS (EPG TV)
EMERGENCY MEDICAL SERVICES	2798-136	2013-12-16	2013-12-18	2001AV	723.18	CAD	723.18	CAD	3310	FURNISHINGS	B33100	COMMUNICATION CENTRE OPERATIONS	5946	Camera and Photographic Supply Stores	DIGITAL HD CATV TERMINALS (STD TV)
					"4,985.60"	CAD	"3,488.00"	CAD							
							"1,371.93"	USD							
TORONTO WATER	2776-129	2013-12-03	2013-12-04	TORONTO PARKING AUTHOR	6.75	CAD	6.75	CAD	4770	PARKING EXPENSES (INTOWN)	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	7523	Automobile Parking Lots and Garages	PARKING RECEIPT
					6.75	CAD	6.75	CAD							
"PARKS, FORESTRY & RECREATION"	2774-93	2013-11-30	2013-12-03	CDN TIRE STORE #00033	15.82	CAD	15.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12859	LOCATION SUPPORT - KEN COX	5200	Home Supply Warehouse	COMMUNITY CENTRE DECORATIONS
"PARKS, FORESTRY & RECREATION"	2776-130	2013-12-02	2013-12-04	CDN TIRE STORE #00070	229.88	CAD	229.88	CAD	2570	JANITORIAL SUPPLIES	P12859	LOCATION SUPPORT - KEN COX	5200	Home Supply Warehouse	NAUTILUS BATTERIES FOR CLEANING MACHINE
"PARKS, FORESTRY & RECREATION"	2785-224	2013-12-06	2013-12-09	NO FRILL'S #1306	42.80	CAD	42.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13381	SPECIAL EVENTS - KEN COX CC	5411	"Grocery Stores, Supermarkets"	"OATMEAL,FRUIT JUICE,CARROTS,CUCUMBERS,GRAPES,CELER"
"PARKS, FORESTRY & RECREATION"	2785-225	2013-12-06	2013-12-09	PIZZA PIZZA 115	79.60	CAD	79.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13381	SPECIAL EVENTS - KEN COX CC	5812	"Eating Places, Restaurants"	PIZZA FOR FAMILY SPECIAL EVENT
"PARKS, FORESTRY & RECREATION"	2787-98	2013-12-08	2013-12-10	CDN TIRE STORE #00424	20.88	CAD	20.88	CAD	2710	GENERAL HARDWARE	P12859	LOCATION SUPPORT - KEN COX	5200	Home Supply Warehouse	BATTERIES
"PARKS, FORESTRY & RECREATION"	2791-120	2013-12-10	2013-12-12	TARGET CANADA T3552	47.39	CAD	47.39	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12859	LOCATION SUPPORT - KEN COX	5310	Discount Stores	STORAGE BINS
"PARKS, FORESTRY & RECREATION"	2791-121	2013-12-11	2013-12-12	BODY HARMONICS PILATES	224.76	CAD	224.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12859	LOCATION SUPPORT - KEN COX	7911	"Dance Halls, Schools, and Studios"	ROLLERS FOR PILATES
"PARKS, FORESTRY & RECREATION"	2795-245	2013-12-13	2013-12-16	IKEA ETOBICOKE	56.40	CAD	56.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12859	LOCATION SUPPORT - KEN COX	5712	"Equipment, Furniture, and Home Furnishin"	"CRAFT BEADS, STORAGE CRATES"
"PARKS, FORESTRY & RECREATION"	2800-118	2013-12-18	2013-12-19	HOMESENSE 016	18.08	CAD	18.08	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12859	LOCATION SUPPORT - KEN COX	5651	Family Clothing Stores	STORAGE BINS
					735.61	CAD	735.61	CAD							
"PARKS, FORESTRY & RECREATION"	2791-122	2013-12-11	2013-12-12	BEST BUY CANADA #949	199.41	CAD	199.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09686	BARBARA FRUM-INSTRL	5732	Electronic Sales	SONY CD PLAYERS & CABLES
"PARKS, FORESTRY & RECREATION"	2793-123	2013-12-11	2013-12-13	WAL-MART # 3062	36.82	CAD	36.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05845	BARBARA FRUM-ARTS-VISL/PERF	5310	Discount Stores	"GAMES FOR SENIORS/CARDS,ICE PACKS"
					236.23	CAD	236.23	CAD							
"PARKS, FORESTRY & RECREATION"	2798-137	2013-12-17	2013-12-18	PRESS	112.44	CAD	112.44	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P12664	GENERAL MANAGERS OFFICE	5192	"Books, Periodicals, and Newspapers"	NEWSPAPER SUBSCRIPTION FOR GM'S OFFICE
"PARKS, FORESTRY & RECREATION"	2800-119	2013-12-17	2013-12-19	THE GLOBE AND MAIL	1.12	CAD	1.12	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P12664	GENERAL MANAGERS OFFICE	5192	"Books, Periodicals, and Newspapers"	NEWSPAPER SUBSCRIPTION FOR GM'S OFFICE
"PARKS, FORESTRY & RECREATION"	2804-149	2013-12-20	2013-12-23	DIGITAL NEWSPAPER	73.49	CAD	73.49	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P12664	GENERAL MANAGERS OFFICE	5968	Direct Marketing - Continuity/Subscripti	NEWSPAPER SUBSCRIPTION FOR GM'S OFFICE
					187.05	CAD	187.05	CAD							
ECONOMIC DEVELOPMENT & CULTURE	2773-232	2013-11-29	2013-12-02	INTERNIC.CA/INTERNIC.C	90.40	CAD	90.40	CAD	4813	INTERNET	SE0011	GENERAL ADMIN	7372	"Computer Programming, Integrated Systems"	DOMAIN RENEWAL
					90.40	CAD	90.40	CAD							
"PARKS, FORESTRY & RECREATION"	2808-106	2013-12-23	2013-12-27	THE HOME DEPOT #7129	253.98	CAD	253.98	CAD	2710	GENERAL HARDWARE	NP3230	2013 ICE STORM	5200	Home Supply Warehouse	**MORE**  6OUT SURGE
"PARKS, FORESTRY & RECREATION"	2808-107	2013-12-23	2013-12-27	THE HOME DEPOT #7129	181.28	CAD	181.28	CAD	2710	GENERAL HARDWARE	NP3230	2013 ICE STORM	5200	Home Supply Warehouse	**MORE**  ENRGZR AAA-2
					435.26	CAD	435.26	CAD							
"PARKS, FORESTRY & RECREATION"	2774-94	2013-12-02	2013-12-03	LOBLAWS #1066	32.75	CAD	32.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02867	W-NORTH-SPORTS & REC-YOUTH-SP. NEEDS.	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES
"PARKS, FORESTRY & RECREATION"	2791-123	2013-12-11	2013-12-12	NO FRILLS TONY   KATHY	67.88	CAD	67.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	HOLIDAY EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	2795-246	2013-12-13	2013-12-16	DOLLAR TREE CANADA STO	159.73	CAD	159.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5331	Variety Stores	"FOAM CUTOUTS,RIBBONS,FELT SQUARES,WHITE BAGS"
"PARKS, FORESTRY & RECREATION"	2796-88	2013-12-16	2013-12-17	NO FRILLS TONY   KATHY	237.55	CAD	237.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02867	W-NORTH-SPORTS & REC-YOUTH-SP. NEEDS.	5411	"Grocery Stores, Supermarkets"	HOLIDAY EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	2796-89	2013-12-16	2013-12-17	DOLLAR TREE CANADA STO	132.93	CAD	132.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5331	Variety Stores	HOLIDAY EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	2796-90	2013-12-16	2013-12-17	IKEA ETOBICOKE	77.90	CAD	77.90	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P02867	W-NORTH-SPORTS & REC-YOUTH-SP. NEEDS.	5712	"Equipment, Furniture, and Home Furnishin"	HOLIDAY EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	2798-138	2013-12-17	2013-12-18	NO FRILLS PHARMACY #75	136.82	CAD	136.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	HOLIDAY EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	2801-136	2013-12-18	2013-12-20	LA VILLA FINE FOODS	35.00	CAD	35.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5462	Bakeries	FOOD FOR HOLIDAY EVENT
					880.56	CAD	880.56	CAD							
"PARKS, FORESTRY & RECREATION"	2773-233	2013-11-29	2013-12-02	SAMKO   MIKO TOY WAREH	62.08	CAD	62.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12050	SMITHFIELD-COMM CTR-PRGM SUPPORT	5942	Book Stores	SPECIAL EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	2774-95	2013-12-02	2013-12-03	STICKERS   MORE WAREHO	63.30	CAD	63.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12050	SMITHFIELD-COMM CTR-PRGM SUPPORT	5947	"Card, Gift, Novelty, and Souvenir Shops"	SPECIAL EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	2785-226	2013-12-06	2013-12-09	NOFRILLS SHERIFFS 270	52.81	CAD	52.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12050	SMITHFIELD-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD FOR HOLIDAY FEST: DRINKS & ICE
"PARKS, FORESTRY & RECREATION"	2785-227	2013-12-06	2013-12-09	NAFTA FOODS   PACKAGIN	94.99	CAD	94.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12050	SMITHFIELD-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD FOR HOLIDAY FEST: COOKIES/ICING/SPRINKLES
					273.18	CAD	273.18	CAD							
"PARKS, FORESTRY & RECREATION"	2773-234	2013-11-28	2013-12-02	ABSOLUTE DOLLAR	24.86	CAD	24.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08602	THISTLETOWN-SPEC EVNTS	5310	Discount Stores	SUPPLIES FOR SANTAS WORKSHOP
"PARKS, FORESTRY & RECREATION"	2773-235	2013-11-28	2013-12-02	WAL-MART #1000	65.86	CAD	65.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08602	THISTLETOWN-SPEC EVNTS	5411	"Grocery Stores, Supermarkets"	"NEEDLES, PUMP"
"PARKS, FORESTRY & RECREATION"	2773-236	2013-11-29	2013-12-02	LUMBERVILLE COMPANY LI	4.79	CAD	4.79	CAD	2710	GENERAL HARDWARE	P07746	THISTLETOWN-PRGM SUPPORT	5211	"Building Materials, Lumber Stores"	BOLTS FOR BASKETBALL NET
"PARKS, FORESTRY & RECREATION"	2801-137	2013-12-19	2013-12-20	SAMKO   MIKO TOY WAREH	161.99	CAD	161.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05117	THISTLETOWN-SUMMER CAMPS	5942	Book Stores	PRIZES & GAMES FOR PROGRAMS & CAMP
					257.50	CAD	257.50	CAD							
"PARKS, FORESTRY & RECREATION"	2781-153	2013-12-05	2013-12-06	NOFRILLS DICKIES 752	154.02	CAD	154.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5411	"Grocery Stores, Supermarkets"	SPECIAL EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	2785-228	2013-12-05	2013-12-09	PARTY CITY #2027	46.67	CAD	46.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5947	"Card, Gift, Novelty, and Souvenir Shops"	SPECIAL EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	2785-229	2013-12-06	2013-12-09	ABSOLUTE DOLLAR	30.51	CAD	30.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5310	Discount Stores	"TABLE CLOTHS, HOLIDAY DECOR"
"PARKS, FORESTRY & RECREATION"	2787-99	2013-12-06	2013-12-10	METRO #37	21.40	CAD	21.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5411	"Grocery Stores, Supermarkets"	SPECIAL EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	2793-124	2013-12-12	2013-12-13	FRESHCO #9750      QPS	30.02	CAD	30.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5411	"Grocery Stores, Supermarkets"	SPECIAL EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	2796-91	2013-12-16	2013-12-17	B   S POOL SERVICES IN	952.41	CAD	952.41	CAD	2499	OTHER CHEMICALS	P06671	OAKRIDGE-PRGM SUPPORT	7699	Miscellaneous Repair Shops and Related S	POOL SUPPLIES
					"1,235.03"	CAD	"1,235.03"	CAD							
FIRE SERVICES	2775-1	2013-11-29	2013-12-02	PETROCAN	61.02	CAD	61.02	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL FOR COMPANY CAR
FIRE SERVICES	2782-1	2013-12-03	2013-12-05	PETROCAN	50.05	CAD	50.05	CAD	*****	WASHES-LICENSED MOBILE EQUIP.	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	**MORE**  FUEL FOR COMPANY CAR (VEHICLE 20308)
FIRE SERVICES	2788-1	2013-12-07	2013-12-10	SHELL	48.87	CAD	48.87	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL FOR COMPANY CAR (VEHICLE 20308)
FIRE SERVICES	2788-2	2013-12-08	2013-12-10	SHELL	29.08	CAD	29.08	CAD	*****	WASHES-LICENSED MOBILE EQUIP.	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	**MORE**  FUEL FOR COMPANY CAR (VEHICLE 20308)
FIRE SERVICES	2792-1	2013-12-10	2013-12-12	PETROCAN	43.44	CAD	43.44	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL FOR COMPANY CAR (VEHICLE 20308)
FIRE SERVICES	2797-1	2013-12-13	2013-12-16	PETROCAN	73.20	CAD	73.20	CAD	*****	WASHES-LICENSED MOBILE EQUIP.	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	**MORE**  FUEL FOR COMPANY CAR (VEHICLE 20308)
FIRE SERVICES	2797-2	2013-12-12	2013-12-16	ESSO	17.44	CAD	17.44	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL FOR COMPANY CAR (VEHICLE 20308)
FIRE SERVICES	2797-3	2013-12-13	2013-12-16	PETROCAN	11.28	CAD	11.28	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	WINDSHIELD FLUID FOR COMPANY CAR (20308)
FIRE SERVICES	2803-1	2013-12-18	2013-12-20	PETROCAN	61.91	CAD	61.91	CAD	*****	WASHES-LICENSED MOBILE EQUIP.	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	**MORE**  FUEL FOR COMPANY CAR (VEHICLE 20308)
FIRE SERVICES	2805-1	2013-12-19	2013-12-23	PETROCAN	56.60	CAD	56.60	CAD	*****	WASHES-LICENSED MOBILE EQUIP.	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	**MORE**  FUEL FOR COMPANY CAR (VEHICLE 20308)
					452.89	CAD	452.89	CAD							
FIRE SERVICES	2775-2	2013-11-28	2013-12-02	PETROCAN	58.40	CAD	58.40	CAD	*****	WASHES-LICENSED MOBILE EQUIP.	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	**MORE**  FUEL FOR COMPANY CAR
FIRE SERVICES	2777-1	2013-12-02	2013-12-04	FUELCO #01178	74.99	CAD	74.99	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	FUEL FOR COMPANY CAR
FIRE SERVICES	2783-1	2013-12-04	2013-12-06	PETROCAN	88.06	CAD	88.06	CAD	*****	WASHES-LICENSED MOBILE EQUIP.	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	**MORE**  FUEL FOR COMPANY CAR
FIRE SERVICES	2786-1	2013-12-07	2013-12-09	PETROCAN	83.24	CAD	83.24	CAD	*****	WASHES-LICENSED MOBILE EQUIP.	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	**MORE**  FUEL FOR COMPANY CAR
FIRE SERVICES	2790-1	2013-12-09	2013-12-11	PETROCAN	59.50	CAD	59.50	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	FUEL FOR COMPANY CAR
FIRE SERVICES	2794-1	2013-12-11	2013-12-13	FUELCO #01180	77.93	CAD	77.93	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	FUEL FOR COMPANY CAR
FIRE SERVICES	2799-1	2013-12-16	2013-12-18	SHELL	79.35	CAD	79.35	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	FUEL FOR COMPANY CAR
FIRE SERVICES	2802-1	2013-12-17	2013-12-19	PETROCAN	85.99	CAD	85.99	CAD	*****	MISCELLANEOUS MATERIALS & SUPPLIES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	**MORE**  FUEL FOR COMPANY CAR
FIRE SERVICES	2805-2	2013-12-19	2013-12-23	PETROCAN	66.63	CAD	66.63	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	FUEL FOR COMPANY CAR
FIRE SERVICES	2809-1	2013-12-23	2013-12-27	SHELL	93.38	CAD	93.38	CAD	*****	WASHES-LICENSED MOBILE EQUIP.	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	**MORE**  FUEL FOR COMPANY CAR
FIRE SERVICES	2811-1	2013-12-26	2013-12-30	PETROCAN	101.02	CAD	101.02	CAD	*****	MISCELLANEOUS MATERIALS & SUPPLIES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	**MORE**  FUEL FOR COMPANY CAR
					868.49	CAD	868.49	CAD							
SOLID WASTE MANAGEMENT	2786-2	2013-12-06	2013-12-09	PETROCAN	113.35	CAD	113.35	CAD	2260	GASOLINE	CSW312-13-05	KEELE VALLEY - BASIC	5541	Service Stations (with or without Ancill	Gasoline - Unit 045041
SOLID WASTE MANAGEMENT	2803-2	2013-12-18	2013-12-20	PETROCAN	105.01	CAD	105.01	CAD	2260	GASOLINE	CSW312-13-05	KEELE VALLEY - BASIC	5541	Service Stations (with or without Ancill	Gasoline - Unit 045041
					218.36	CAD	218.36	CAD							
FIRE SERVICES	2786-3	2013-12-05	2013-12-09	PETROCAN	76.98	CAD	76.98	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL FOR COMPANY CAR
					76.98	CAD	76.98	CAD							
EMERGENCY MEDICAL SERVICES	2799-2	2013-12-16	2013-12-18	ESSO	88.50	CAD	88.50	CAD	2260	GASOLINE	B41100	MAINTENANCE OF FLEET	5542	"Fuel Dispenser, Automated"	GASOLINE - VEHICLE 09-104
					88.50	CAD	88.50	CAD							
SOLID WASTE MANAGEMENT	2786-4	2013-12-06	2013-12-09	PETROCAN	106.00	CAD	106.00	CAD	2280	DIESEL - CLEAR	CSW312-13-05	KEELE VALLEY - BASIC	5541	Service Stations (with or without Ancill	Diesel - unit 115009
SOLID WASTE MANAGEMENT	2803-3	2013-12-18	2013-12-20	PETROCAN	104.00	CAD	104.00	CAD	2280	DIESEL - CLEAR	CSW312-13-05	KEELE VALLEY - BASIC	5541	Service Stations (with or without Ancill	Diesel - unit 115009
					210.00	CAD	210.00	CAD							
EMERGENCY MEDICAL SERVICES	2797-4	2013-12-14	2013-12-16	PETROCAN	130.00	CAD	130.00	CAD	2260	GASOLINE	B41100	MAINTENANCE OF FLEET	5541	Service Stations (with or without Ancill	GASOLINE VEHICLE 13-103
					130.00	CAD	130.00	CAD							
EMERGENCY MEDICAL SERVICES	2794-2	2013-12-11	2013-12-13	PETROCAN	83.51	CAD	83.51	CAD	2260	GASOLINE	B41100	MAINTENANCE OF FLEET	5542	"Fuel Dispenser, Automated"	GASOLINE VEHICLE 09-106
EMERGENCY MEDICAL SERVICES	2811-2	2013-12-26	2013-12-30	PETROCAN	66.73	CAD	66.73	CAD	2260	GASOLINE	B41100	MAINTENANCE OF FLEET	5542	"Fuel Dispenser, Automated"	GASOLINE VEHICLE 09-106
					150.24	CAD	150.24	CAD							
SOLID WASTE MANAGEMENT	2792-2	2013-12-10	2013-12-12	PETROCAN	100.00	CAD	100.00	CAD	2260	GASOLINE	CSW312-13-05	KEELE VALLEY - BASIC	5541	Service Stations (with or without Ancill	Gasoline - Unit 043160
					100.00	CAD	100.00	CAD							
EMERGENCY MEDICAL SERVICES	2790-2	2013-12-09	2013-12-11	SHELL	105.56	CAD	105.56	CAD	2260	GASOLINE	B41100	MAINTENANCE OF FLEET	5541	Service Stations (with or without Ancill	GASOLINE VEHICLE 13-201
					105.56	CAD	105.56	CAD							
EMERGENCY MEDICAL SERVICES	2802-2	2013-12-17	2013-12-19	ESSO	5.64	CAD	5.64	CAD	2130	PARTS - MOBILE EQUIPMENT	B41100	MAINTENANCE OF FLEET	5541	Service Stations (with or without Ancill	**MORE**  WINDSHIELD WASHER VEHICLE 09-215
					5.64	CAD	5.64	CAD							
SOLID WASTE MANAGEMENT	2782-2	2013-12-04	2013-12-05	FLYING M TRUCK STOP	102.76	CAD	102.76	CAD	2260	GASOLINE	SW0901	GREEN LANE LANDFILL	5541	Service Stations (with or without Ancill	FUEL FOR VEHICLE
