Division,Batch-Transaction ID,Transaction Date,Card Posting Dt,Merchant Name,Transaction Amt.,Trx.Currency,Original Amount,Original Currency,G/L Account,Exp Type Desc,Cost Center / WBS Element / Order,Cost Center / WBS Element / Order Description,Merchant Type,Merchant Type Description,Purpose
"PARKS, FORESTRY & RECREATION",5764-199,2021-03-26,2021-03-29,DOLLARAMA # 814,27.74,CAD,27.74,CAD,2010,STATIONERY AND OFFICE SUPPLIES,P07686,AGINCOURT-PRGM SUPPORT,5310,Discount Stores,"GLASS VASES, INSTANT TAC, ADHESIVE HOOK/VELCRO, STRIPS"
"PARKS, FORESTRY & RECREATION",5764-200,2021-03-27,2021-03-29,DOLLARAMA # 652,11.30,CAD,11.30,CAD,2010,STATIONERY AND OFFICE SUPPLIES,P07686,AGINCOURT-PRGM SUPPORT,5310,Discount Stores,MEDIUM BRASS DISPLAY HOLDERS
"PARKS, FORESTRY & RECREATION",5764-201,2021-03-27,2021-03-29,DOLLARAMA # 800,30.89,CAD,30.89,CAD,2010,STATIONERY AND OFFICE SUPPLIES,P07686,AGINCOURT-PRGM SUPPORT,5310,Discount Stores,"CONTAINERS FOR STORAGE, LARGE REUSABLE BAG"
"PARKS, FORESTRY & RECREATION",5764-202,2021-03-27,2021-03-29,DOLLAR TREE #40144,16.95,CAD,16.95,CAD,2010,STATIONERY AND OFFICE SUPPLIES,P07686,AGINCOURT-PRGM SUPPORT,5331,Variety Stores,STORAGE BASKETS
"PARKS, FORESTRY & RECREATION",5764-203,2021-03-28,2021-03-29,DOLLAR TREE 40169,8.48,CAD,8.48,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P07872,AGINCOURT RC-SOCIAL PRGM,5331,Variety Stores,WALL BORDERS
"PARKS, FORESTRY & RECREATION",5764-204,2021-03-25,2021-03-29,WAL-MART #3053,22.14,CAD,22.14,CAD,2010,STATIONERY AND OFFICE SUPPLIES,P07686,AGINCOURT-PRGM SUPPORT,5411,"Grocery Stores, Supermarkets","CABLE TIES,"
"PARKS, FORESTRY & RECREATION",5764-205,2021-03-27,2021-03-29,AMZN MKTP CA BP3R45TP3,88.98,CAD,88.98,CAD,2010,STATIONERY AND OFFICE SUPPLIES,P07686,AGINCOURT-PRGM SUPPORT,4816,Computer Network/Information Services,WALL MOUNT ACRYLIC SIGN HOLDERS
,,,,,865.87,CAD,865.87,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5754-178,2021-03-12,2021-03-15,ROGERS  CBL30329330306,22.59,CAD,22.59,CAD,4441,CONTRACTED SERVICES - CABLE TV,P12148,JENNER J MARIE CC-PRGM SUPPORT,4899,Cable and Other Pay Television Services,MONTHLY
,,,,,22.59,CAD,22.59,CAD,,,,,,,
CITY PLANNING,5766-105,2021-03-29,2021-03-31,PAYPAL  CAMBRIDGEFM,333.35,CAD,333.35,CAD,4256,CONFERENCES/SEMINARS - REGISTRATION FEES,UR0005,HEAD OFFICE-STRATEGIC INITIATIVES POLIC,8299,Educational Services,REGISTRATION FEES
,,,,,333.35,CAD,333.35,CAD,,,,,,,
"PEOPLE, EQUITY & HUMAN RIGHTS",5765-89,2021-03-29,2021-03-30,EPL HENGZHELTD,95.06,CAD,480.11,CNY,3410,COMPUTERS - HARDWARE,CM0400,"DIR OFF OCC HEALTH, SAFETY & WELLNESS",5732,Electronic Sales,ADJUSTABLE KEYBOARD
,,,,,95.06,CAD,480.11,CNY,,,,,,,
OFFICE OF EMERGENCY MANAGEMENT,5766-106,2021-03-29,2021-03-31,CDN TIRE STORE #00126,135.58,CAD,135.58,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,DB100X,OEM EMERGENCY EVENT RESPONSE,5200,Home Supply Warehouse,IMMUNIZATION EFFORTS - SPACE HEATERS FOR CLINIC
,,,,,135.58,CAD,135.58,CAD,,,,,,,
FIRE SERVICES,5757-141,2021-03-17,2021-03-18,COSTCO WHOLESALE W252,126.47,CAD,126.47,CAD,2741,FOOD COSTS,FR0013,EMERGENCY COMMUNICATIONS,5300,Wholesale Clubs,APRIL 6 - COMMUNICATIONS MEETING
,,,,,126.47,CAD,126.47,CAD,,,,,,,
SENIOR SERVICES AND LONG-TERM CARE ,5743-191,2021-02-25,2021-03-01,WAL-MART #5831,47.25,CAD,47.25,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,D3C061,CUMMER LODGE-MT-OA,5411,"Grocery Stores, Supermarkets",HOOKS
SENIOR SERVICES AND LONG-TERM CARE ,5749-160,2021-03-05,2021-03-08,THE HOME DEPOT #7106,532.91,CAD,532.91,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,D3C061,CUMMER LODGE-MT-OA,5200,Home Supply Warehouse,SALT
SENIOR SERVICES AND LONG-TERM CARE ,5751-135,2021-03-09,2021-03-10,MAPLE DRAPERY AND CARP,50.85,CAD,50.85,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,D3C061,CUMMER LODGE-MT-OA,5714,"Drapery, Upholstery, and Window Covering",DRAPE HOOKS
SENIOR SERVICES AND LONG-TERM CARE ,5752-128,2021-03-09,2021-03-11,THE HOME DEPOT #7134,875.23,CAD,875.23,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,D3C061,CUMMER LODGE-MT-OA,5200,Home Supply Warehouse,**MORE**  OLFA 25M 5PK
SENIOR SERVICES AND LONG-TERM CARE ,5754-179,2021-03-11,2021-03-15,THE HOME DEPOT CANADA,436.18,CAD,436.18,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,D3C061,CUMMER LODGE-MT-OA,5200,Home Supply Warehouse,CEILING TILES
SENIOR SERVICES AND LONG-TERM CARE ,5761-129,2021-03-23,2021-03-24,GLOBALINDUSTRIALCANDA,330.51,CAD,330.51,CAD,4699,REPAIRS AND MAINTENANCE - OTHER,D3C061,CUMMER LODGE-MT-OA,5085,Industrial Supplies Not Elsewhere Classi,CLUTCH PLATE
SENIOR SERVICES AND LONG-TERM CARE ,5762-117,2021-03-24,2021-03-25,MAPLE DRAPERY AND CARP,81.36,CAD,81.36,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,D3C061,CUMMER LODGE-MT-OA,5714,"Drapery, Upholstery, and Window Covering",NYLON CARRIERS
,,,,,"2,354.29",CAD,"2,354.29",CAD,,,,,,,
SOLID WASTE MANAGEMENT,5761-130,2021-03-23,2021-03-24,LOWES #02632,12.42,CAD,12.42,CAD,2401,LUBRICANTS,CSW930-03-01,KEELE VALLEY SOGR,5200,Home Supply Warehouse,3-IN-1 PENETRANT 311GM
SOLID WASTE MANAGEMENT,5763-113,2021-03-25,2021-03-26,LOWES #02632,45.73,CAD,45.73,CAD,3080,M & E - HAND TOOLS,CSW930-03-01,KEELE VALLEY SOGR,5200,Home Supply Warehouse,"**MORE**  ROND POINT SHOVEL, LONG HANDLE"
,,,,,58.15,CAD,58.15,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5760-110,2021-03-22,2021-03-23,BELL TV,22.54,CAD,22.54,CAD,4441,CONTRACTED SERVICES - CABLE TV,P07690,LAMOREAUX-PRGM SUPPORT,4812,Telecommunication Equipment Including Te,MONTHLY BILL
,,,,,22.54,CAD,22.54,CAD,,,,,,,
"SHELTER, SUPPORT & HOUSING ADMINSTRATION",5763-114,2021-03-24,2021-03-26,THE HOME DEPOT #7013,116.38,CAD,116.38,CAD,2710,GENERAL HARDWARE,F03623,RUNNYMEDE - PROPERTY SERVICES,5200,Home Supply Warehouse,**MORE**  11 CBL TIE
,,,,,116.38,CAD,116.38,CAD,,,,,,,
ECONOMIC DEVELOPMENT & CULTURE,5745-120,2021-03-02,2021-03-03,CARR MCLEAN LIMITED,773.46,CAD,773.46,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,AH0124,MH MUS MARKET GALLERY ADMINISTRATION,5021,Office and Commercial Furniture,ARCHIVAL SUPPLIES
,,,,,773.46,CAD,773.46,CAD,,,,,,,
 ENVIRONMENT & CLIMATE,5744-101,2021-03-02,2021-03-02,AMZN MKTP CA LP6FH0QH3,161.40,CAD,161.40,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,FA2878,LIC RESIDENTIAL ENERGY RETROFIT PROGRAM,4816,Computer Network/Information Services,"LIGHT METER, BATTERIES, TIMER"
 ENVIRONMENT & CLIMATE,5746-139,2021-03-04,2021-03-04,STK SHUTTERSTOCK,221.88,CAD,171.00,USD,4827,ONLINE SERVICES FEES,FA2878,LIC RESIDENTIAL ENERGY RETROFIT PROGRAM,7333,"Commercial Art, Graphics, Photography",365 DAY IMAGES WITH DOWNLOADS
 ENVIRONMENT & CLIMATE,5749-161,2021-03-07,2021-03-08,AMZN MKTP CA 980AJ0LE3,103.08,CAD,103.08,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,FA2878,LIC RESIDENTIAL ENERGY RETROFIT PROGRAM,4816,Computer Network/Information Services,ELECTRICITY USAGE MONITOR
 ENVIRONMENT & CLIMATE,5763-115,2021-03-26,2021-03-26,WEBNAMES.CA,439.80,CAD,439.80,CAD,4827,ONLINE SERVICES FEES,FA3067,ADMIN - PUBLIC ENERGY INITIATIVES EXIST,4816,Computer Network/Information Services,BBP NAME RENEWAL
 ENVIRONMENT & CLIMATE,5764-206,2021-03-28,2021-03-29,CANVA  03008-11008087,155.88,CAD,155.88,CAD,4827,ONLINE SERVICES FEES,FA2878,LIC RESIDENTIAL ENERGY RETROFIT PROGRAM,7221,Photographic Studios,CANVA PRO
,,,,,"1,082.04",CAD,860.16,CAD,,,,,,,
,,,,,,,171.00,USD,,,,,,,
"PARKS, FORESTRY & RECREATION",5754-180,2021-03-11,2021-03-15,CDN TIRE STORE #00654,196.44,CAD,196.44,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P01191,S-CENTRAL AIRS-OPERATIONS,5200,Home Supply Warehouse,STORAGE BINS AND TONGS
,,,,,196.44,CAD,196.44,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5749-162,2021-03-04,2021-03-08,WAL-MART # 3105,113.17,CAD,113.17,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P12995,DROP IN AQUATICS - TEY WAD/POOL WEST,5310,Discount Stores,WTY WADING POOL SUPPLIE
,,,,,113.17,CAD,113.17,CAD,,,,,,,
TORONTO WATER,5764-207,2021-03-26,2021-03-29,BEST BUY #57,519.78,CAD,519.78,CAD,4804,WIRELESS DEVICES,TW7070,WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC,5732,Electronic Sales,WIRELESS HEADPHONES FOR WEB CONFERENCS
,,,,,519.78,CAD,519.78,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5748-105,2021-03-05,2021-03-05,AMZN MKTP CA Z86ZU4VU3,33.53,CAD,33.53,CAD,2010,STATIONERY AND OFFICE SUPPLIES,P06781,HUMBERWOOD (BD)-PRGM SUPPORT,4816,Computer Network/Information Services,HEADSET
,,,,,33.53,CAD,33.53,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5754-181,2021-03-12,2021-03-15,PRINCESS AUTO 36,133.29,CAD,133.29,CAD,2710,GENERAL HARDWARE,P12029,PKS-COVID RELATED,5085,Industrial Supplies Not Elsewhere Classi,"TOW STRAP, HITCH PINS, SHOVELS"
,,,,,133.29,CAD,133.29,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5758-111,2021-03-18,2021-03-19,MONERIS SHOP.MONERIS.C,105.66,CAD,105.66,CAD,2099,OTHER OFFICE MATERIAL &MINOR FURNISHING,P06521,MEMORIAL-PRGM SUPPORT,5734,Computer Software Stores,POLYMER PIN PAD COVERS
,,,,,105.66,CAD,105.66,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5764-208,2021-03-26,2021-03-29,THE HOME DEPOT #7107,77.37,CAD,77.37,CAD,2551,ROAD MATERIALS,P00272,E-SOUTH2-TURF&HORT,5200,Home Supply Warehouse,AQUAPHALT
,,,,,77.37,CAD,77.37,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5756-120,2021-03-16,2021-03-17,GLOBALINDUSTRIALCANDA,"1,181.97",CAD,"1,181.97",CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,P00898,KIPLING YD-PARKS CONSTR,5085,Industrial Supplies Not Elsewhere Classi,STORAGE CONTAINER FOR PAINTS
"PARKS, FORESTRY & RECREATION",5766-107,2021-03-29,2021-03-31,WURTH CANADA - WEB,108.25,CAD,108.25,CAD,2401,LUBRICANTS,P00898,KIPLING YD-PARKS CONSTR,5085,Industrial Supplies Not Elsewhere Classi,METAL DRILLING OIL
,,,,,"1,290.22",CAD,"1,290.22",CAD,,,,,,,
SOLID WASTE MANAGEMENT,5748-106,2021-03-02,2021-03-05,ACKLANDS GRAINGER INC,438.39,CAD,438.39,CAD,2792,"BANNERS, FLAGS & SIGNS",CSW930-03-01,KEELE VALLEY SOGR,5085,Industrial Supplies Not Elsewhere Classi,SECURITY SIGN PRIVATE PROP
SOLID WASTE MANAGEMENT,5749-163,2021-03-05,2021-03-08,THORNHILL LAWN EQUIPME,364.82,CAD,364.82,CAD,4405,C. SRV - UNLIC EQ,CSW930-02-01,BROCK WEST SOGR,5261,Lawn and Garden Supply Stores,SNOW BLOWER REPAIRS FOR BROCK WEST
SOLID WASTE MANAGEMENT,5763-116,2021-03-24,2021-03-26,CDN TIRE STORE #00321,293.78,CAD,293.78,CAD,2575,ELECTRICAL SUPPLIES,CSW930-03-01,KEELE VALLEY SOGR,5200,Home Supply Warehouse,POWER DRILL SET-HAND TOOLS
SOLID WASTE MANAGEMENT,5764-209,2021-03-26,2021-03-29,THORNHILL LAWN EQUIPME,"1,469.00",CAD,"1,469.00",CAD,3350,M & E - ELECTRICAL,CSW930-03-01,KEELE VALLEY SOGR,5261,Lawn and Garden Supply Stores,MOBILE GENERATOR FOR KV
SOLID WASTE MANAGEMENT,5766-108,2021-03-30,2021-03-31,MAXIM ENVIRONMENTAL AN,93.79,CAD,93.79,CAD,2520,GROUND WATER MONITORING - SUPPLIES,CSW930-03-01,KEELE VALLEY SOGR,5046,Commercial Equipment Not Elsewhere Class,CONDUCTIVITY SOLUTION-WATER MONTORING
,,,,,"2,659.78",CAD,"2,659.78",CAD,,,,,,,
FACILITIES MANAGEMENT,5746-140,2021-03-03,2021-03-04,BBYMARKETPLA TECHSPRES,-359.96,CAD,-359.96,CAD,3410,COMPUTERS - HARDWARE,FA3666,FLS - DIRECTOR'S OFFICE,5732,Electronic Sales,REFUND - KEYBOARD
,,,,,-359.96,CAD,-359.96,CAD,,,,,,,
SENIOR SERVICES AND LONG-TERM CARE ,5743-192,2021-02-25,2021-03-01,P.A.T. CENTRAL MARKET,408.90,CAD,408.90,CAD,2741,FOOD COSTS,D3B032,CASTLEVIEW WYCHWOOD-FN-RF,5411,"Grocery Stores, Supermarkets",FOOD
SENIOR SERVICES AND LONG-TERM CARE ,5748-107,2021-03-05,2021-03-05,AMZN MKTP CA FZ9Y41MM3,42.99,CAD,42.99,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,D3Z011,REGIONAL SERVICES-PROGRAM ADMIN,4816,Computer Network/Information Services,BOOMBOX/RADIO
SENIOR SERVICES AND LONG-TERM CARE ,5748-108,2021-03-05,2021-03-05,AMZN MKTP CA QV5H32TY3,42.99,CAD,42.99,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,D3Z011,REGIONAL SERVICES-PROGRAM ADMIN,4816,Computer Network/Information Services,BOOMBOX/RADIO
SENIOR SERVICES AND LONG-TERM CARE ,5748-109,2021-03-05,2021-03-05,AMZN MKTP CA 6M7FD9EV3,42.99,CAD,42.99,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,D3Z011,REGIONAL SERVICES-PROGRAM ADMIN,4816,Computer Network/Information Services,BOOMBOX/RADIO
SENIOR SERVICES AND LONG-TERM CARE ,5748-110,2021-03-05,2021-03-05,AMZN MKTP CA 251UO2GX3,42.99,CAD,42.99,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,D3Z011,REGIONAL SERVICES-PROGRAM ADMIN,4816,Computer Network/Information Services,BOOMBOX/RADIO
SENIOR SERVICES AND LONG-TERM CARE ,5754-182,2021-03-13,2021-03-15,ROGERS  233726286702,33.83,CAD,33.83,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,D3Z011,REGIONAL SERVICES-PROGRAM ADMIN,4899,Cable and Other Pay Television Services,CABLE TV
SENIOR SERVICES AND LONG-TERM CARE ,5754-183,2021-03-13,2021-03-15,ROGERS  233726283304,41.74,CAD,41.74,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,D3Z011,REGIONAL SERVICES-PROGRAM ADMIN,4899,Cable and Other Pay Television Services,CABLE TV
SENIOR SERVICES AND LONG-TERM CARE ,5754-184,2021-03-13,2021-03-15,ROGERS  233709425708,20.32,CAD,20.32,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,D3Z011,REGIONAL SERVICES-PROGRAM ADMIN,4899,Cable and Other Pay Television Services,CABLE TV
SENIOR SERVICES AND LONG-TERM CARE ,5754-185,2021-03-13,2021-03-15,ROGERS  233709416202,32.71,CAD,32.71,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,D3Z011,REGIONAL SERVICES-PROGRAM ADMIN,4899,Cable and Other Pay Television Services,CABLE TV
SENIOR SERVICES AND LONG-TERM CARE ,5755-83,2021-03-15,2021-03-16,ANDREW & SHELLEY'S NO,47.00,CAD,47.00,CAD,2741,FOOD COSTS,D3B032,CASTLEVIEW WYCHWOOD-FN-RF,5411,"Grocery Stores, Supermarkets",FOOD
SENIOR SERVICES AND LONG-TERM CARE ,5765-90,2021-03-30,2021-03-30,AMZN MKTP CA ZD3BA87J3,59.98,CAD,59.98,CAD,2010,STATIONERY AND OFFICE SUPPLIES,D3B011,CASTLEVIEW WYCHWOOD-PA-OA,4816,Computer Network/Information Services,WRITING PADS
,,,,,816.44,CAD,816.44,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5751-136,2021-03-09,2021-03-10,PRINCESS AUTO 36,40.66,CAD,40.66,CAD,3080,M & E - HAND TOOLS,P07646,DON VALLEY-OPERATIONS,5085,Industrial Supplies Not Elsewhere Classi,CHISELS
"PARKS, FORESTRY & RECREATION",5754-186,2021-03-11,2021-03-15,CDN TIRE STORE #00192,268.91,CAD,268.91,CAD,3080,M & E - HAND TOOLS,P07646,DON VALLEY-OPERATIONS,5200,Home Supply Warehouse,HIPWADERS
,,,,,309.57,CAD,309.57,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5743-193,2021-02-25,2021-03-01,TRIMATE ELECTRIC SUPPL,146.30,CAD,146.30,CAD,2575,ELECTRICAL SUPPLIES,P00853,ALNESS YD-TRADES,7629,"Appliance Repair Shops, Electrical and S","TOOLS, TESTER, PLIERS"
"PARKS, FORESTRY & RECREATION",5743-194,2021-02-25,2021-03-01,TRIMATE ELECTRIC SUPPL,"1,948.05",CAD,"1,948.05",CAD,2575,ELECTRICAL SUPPLIES,P06688,LAWRENCE HGTS CC-OPERATIONS,7629,"Appliance Repair Shops, Electrical and S","WIRE, HEATER"
"PARKS, FORESTRY & RECREATION",5750-99,2021-03-09,2021-03-09,ONTARIO COLLEGE OF TRA,62.15,CAD,62.15,CAD,4830,PERMIT & LICENSE FEES,P00853,ALNESS YD-TRADES,9399,Government Services - Not Elsewhere Clas,ELECTRIC LICENSE RENEWAL
"PARKS, FORESTRY & RECREATION",5751-137,2021-03-09,2021-03-10,RATEX ELECTRICAL SUPPL,75.29,CAD,75.29,CAD,2575,ELECTRICAL SUPPLIES,P00853,ALNESS YD-TRADES,5065,Electrical Parts and Equipment,MTERIALS FOR TRUCK STOCK
"PARKS, FORESTRY & RECREATION",5754-187,2021-03-11,2021-03-15,THE HOME DEPOT #7078,115.68,CAD,115.68,CAD,2575,ELECTRICAL SUPPLIES,P06680,BANBURY CC-OPERATIONS,5200,Home Supply Warehouse,**MORE**  LED100WA192P
"PARKS, FORESTRY & RECREATION",5757-142,2021-03-17,2021-03-18,RTA ELECTRONIC MOTOR C,62.15,CAD,62.15,CAD,2575,ELECTRICAL SUPPLIES,P00853,ALNESS YD-TRADES,5999,Miscellaneous and Specialty Retail Store,LED PANEL REPAIR
"PARKS, FORESTRY & RECREATION",5759-221,2021-03-19,2021-03-22,RATEX ELECTRICAL SUPPL,220.35,CAD,220.35,CAD,2575,ELECTRICAL SUPPLIES,P03027,BAYCREST-OPERATIONS,5065,Electrical Parts and Equipment,EXIT LIGHTS
"PARKS, FORESTRY & RECREATION",5763-117,2021-03-24,2021-03-26,THE HOME DEPOT #7129,468.37,CAD,468.37,CAD,2575,ELECTRICAL SUPPLIES,P00853,ALNESS YD-TRADES,5200,Home Supply Warehouse,**MORE**  PACKOUT
,,,,,"3,098.34",CAD,"3,098.34",CAD,,,,,,,
SENIOR SERVICES AND LONG-TERM CARE ,5745-121,2021-03-02,2021-03-03,LOCK-UP SERVICES,533.96,CAD,533.96,CAD,4699,REPAIRS AND MAINTENANCE - OTHER,D3L061,WESBURN MAINTENANCE,7299,Other Services (Not Elsewhere Classified,REPAIR DOOR AND LOCK
SENIOR SERVICES AND LONG-TERM CARE ,5745-122,2021-03-03,2021-03-03,AMZN MKTP CA 415ZW42T3,88.13,CAD,88.13,CAD,2082,HEALTH & SAFETY SUPPLIES,D3L144,WESBURN NURSING ADMINISTRATION,4816,Computer Network/Information Services,BAR TABLE
SENIOR SERVICES AND LONG-TERM CARE ,5745-123,2021-03-03,2021-03-03,AMZN MKTP CA X621O9AP3,88.13,CAD,88.13,CAD,2082,HEALTH & SAFETY SUPPLIES,D3L144,WESBURN NURSING ADMINISTRATION,4816,Computer Network/Information Services,BAR TABLE
SENIOR SERVICES AND LONG-TERM CARE ,5745-124,2021-03-03,2021-03-03,AMZN MKTP CA 9O4FG24E3,104.52,CAD,104.52,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,D3L083,WESBURN MANOR-RESIDENT SERVICES,4816,Computer Network/Information Services,**MORE**  OIL DIFFUSERS
SENIOR SERVICES AND LONG-TERM CARE ,5745-125,2021-03-03,2021-03-03,AMAZON.CA UW5QH8LI3,6.29,CAD,6.29,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,D3L083,WESBURN MANOR-RESIDENT SERVICES,4816,Computer Network/Information Services,EUCALYPTUS OIL
SENIOR SERVICES AND LONG-TERM CARE ,5750-100,2021-03-09,2021-03-09,AMZN MKTP CA 6W8OM9R13,211.48,CAD,211.48,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,D3L083,WESBURN MANOR-RESIDENT SERVICES,4816,Computer Network/Information Services,OIL DIFFUSERS
SENIOR SERVICES AND LONG-TERM CARE ,5753-120,2021-03-11,2021-03-12,DOLLARAMA # 759,66.50,CAD,66.50,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,D3L011,WESBURN PROGRAM ADMINISTRATION,5310,Discount Stores,FLOWERS
SENIOR SERVICES AND LONG-TERM CARE ,5756-121,2021-03-16,2021-03-17,AMZN MKTP CA W25TH9T23,65.98,CAD,65.98,CAD,2082,HEALTH & SAFETY SUPPLIES,D3L144,WESBURN NURSING ADMINISTRATION,4816,Computer Network/Information Services,UV PEN INK
SENIOR SERVICES AND LONG-TERM CARE ,5761-131,2021-03-22,2021-03-24,THE HOME DEPOT #7011,663.40,CAD,663.40,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,D3L061,WESBURN MAINTENANCE,5200,Home Supply Warehouse,**MORE**  FLEX CONN
SENIOR SERVICES AND LONG-TERM CARE ,5763-118,2021-03-24,2021-03-26,THE HOME DEPOT #7011,632.73,CAD,632.73,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,D3L061,WESBURN MAINTENANCE,5200,Home Supply Warehouse,**MORE**  146 KEY VR7
SENIOR SERVICES AND LONG-TERM CARE ,5766-109,2021-03-31,2021-03-31,AMZN MKTP CA TC41D1J43,35.60,CAD,35.60,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,D3L061,WESBURN MAINTENANCE,4816,Computer Network/Information Services,THERMOMETER
,,,,,"2,496.72",CAD,"2,496.72",CAD,,,,,,,
TORONTO WATER,5754-188,2021-03-12,2021-03-15,THE HOME DEPOT #7027,41.09,CAD,41.09,CAD,2580,LABORATORY SUPPLIES,TW2050,D&C: WATER LOSS GROUP,5200,Home Supply Warehouse,**MORE**  TAPE
TORONTO WATER,5765-91,2021-03-26,2021-03-30,GRAYBAR CANADA MI,"1,277.62",CAD,"1,277.62",CAD,4808,NETWORK EQUIPMENT INCLUDING CABLING,TW2050,D&C: WATER LOSS GROUP,5065,Electrical Parts and Equipment,NETWORK DATA CABLES
,,,,,"1,318.71",CAD,"1,318.71",CAD,,,,,,,
FACILITIES MANAGEMENT,5744-102,2021-02-28,2021-03-02,THE HOME DEPOT #7080,-34.58,CAD,-34.58,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,FA0013,100 QUEEN ST.W-OPS-D (NEW CITY HALL),5200,Home Supply Warehouse,CREDIT FOR DOOR HANDLES
FACILITIES MANAGEMENT,5746-141,2021-03-03,2021-03-04,CQ BOWMANVILLE #6509,12.48,CAD,12.48,CAD,2120,PARTS - MACHINERY & EQUIPMENT,FA0013,100 QUEEN ST.W-OPS-D (NEW CITY HALL),5533,"Automotive Parts, Accessories Stores",SPARK PLUGS
FACILITIES MANAGEMENT,5751-138,2021-03-05,2021-03-10,UNITED REFRIGERATION,58.10,CAD,58.10,CAD,2120,PARTS - MACHINERY & EQUIPMENT,FA0013,100 QUEEN ST.W-OPS-D (NEW CITY HALL),5065,Electrical Parts and Equipment,FAN BELTS
FACILITIES MANAGEMENT,5765-92,2021-03-29,2021-03-30,READAIR MECHANICAL SER,"3,198.75",CAD,"3,198.75",CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,FA0012,60 QUEEN ST.W-OPS-D (OLD CITY HALL),1711,"Air Conditioning, Heating, and Plumbing",INCORRECT BILLING - SEE REFUND
FACILITIES MANAGEMENT,5766-110,2021-03-30,2021-03-31,READAIR MECHANICAL SER,"-3,198.75",CAD,"-3,198.75",CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,FA0012,60 QUEEN ST.W-OPS-D (OLD CITY HALL),1711,"Air Conditioning, Heating, and Plumbing",TRANSACTION REFUND
FACILITIES MANAGEMENT,5766-111,2021-03-30,2021-03-31,READAIR MECHANICAL SER,"1,670.99",CAD,"1,670.99",CAD,4424,CONTRACTED SERVICES - GENERAL,FA0012,60 QUEEN ST.W-OPS-D (OLD CITY HALL),1711,"Air Conditioning, Heating, and Plumbing","BAS WORK FEB 12, 2021"
FACILITIES MANAGEMENT,5766-112,2021-03-30,2021-03-31,READAIR MECHANICAL SER,"1,527.76",CAD,"1,527.76",CAD,4411,CONTRACTED SERVICES - HEATING & AIR COND,FA0012,60 QUEEN ST.W-OPS-D (OLD CITY HALL),1711,"Air Conditioning, Heating, and Plumbing",HVAC A WORK AT OCH
,,,,,"3,234.75",CAD,"3,234.75",CAD,,,,,,,
FACILITIES MANAGEMENT,5746-142,2021-03-03,2021-03-04,NEDCO,651.49,CAD,651.49,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61669245,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5065,Electrical Parts and Equipment,FLUORESCENT TUBES
