Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order #	Cost Centre / WBS Element / Order # Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3248-171	2014-11-12	2014-11-14	CROZIER ENTERPRISES LT	695.97	CAD	695.97	CAD	2601	DUR REC & EDUC SUPP	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5941	Sporting Goods Stores	PLAYGROUND PARTS	
"PARKS, FORESTRY & RECREATION"	3248-172	2014-11-12	2014-11-14	CROZIER ENTERPRISES LT	994.57	CAD	994.57	CAD	2601	DUR REC & EDUC SUPP	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5941	Sporting Goods Stores	PLAYGROUND PARTS	
"PARKS, FORESTRY & RECREATION"	3253-182	2014-11-18	2014-11-19	HENDERSON RECREATION	407.93	CAD	407.93	CAD	2601	DUR REC & EDUC SUPP	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5712	"Equipment, Furniture, and Home Furnishin"	PLAYGROUND PARTS	
"PARKS, FORESTRY & RECREATION"	3257-159	2014-11-19	2014-11-21	CDN TIRE STORE #00654	44.88	CAD	44.88	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	HOOKS	
					"2,513.32"	CAD	"2,513.32"	CAD								
TORONTO WATER	3236-143	2014-11-03	2014-11-05	THE HOME DEPOT #7134	676.87	CAD	676.87	CAD	3080	M & E - HAND TOOLS	TW5025	BUS OP MGMT: STATEGIC PLANNING & WORKFOR	5200	Home Supply Warehouse	DEWALT	
TORONTO WATER	3240-165	2014-11-05	2014-11-07	THE HOME DEPOT #7011	218.00	CAD	218.00	CAD	2531	LUMBER	TW5025	BUS OP MGMT: STATEGIC PLANNING & WORKFOR	5200	Home Supply Warehouse	**MORE**  TIE DOWN	
TORONTO WATER	3240-166	2014-11-05	2014-11-07	THE HOME DEPOT #7114	313.51	CAD	313.51	CAD	2710	GENERAL HARDWARE	TW5025	BUS OP MGMT: STATEGIC PLANNING & WORKFOR	5200	Home Supply Warehouse	**MORE**  2X6X8 P.T.	
TORONTO WATER	3240-167	2014-11-05	2014-11-07	THE HOME DEPOT #7011	-113.09	CAD	-113.09	CAD	2710	GENERAL HARDWARE	TW5025	BUS OP MGMT: STATEGIC PLANNING & WORKFOR	5200	Home Supply Warehouse	2X6X8 P.T.	
					"1,095.29"	CAD	"1,095.29"	CAD								
TORONTO WATER	3236-144	2014-11-03	2014-11-05	KOTYCK BROS LIMITED	36.77	CAD	36.77	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	1520	General Contractors - Residential and Co	HOSE AND CLAMPS	
TORONTO WATER	3236-145	2014-11-03	2014-11-05	MR METAL(ETOBICOKE) IN	140.20	CAD	140.20	CAD	2532	STEEL	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	5051	Metal Service Centers and Offices	METAL SHEET	
TORONTO WATER	3236-146	2014-11-04	2014-11-05	TRY HARD INDUSTRIAL SU	22.43	CAD	22.43	CAD	3080	M & E - HAND TOOLS	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	5085	Industrial Supplies Not Elsewhere Classi	MASONRY DRILLS	
TORONTO WATER	3237-154	2014-11-04	2014-11-06	THE HOME DEPOT #7011	25.09	CAD	25.09	CAD	2710	GENERAL HARDWARE	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	5200	Home Supply Warehouse	**MORE**  SCREWS	
TORONTO WATER	3237-155	2014-11-04	2014-11-06	MR METAL(ETOBICOKE) IN	36.33	CAD	36.33	CAD	2532	STEEL	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	5051	Metal Service Centers and Offices	GALVANIZED METAL SHEET	
TORONTO WATER	3237-156	2014-11-04	2014-11-06	ROBCO INC./ONT.RUBBER/	169.83	CAD	169.83	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	7299	Other Services (Not Elsewhere Classified	GASKET	
TORONTO WATER	3240-168	2014-11-06	2014-11-07	TORBRAM ELECTRIC SUPPL	25.64	CAD	25.64	CAD	2575	ELECTRICAL SUPPLIES	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	1731	Electrical Contractors	LOCK OUT CLAMP	
TORONTO WATER	3240-169	2014-11-06	2014-11-07	SESCO/OSSO #728	47.46	CAD	47.46	CAD	2575	ELECTRICAL SUPPLIES	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	5065	Electrical Parts and Equipment	DETECTOR	
TORONTO WATER	3242-208	2014-11-06	2014-11-10	THE HOME DEPOT #7011	38.22	CAD	38.22	CAD	*****	STATIONERY AND OFFICE SUPPLIES	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	5200	Home Supply Warehouse	**MORE**  HDWE CLOTH	
TORONTO WATER	3242-209	2014-11-07	2014-11-10	THE HOME DEPOT #7011	54.91	CAD	54.91	CAD	2710	GENERAL HARDWARE	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	5200	Home Supply Warehouse	**MORE**  SCREW	
TORONTO WATER	3242-210	2014-11-07	2014-11-10	WURTH CANADA - WEB	64.83	CAD	64.83	CAD	2710	GENERAL HARDWARE	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	5085	Industrial Supplies Not Elsewhere Classi	HOSE  CLAMPS	
TORONTO WATER	3262-94	2014-11-24	2014-11-25	KOTYCK BROS LIMITED	204.56	CAD	204.56	CAD	2535	PLUMBING SUPPLIES	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	1520	General Contractors - Residential and Co	COPPER TUBING WITH FITTINGS	
TORONTO WATER	3264-147	2014-11-24	2014-11-26	CDN TIRE STORE #00070	65.49	CAD	65.49	CAD	3080	M & E - HAND TOOLS	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	5200	Home Supply Warehouse	HAND TOOLS	
					931.76	CAD	931.76	CAD								
TORONTO WATER	3264-148	2014-11-25	2014-11-26	NATIONAL HOSE AND EQUI	19.68	CAD	19.68	CAD	2535	PLUMBING SUPPLIES	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5046	Commercial Equipment Not Elsewhere Class	ELBOWS	
					19.68	CAD	19.68	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3246-109	2014-11-11	2014-11-13	THE HOME DEPOT #7262	5.64	CAD	5.64	CAD	2715	PAINT SUPPLIES	AH0025	CD-AM-FACILITY MGMT-GIBSON HOU	5200	Home Supply Warehouse	PAINT	
ECONOMIC DEVELOPMENT & CULTURE	3250-252	2014-11-14	2014-11-17	JAMCO WOOD PRODUCTS LT	"4,514.35"	CAD	"4,514.35"	CAD	3310	FURNISHINGS	AH0096	HS-MH-PUBLIC/COMMUNITY-GIBSON HOU	7641	"Furniture - Reupholstery and Repair, Ref"	HERITAGE CHAIRS	
ECONOMIC DEVELOPMENT & CULTURE	3252-106	2014-11-17	2014-11-18	SHERIDAN NURSERIES UNI	117.37	CAD	117.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0096	HS-MH-PUBLIC/COMMUNITY-GIBSON HOU	5261	Lawn and Garden Supply Stores	GREENERY	
ECONOMIC DEVELOPMENT & CULTURE	3253-183	2014-11-17	2014-11-19	WAL-MART #1029	112.97	CAD	112.97	CAD	3099	GENERAL EQUIPMENT	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	BABY MONITOR FOR EXTRA SECURITY & EMERGENCY	
ECONOMIC DEVELOPMENT & CULTURE	3260-251	2014-11-21	2014-11-24	LOBLAWS #1010	17.46	CAD	17.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0096	HS-MH-PUBLIC/COMMUNITY-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"TEA, ORANGES, MAYO"	
ECONOMIC DEVELOPMENT & CULTURE	3260-252	2014-11-21	2014-11-24	MICHAELS #4910	27.64	CAD	27.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0096	HS-MH-PUBLIC/COMMUNITY-GIBSON HOU	5945	"Game, Toy, and Hobby Shops"	CHRISTMAS RIBBON	
ECONOMIC DEVELOPMENT & CULTURE	3260-253	2014-11-22	2014-11-24	PRINCESS AUTO	118.62	CAD	118.62	CAD	3099	GENERAL EQUIPMENT	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	5085	Industrial Supplies Not Elsewhere Classi	DOLLY PLATFORMS FOR CHAIR STORAGE	
ECONOMIC DEVELOPMENT & CULTURE	3269-151	2014-11-27	2014-11-28	LOBLAWS #1010	10.99	CAD	10.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0096	HS-MH-PUBLIC/COMMUNITY-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	SALMON FOR TEA	
ECONOMIC DEVELOPMENT & CULTURE	3269-152	2014-11-27	2014-11-28	NOFRILLS CARLO'S #3925	89.49	CAD	89.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0096	HS-MH-PUBLIC/COMMUNITY-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"ERBS, JAM, MILK, VEGETABLE FOR TEA"	
					"5,014.53"	CAD	"5,014.53"	CAD								
SOLID WASTE MANAGEMENT	3237-157	2014-11-04	2014-11-06	CDN TIRE STORE #00214	118.64	CAD	118.64	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW0008	COLLECTIONS-OPERATIONS SUPPORT	5200	Home Supply Warehouse	YARD SUPPY	
					118.64	CAD	118.64	CAD								
TORONTO WATER	3256-176	2014-11-18	2014-11-20	CDN TIRE STORE #00427	20.32	CAD	20.32	CAD	2499	OTHER CHEMICALS	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5200	Home Supply Warehouse	CRL RUST REMOVER	
TORONTO WATER	3260-254	2014-11-22	2014-11-24	THE HOME DEPOT #7027	152.03	CAD	152.03	CAD	*****	M & E - HAND TOOLS	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5200	Home Supply Warehouse	**MORE**  TUBE CUTTR	
					172.35	CAD	172.35	CAD								
"PARKS, FORESTRY & RECREATION"	3237-158	2014-11-04	2014-11-06	CDN TIRE STORE #00192	46.88	CAD	46.88	CAD	3020	M & E - COMMUNICATIONS	P03028	BAYVIEW-OPERATIONS	5200	Home Supply Warehouse	OFFICE PHONE	
"PARKS, FORESTRY & RECREATION"	3246-110	2014-11-12	2014-11-13	LOWES #02633*	39.54	CAD	39.54	CAD	2082	HEALTH & SAFETY SUPPLIES	P07705	ORIOLE CC-OPERATIONS	5200	Home Supply Warehouse	"CO DETECT, PLUG IN BBU, EZ DOOR"	
"PARKS, FORESTRY & RECREATION"	3253-184	2014-11-17	2014-11-19	CDN TIRE STORE #00192	114.72	CAD	114.72	CAD	2710	GENERAL HARDWARE	P07705	ORIOLE CC-OPERATIONS	5200	Home Supply Warehouse	HARDWARE	
"PARKS, FORESTRY & RECREATION"	3256-177	2014-11-18	2014-11-20	CDN TIRE STORE #00030	108.99	CAD	108.99	CAD	2710	GENERAL HARDWARE	P07705	ORIOLE CC-OPERATIONS	5200	Home Supply Warehouse	SNOW SHOVEL. ICE SCRAPPERS	
"PARKS, FORESTRY & RECREATION"	3260-255	2014-11-19	2014-11-24	D   G VACUUM REPAIR SE	440.70	CAD	440.70	CAD	2710	GENERAL HARDWARE	P06680	BANBURY CC-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	ENTRANCE MATS	
					750.83	CAD	750.83	CAD								
TORONTO WATER	3237-159	2014-11-04	2014-11-06	THE HOME DEPOT #7001	73.52	CAD	73.52	CAD	2715	PAINT SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	**MORE**  SPRAY PAINT	
TORONTO WATER	3248-173	2014-11-12	2014-11-14	CDN TIRE STORE #00654	23.70	CAD	23.70	CAD	2710	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	TREAD TAPS	
TORONTO WATER	3252-107	2014-11-17	2014-11-18	KOTYCK BROS LIMITED	900.00	CAD	900.00	CAD	2535	PLUMBING SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	1520	General Contractors - Residential and Co	NIPPLES AND VALVES	
TORONTO WATER	3252-108	2014-11-17	2014-11-18	KOTYCK BROS LIMITED	455.65	CAD	455.65	CAD	2535	PLUMBING SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	1520	General Contractors - Residential and Co	NIPPLES AND VALVES	
TORONTO WATER	3253-185	2014-11-18	2014-11-19	KOTYCK BROS LIMITED	175.76	CAD	175.76	CAD	2535	PLUMBING SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	1520	General Contractors - Residential and Co	BUSHING/CONNECTOR	
TORONTO WATER	3260-256	2014-11-21	2014-11-24	AUTOMOTIVE TOOLS	45.14	CAD	45.14	CAD	2710	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5533	"Automotive Parts, Accessories Stores"	BATTERIES	
TORONTO WATER	3262-95	2014-11-24	2014-11-25	LOWES #02640*	17.61	CAD	17.61	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	12OZ DAPTEX LATEX FOAM SLNT 18826	
TORONTO WATER	3265-182	2014-11-25	2014-11-27	BRAFASCO / SCARBOROUGH	686.90	CAD	686.90	CAD	2130	PARTS - MOBILE EQUIPMENT	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5085	Industrial Supplies Not Elsewhere Classi	VARIOUS TRUCK ACCESSORIES	
TORONTO WATER	3269-153	2014-11-26	2014-11-28	THE HOME DEPOT #7134	38.38	CAD	38.38	CAD	2710	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	**MORE**  ANCHORS	
					"2,416.66"	CAD	"2,416.66"	CAD								
TORONTO WATER	3242-211	2014-11-06	2014-11-10	FAST FENCE INC	350.30	CAD	350.30	CAD	4995	OTHER EXPENSES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	1520	General Contractors - Residential and Co	RENTALS OF CHAIN LINK FENCE PANELS	
					350.30	CAD	350.30	CAD								
"PARKS, FORESTRY & RECREATION"	3228-228	2014-10-27	2014-11-03	GRO-BARK	999.49	CAD	999.49	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12858	BEACH & WATERFRONT MAINTENANCE	5261	Lawn and Garden Supply Stores	MULCH	
"PARKS, FORESTRY & RECREATION"	3253-186	2014-11-18	2014-11-19	MICHAELS OF CANADA #34	36.05	CAD	36.05	CAD	2710	GENERAL HARDWARE	P12858	BEACH & WATERFRONT MAINTENANCE	5945	"Game, Toy, and Hobby Shops"	RIBBONS FOR PLANTERS	
"PARKS, FORESTRY & RECREATION"	3256-178	2014-11-19	2014-11-20	PRINCESS AUTO	172.81	CAD	172.81	CAD	2710	GENERAL HARDWARE	P12858	BEACH & WATERFRONT MAINTENANCE	5085	Industrial Supplies Not Elsewhere Classi	TOOLS	
"PARKS, FORESTRY & RECREATION"	3257-160	2014-11-19	2014-11-21	CDN TIRE STORE #00070	665.07	CAD	665.07	CAD	2710	GENERAL HARDWARE	P12858	BEACH & WATERFRONT MAINTENANCE	5200	Home Supply Warehouse	FENCING	
"PARKS, FORESTRY & RECREATION"	3260-257	2014-11-21	2014-11-24	THE MATCH FACTORY	718.68	CAD	718.68	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12858	BEACH & WATERFRONT MAINTENANCE	5697	"Alterations, Mending, Seamstresses, Tail"	WINTER PLANTER DECORATIONS	
"PARKS, FORESTRY & RECREATION"	3262-96	2014-11-24	2014-11-25	EAST END GARDEN CENTRE	97.06	CAD	97.06	CAD	2710	GENERAL HARDWARE	P12858	BEACH & WATERFRONT MAINTENANCE	5261	Lawn and Garden Supply Stores	GREENS FOR PLANTERS	
					"2,689.16"	CAD	"2,689.16"	CAD								
"PARKS, FORESTRY & RECREATION"	3229-67	2014-11-03	2014-11-04	LOWES #02951*	56.48	CAD	56.48	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5200	Home Supply Warehouse	20X30 BLUE/GREEN TARP BG20X30-L	
"PARKS, FORESTRY & RECREATION"	3229-68	2014-11-03	2014-11-04	PLAYPOWER CAD	605.54	CAD	605.54	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5099	Durable Goods Not Elsewhere Classified	CAP SCREW HEX HEAD	
"PARKS, FORESTRY & RECREATION"	3237-160	2014-11-05	2014-11-06	PLAYPOWER CAD	569.52	CAD	569.52	CAD	2601	DUR REC & EDUC SUPP	P00898	KIPLING YD-PARKS CONSTR	5099	Durable Goods Not Elsewhere Classified	DRAGONFLY SEAT BLUE	
"PARKS, FORESTRY & RECREATION"	3253-187	2014-11-17	2014-11-19	THE HOME DEPOT #7013	33.64	CAD	33.64	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5200	Home Supply Warehouse	**MORE**  ALUM. SLEEVE	
"PARKS, FORESTRY & RECREATION"	3253-188	2014-11-18	2014-11-19	HENDERSON RECREATION	240.69	CAD	240.69	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P00898	KIPLING YD-PARKS CONSTR	5712	"Equipment, Furniture, and Home Furnishin"	LAUNCH PAD	
"PARKS, FORESTRY & RECREATION"	3256-179	2014-11-18	2014-11-20	THE HOME DEPOT #7114	211.89	CAD	211.89	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5200	Home Supply Warehouse	**MORE**  SP. ADHESIVE	
"PARKS, FORESTRY & RECREATION"	3260-258	2014-11-18	2014-11-24	PACIFIC FASTENERS (198	16.50	CAD	16.50	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5251	Hardware Stores	84 M10 F/W  188	
"PARKS, FORESTRY & RECREATION"	3260-259	2014-11-18	2014-11-24	PACIFIC FASTENERS (198	316.08	CAD	316.08	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5251	Hardware Stores	HEX BOLTS	
"PARKS, FORESTRY & RECREATION"	3265-183	2014-11-25	2014-11-27	B C SAW   TOOL INC	8.76	CAD	8.76	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5251	Hardware Stores	"1 STRFCB 1 TO 1"" FORM RTR W/ BRG SHARG"	
					"2,059.10"	CAD	"2,059.10"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3228-229	2014-10-31	2014-11-03	FEDEX 11267	27.52	CAD	27.52	CAD	4815	COURIER SERVICES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	4215	"Courier Services - Air & Ground, Freight"	COURIER	
ECONOMIC DEVELOPMENT & CULTURE	3229-69	2014-11-03	2014-11-04	RCSS SCARBOROUGH #2809	84.93	CAD	84.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"DAIRY, LEMONS, ONIONS, APPLES, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	3236-147	2014-11-04	2014-11-05	RCSS SCARBOROUGH #2809	9.13	CAD	9.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"MILK, BUTTERMILK AND HALF AND HALF CREAM"	
ECONOMIC DEVELOPMENT & CULTURE	3236-148	2014-11-04	2014-11-05	RCSS SCARBOROUGH #2809	29.42	CAD	29.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"OIL VINEGAR, CAESAR SALAD, ROMAINE, CHOC. COOKIES"	
ECONOMIC DEVELOPMENT & CULTURE	3242-212	2014-11-07	2014-11-10	RCSS SCARBOROUGH #2809	22.55	CAD	22.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	CRISCO VEG. SHORTENING	
ECONOMIC DEVELOPMENT & CULTURE	3243-128	2014-11-10	2014-11-12	THE BAY #1546	37.91	CAD	37.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5311	Department Stores	BELL WREATH	
ECONOMIC DEVELOPMENT & CULTURE	3246-111	2014-11-12	2014-11-13	NOFRILLS STEPHEN'S #34	13.23	CAD	13.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"BROWN EGGS, LANTIC IC"	
ECONOMIC DEVELOPMENT & CULTURE	3248-174	2014-11-13	2014-11-14	RCSS SCARBOROUGH #2809	155.89	CAD	155.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"PARCHMENT PAPER, CRISCO SHORT., SALT, MOLASSES,ETC"	
ECONOMIC DEVELOPMENT & CULTURE	3252-109	2014-11-17	2014-11-18	RCSS SCARBOROUGH #2809	76.86	CAD	76.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"PECANS, WHOLE DATES, ANGEL FOOD, CLOVES, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	3253-189	2014-11-17	2014-11-19	FOOD BASICS #653	2.98	CAD	2.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	PREMIUM BANANAS	
ECONOMIC DEVELOPMENT & CULTURE	3253-190	2014-11-18	2014-11-19	COPPA'S FRESH MARKET	31.82	CAD	31.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"LEAN BEEF, BUTTER, MILK, EGGS, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	3253-191	2014-11-18	2014-11-19	EAST END GARDEN CENTRE	793.12	CAD	793.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5261	Lawn and Garden Supply Stores	"CEDAR ROPE, DOOR SWAY, BALSAM WREATH, PONSETIA,ETC"	
ECONOMIC DEVELOPMENT & CULTURE	3256-180	2014-11-18	2014-11-20	FOOD BASICS #653	71.86	CAD	71.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"APPLE, LEMON, GINGER, CARROT, CHOUSE FOOD, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	3257-161	2014-11-19	2014-11-21	WAL-MART # 3111	29.66	CAD	29.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"PADDLE WIRE, CRANBERRIES, RIBBON"	
ECONOMIC DEVELOPMENT & CULTURE	3262-97	2014-11-24	2014-11-25	RCSS SCARBOROUGH #2809	3.69	CAD	3.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	MILK	
ECONOMIC DEVELOPMENT & CULTURE	3264-149	2014-11-24	2014-11-26	LEON S FURNITURE SC 07	737.58	CAD	737.58	CAD	3050	M & E - KITCHEN	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5712	"Equipment, Furniture, and Home Furnishin"	UPRIGHT FREEZER	
ECONOMIC DEVELOPMENT & CULTURE	3265-184	2014-11-26	2014-11-27	RCSS SCARBOROUGH #2809	79.10	CAD	79.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"VEG. SHORT, SUGAR,CINNAMON, MILK, ORANGES, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	3269-154	2014-11-27	2014-11-28	RCSS SCARBOROUGH #2809	3.29	CAD	3.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	MILK	
					"2,210.54"	CAD	"2,210.54"	CAD								
"PARKS, FORESTRY & RECREATION"	3228-230	2014-10-31	2014-11-03	BEST BUY CANADA #931	16.94	CAD	16.94	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P00545	S-CENTRAL1-TURF&HORT	5732	Electronic Sales	USB FLASH DRIVE	
					16.94	CAD	16.94	CAD								
TORONTO WATER	3243-129	2014-11-10	2014-11-12	THE HOME DEPOT #7134	7.90	CAD	7.90	CAD	2535	PLUMBING SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	DRAIN	
TORONTO WATER	3253-192	2014-11-17	2014-11-19	CDN TIRE STORE #00242	56.49	CAD	56.49	CAD	2710	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	SOCKET	
TORONTO WATER	3256-181	2014-11-18	2014-11-20	CDN TIRE STORE #00485	6.20	CAD	6.20	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	LOCK TUBE	
TORONTO WATER	3262-98	2014-11-24	2014-11-25	THERMAL SAFETY SUPPLY	887.05	CAD	887.05	CAD	4424	CONTRACTED SERVICES - GENERAL	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	7399	Business Services - Not Elsewhere Classi	AIR TESTER REPAIR	
TORONTO WATER	3265-185	2014-11-25	2014-11-27	THE HOME DEPOT #7134	88.11	CAD	88.11	CAD	3080	M & E - HAND TOOLS	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	**MORE**  10 HAMMER	
					"1,045.75"	CAD	"1,045.75"	CAD								
TORONTO WATER	3260-260	2014-11-21	2014-11-24	BUNNING SPLICING   RIG	113.57	CAD	113.57	CAD	2710	GENERAL HARDWARE	TW4070	WW TREATMNT:  HUMBER TP - WORK AREA 1  S	5085	Industrial Supplies Not Elsewhere Classi	WIRE ROPE CLIPS	
