Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre / WBS Element / Order #	Cost Centre / WBS Element / Order # Description	Merchant Type	Merchant Type Description	Purpose	
TORONTO WATER	2928-72	2014-03-24	2014-03-25	ACKLANDS-GRAINGER INC	471.32	CAD	471.32	CAD	*****	JANITORIAL SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5085	Industrial Supplies Not Elsewhere Classi	**MORE**  VARIOUS HARDWARE	
TORONTO WATER	2928-73	2014-03-24	2014-03-25	ACKLANDS-GRAINGER INC	-145.32	CAD	-145.32	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5085	Industrial Supplies Not Elsewhere Classi	SLING POLY WEB END	
TORONTO WATER	2932-135	2014-03-26	2014-03-27	ACKLANDS-GRAINGER INC	62.14	CAD	62.14	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5085	Industrial Supplies Not Elsewhere Classi	"SLING WR EE 1/4"""	
					388.14	CAD	388.14	CAD								
"PARKS, FORESTRY & RECREATION"	2901-89	2014-02-28	2014-03-04	CDN TIRE STORE #00264	5.64	CAD	5.64	CAD	2710	GENERAL HARDWARE	P02302	CENTENNIAL POOL-INSTRL-INDR	5200	Home Supply Warehouse	TEMPERATURE READER-FOR POOL INSPECTION WATER TSTNG	
					5.64	CAD	5.64	CAD								
TORONTO WATER	2912-113	2014-03-10	2014-03-11	KIPLING TIRE CO LTD	203.90	CAD	203.90	CAD	2135	PARTS - TIRES/TUBES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5532	Automotive Tire Stores	TUBE/TIRE	
TORONTO WATER	2932-136	2014-03-26	2014-03-27	METAL SUPERMARKETS (ET	41.72	CAD	41.72	CAD	2532	STEEL	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5051	Metal Service Centers and Offices	SHEET STEEL	
					245.62	CAD	245.62	CAD								
EMERGENCY MEDICAL SERVICES	2905-146	2014-03-03	2014-03-05	SOFTCHOICE CORPORATION	310.37	CAD	310.37	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5111	"Stationery, Office Supplies, Printing an"	KINGSTON - SERVER MEMORY M	
EMERGENCY MEDICAL SERVICES	2917-136	2014-03-12	2014-03-14	THE HOME DEPOT #7129	250.71	CAD	250.71	CAD	2710	GENERAL HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5200	Home Supply Warehouse	**MORE**  FUL 1/8X3 PO	
EMERGENCY MEDICAL SERVICES	2917-137	2014-03-12	2014-03-14	THE HOME DEPOT #7129	98.26	CAD	98.26	CAD	2710	GENERAL HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5200	Home Supply Warehouse	"**MORE**  24"" TOOL BOX"	
EMERGENCY MEDICAL SERVICES	2920-76	2014-03-17	2014-03-18	CDW CANADA	71.96	CAD	71.96	CAD	3410	COMPUTERS - HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5734	Computer Software Stores	250 GB HARD DRIVE (AVTEC)	
EMERGENCY MEDICAL SERVICES	2920-77	2014-03-17	2014-03-18	CDW CANADA	54.31	CAD	54.31	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5734	Computer Software Stores	BLACKBERRY CARRY CASE	
EMERGENCY MEDICAL SERVICES	2920-78	2014-03-17	2014-03-18	CDW CANADA	382.39	CAD	382.39	CAD	2199	MISCELLANEOUS PARTS	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5734	Computer Software Stores	KINGSTON 4GB ECC REG X8	
EMERGENCY MEDICAL SERVICES	2920-79	2014-03-17	2014-03-18	CDW CANADA	91.17	CAD	91.17	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5734	Computer Software Stores	SPEAKERPHONE FOR BLACKBERRY	
EMERGENCY MEDICAL SERVICES	2924-115	2014-03-18	2014-03-20	THE HOME DEPOT #7129	165.92	CAD	165.92	CAD	2710	GENERAL HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5200	Home Supply Warehouse	**MORE**  MOD PLUG	
EMERGENCY MEDICAL SERVICES	2931-105	2014-03-25	2014-03-26	CDW CANADA	"1,066.05"	CAD	"1,066.05"	CAD	3410	COMPUTERS - HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5734	Computer Software Stores	AUDIO VIDIO CABINET	
EMERGENCY MEDICAL SERVICES	2932-137	2014-03-26	2014-03-27	CDW CANADA	58.58	CAD	58.58	CAD	2710	GENERAL HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5734	Computer Software Stores	CAT5e CROSSOVER CABLES	
					"2,549.72"	CAD	"2,549.72"	CAD								
SOLID WASTE MANAGEMENT	2900-185	2014-02-28	2014-03-03	ONTARIO ACOUSTIC SUPPL	338.46	CAD	338.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5039	Construction Materials Not Elsewhere Cla	W/O 302408 AND 301788	
SOLID WASTE MANAGEMENT	2900-186	2014-02-28	2014-03-03	THE HOME DEPOT #7078	23.35	CAD	23.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	**MORE**  CKG GUN CHRM	
SOLID WASTE MANAGEMENT	2905-147	2014-03-03	2014-03-05	THE HOME DEPOT #7129	63.22	CAD	63.22	CAD	3080	M & E - HAND TOOLS	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	SURGE	
SOLID WASTE MANAGEMENT	2905-148	2014-03-03	2014-03-05	CDN TIRE STORE #00321	270.28	CAD	270.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	W/O 302499	
SOLID WASTE MANAGEMENT	2907-139	2014-03-04	2014-03-06	THE HOME DEPOT #7129	27.06	CAD	27.06	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	"9"" PLIER"	
SOLID WASTE MANAGEMENT	2907-140	2014-03-04	2014-03-06	INVESTMENTS HARDWARE L	26.61	CAD	26.61	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-08	BERMONDSEY T.S.	5046	Commercial Equipment Not Elsewhere Class	W/O 300395 2	
SOLID WASTE MANAGEMENT	2907-141	2014-03-04	2014-03-06	CDN TIRE STORE #00214	63.20	CAD	63.20	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	W/O 302498	
SOLID WASTE MANAGEMENT	2910-233	2014-03-06	2014-03-10	BRAFASCO / REXDALE	104.74	CAD	104.74	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-08	BERMONDSEY T.S.	5085	Industrial Supplies Not Elsewhere Classi	W/O 300395 2	
SOLID WASTE MANAGEMENT	2910-234	2014-03-06	2014-03-10	RONA # 55090	72.21	CAD	72.21	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5251	Hardware Stores	W/O 302350	
SOLID WASTE MANAGEMENT	2910-235	2014-03-07	2014-03-10	CANADA COMPUTERS #15	45.19	CAD	45.19	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5734	Computer Software Stores	W/O 302617	
SOLID WASTE MANAGEMENT	2912-114	2014-03-10	2014-03-11	HYDRONIC PARTS GROUP L	79.10	CAD	79.10	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	SW0805	DISCO TS OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	W/O 302585	
SOLID WASTE MANAGEMENT	2916-157	2014-03-11	2014-03-13	THE HOME DEPOT #7078	11.28	CAD	11.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0805	DISCO TS OPERATIONS	5200	Home Supply Warehouse	EVERBILT	
SOLID WASTE MANAGEMENT	2916-158	2014-03-11	2014-03-13	BRAFASCO / REXDALE	227.82	CAD	227.82	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-08	BERMONDSEY T.S.	5085	Industrial Supplies Not Elsewhere Classi	W/O 300240	
SOLID WASTE MANAGEMENT	2916-159	2014-03-11	2014-03-13	BRAFASCO / VAUGHAN	201.12	CAD	201.12	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-08	BERMONDSEY T.S.	5085	Industrial Supplies Not Elsewhere Classi	W/O 302561 AND 300240	
SOLID WASTE MANAGEMENT	2917-138	2014-03-12	2014-03-14	THE HOME DEPOT #7078	243.65	CAD	243.65	CAD	2575	ELECTRICAL SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	**MORE**  23WTWISTDAY4	
SOLID WASTE MANAGEMENT	2918-190	2014-03-14	2014-03-17	THE DRAWING CENTRE	71.19	CAD	71.19	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	7338	"Quick Copy, Reproduction, and Blueprinti"	W/O 302656	
SOLID WASTE MANAGEMENT	2918-191	2014-03-14	2014-03-17	THE HOME DEPOT #7114	13.25	CAD	13.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0830	SCARBOROUGH TS OPERATIONS	5200	Home Supply Warehouse	GRAVEL 30KG	
SOLID WASTE MANAGEMENT	2918-192	2014-03-14	2014-03-17	BRAFASCO / REXDALE	30.12	CAD	30.12	CAD	2120	PARTS - MACHINERY & EQUIPMENT	SW0825	DUFFERIN TS OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	W/O 302355	
SOLID WASTE MANAGEMENT	2924-116	2014-03-18	2014-03-20	THE HOME DEPOT #7078	49.64	CAD	49.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0835	COMMISSIONER TS OPERATIONS	5200	Home Supply Warehouse	**MORE**  LINKS	
SOLID WASTE MANAGEMENT	2924-117	2014-03-18	2014-03-20	CDN TIRE STORE #00321	17.84	CAD	17.84	CAD	3080	M & E - HAND TOOLS	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	W/O 302726	
SOLID WASTE MANAGEMENT	2924-118	2014-03-19	2014-03-20	EMPIRE HARDWARE LTD	24.86	CAD	24.86	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5072	Hardware Equipment and Supplies	W/O 302388	
SOLID WASTE MANAGEMENT	2925-132	2014-03-19	2014-03-21	BRAFASCO / REXDALE	73.39	CAD	73.39	CAD	3080	M & E - HAND TOOLS	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5085	Industrial Supplies Not Elsewhere Classi	W/O 302762	
SOLID WASTE MANAGEMENT	2927-176	2014-03-20	2014-03-24	KBC TOOLS   MACHINERY	157.49	CAD	157.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-08	#N/A	5251	Hardware Stores	W/O 300982 5	
SOLID WASTE MANAGEMENT	2933-112	2014-03-27	2014-03-28	LOWES #02640*	112.95	CAD	112.95	CAD	3080	M & E - HAND TOOLS	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	"**MORE**  KBLT 12PT STD COMBO WRN 15/16"""	
SOLID WASTE MANAGEMENT	2933-113	2014-03-27	2014-03-28	LOWES #02951*	161.50	CAD	161.50	CAD	3080	M & E - HAND TOOLS	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	**MORE**  LENOX 3IN NON-ARBORED T2 HOLE SAW	
SOLID WASTE MANAGEMENT	2936-193	2014-03-27	2014-03-31	PURE METAL GALVANIZING	720.97	CAD	720.97	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-08	#N/A	5085	Industrial Supplies Not Elsewhere Classi	W/O 300982 6	
					"3,230.49"	CAD	"3,230.49"	CAD								
FIRE SERVICES	2900-187	2014-02-27	2014-03-03	"TPA/GREEN ""P""      QPL"	12.50	CAD	12.50	CAD	4770	PARKING EXPENSES (INTOWN)	FR0027	PROFDEV/TRAINING-OPERATIONS TRAINING	7523	Automobile Parking Lots and Garages	PARKING	
FIRE SERVICES	2917-139	2014-03-12	2014-03-14	"TPA/GREEN ""P""      QPL"	12.50	CAD	12.50	CAD	4770	PARKING EXPENSES (INTOWN)	FR0027	PROFDEV/TRAINING-OPERATIONS TRAINING	7523	Automobile Parking Lots and Garages	PARKING	
					25.00	CAD	25.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2901-90	2014-03-02	2014-03-04	YANG'S FRUIT   FLOWER	45.10	CAD	45.10	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0136	HS-MH-BD COMM SUPP-SPADINA	5992	Florists	FLOWERS	
ECONOMIC DEVELOPMENT & CULTURE	2908-120	2014-03-05	2014-03-07	JONG YOUNG MARKET	59.16	CAD	59.16	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0136	HS-MH-BD COMM SUPP-SPADINA	5411	"Grocery Stores, Supermarkets"	FLOWERS	
ECONOMIC DEVELOPMENT & CULTURE	2916-160	2014-03-11	2014-03-13	YANG'S FRUIT   FLOWER	32.70	CAD	32.70	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0136	HS-MH-BD COMM SUPP-SPADINA	5992	Florists	FLOWERS	
ECONOMIC DEVELOPMENT & CULTURE	2917-140	2014-03-12	2014-03-14	THE VILLAGE GREEN	57.57	CAD	57.57	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0094	HS-MH-PROGRAM SUPPORT-SPADINA	5261	Lawn and Garden Supply Stores	SEEDS	
ECONOMIC DEVELOPMENT & CULTURE	2920-80	2014-03-16	2014-03-18	YANG'S FRUIT   FLOWER	13.53	CAD	13.53	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0136	HS-MH-BD COMM SUPP-SPADINA	5992	Florists	FLOWERS	
ECONOMIC DEVELOPMENT & CULTURE	2922-107	2014-03-16	2014-03-19	JONG YOUNG MARKET	12.95	CAD	12.95	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0136	HS-MH-BD COMM SUPP-SPADINA	5411	"Grocery Stores, Supermarkets"	FLOWERS	
ECONOMIC DEVELOPMENT & CULTURE	2927-177	2014-03-20	2014-03-24	JONG YOUNG MARKET	38.31	CAD	38.31	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0136	HS-MH-BD COMM SUPP-SPADINA	5411	"Grocery Stores, Supermarkets"	FLOWERS	
ECONOMIC DEVELOPMENT & CULTURE	2928-74	2014-03-24	2014-03-25	CANADIAN HYDRO GARDENS	360.79	CAD	360.79	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0094	HS-MH-PROGRAM SUPPORT-SPADINA	5261	Lawn and Garden Supply Stores	"INT0806 100/CS , TVT1020 TRUE TRAY 50/GLUE"	
ECONOMIC DEVELOPMENT & CULTURE	2928-75	2014-03-24	2014-03-25	CANADIAN HYDRO GARDENS	5.65	CAD	5.65	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0094	HS-MH-PROGRAM SUPPORT-SPADINA	5261	Lawn and Garden Supply Stores	KORD POT	
ECONOMIC DEVELOPMENT & CULTURE	2928-76	2014-03-24	2014-03-25	TERRA	51.95	CAD	51.95	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0136	HS-MH-BD COMM SUPP-SPADINA	5261	Lawn and Garden Supply Stores	PLANTS	
ECONOMIC DEVELOPMENT & CULTURE	2936-194	2014-03-27	2014-03-31	CDN TIRE STORE #00150	43.12	CAD	43.12	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0094	HS-MH-PROGRAM SUPPORT-SPADINA	5200	Home Supply Warehouse	"SPRAY FOR ORCHARD, ANT TRAPS"	
					720.83	CAD	720.83	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2900-188	2014-02-27	2014-03-03	PIZZAIOLO	222.12	CAD	222.12	CAD	2741	FOOD COSTS	F00120	EMERGENCY PLANNING	5814	Quick Payment Service - Fast-Food Restau	FOOD FOR WARMING CENTRE CLIENTS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2900-189	2014-02-27	2014-03-03	CHRA	703.50	CAD	703.50	CAD	8515	REGISTRATION FEES	FH5001	EXECUTIVE ADMINISTRATION	8398	"Organizations, Charitable and Social Ser"	REGISTRATION FOR CHRA CONGRESS 2014	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2905-149	2014-03-02	2014-03-05	PIZZAIOLO	222.12	CAD	222.12	CAD	2741	FOOD COSTS	F00120	EMERGENCY PLANNING	5814	Quick Payment Service - Fast-Food Restau	FOOD FOR WARMING CENTRE CLIENTS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2907-142	2014-03-04	2014-03-06	PIZZAIOLO	222.12	CAD	222.12	CAD	2741	FOOD COSTS	F00120	EMERGENCY PLANNING	5814	Quick Payment Service - Fast-Food Restau	FOOD FOR WARMING CENTRE CLIENTS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2917-141	2014-03-12	2014-03-14	PIZZAIOLO	212.12	CAD	212.12	CAD	2741	FOOD COSTS	F00120	EMERGENCY PLANNING	5814	Quick Payment Service - Fast-Food Restau	FOOD FOR WARMING CENTRE CLIENTS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2918-193	2014-03-15	2014-03-17	PIZZAIOLO	222.12	CAD	222.12	CAD	2741	FOOD COSTS	F00120	EMERGENCY PLANNING	5814	Quick Payment Service - Fast-Food Restau	FOOD FOR WARMING CENTRE CLIENTS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2922-108	2014-03-17	2014-03-19	PIZZAIOLO	212.12	CAD	212.12	CAD	2741	FOOD COSTS	F00120	EMERGENCY PLANNING	5814	Quick Payment Service - Fast-Food Restau	FOOD FOR WARMING CENTRE CLIENTS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2925-133	2014-03-20	2014-03-21	WAYFAIR*WAYFAIR SUPPLY	138.13	CAD	120.02	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FH5310	COMMUNITY INITIATIVES-ADMINISTRATION	5965	Direct Marketing - Combination Catalog a	MAIL CART	
					"2,154.35"	CAD	"2,016.22"	CAD								
							120.02	USD								
PUBLIC HEALTH	2913-165	2014-03-11	2014-03-12	O/P PHARMACY -SUNNYBRO	22.39	CAD	22.39	CAD	2824	PRESCRIPTION DRUGS	PH4052	SEXUAL HEALTH CLINICS - SOUTH/WEST	8062	Hospitals	PRESCRIPTION DRUGS	
					22.39	CAD	22.39	CAD								
LONG TERM CARE HOMES	2900-190	2014-02-27	2014-03-03	RONA # 55030	54.19	CAD	54.19	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5251	Hardware Stores	BUILDING REPAIRS	
LONG TERM CARE HOMES	2908-121	2014-03-05	2014-03-07	THE HOME DEPOT #7106	262.73	CAD	262.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5200	Home Supply Warehouse	**MORE**  ELBOW	
LONG TERM CARE HOMES	2910-236	2014-03-06	2014-03-10	CDN TIRE STORE #00126	172.60	CAD	172.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5200	Home Supply Warehouse	BUILDING SUPPLIES	
LONG TERM CARE HOMES	2910-237	2014-03-07	2014-03-10	SEXAUER	516.41	CAD	516.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5074	Plumbing and Heating Equipment	BUILDING REPAIRS	
LONG TERM CARE HOMES	2910-238	2014-03-07	2014-03-10	SEXAUER	188.88	CAD	188.88	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5074	Plumbing and Heating Equipment	BUILDING REPAIRS	
LONG TERM CARE HOMES	2910-239	2014-03-07	2014-03-10	THE HOME DEPOT #7106	37.99	CAD	37.99	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5200	Home Supply Warehouse	**MORE**  RACCORD	
LONG TERM CARE HOMES	2916-161	2014-03-11	2014-03-13	THE HOME DEPOT #7106	27.29	CAD	27.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5200	Home Supply Warehouse	**MORE**  BRASS COUPL	
LONG TERM CARE HOMES	2928-77	2014-03-24	2014-03-25	ONTARIO PILLOW SUPPLY	"1,314.19"	CAD	"1,314.19"	CAD	2690	BEDDING	D3J144	CAREFREE LODGE-NS-NA	5099	Durable Goods Not Elsewhere Classified	NURSING SUPPLIES	
LONG TERM CARE HOMES	2931-106	2014-03-24	2014-03-26	CDN TIRE STORE #00126	499.35	CAD	499.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5200	Home Supply Warehouse	BUILDING SUPPLIES	
LONG TERM CARE HOMES	2933-114	2014-03-26	2014-03-28	L N ELECTRIC MOTORS LT	"1,204.71"	CAD	"1,204.71"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5085	Industrial Supplies Not Elsewhere Classi	BUILDING REPAIRS	
LONG TERM CARE HOMES	2936-195	2014-03-28	2014-03-31	ONTARIO PILLOW SUPPLY	"1,314.19"	CAD	"1,314.19"	CAD	2690	BEDDING	D3J144	CAREFREE LODGE-NS-NA	5099	Durable Goods Not Elsewhere Classified	NURSING SUPPLIES	
					"5,592.53"	CAD	"5,592.53"	CAD								
"PARKS, FORESTRY & RECREATION"	2918-194	2014-03-12	2014-03-17	WAL-MART #3159	77.36	CAD	77.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00705	N-CENTRAL-SPORTS & REC-AQ. LEIS. INDOOR	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR TRAINING	
"PARKS, FORESTRY & RECREATION"	2918-195	2014-03-13	2014-03-17	TARGET CANADA T3742	69.47	CAD	69.47	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P00705	N-CENTRAL-SPORTS & REC-AQ. LEIS. INDOOR	5310	Discount Stores	CD PLAYERS	
"PARKS, FORESTRY & RECREATION"	2918-196	2014-03-14	2014-03-17	WAL-MART #3159	135.40	CAD	135.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00705	N-CENTRAL-SPORTS & REC-AQ. LEIS. INDOOR	5411	"Grocery Stores, Supermarkets"	STOP WATCHES	
					282.23	CAD	282.23	CAD								
"PARKS, FORESTRY & RECREATION"	2901-91	2014-02-28	2014-03-04	CDN TIRE STORE #00182	12.41	CAD	12.41	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5200	Home Supply Warehouse	HEADLIGHT BULBS	
"PARKS, FORESTRY & RECREATION"	2920-81	2014-03-16	2014-03-18	CDN TIRE STORE #00273	13.55	CAD	13.55	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5200	Home Supply Warehouse	HEADLIGHT	
"PARKS, FORESTRY & RECREATION"	2925-134	2014-03-20	2014-03-21	CANADIAN BEARINGS #12#	46.68	CAD	46.68	CAD	2710	GENERAL HARDWARE	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5533	"Automotive Parts, Accessories Stores"	COUPLING	
"PARKS, FORESTRY & RECREATION"	2925-135	2014-03-12	2014-03-21	BUTT'S PUMPS   MOTORS	281.40	CAD	281.40	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5085	Industrial Supplies Not Elsewhere Classi	PUMP REBUILD	
"PARKS, FORESTRY & RECREATION"	2927-178	2014-03-20	2014-03-24	THE HOME DEPOT #7012	2.35	CAD	2.35	CAD	2710	GENERAL HARDWARE	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5200	Home Supply Warehouse	WASHER	
					356.39	CAD	356.39	CAD								
"PARKS, FORESTRY & RECREATION"	2925-136	2014-03-18	2014-03-21	BUTT'S PUMPS   MOTORS	367.04	CAD	367.04	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5085	Industrial Supplies Not Elsewhere Classi	2 HP MOTOR	
					367.04	CAD	367.04	CAD								
TORONTO WATER	2918-197	2014-03-13	2014-03-17	BUNNING SPLICING   RIG	559.35	CAD	559.35	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5085	Industrial Supplies Not Elsewhere Classi	RATCHET TIE DOWN	
					559.35	CAD	559.35	CAD								
"PARKS, FORESTRY & RECREATION"	2900-191	2014-02-28	2014-03-03	LOBLAWS 4.2	49.26	CAD	49.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10444	JIMMIE SIMPSON-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR ECO EXPLORER CLUB	
"PARKS, FORESTRY & RECREATION"	2907-143	2014-03-05	2014-03-06	NICK'S SPORT SHOP LIMI	112.72	CAD	112.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10444	JIMMIE SIMPSON-PRGM SUPPORT	5941	Sporting Goods Stores	ARCHERY SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2910-240	2014-03-07	2014-03-10	SHOPPERS DRUG MART0823	21.46	CAD	21.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10444	JIMMIE SIMPSON-PRGM SUPPORT	5912	"Drug Stores, Pharmacies"	FOOD/REFRESHMENTS - YOUTH PROG	
"PARKS, FORESTRY & RECREATION"	2910-241	2014-03-07	2014-03-10	ABSOLUTE DOLLAR	14.97	CAD	14.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10444	JIMMIE SIMPSON-PRGM SUPPORT	5310	Discount Stores	SUPPLIES ECO EXPLORER CLUB	
"PARKS, FORESTRY & RECREATION"	2916-162	2014-03-11	2014-03-13	REGAL HARDWARE LTD	18.03	CAD	18.03	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10444	JIMMIE SIMPSON-PRGM SUPPORT	5251	Hardware Stores	REC CTR SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2932-138	2014-03-25	2014-03-27	REGAL HARDWARE LTD	12.58	CAD	12.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10444	JIMMIE SIMPSON-PRGM SUPPORT	5251	Hardware Stores	YOUTH PROG SUPPLIES	
