Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Work Order Number	Cost Centre/WBS Element/Work Order Number Description	Merchant Type	Merchant Type Description	Purpose	
					"1,393.94"	CAD	"1,393.94"	CAD								
"PARKS, FORESTRY & RECREATION"	2859-203	2014-01-31	2014-02-03	MICHAELS #4910	138.90	CAD	138.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09699	EDITHVALE CC-INSTRL	5945	"Game, Toy, and Hobby Shops"	PAINT - ADULT INST. ART CLASSES	
"PARKS, FORESTRY & RECREATION"	2872-102	2014-02-07	2014-02-11	DESERRES	65.49	CAD	65.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08039	EDITHVALE CC-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES FOR PRESCHOOL PROGRAM	
"PARKS, FORESTRY & RECREATION"	2875-130	2014-02-11	2014-02-12	TUCKERS POTTERY SUPPLI	113.45	CAD	113.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08039	EDITHVALE CC-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	POTTERY SUPPLIES FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2896-117	2014-02-25	2014-02-27	WAL-MART #3001	157.73	CAD	157.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08039	EDITHVALE CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	PING PONG PADDLES/BBALL NETS	
					475.57	CAD	475.57	CAD								
"PARKS, FORESTRY & RECREATION"	2877-140	2014-02-12	2014-02-13	LOCK UP SERVICES	13.11	CAD	13.11	CAD	2730	LOCKS	P00516	HIGH PARK-PRGM SUPPORT	7399	Business Services - Not Elsewhere Classi	KEYS CUT	
"PARKS, FORESTRY & RECREATION"	2886-129	2014-02-19	2014-02-20	MR PRINTER	21.11	CAD	21.11	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	P00516	HIGH PARK-PRGM SUPPORT	7338	"Quick Copy, Reproduction, and Blueprinti"	COLOUR COPIES	
"PARKS, FORESTRY & RECREATION"	2894-140	2014-02-25	2014-02-26	LOCK UP SERVICES	90.23	CAD	90.23	CAD	2730	LOCKS	P00516	HIGH PARK-PRGM SUPPORT	7399	Business Services - Not Elsewhere Classi	"LOCK,KEYS"	
					124.45	CAD	124.45	CAD								
EMERGENCY MEDICAL SERVICES	2860-83	2014-02-03	2014-02-04	IMPARK LOT 00090075	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46776	MANGERS - HUB ADMIN	7523	Automobile Parking Lots and Garages	PARKING - MEETING 	
EMERGENCY MEDICAL SERVICES	2871-215	2014-02-07	2014-02-10	STANDARD PARKING	12.00	CAD	12.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46776	MANGERS - HUB ADMIN	7523	Automobile Parking Lots and Garages	PARKING - MEETING	
EMERGENCY MEDICAL SERVICES	2894-141	2014-02-25	2014-02-26	TORONTO PARKING AUTHOR	6.00	CAD	6.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46776	MANGERS - HUB ADMIN	7523	Automobile Parking Lots and Garages	PARKING - MEETING 	
EMERGENCY MEDICAL SERVICES	2897-122	2014-02-27	2014-02-28	IMPARK LOT 00090075	18.00	CAD	18.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46776	MANGERS - HUB ADMIN	7523	Automobile Parking Lots and Garages	PARKING - TO ASSIST INTERVIEWS 	
					51.00	CAD	51.00	CAD								
"PARKS, FORESTRY & RECREATION"	2859-204	2014-01-31	2014-02-03	LINDE CANADA - ETOBICO	547.45	CAD	547.45	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5072	Hardware Equipment and Supplies	WELDING CALBE + CONNECTOR	
"PARKS, FORESTRY & RECREATION"	2881-204	2014-02-13	2014-02-17	BRAFASCO / ETOBICOKE	81.33	CAD	81.33	CAD	3080	M & E - HAND TOOLS	P00890	KIPLING YD-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	TAP SETS VARIOUS SIZES	
"PARKS, FORESTRY & RECREATION"	2890-178	2014-02-20	2014-02-24	MR METAL(ETOBICOKE) IN	229.87	CAD	229.87	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00673	W-SOUTH2-PRGM SUPPORT	5051	Metal Service Centers and Offices	HSST CHANNEL	
"PARKS, FORESTRY & RECREATION"	2894-142	2014-02-24	2014-02-26	CDN TIRE STORE #00152	735.60	CAD	735.60	CAD	3080	M & E - HAND TOOLS	P00906	KIPLING YD-TRADES	5200	Home Supply Warehouse	TOOL BOX FOR WELDING TRUCK	
"PARKS, FORESTRY & RECREATION"	2896-118	2014-02-25	2014-02-27	BRAFASCO / ETOBICOKE	8.42	CAD	8.42	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	ZINC FLAT BODY WASHER	
					"1,602.67"	CAD	"1,602.67"	CAD								
"PARKS, FORESTRY & RECREATION"	2871-216	2014-02-06	2014-02-10	WAL-MART #3159	66.77	CAD	66.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13187	INTGRTN SERVS - TEY DISTRICT	5411	"Grocery Stores, Supermarkets"	"RIBBONS, WRAPPED WIRE,PADDLEWIRE,ICING"	
"PARKS, FORESTRY & RECREATION"	2871-217	2014-02-06	2014-02-10	WAL-MART #3159	19.97	CAD	19.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13187	INTGRTN SERVS - TEY DISTRICT	5411	"Grocery Stores, Supermarkets"	"CROUTONS,SALAD DRESSING, CROISSANTS, LETTUCE"	
"PARKS, FORESTRY & RECREATION"	2881-205	2014-02-15	2014-02-17	FRESHCO #9783	34.58	CAD	34.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13187	INTGRTN SERVS - TEY DISTRICT	5411	"Grocery Stores, Supermarkets"	"JELLY BEANS, SODA, BROWNIES"	
"PARKS, FORESTRY & RECREATION"	2886-130	2014-02-19	2014-02-20	LONG HUI SUPERMARKET	27.88	CAD	27.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13187	INTGRTN SERVS - TEY DISTRICT	5411	"Grocery Stores, Supermarkets"	"BUTTER, WHIPPING CREAM, PASTA,CHILI,RED KIDNEY BNS"	
"PARKS, FORESTRY & RECREATION"	2887-133	2014-02-20	2014-02-21	SOBEYS #718        QPS	4.69	CAD	4.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13187	INTGRTN SERVS - TEY DISTRICT	5411	"Grocery Stores, Supermarkets"	MILK	
"PARKS, FORESTRY & RECREATION"	2887-134	2014-02-20	2014-02-21	DOLLAR BLITZ	15.80	CAD	15.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13187	INTGRTN SERVS - TEY DISTRICT	5310	Discount Stores	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2890-179	2014-02-21	2014-02-24	SHOPPER'S DRUG MART #1	91.00	CAD	91.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P13187	INTGRTN SERVS - TEY DISTRICT	5912	"Drug Stores, Pharmacies"	TTC TICKETS	
"PARKS, FORESTRY & RECREATION"	2890-180	2014-02-21	2014-02-24	FRESHCO #9783	24.10	CAD	24.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13187	INTGRTN SERVS - TEY DISTRICT	5411	"Grocery Stores, Supermarkets"	"ONION SOUP MIX, SOUR CREAM, APPLES, GRAPES"	
"PARKS, FORESTRY & RECREATION"	2893-110	2014-02-21	2014-02-25	FOOD BASICS #880	6.27	CAD	6.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13187	INTGRTN SERVS - TEY DISTRICT	5411	"Grocery Stores, Supermarkets"	"FLOUR, CAKE MIX, SALT"	
"PARKS, FORESTRY & RECREATION"	2896-119	2014-02-26	2014-02-27	PRICE CHOPPER #9604	32.31	CAD	32.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13187	INTGRTN SERVS - TEY DISTRICT	5411	"Grocery Stores, Supermarkets"	"BANANAS, PEARS, CARROTS, CLEMENTINES, EGGS"	
					323.37	CAD	323.37	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2859-205	2014-01-30	2014-02-03	METRO #62	39.23	CAD	39.23	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	5411	"Grocery Stores, Supermarkets"	"REFRESHMENTS FOR RECEPTION - COKE, GINGERALE, SCHW"	
ECONOMIC DEVELOPMENT & CULTURE	2860-84	2014-01-31	2014-02-04	METRO #62	405.55	CAD	405.55	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	5411	"Grocery Stores, Supermarkets"	"REFRESHMENTS FOR RECEPTION - FRUIT, VEGGIES, DESSE"	
ECONOMIC DEVELOPMENT & CULTURE	2869-102	2014-02-06	2014-02-07	CARR MCLEAN LIMITED	211.42	CAD	211.42	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	5943	"Office, School Supply, and Stationery St"	VELCRO HOOKS ROUND	
ECONOMIC DEVELOPMENT & CULTURE	2875-131	2014-02-11	2014-02-12	LARSON JUHL #1	395.73	CAD	395.73	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	5970	"Artist Supply Stores, Craft Shops"	"CHOP, REG GLASS & BACKING, IVORY BLACK ALPHA"	
ECONOMIC DEVELOPMENT & CULTURE	2877-141	2014-02-12	2014-02-13	PACART	"1,231.94"	CAD	"1,231.94"	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	4789	Transportation Services-Not Elsewhere Cl	TRANSPORTATION OF ART	
ECONOMIC DEVELOPMENT & CULTURE	2894-143	2014-02-24	2014-02-26	METRO #62	156.20	CAD	156.20	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0124	AS-CM-COLLECTION MGMT-MARKET GALLERY	5411	"Grocery Stores, Supermarkets"	"REFRESHMENTS FOR EVENT - FRUIT, VEGGIES, COOKIES,"	
					"2,440.07"	CAD	"2,440.07"	CAD								
PUBLIC HEALTH	2859-206	2014-01-31	2014-02-03	INFOTRIEVE	50.34	CAD	50.34	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	7375	Information Retrieval Services	ARTICLE - PROGRAM RESOURCES	
PUBLIC HEALTH	2860-85	2014-02-03	2014-02-04	YORK U-GENERAL ACCOUNT	12.00	CAD	12.00	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	8220	"Colleges, Universities, Professional Sch"	BOOK - PROGRAM RESOURCES	
PUBLIC HEALTH	2865-137	2014-02-03	2014-02-05	INDIGO ONLINE	44.98	CAD	44.98	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK - PROFESSIONAL RESOURCES	
PUBLIC HEALTH	2865-138	2014-02-04	2014-02-05	INDIGO ONLINE	51.53	CAD	51.53	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK - PROFESSIONAL RESOURCES	
PUBLIC HEALTH	2865-139	2014-02-04	2014-02-05	INDIGO ONLINE	55.65	CAD	55.65	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK - PROFESSIONAL RESOURCES	
PUBLIC HEALTH	2866-108	2014-02-04	2014-02-06	ISACA	330.84	CAD	291.00	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	8699	"Organizations, Membership - Not Elsewher"	BOOK - PROGRAM RESOURCES	
PUBLIC HEALTH	2871-218	2014-02-07	2014-02-10	RYERSON UNIVERSITY LIB	10.00	CAD	10.00	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	8220	"Colleges, Universities, Professional Sch"	BOOK - PROGRAM RESOURCES	
PUBLIC HEALTH	2875-132	2014-02-11	2014-02-12	U OF T LIBRARIES	10.00	CAD	10.00	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5942	Book Stores	ARTICLE - PROGRAM RESOURCES	
PUBLIC HEALTH	2875-133	2014-02-11	2014-02-12	U OF T LIBRARIES	10.00	CAD	10.00	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5942	Book Stores	BOOK - PROGRAM RESOURCES	
PUBLIC HEALTH	2886-131	2014-02-19	2014-02-20	INDIGO ONLINE	15.12	CAD	15.12	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK - PROFESSIONAL RESOURCES	
PUBLIC HEALTH	2897-123	2014-02-26	2014-02-28	INDIGO ONLINE	15.92	CAD	15.92	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK - PROFESSIONAL RESOURCES	
					606.38	CAD	275.54	CAD								
							291.00	USD								
ECONOMIC DEVELOPMENT & CULTURE	2881-206	2014-02-13	2014-02-17	THISTLE HILL	415.25	CAD	369.74	USD	4815	COURIER SERVICES	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	1799	"Contractors, Special Trade - Not Elsewhe"	ADDITIONAL SHIPPING CHARGES	
ECONOMIC DEVELOPMENT & CULTURE	2890-181	2014-02-21	2014-02-24	CANADIAN COUNCIL OF AR	186.45	CAD	186.45	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	8398	"Organizations, Charitable and Social Ser"	WEBINAR FEE	
					601.70	CAD	186.45	CAD								
							369.74	USD								
SOLID WASTE MANAGEMENT	2869-103	2014-02-06	2014-02-07	FEATHERLITE INDUSTRIES	146.08	CAD	146.08	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5251	Hardware Stores	W/O 163941	
SOLID WASTE MANAGEMENT	2871-219	2014-02-07	2014-02-10	WOLSELEY FRONTIER	95.68	CAD	95.68	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	SW0830	SCARBOROUGH TS OPERATIONS	7623	Air Conditioning and Refrigeration Repai	W/O 302254	
SOLID WASTE MANAGEMENT	2896-120	2014-02-26	2014-02-27	RUDDY WHOLESALE	805.69	CAD	805.69	CAD	2575	ELECTRICAL SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	1711	"Air Conditioning, Heating, and Plumbing"	W/O 301251	
SOLID WASTE MANAGEMENT	2896-121	2014-02-26	2014-02-27	RUDDY WHOLESALE	379.21	CAD	379.21	CAD	2575	ELECTRICAL SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	1711	"Air Conditioning, Heating, and Plumbing"	W/O 302254	
					"1,426.66"	CAD	"1,426.66"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2860-86	2014-02-03	2014-02-04	ACRYLICS BY DESIGN INC	533.93	CAD	533.93	CAD	3099	GENERAL EQUIPMENT	AH0083	HS-MH-EXHIBITIONS-METRO HALL	5085	Industrial Supplies Not Elsewhere Classi	30 CUSTOM ACRYLIC LABEL STANDS	
ECONOMIC DEVELOPMENT & CULTURE	2865-140	2014-02-03	2014-02-05	APRES WRAP WARDROBE SE	30.51	CAD	30.51	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0083	HS-MH-EXHIBITIONS-METRO HALL	7394	"Equipment Rental and Leasing Services, F"	MANNEQUIN CAPS/1 STAND	
ECONOMIC DEVELOPMENT & CULTURE	2869-104	2014-02-06	2014-02-07	PARKDALE HOME HDWRE 13	45.54	CAD	45.54	CAD	2710	GENERAL HARDWARE	AH0083	HS-MH-EXHIBITIONS-METRO HALL	5251	Hardware Stores	PAINT & LIGHTS	
ECONOMIC DEVELOPMENT & CULTURE	2881-207	2014-02-13	2014-02-17	PAYPAL *WWOLST12	"1,531.21"	CAD	"1,531.21"	CAD	3330	ARTIFACTS & ART OBJECTS	AH0083	HS-MH-EXHIBITIONS-METRO HALL	5999	Miscellaneous and Specialty Retail Store	19TH CENTURY PAINTING	
ECONOMIC DEVELOPMENT & CULTURE	2881-208	2014-02-14	2014-02-17	APRES WRAP WARDROBE SE	542.40	CAD	542.40	CAD	3099	GENERAL EQUIPMENT	AH0083	HS-MH-EXHIBITIONS-METRO HALL	7394	"Equipment Rental and Leasing Services, F"	24 LOW STANCHIONS	
ECONOMIC DEVELOPMENT & CULTURE	2885-72	2014-02-18	2014-02-19	SHOPPERS DRUG MART #12	195.91	CAD	195.91	CAD	4815	COURIER SERVICES	AH0083	HS-MH-EXHIBITIONS-METRO HALL	5912	"Drug Stores, Pharmacies"	HST ON 19TH CENTURY PAINTING	
ECONOMIC DEVELOPMENT & CULTURE	2886-132	2014-02-19	2014-02-20	LOWES #02640*	16.13	CAD	16.13	CAD	2710	GENERAL HARDWARE	AH0083	HS-MH-EXHIBITIONS-METRO HALL	5200	Home Supply Warehouse	**MORE**  12LB MAJESTIC ICE MELT JUG	
ECONOMIC DEVELOPMENT & CULTURE	2890-182	2014-02-20	2014-02-24	WM PRAGER LTD	329.85	CAD	329.85	CAD	3099	GENERAL EQUIPMENT	AH0083	HS-MH-EXHIBITIONS-METRO HALL	5046	Commercial Equipment Not Elsewhere Class	2 MANNEQUINS	
ECONOMIC DEVELOPMENT & CULTURE	2896-122	2014-02-26	2014-02-27	PARKDALE HOME HDWRE 13	40.63	CAD	40.63	CAD	2710	GENERAL HARDWARE	AH0083	HS-MH-EXHIBITIONS-METRO HALL	5251	Hardware Stores	EXTENSION CORDS & POWER BARS	
					"3,266.11"	CAD	"3,266.11"	CAD								
"PARKS, FORESTRY & RECREATION"	2866-109	2014-02-04	2014-02-06	CDN TIRE STORE #00273	20.33	CAD	20.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01837	EARL BEATTY-SPORTS	5200	Home Supply Warehouse	PROGRAM SUPPLIES	
					20.33	CAD	20.33	CAD								
"PARKS, FORESTRY & RECREATION"	2860-87	2014-02-03	2014-02-04	LOBLAWS #1021	56.95	CAD	56.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	2866-110	2014-02-05	2014-02-06	LOBLAWS #1021	2.69	CAD	2.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	2869-105	2014-02-05	2014-02-07	DESERRES	16.94	CAD	16.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01886	BALMY BEACH-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	CLAY	
"PARKS, FORESTRY & RECREATION"	2869-106	2014-02-06	2014-02-07	LOBLAWS #1021	178.57	CAD	178.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	2871-220	2014-02-07	2014-02-10	LOBLAWS #1021	50.10	CAD	50.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR DANCE PGRM	
"PARKS, FORESTRY & RECREATION"	2871-221	2014-02-07	2014-02-10	LOBLAWS 4.2	33.99	CAD	33.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR DANCE PGRM	
"PARKS, FORESTRY & RECREATION"	2871-222	2014-02-07	2014-02-10	FRESHCO #9841	30.69	CAD	30.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR DANCE PGRM	
"PARKS, FORESTRY & RECREATION"	2872-103	2014-02-08	2014-02-11	CDN TIRE STORE #00273	92.37	CAD	92.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06748	FAIRMOUNT PARK CC-PRGM SUPPORT	5200	Home Supply Warehouse	SUPPLIES FOR WINTERFEST	
"PARKS, FORESTRY & RECREATION"	2872-104	2014-02-10	2014-02-11	LOBLAWS #1021	73.30	CAD	73.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	2877-142	2014-02-12	2014-02-13	LOBLAWS #1021	11.33	CAD	11.33	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	2880-131	2014-02-12	2014-02-14	DESERRES	89.10	CAD	89.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01886	BALMY BEACH-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2885-73	2014-02-18	2014-02-19	LOBLAWS #1021	2.56	CAD	2.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	2885-74	2014-02-18	2014-02-19	LOBLAWS #1021	29.20	CAD	29.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	2887-135	2014-02-20	2014-02-21	LOBLAWS #1021	15.75	CAD	15.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	2893-111	2014-02-24	2014-02-25	LOBLAWS #1021	66.23	CAD	66.23	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	2897-124	2014-02-26	2014-02-28	DESERRES	26.53	CAD	26.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12125	FAIRMOUNT PK CC-ARTS-VISL-PERF	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2897-125	2014-02-27	2014-02-28	LOBLAWS #1021	16.82	CAD	16.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLASS	
					793.12	CAD	793.12	CAD								
"PARKS, FORESTRY & RECREATION"	2859-207	2014-01-31	2014-02-03	NOFRILLS STEPHEN'S #34	51.46	CAD	51.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"CHEESE,CREAM,YOGURT,OJ,VEGI,TACOS"	
"PARKS, FORESTRY & RECREATION"	2871-223	2014-02-06	2014-02-10	JAMES WHITE   SONS FLO	14.13	CAD	14.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	5992	Florists	SUPPLIES FOR SCIENCE FUN - WHITE CARNATIONS	
"PARKS, FORESTRY & RECREATION"	2871-224	2014-02-07	2014-02-10	NOFRILLS STEPHEN'S #34	6.68	CAD	6.68	CAD	2570	JANITORIAL SUPPLIES	P07693	DON MONTGOMERY CRC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	LYSOL WIPES FOR FACILITY & DISH SOAP	
"PARKS, FORESTRY & RECREATION"	2871-225	2014-02-07	2014-02-10	NOFRILLS STEPHEN'S #34	36.66	CAD	36.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"CHOCOLATE BARS,RAISINS,MILK,CELERY,HOT DOGS,CHEESE"	
"PARKS, FORESTRY & RECREATION"	2875-134	2014-02-11	2014-02-12	NOFRILLS DICKIES 752	16.08	CAD	16.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	24 JUICE CANS	
"PARKS, FORESTRY & RECREATION"	2877-143	2014-02-11	2014-02-13	YOUR DOLLAR STORE WITH	1.00	CAD	1.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	5999	Miscellaneous and Specialty Retail Store	LEMON JUICE FOR SUPPLIES FOR SCIENCE FUN	
"PARKS, FORESTRY & RECREATION"	2877-144	2014-02-11	2014-02-13	YOUR DOLLAR STORE WITH	6.78	CAD	6.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05217	DON MONTGOMERY CRC-ARTS-VISL/PERF	5999	Miscellaneous and Specialty Retail Store	MAGNETS FOR DRAWING & PAINTING JR ARTIST	
"PARKS, FORESTRY & RECREATION"	2881-209	2014-02-13	2014-02-17	WMT SUPRCTR #1117	4.45	CAD	4.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SPRAY BOTTLE FOR SCIENCE FUN	
"PARKS, FORESTRY & RECREATION"	2881-210	2014-02-14	2014-02-17	NOFRILLS STEPHEN'S #34	41.62	CAD	41.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"SPRINKLES,CORN STARCH,BUTTER,MILK,YOGHURT,FRUIT"	
"PARKS, FORESTRY & RECREATION"	2887-136	2014-02-20	2014-02-21	NOFRILLS STEPHEN'S #34	8.04	CAD	8.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"FOOD COLORING, VEGETABLE OIL FO SCIENCE FUN"	
