Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element /Order Description	Merchant Type	Merchant Type Description	Purpose	
TORONTO WATER	3047-172	2014-06-18	2014-06-20	APPLIED INDUSTRIAL TEC	320.43	CAD	320.43	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5085	Industrial Supplies Not Elsewhere Classi	"CONN LINK, ROLLER CHAIN"	
TORONTO WATER	3049-254	2014-06-19	2014-06-23	BUNNING SPLICING   RIG	75.26	CAD	75.26	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5085	Industrial Supplies Not Elsewhere Classi	SNAPS SK	
TORONTO WATER	3049-255	2014-06-19	2014-06-23	CDN TIRE STORE #00070	38.39	CAD	38.39	CAD	2715	PAINT SUPPLIES	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5200	Home Supply Warehouse	"BRUSH, EXT PRIMER FLAT"	
TORONTO WATER	3049-256	2014-06-20	2014-06-23	LOWES #03096*	112.86	CAD	112.86	CAD	2710	GENERAL HARDWARE	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5200	Home Supply Warehouse	**MORE**  WOOSTER PRO 4PC KIT	
TORONTO WATER	3051-110	2014-06-20	2014-06-24	KOTYCK BROS LIMITED	25.73	CAD	25.73	CAD	2535	PLUMBING SUPPLIES	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	1520	General Contractors - Residential and Co	PIPES	
TORONTO WATER	3055-163	2014-06-26	2014-06-27	PRINCESS AUTO	323.10	CAD	323.10	CAD	2130	PARTS - MOBILE EQUIPMENT	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5085	Industrial Supplies Not Elsewhere Classi	NUTDRIVER FLEX HOSE CLAMP/REEL HOSE AIR	
TORONTO WATER	3055-164	2014-06-26	2014-06-27	KOTYCK BROS LIMITED	209.12	CAD	209.12	CAD	2535	PLUMBING SUPPLIES	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	1520	General Contractors - Residential and Co	PIPES	
TORONTO WATER	3057-296	2014-06-27	2014-06-30	LOWES #03096*	26.34	CAD	26.34	CAD	2531	LUMBER	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5200	Home Supply Warehouse	2X4X12 TOP CHOICE TREATED LUMBER	
					"3,601.36"	CAD	"3,601.36"	CAD								
EMERGENCY MEDICAL SERVICES	3047-173	2014-06-19	2014-06-20	ALBABICI LLC	"1,319.92"	CAD	"1,192.12"	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46754	OPS - SERVICE DISTRICT 5	5940	Bicycle Shops - Sales and Service	ALLOY DOUBLE LEG KICK STAND	
					"1,319.92"	CAD	"1,192.12"	USD								
"PARKS, FORESTRY & RECREATION"	3025-153	2014-06-03	2014-06-05	THE HOME DEPOT #7013	48.48	CAD	48.48	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5200	Home Supply Warehouse	**MORE**  BOLTS	
"PARKS, FORESTRY & RECREATION"	3029-238	2014-06-06	2014-06-09	STRADA AGGREGATES INC	339.00	CAD	339.00	CAD	2780	CONCRETE	P00898	KIPLING YD-PARKS CONSTR	5211	"Building Materials, Lumber Stores"	DISPOSABLE COINS	
"PARKS, FORESTRY & RECREATION"	3046-148	2014-06-12	2014-06-19	B C SAW   TOOL INC	248.48	CAD	248.48	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5251	Hardware Stores	CUTTING BLADES	
"PARKS, FORESTRY & RECREATION"	3049-257	2014-06-19	2014-06-23	CDN TIRE STORE #00182	56.49	CAD	56.49	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5200	Home Supply Warehouse	TORQUE WRENCH	
"PARKS, FORESTRY & RECREATION"	3051-111	2014-06-23	2014-06-24	B C SAW   TOOL INC	16.38	CAD	16.38	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5251	Hardware Stores	BLADE SHARPENING	
					708.83	CAD	708.83	CAD								
"PARKS, FORESTRY & RECREATION"	3025-154	2014-06-03	2014-06-05	AMAZING PARTY   COSTUM	52.26	CAD	52.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04878	ANNETTE CC-SUMMER CAMPS	5947	"Card, Gift, Novelty, and Souvenir Shops"	STREAMERS	
"PARKS, FORESTRY & RECREATION"	3027-158	2014-06-04	2014-06-06	RONA # 55040	20.58	CAD	20.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04878	ANNETTE CC-SUMMER CAMPS	5251	Hardware Stores	WOOD SCREWS	
"PARKS, FORESTRY & RECREATION"	3027-159	2014-06-05	2014-06-06	PIZZA PIZZA 033	25.87	CAD	25.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04878	ANNETTE CC-SUMMER CAMPS	5812	"Eating Places, Restaurants"	FOOD FOR SUMMER CAMP MEETING	
"PARKS, FORESTRY & RECREATION"	3033-112	2014-06-10	2014-06-11	NOFRILLS TIM SUES 1352	80.43	CAD	80.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04878	ANNETTE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"BERRIES, FRUIT PUNCH, MILK CHOCL-RECITAL"	
"PARKS, FORESTRY & RECREATION"	3033-113	2014-06-10	2014-06-11	JANE FLOWERS	40.00	CAD	40.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04878	ANNETTE CC-SUMMER CAMPS	5992	Florists	FLOWERS FOR RECITAL	
"PARKS, FORESTRY & RECREATION"	3035-167	2014-06-10	2014-06-12	AMAZING PARTY   COSTUM	44.23	CAD	44.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04878	ANNETTE CC-SUMMER CAMPS	5947	"Card, Gift, Novelty, and Souvenir Shops"	SUMMER CAMP DECORATIONS	
"PARKS, FORESTRY & RECREATION"	3039-223	2014-06-11	2014-06-16	C.W PIANO MOVERS	226.00	CAD	226.00	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	P04878	ANNETTE CC-SUMMER CAMPS	4789	Transportation Services-Not Elsewhere Cl	MUSIC RECITAL SERVICE	
"PARKS, FORESTRY & RECREATION"	3039-224	2014-06-14	2014-06-16	PIZZA PIZZA # 264	147.50	CAD	147.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12819	DEFAULT - REC WORKERS EY-DISTRICT	5814	Quick Payment Service - Fast-Food Restau	FOOD FOR SUMMER CAMP LEADERS TRAINING	
"PARKS, FORESTRY & RECREATION"	3049-258	2014-06-20	2014-06-23	NOFRILLS CHRIS 273	38.43	CAD	38.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04878	ANNETTE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FRUIT JUICES	
"PARKS, FORESTRY & RECREATION"	3049-259	2014-06-22	2014-06-23	FABRICLAND DISTRIBUTOR	47.46	CAD	47.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04878	ANNETTE CC-SUMMER CAMPS	5949	"Fabric, Needlework, Piece Goods, and Sew"	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3051-112	2014-06-23	2014-06-24	NOFRILLS CHRIS 273	53.39	CAD	53.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04878	ANNETTE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"MUSTARD, GINGERALE, MAYO"	
"PARKS, FORESTRY & RECREATION"	3057-297	2014-06-26	2014-06-30	RONA # 55040	26.05	CAD	26.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04878	ANNETTE CC-SUMMER CAMPS	5251	Hardware Stores	TAPES	
					802.20	CAD	802.20	CAD								
TORONTO WATER	3029-239	2014-06-06	2014-06-09	CROSSTOWN BATTERY SALE	646.40	CAD	646.40	CAD	2160	PARTS - UNLICENSED EQUIPMENT	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5533	"Automotive Parts, Accessories Stores"	8D-1400	
TORONTO WATER	3043-176	2014-06-16	2014-06-18	CC HYDRAULIC IND SUPPL	258.27	CAD	258.27	CAD	2160	PARTS - UNLICENSED EQUIPMENT	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	8999	Professional Services - Not Elsewhere Cl	HOSE ASSY	
TORONTO WATER	3049-260	2014-06-20	2014-06-23	IMPERIAL ENGRAVERS	345.78	CAD	345.78	CAD	2792	"BANNERS, FLAGS & SIGNS"	TW5030	BUS OP MGMT: TW LABORATORIES	8999	Professional Services - Not Elsewhere Cl	SIGNS FOR LAB	
					"1,250.45"	CAD	"1,250.45"	CAD								
"PARKS, FORESTRY & RECREATION"	3033-114	2014-06-10	2014-06-11	SURPLUS ELECTRICAL EQU	141.25	CAD	141.25	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3057-298	2014-06-26	2014-06-30	THE HOME DEPOT #7134	73.61	CAD	73.61	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5200	Home Supply Warehouse	**MORE**  WD40-11OZ.	
"PARKS, FORESTRY & RECREATION"	3057-299	2014-06-26	2014-06-30	THE HOME DEPOT #7134	-67.76	CAD	-67.76	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5200	Home Supply Warehouse	E NIMH D-2	
					147.10	CAD	147.10	CAD								
"PARKS, FORESTRY & RECREATION"	3025-155	2014-06-04	2014-06-05	BEST BUY CANADA #927	40.39	CAD	40.39	CAD	3410	COMPUTERS - HARDWARE	P12935	LOCATION SUPPORT - CENTENNIAL RC - (EY)	5732	Electronic Sales	"COMPUTER KEYBOARD, MOUSE"	
"PARKS, FORESTRY & RECREATION"	3029-240	2014-06-06	2014-06-09	PAYPAL *AUSSIE X	621.50	CAD	621.50	CAD	4118	TICKETS AND ADMISSION FEES	P13252	SUMMER CAMPS - CENTENNIAL RC WEST	8999	Professional Services - Not Elsewhere Cl	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3035-168	2014-06-10	2014-06-12	POPROCKS MOBILE ENTERT	150.00	CAD	150.00	CAD	4118	TICKETS AND ADMISSION FEES	P13252	SUMMER CAMPS - CENTENNIAL RC WEST	5733	"Music Stores - Musical Instruments, Pian"	CAMP TRIP DEPOSIT	
"PARKS, FORESTRY & RECREATION"	3053-172	2014-06-24	2014-06-25	NOFRILLS ROSS 782	61.22	CAD	61.22	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13252	SUMMER CAMPS - CENTENNIAL RC WEST	5411	"Grocery Stores, Supermarkets"	CAMP FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3053-173	2014-06-24	2014-06-25	DOLLAR TREE #40144	36.73	CAD	36.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13252	SUMMER CAMPS - CENTENNIAL RC WEST	5331	Variety Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3054-183	2014-06-21	2014-06-26	METRO #750	89.18	CAD	89.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13252	SUMMER CAMPS - CENTENNIAL RC WEST	5411	"Grocery Stores, Supermarkets"	CAMP FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3054-184	2014-06-24	2014-06-26	CDN TIRE STORE #00214	134.06	CAD	134.06	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13252	SUMMER CAMPS - CENTENNIAL RC WEST	5200	Home Supply Warehouse	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3055-165	2014-06-26	2014-06-27	NOFRILLS ROSS 782	15.74	CAD	15.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13252	SUMMER CAMPS - CENTENNIAL RC WEST	5411	"Grocery Stores, Supermarkets"	CAMP FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3057-300	2014-06-27	2014-06-30	STAPLES STORE #15	55.14	CAD	55.14	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P13252	SUMMER CAMPS - CENTENNIAL RC WEST	5943	"Office, School Supply, and Stationery St"	CAMP PHOTOS	
					"1,203.96"	CAD	"1,203.96"	CAD								
LONG TERM CARE HOMES	3039-225	2014-06-15	2014-06-16	TOYS R US #3530	31.62	CAD	31.62	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5945	"Game, Toy, and Hobby Shops"	"DOLLS, GOLF SET"	
LONG TERM CARE HOMES	3042-99	2014-06-13	2014-06-17	CDN TIRE STORE #00126	265.15	CAD	265.15	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5200	Home Supply Warehouse	MULCH FOR GARDENS	
LONG TERM CARE HOMES	3042-100	2014-06-15	2014-06-17	WAL-MART # 3053	47.83	CAD	47.83	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D6B500	CSS-CUMMER LODGE-DC	5310	Discount Stores	PUZZLES AND COFFEE	
LONG TERM CARE HOMES	3049-261	2014-06-22	2014-06-23	LOBLAWS 1032	49.15	CAD	49.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5411	"Grocery Stores, Supermarkets"	"TEA, COFFEE, BAKING ITEMS"	
LONG TERM CARE HOMES	3051-113	2014-06-23	2014-06-24	NOFRILLS DACOSTA'S #71	26.82	CAD	26.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5411	"Grocery Stores, Supermarkets"	TEA AND DISHWASHER SOAP	
LONG TERM CARE HOMES	3053-174	2014-06-23	2014-06-25	HOME OUTFITTERS #5106	59.87	CAD	59.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D6B500	CSS-CUMMER LODGE-DC	5311	Department Stores	FONDUE SET	
LONG TERM CARE HOMES	3053-175	2014-06-23	2014-06-25	WAL-MART # 3053	132.40	CAD	132.40	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5310	Discount Stores	ITEMS FOR BINGO AND PALLIATIVE CARE BAGS	
LONG TERM CARE HOMES	3053-176	2014-06-23	2014-06-25	PARTY CITY #2010	75.02	CAD	75.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D6B500	CSS-CUMMER LODGE-DC	5947	"Card, Gift, Novelty, and Souvenir Shops"	"CANADA DAY DECS, BALLOONS"	
LONG TERM CARE HOMES	3053-177	2014-06-24	2014-06-25	FLAGHOUSE INC.	128.54	CAD	128.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5712	"Equipment, Furniture, and Home Furnishin"	"BASKETBALLS, PUZZLES"	
LONG TERM CARE HOMES	3055-166	2014-06-25	2014-06-27	CDN TIRE STORE #00192	70.05	CAD	70.05	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5200	Home Supply Warehouse	LOCK BOX	
					886.45	CAD	886.45	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3021-137	2014-06-02	2014-06-04	RONA # 55040	154.44	CAD	154.44	CAD	2715	PAINT SUPPLIES	AH0084	HS-MH-PROGRAM SUPPORT-MONTGOMERY	5251	Hardware Stores	"PAINTING SUPPLIES - ROLLERS, BRUSHES"	
ECONOMIC DEVELOPMENT & CULTURE	3046-149	2014-06-18	2014-06-19	CARR MCLEAN LTD	36.16	CAD	36.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0058	HS-MH-COLLECTION REGISTRATN-MONTGOMERY	5943	"Office, School Supply, and Stationery St"	ARCHIVAL & CONSERATION SUPPLIES - INK STAMP	
					190.60	CAD	190.60	CAD								
"PARKS, FORESTRY & RECREATION"	3018-260	2014-05-29	2014-06-02	WAL-MART #1004	31.59	CAD	31.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09921	KEELE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	CDS FOR GYMN	
"PARKS, FORESTRY & RECREATION"	3018-261	2014-05-30	2014-06-02	DOLLAR SMART	27.03	CAD	27.03	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09921	KEELE CC-INSTRL	5310	Discount Stores	PRESCHOOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3021-138	2014-06-02	2014-06-04	SKYZONE-TORONTO (CA100	100.00	CAD	100.00	CAD	4118	TICKETS AND ADMISSION FEES	P04887	KEELE CC-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	DEPOSIT - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3021-139	2014-06-03	2014-06-04	CLOVERDALE HOME HARDWA	73.68	CAD	73.68	CAD	2601	DUR REC & EDUC SUPP	P04887	KEELE CC-SUMMER CAMPS	5251	Hardware Stores	"BUBBLE BLOWER, ARCADE SET"	
"PARKS, FORESTRY & RECREATION"	3035-169	2014-06-11	2014-06-12	J  J CRAFTS	393.52	CAD	393.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04887	KEELE CC-SUMMER CAMPS	5970	"Artist Supply Stores, Craft Shops"	ARTS & CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3043-177	2014-06-16	2014-06-18	WAL-MART #1004	13.96	CAD	13.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04887	KEELE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3049-262	2014-06-20	2014-06-23	STAPLES STORE #86	53.00	CAD	53.00	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P04887	KEELE CC-SUMMER CAMPS	5943	"Office, School Supply, and Stationery St"	PAPERS	
"PARKS, FORESTRY & RECREATION"	3049-263	2014-06-20	2014-06-23	MASON TROPHY INC	190.97	CAD	190.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04887	KEELE CC-SUMMER CAMPS	5947	"Card, Gift, Novelty, and Souvenir Shops"	TROPHIES	
"PARKS, FORESTRY & RECREATION"	3049-264	2014-06-20	2014-06-23	JANE FLOWERS	67.80	CAD	67.80	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P04887	KEELE CC-SUMMER CAMPS	5992	Florists	FLOWERS FOR BANQUET	
"PARKS, FORESTRY & RECREATION"	3051-114	2014-06-22	2014-06-24	WAL-MART #1004	66.06	CAD	66.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04887	KEELE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"MUFFINS, APPLES"	
"PARKS, FORESTRY & RECREATION"	3054-185	2014-06-25	2014-06-26	THE PARTY PROS	67.55	CAD	67.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04887	KEELE CC-SUMMER CAMPS	5947	"Card, Gift, Novelty, and Souvenir Shops"	"BALLOONS, LOOT BAGS"	
"PARKS, FORESTRY & RECREATION"	3057-301	2014-06-26	2014-06-30	TARGET CANADA T3636	29.38	CAD	29.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04887	KEELE CC-SUMMER CAMPS	5310	Discount Stores	GLOW STICKS	
"PARKS, FORESTRY & RECREATION"	3057-302	2014-06-26	2014-06-30	TARGET CANADA T3715	22.60	CAD	22.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04887	KEELE CC-SUMMER CAMPS	5311	Department Stores	GLOW STICKS	
"PARKS, FORESTRY & RECREATION"	3057-303	2014-06-26	2014-06-30	WAL-MART #1004	226.69	CAD	226.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04887	KEELE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"SNOW SYRUP, SUGAR ICING,JUICE, STRAWBERRIES"	
					"1,363.83"	CAD	"1,363.83"	CAD								
"PARKS, FORESTRY & RECREATION"	3018-262	2014-05-31	2014-06-02	PRICE CHOPPER 7984QPS	23.69	CAD	23.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09716	NORTHWOODS-INSTRL	5411	"Grocery Stores, Supermarkets"	"TACO SHELLS, ICE POPS, CHEESE"	
"PARKS, FORESTRY & RECREATION"	3018-263	2014-05-31	2014-06-02	WAL-MART # 1151	70.47	CAD	70.47	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	P05883	NORTHWOODS-ARTS-VISL/PERF	5310	Discount Stores	"CUPS, PLATES, BOWLS"	
"PARKS, FORESTRY & RECREATION"	3025-156	2014-06-04	2014-06-05	NOFRILLS VITO'S #3936	27.97	CAD	27.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04665	NORTHWOODS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD	
"PARKS, FORESTRY & RECREATION"	3029-241	2014-06-05	2014-06-09	METRO #493	7.11	CAD	7.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09716	NORTHWOODS-INSTRL	5411	"Grocery Stores, Supermarkets"	SCIENCE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3033-115	2014-06-10	2014-06-11	NOFRILLS VITO'S #3936	15.36	CAD	15.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09716	NORTHWOODS-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD	
"PARKS, FORESTRY & RECREATION"	3035-170	2014-06-10	2014-06-12	BARGAIN CLUB	43.61	CAD	43.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04665	NORTHWOODS-SUMMER CAMPS	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3039-226	2014-06-13	2014-06-16	BARGAIN CLUB	20.10	CAD	20.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04665	NORTHWOODS-SUMMER CAMPS	5310	Discount Stores	CAMP SUPPLIES	
					208.31	CAD	208.31	CAD								
"PARKS, FORESTRY & RECREATION"	3020-96	2014-06-02	2014-06-03	LOWES #02494*	33.34	CAD	33.34	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	**MORE**  1/2X10 EYE BLT ZINC PLT	
"PARKS, FORESTRY & RECREATION"	3020-97	2014-06-02	2014-06-03	FASTENAL CANADA02ONTO7	17.84	CAD	17.84	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	HIT PINS: 5/8 X 4 3/4 & 1/2 X 4 3/4	
"PARKS, FORESTRY & RECREATION"	3033-116	2014-06-09	2014-06-11	TERRAFIX GEOSYNTHETICS	703.43	CAD	703.43	CAD	2786	DRAINAGE MATERIAL	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	"9RL TERRAFENCE, 2RL TERRAFIX"	
"PARKS, FORESTRY & RECREATION"	3033-117	2014-06-10	2014-06-11	LOWES #02494*	36.15	CAD	36.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	3.78L CONCRETE BONDING ADHESIVE	
"PARKS, FORESTRY & RECREATION"	3046-150	2014-06-18	2014-06-19	NELSON AGGREGATE CO	807.55	CAD	807.55	CAD	2770	GRAVEL	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5039	Construction Materials Not Elsewhere Cla	CLEAR STONE	
"PARKS, FORESTRY & RECREATION"	3046-151	2014-06-18	2014-06-19	HANSON PIPE   PRECAST	742.75	CAD	742.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5039	Construction Materials Not Elsewhere Cla	CONCRETE RINGS	
"PARKS, FORESTRY & RECREATION"	3047-174	2014-06-19	2014-06-20	HANSON PIPE   PRECAST	362.96	CAD	362.96	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5039	Construction Materials Not Elsewhere Cla	1 SWIFTLIFT	
"PARKS, FORESTRY & RECREATION"	3057-304	2014-06-26	2014-06-30	THE HOME DEPOT #7001	22.54	CAD	22.54	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	**MORE**  SURGE	
					"2,726.56"	CAD	"2,726.56"	CAD								
"PARKS, FORESTRY & RECREATION"	3021-140	2014-06-02	2014-06-04	THE HOME DEPOT #7129	22.59	CAD	22.59	CAD	2665	PROTECTIVE CLOTHING	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5200	Home Supply Warehouse	EARPLUGS 100	
"PARKS, FORESTRY & RECREATION"	3025-157	2014-06-04	2014-06-05	BAILEY'S HOME H'WR 123	45.15	CAD	45.15	CAD	2575	ELECTRICAL SUPPLIES	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5251	Hardware Stores	POWER BAR EXT CORD	
"PARKS, FORESTRY & RECREATION"	3025-158	2014-06-04	2014-06-05	STAPLES STORE #266	222.94	CAD	222.94	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5943	"Office, School Supply, and Stationery St"	A & I COORDINATOR	
"PARKS, FORESTRY & RECREATION"	3035-171	2014-06-10	2014-06-12	CDN TIRE STORE #00182	49.70	CAD	49.70	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5200	Home Supply Warehouse	DESK FANS	
"PARKS, FORESTRY & RECREATION"	3043-178	2014-06-14	2014-06-18	FOOD BASICS #686	9.10	CAD	9.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5411	"Grocery Stores, Supermarkets"	GUMMI WORMS	
"PARKS, FORESTRY & RECREATION"	3055-167	2014-06-25	2014-06-27	WAL-MART #3159	413.56	CAD	413.56	CAD	2610	KITCHEN SUPPLIES	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5411	"Grocery Stores, Supermarkets"	"FOAM CUPS, CUTLERY, WIPES, MEASURING CUPS,PLATES"	
					763.04	CAD	763.04	CAD								
"PARKS, FORESTRY & RECREATION"	3025-159	2014-06-04	2014-06-05	BEST BUY CANADA #938	295.46	CAD	295.46	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P06518	JOHN ENGLISH CS-PRGM SUPPORT	5732	Electronic Sales	IPOD DOCKS FOR DANCE PROGRAMS	
"PARKS, FORESTRY & RECREATION"	3047-175	2014-06-19	2014-06-20	IKEA ETOBICOKE	135.44	CAD	135.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13097	GENERAL LEADERSHIP - JOHN ENGLISH CS	5712	"Equipment, Furniture, and Home Furnishin"	PRESCHOOL ROOM SUPPLIES	
