Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	1954-142	04-19-2012	04-20-2012	FACEBOOK.COM*M9XU322R4	50.00	CAD	50.00	CAD	4414	ADVERTISING & PROMOTION	SE0012	TOURISM TORONTO	7311	Advertising Services	ADVERTIZING-SMALL BUSINESS ARTS FORUM	
ECONOMIC DEVELOPMENT & CULTURE	1954-143	04-19-2012	04-20-2012	FACEBOOK.COM*WWVU322R4	88.09	CAD	88.09	CAD	4414	ADVERTISING & PROMOTION	SE0012	TOURISM TORONTO	7311	Advertising Services	ADVERTIZING-SMALL BUSINESS ARTS FORUM	
ECONOMIC DEVELOPMENT & CULTURE	1956-196	04-20-2012	04-23-2012	FACEBOOK.COM*WRZU322R4	50.00	CAD	50.00	CAD	4414	ADVERTISING & PROMOTION	SE0012	TOURISM TORONTO	7311	Advertising Services	ADVERTIZING-SMALL BUSINESS ARTS FORUM	
ECONOMIC DEVELOPMENT & CULTURE	1956-197	04-21-2012	04-23-2012	FACEBOOK.COM*FZ4V322R4	50.00	CAD	50.00	CAD	4414	ADVERTISING & PROMOTION	SE0012	TOURISM TORONTO	7311	Advertising Services	ADVERTIZING-SMALL BUSINESS ARTS FORUM	
ECONOMIC DEVELOPMENT & CULTURE	1956-198	04-22-2012	04-23-2012	FACEBOOK.COM*PL7V322R4	50.00	CAD	50.00	CAD	4414	ADVERTISING & PROMOTION	SE0012	TOURISM TORONTO	7311	Advertising Services	ADVERTIZING-SMALL BUSINESS ARTS FORUM	
ECONOMIC DEVELOPMENT & CULTURE	1957-143	04-23-2012	04-24-2012	FACEBOOK.COM*25AV322R4	50.00	CAD	50.00	CAD	4414	ADVERTISING & PROMOTION	SE0012	TOURISM TORONTO	7311	Advertising Services	ADVERTIZING-SMALL BUSINESS ARTS FORUM	
ECONOMIC DEVELOPMENT & CULTURE	1960-154	04-24-2012	04-25-2012	FACEBOOK.COM*WMCV322R4	50.00	CAD	50.00	CAD	4414	ADVERTISING & PROMOTION	SE0012	TOURISM TORONTO	7311	Advertising Services	ADVERTIZING-SMALL BUSINESS ARTS FORUM	
					413.97	CAD	413.97	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1938-175	04-04-2012	04-09-2012	VACANCES TRANSAT	769.64	CAD	577.01	EUR	4995	OTHER EXPENSES	SE0019	CENTRL-NUIT BLANCHE	4722	Travel Agencies and Tour Operators	FLIGHT - ARTIST - NUIT BLANCHE 2012	
ECONOMIC DEVELOPMENT & CULTURE	1948-149	04-12-2012	04-16-2012	THE 519 CHURCH STREET	20.00	CAD	20.00	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	SE0011	CENTRL-GEN ADMIN-GEN	8398	"Organizations, Charitable and Social Ser"	FEES FOR TABLE	
					789.64	CAD	20.00	CAD								
							577.01	EUR								
TORONTO WATER	1929-100	03-30-2012	04-03-2012	AUTOMATIONDIRECT COM I	829.52	CAD	815.25	USD	2575	ELECTRICAL SUPPLIES	WW1179	HTP LIQUIDS SECONDRY	5065	Electrical Parts and Equipment	ELECTRICAL COMPONENTS	
TORONTO WATER	1929-101	03-30-2012	04-03-2012	AUTOMATIONDIRECT COM I	120.61	CAD	118.54	USD	2575	ELECTRICAL SUPPLIES	WW1179	HTP LIQUIDS SECONDRY	5065	Electrical Parts and Equipment	ELECTRICAL COMPONENTS	
TORONTO WATER	1929-102	04-02-2012	04-03-2012	AUTOMOTIVE TOOLS	314.14	CAD	314.14	CAD	2710	GENERAL HARDWARE	WW1179	HTP LIQUIDS SECONDRY	5533	"Automotive Parts, Accessories Stores"	BATTERIES	
TORONTO WATER	1946-130	04-12-2012	04-13-2012	KOTYCK BROS LIMITED	172.09	CAD	172.09	CAD	2535	PLUMBING SUPPLIES	WW1179	HTP LIQUIDS SECONDRY	1520	General Contractors - Residential and Co	PLUMBING SUPPLIES	
TORONTO WATER	1954-144	04-18-2012	04-20-2012	MR METAL(ETOBICOKE) IN	21.73	CAD	21.73	CAD	2532	STEEL	WW1179	HTP LIQUIDS SECONDRY	5051	Metal Service Centers and Offices	METAL MATERIAL	
TORONTO WATER	1956-199	04-18-2012	04-23-2012	J.J. DOWNS INDUSTRIAL	71.24	CAD	71.24	CAD	2535	PLUMBING SUPPLIES	WW1179	HTP LIQUIDS SECONDRY	5085	Industrial Supplies Not Elsewhere Classi	PVC PARTS	
TORONTO WATER	1956-200	04-19-2012	04-23-2012	PACIFIC FASTENERS (198	11.70	CAD	11.70	CAD	2710	GENERAL HARDWARE	WW1179	HTP LIQUIDS SECONDRY	5251	Hardware Stores	EYE BOLTS	
TORONTO WATER	1956-201	04-19-2012	04-23-2012	CDN TIRE STORE #00070	14.23	CAD	14.23	CAD	2710	GENERAL HARDWARE	WW1179	HTP LIQUIDS SECONDRY	5200	Home Supply Warehouse	TARP MATERIAL	
TORONTO WATER	1962-153	04-26-2012	04-27-2012	LOWES #03096*	53.05	CAD	53.05	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	5200	Home Supply Warehouse	*****	
TORONTO WATER	1965-178	04-26-2012	04-30-2012	MR METAL(ETOBICOKE) IN	693.82	CAD	693.82	CAD	2532	STEEL	WW1178	HTP LIQUIDS PRIMARY	5051	Metal Service Centers and Offices	METAL MATERIAL	
TORONTO WATER	1965-179	04-26-2012	04-30-2012	MR METAL(ETOBICOKE) IN	693.82	CAD	693.82	CAD	2532	STEEL	WW1179	HTP LIQUIDS SECONDRY	5051	Metal Service Centers and Offices	METAL MATERIAL	
TORONTO WATER	1965-180	04-26-2012	04-30-2012	MR METAL(ETOBICOKE) IN	25.74	CAD	25.74	CAD	2532	STEEL	WW1177	HTP SOLIDS	5051	Metal Service Centers and Offices	METAL MATERIAL	
TORONTO WATER	1965-181	04-26-2012	04-30-2012	J.J. DOWNS INDUSTRIAL	124.62	CAD	124.62	CAD	2535	PLUMBING SUPPLIES	WW1179	HTP LIQUIDS SECONDRY	5085	Industrial Supplies Not Elsewhere Classi	PVC VALVE	
TORONTO WATER	1965-182	04-27-2012	04-30-2012	HONIG INDUSTRIAL EQUIP	167.18	CAD	167.18	CAD	2710	GENERAL HARDWARE	WW1179	HTP LIQUIDS SECONDRY	5969	Direct Marketing - Other Direct Marketer	MACHINING TOOLS	
TORONTO WATER	1965-183	04-27-2012	04-30-2012	LINDE CANADA - ETOBICO	22.35	CAD	22.35	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	5072	Hardware Equipment and Supplies	WELDING SUPPLIES	
					"3,335.84"	CAD	"2,385.71"	CAD								
							933.79	USD								
TORONTO WATER	1928-182	03-31-2012	04-02-2012	STAPLES STORE #46	171.94	CAD	171.94	CAD	2010	STATIONERY AND OFFICE SUPPLIES	PW1012	ISLAND ADMINISTRATIO	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
TORONTO WATER	1956-202	04-21-2012	04-23-2012	STAPLES STORE #46	45.77	CAD	45.77	CAD	2010	STATIONERY AND OFFICE SUPPLIES	PW1012	ISLAND ADMINISTRATIO	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
					217.71	CAD	217.71	CAD								
EMERGENCY MEDICAL SERVICES	1946-131	04-11-2012	04-13-2012	SETON	159.16	CAD	159.16	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46750	OPS - DISTRICT 2	5099	Durable Goods Not Elsewhere Classified	EZ-PULL BI-DIRECTIONAL SEALS	
EMERGENCY MEDICAL SERVICES	1957-144	04-23-2012	04-24-2012	AMEMSO	200.00	CAD	200.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46750	OPS - DISTRICT 2	8641	"Associations - Civic, Social, and Frater"	AMEMSO 2012 CONFERENCE	
EMERGENCY MEDICAL SERVICES	1960-155	04-24-2012	04-25-2012	AMEMSO	115.00	CAD	115.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46750	OPS - DISTRICT 2	8641	"Associations - Civic, Social, and Frater"	AMEMSO 2012 CONFERENCE	
					474.16	CAD	474.16	CAD								
"PARKS, FORESTRY & RECREATION"	1928-183	03-29-2012	04-02-2012	THE HOME DEPOT #7114	39.46	CAD	39.46	CAD	2780	CONCRETE	P01198	WEST-SOUTH AIRS-OPS	5200	Home Supply Warehouse	RAPIDPOST	
"PARKS, FORESTRY & RECREATION"	1946-132	04-12-2012	04-13-2012	CHAUNCEY BUILDERS SUPP	418.97	CAD	418.97	CAD	2780	CONCRETE	P00898	KIPLING YD-PKS CONST	5211	"Building Materials, Lumber Stores"	CEMENT	
"PARKS, FORESTRY & RECREATION"	1961-148	04-23-2012	04-26-2012	CDN TIRE STORE #00182	59.58	CAD	59.58	CAD	3080	M & E - HAND TOOLS	P00898	KIPLING YD-PKS CONST	5200	Home Supply Warehouse	HAND TOOLS	
					518.01	CAD	518.01	CAD								
"PARKS, FORESTRY & RECREATION"	1929-103	03-23-2012	04-03-2012	ARTICULATIONS INC	94.04	CAD	94.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10428	ANNETTE CC-PGM SUPP	5970	"Artist Supply Stores, Craft Shops"	SPRING PRESCHOOL PROGRAM SUPPLIES: LYCRA	
"PARKS, FORESTRY & RECREATION"	1938-176	04-05-2012	04-09-2012	FRESHCO  #9798     QPS	7.48	CAD	7.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10428	ANNETTE CC-PGM SUPP	5411	"Grocery Stores, Supermarkets"	PRESCHOOL PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1950-143	04-17-2012	04-18-2012	NOFRILLS CHRIS 273	14.05	CAD	14.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10428	ANNETTE CC-PGM SUPP	5411	"Grocery Stores, Supermarkets"	PRESCHOOL PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1954-145	04-19-2012	04-20-2012	NOFRILLS CHRIS 273	6.18	CAD	6.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10428	ANNETTE CC-PGM SUPP	5411	"Grocery Stores, Supermarkets"	PRESCHOOL PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1962-154	04-25-2012	04-27-2012	WAL-MART #1004	42.67	CAD	42.67	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P01957	ANNETTE CC-SOCIAL PG	5411	"Grocery Stores, Supermarkets"	FANS	
					164.42	CAD	164.42	CAD								
TORONTO WATER	1929-104	04-02-2012	04-03-2012	BEAVER VALLEY STONE LI	167.40	CAD	167.40	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CWW466-01	2006 STREAM RESTORATION  - ALL DISTRICTS	1740	"Insulation, Masonry, Plastering, Stonewo"	BUILDING MATERIAL	
TORONTO WATER	1938-177	04-05-2012	04-09-2012	UNIROPE LIMITED	972.37	CAD	972.37	CAD	2710	GENERAL HARDWARE	WW1182	OPS SUPPORT	5072	Hardware Equipment and Supplies	TOOLS	
TORONTO WATER	1938-178	04-05-2012	04-09-2012	CPL SYSTEMS CANADA	360.61	CAD	360.61	CAD	2710	GENERAL HARDWARE	WW1182	OPS SUPPORT	5533	"Automotive Parts, Accessories Stores"	TOOLS	
TORONTO WATER	1956-203	04-19-2012	04-23-2012	THE HOME DEPOT #7027	"1,070.33"	CAD	"1,070.33"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	WW1182	OPS SUPPORT	5200	Home Supply Warehouse	*****	
TORONTO WATER	1956-204	04-19-2012	04-23-2012	THE HOME DEPOT #7027	27.84	CAD	27.84	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	WW1182	OPS SUPPORT	5200	Home Supply Warehouse	ASPH. REPAIR	
TORONTO WATER	1960-156	04-24-2012	04-25-2012	TORONTO PARKING AUTHOR	10.50	CAD	10.50	CAD	4770	PARKING EXPENSES (INTOWN)	WW1182	OPS SUPPORT	7523	Automobile Parking Lots and Garages	PARKING	
TORONTO WATER	1961-149	04-24-2012	04-26-2012	BRAFASCO / ETOBICOKE	55.04	CAD	55.04	CAD	2710	GENERAL HARDWARE	WW1182	OPS SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	TOOLS	
					"2,664.09"	CAD	"2,664.09"	CAD								
"PARKS, FORESTRY & RECREATION"	1954-146	04-18-2012	04-20-2012	WAL-MART # 3111	27.12	CAD	27.12	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P07010	OAKRIDGE CRC-INSTRL-	5411	"Grocery Stores, Supermarkets"	TOTE BINS FOR FITNESS CENTRE	
"PARKS, FORESTRY & RECREATION"	1954-147	04-18-2012	04-20-2012	WAL-MART # 3111	27.12	CAD	27.12	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P07010	OAKRIDGE CRC-INSTRL-	5411	"Grocery Stores, Supermarkets"	TOTE BINS FOR FITNESS CENTRE	
"PARKS, FORESTRY & RECREATION"	1954-148	04-18-2012	04-20-2012	WAL-MART # 3111	27.12	CAD	27.12	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P07010	OAKRIDGE CRC-INSTRL-	5411	"Grocery Stores, Supermarkets"	TOTE BINS FOR FITNESS CENTRE	
					81.36	CAD	81.36	CAD								
"PARKS, FORESTRY & RECREATION"	1936-141	04-03-2012	04-05-2012	WAL-MART #1004	59.31	CAD	59.31	CAD	2710	GENERAL HARDWARE	P10455	S-E-PGM SUPP	5411	"Grocery Stores, Supermarkets"	EASTER TREATS	
"PARKS, FORESTRY & RECREATION"	1936-142	04-04-2012	04-05-2012	STAPLES STORE #86	104.66	CAD	104.66	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10455	S-E-PGM SUPP	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1938-179	04-04-2012	04-09-2012	WAL-MART #1004	81.38	CAD	81.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09921	KEELE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	JUICE & SNACKS	
"PARKS, FORESTRY & RECREATION"	1942-105	04-07-2012	04-11-2012	GIANT TIGER #114	16.95	CAD	16.95	CAD	2670	UNIFORMS	P09921	KEELE CC-INSTRL	5311	Department Stores	T SHIRTS - GYMNASTICS	
"PARKS, FORESTRY & RECREATION"	1948-150	04-13-2012	04-16-2012	MEDTECHWRISTBANDS	181.93	CAD	181.93	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10455	S-E-PGM SUPP	5970	"Artist Supply Stores, Craft Shops"	WRIST BANDS- GYMNASTICS MEET	
"PARKS, FORESTRY & RECREATION"	1948-151	04-13-2012	04-16-2012	WAL-MART #1004	152.03	CAD	152.03	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09921	KEELE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	SOCCER EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	1965-184	04-27-2012	04-30-2012	STAPLES STORE #86	59.66	CAD	59.66	CAD	2035	PRINTING SUPPLIES (TAXABLE)	P10455	S-E-PGM SUPP	5943	"Office, School Supply, and Stationery St"	INK CARTRIDGE	
					655.92	CAD	655.92	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1948-152	04-15-2012	04-16-2012	PRECISE PARKLINK INC	6.00	CAD	6.00	CAD	4820	BUSINESS MEETING EXPENSES	ED0145	IM-FIL-SUPP-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING FOR REELWORLD FESTIVAL	
ECONOMIC DEVELOPMENT & CULTURE	1949-116	04-16-2012	04-17-2012	BRUNICO COMMUNICATIONS	"2,260.00"	CAD	"2,260.00"	CAD	4414	ADVERTISING & PROMOTION	ED0145	IM-FIL-SUPP-CENTRAL	7311	Advertising Services	AD INSERTION: CANADA-THE ULTIMATE GUIDE-1/2 PAGE	
ECONOMIC DEVELOPMENT & CULTURE	1960-157	04-23-2012	04-25-2012	THE RIVOLI/QUEEN MOTHE	37.44	CAD	37.44	CAD	4823	MEALS-OUTSIDE LOC'S	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5812	"Eating Places, Restaurants"	BUSINESS MEETING WITH EXTERNAL CLIENT	
ECONOMIC DEVELOPMENT & CULTURE	1960-158	04-24-2012	04-25-2012	INTERACTIVE ONTARIO	"3,390.00"	CAD	"3,390.00"	CAD	5499	TRANSFERS-OTHERS	ED0145	IM-FIL-SUPP-CENTRAL	7399	Business Services - Not Elsewhere Classi	2012 SPONSORSHIP	
					"5,693.44"	CAD	"5,693.44"	CAD								
"PARKS, FORESTRY & RECREATION"	1938-180	04-05-2012	04-09-2012	WMT SUPRCTR #1117	13.04	CAD	13.04	CAD	2575	ELECTRICAL SUPPLIES	P07694	SCAR VILLAGE-PGM SUP	5411	"Grocery Stores, Supermarkets"	LIGHT BULBS FOR THEATRE	
					13.04	CAD	13.04	CAD								
EMERGENCY MEDICAL SERVICES	1934-98	04-02-2012	04-04-2012	PARKING AUTHORITYOFTOR	13.50	CAD	13.50	CAD	4770	PARKING EXPENSES (INTOWN)	B25000	MATERIALS MGT-STORES	9399	Government Services - Not Elsewhere Clas	PARKING - CITY HALL	
EMERGENCY MEDICAL SERVICES	1949-117	04-16-2012	04-17-2012	WILLOWDALE PHARMA PLUS	22.58	CAD	22.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	B25000	MATERIALS MGT-STORES	5912	"Drug Stores, Pharmacies"	DRINKS FOR HQ VISITORS (CHIEF' OFFICE)	
EMERGENCY MEDICAL SERVICES	1950-144	04-16-2012	04-18-2012	CF TEC YONGE PARKING	18.00	CAD	18.00	CAD	4770	PARKING EXPENSES (INTOWN)	B25000	MATERIALS MGT-STORES	7523	Automobile Parking Lots and Garages	PARKING - URBAN FELLOWS MEETING	
EMERGENCY MEDICAL SERVICES	1954-149	04-19-2012	04-20-2012	PRECISE PARKLINK INC	17.00	CAD	17.00	CAD	4770	PARKING EXPENSES (INTOWN)	B25000	MATERIALS MGT-STORES	7523	Automobile Parking Lots and Garages	PARKING - URBAN FELLOWS MEETING	
EMERGENCY MEDICAL SERVICES	1956-205	04-20-2012	04-23-2012	JOE DROUIN ENTREPRISES	611.91	CAD	611.91	CAD	2670	UNIFORMS	B46700	ALS OPERATIONS	5699	Accessory  and Apparel Stores - Miscella	"MINIS, RIBBONS, DEVICE CROSS, EMS TRILLIUM"	
EMERGENCY MEDICAL SERVICES	1956-206	04-20-2012	04-23-2012	JOE DROUIN ENTREPRISES	53.05	CAD	53.05	CAD	2670	UNIFORMS	B46700	ALS OPERATIONS	5699	Accessory  and Apparel Stores - Miscella	DRESS UNIFORM EPAULETTES	
EMERGENCY MEDICAL SERVICES	1960-159	04-24-2012	04-25-2012	CLN*CLEANERS SUPPLY	283.07	CAD	283.07	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46700	ALS OPERATIONS	5969	Direct Marketing - Other Direct Marketer	COUNTER BAGS	
EMERGENCY MEDICAL SERVICES	1960-160	04-24-2012	04-25-2012	AMEMSO	100.01	CAD	100.01	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B25000	MATERIALS MGT-STORES	8641	"Associations - Civic, Social, and Frater"	AMEMSO 2012 CONFERENCE	
EMERGENCY MEDICAL SERVICES	1961-150	04-24-2012	04-26-2012	CF TEC YONGE PARKING	18.00	CAD	18.00	CAD	4770	PARKING EXPENSES (INTOWN)	B25000	MATERIALS MGT-STORES	7523	Automobile Parking Lots and Garages	PARKING - URBAN FELLOWS MEETING	
					"1,137.12"	CAD	"1,137.12"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1948-153	04-13-2012	04-16-2012	TORONTO TOURISM	5.00	CAD	5.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	ED0002	BUS DEV-CONSTR FACIL	8398	"Organizations, Charitable and Social Ser"	REGISTRATION FEE	
					5.00	CAD	5.00	CAD								
FIRE SERVICES	1928-184	03-29-2012	04-02-2012	LUXOR ADV ROOM RESV	80.32	CAD	78.40	USD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	FR0012	ADMIN-HEADQUARTERS	3667	NEW MCC CODE	ROOM RESERVATION HOLD	
					80.32	CAD	78.40	USD								
ECONOMIC DEVELOPMENT & CULTURE	1944-130	04-11-2012	04-12-2012	SCHOOL BAKERY   CAFE	73.75	CAD	73.75	CAD	4823	MEALS-OUTSIDE LOC'S	ED0123	BD-SEC-EMER-CENTRAL	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS	
					73.75	CAD	73.75	CAD								
TORONTO WATER	1940-27	04-09-2012	04-10-2012	JOHN CRANE CANADA INC	"1,465.61"	CAD	"1,465.61"	CAD	4426	CONTR SRV - CRANES	PW1017	WS EAST WORK AREA	5085	Industrial Supplies Not Elsewhere Classi	CRANE SERVICE	
TORONTO WATER	1965-185	04-27-2012	04-30-2012	ALPINE LAWN   GARDEN E	"1,525.49"	CAD	"1,525.49"	CAD	3350	M & E - ELECTRICAL	PW1017	WS EAST WORK AREA	5261	Lawn and Garden Supply Stores	GENERATOR	
					"2,991.10"	CAD	"2,991.10"	CAD								
"PARKS, FORESTRY & RECREATION"	1944-131	04-11-2012	04-12-2012	NEW CANADIAN LUMBER	25.39	CAD	25.39	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P10959	LAMPORT STADIUM-PGM	5251	Hardware Stores	MOUSE POISON	
"PARKS, FORESTRY & RECREATION"	1961-151	04-25-2012	04-26-2012	DOTMAR ATHLETICS	44.04	CAD	44.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07723	MASARYK COWAN-OPERAT	5941	Sporting Goods Stores	WEIGHT ROOM BAR CLIPS	
					69.43	CAD	69.43	CAD								
"PARKS, FORESTRY & RECREATION"	1962-155	04-25-2012	04-27-2012	BOOMERANG HOME FITNESS	76.84	CAD	76.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13043	FITN&WLLNS-MTCHELFLD	5941	Sporting Goods Stores	DUMBELL WEIGHTS	
					76.84	CAD	76.84	CAD								
"PARKS, FORESTRY & RECREATION"	1928-185	03-30-2012	04-02-2012	SOBEYS #6704       QPS	23.87	CAD	23.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08039	EDITHVALE CC-ARTS-VI	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING PROGRAMS	
"PARKS, FORESTRY & RECREATION"	1928-186	03-31-2012	04-02-2012	INDIGO 286         QPS	73.53	CAD	73.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08039	EDITHVALE CC-ARTS-VI	5942	Book Stores	SUPPLIES FOR COOKING PROGRAMS	
"PARKS, FORESTRY & RECREATION"	1936-144	04-03-2012	04-05-2012	YOUR DOLLAR STORE WITH	15.87	CAD	15.87	CAD	2610	KITCHEN SUPPLIES	P10309	EDITHVALE CC-PGM SUP	5310	Discount Stores	KITCHEN SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1938-181	04-04-2012	04-09-2012	SOBEYS #6704       QPS	71.90	CAD	71.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08039	EDITHVALE CC-ARTS-VI	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING	
"PARKS, FORESTRY & RECREATION"	1938-182	04-07-2012	04-09-2012	ENTERTAINMENT DEALS.CA	16.80	CAD	16.80	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P08039	EDITHVALE CC-ARTS-VI	5945	"Game, Toy, and Hobby Shops"	COOKING BOOKS	
"PARKS, FORESTRY & RECREATION"	1942-107	04-09-2012	04-11-2012	ZELLERS #157	16.92	CAD	16.92	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10309	EDITHVALE CC-PGM SUP	5310	Discount Stores	MULTICOLOURED PAPER	
"PARKS, FORESTRY & RECREATION"	1942-108	04-10-2012	04-11-2012	METRO #712	54.73	CAD	54.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10309	EDITHVALE CC-PGM SUP	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	1944-132	04-11-2012	04-12-2012	NOFRILLS VITO'S #3936	14.32	CAD	14.32	CAD	2610	KITCHEN SUPPLIES	P10309	EDITHVALE CC-PGM SUP	5411	"Grocery Stores, Supermarkets"	KITCHEN SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1948-154	04-13-2012	04-16-2012	METRO #712	13.83	CAD	13.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08039	EDITHVALE CC-ARTS-VI	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	1953-156	04-18-2012	04-19-2012	METRO #712	92.32	CAD	92.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08039	EDITHVALE CC-ARTS-VI	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	1953-157	04-18-2012	04-19-2012	PRICE CHOPPER #9610	19.74	CAD	19.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10309	EDITHVALE CC-PGM SUP	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING	
"PARKS, FORESTRY & RECREATION"	1956-207	04-18-2012	04-23-2012	D L STEVENSON   SON AR	57.70	CAD	57.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08039	EDITHVALE CC-ARTS-VI	5970	"Artist Supply Stores, Craft Shops"	PAINT SUPPLIES FOR SENIOR ART CLASS	
"PARKS, FORESTRY & RECREATION"	1956-208	04-18-2012	04-23-2012	D L STEVENSON   SON AR	65.26	CAD	65.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08039	EDITHVALE CC-ARTS-VI	5970	"Artist Supply Stores, Craft Shops"	PAINT SUPPLIES FOR SENIOR ART CLASS	
"PARKS, FORESTRY & RECREATION"	1956-209	04-18-2012	04-23-2012	D L STEVENSON   SON AR	57.70	CAD	57.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08039	EDITHVALE CC-ARTS-VI	5970	"Artist Supply Stores, Craft Shops"	PAINT SUPPLIES FOR SENIOR ART CLASS	
"PARKS, FORESTRY & RECREATION"	1956-210	04-21-2012	04-23-2012	WAL-MART #1101	33.90	CAD	33.90	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P10309	EDITHVALE CC-PGM SUP	5411	"Grocery Stores, Supermarkets"	PHOTO PRINTS SENIOR GAMES	
"PARKS, FORESTRY & RECREATION"	1961-152	04-25-2012	04-26-2012	METRO #712	50.73	CAD	50.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08039	EDITHVALE CC-ARTS-VI	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR SENIORS COOLING CLASS	
"PARKS, FORESTRY & RECREATION"	1965-186	04-26-2012	04-30-2012	ZELLERS #230	128.51	CAD	128.51	CAD	2610	KITCHEN SUPPLIES	P10309	EDITHVALE CC-PGM SUP	5310	Discount Stores	KITCHEN SUPPLIES	
