Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order #	Cost Center / WBS Element / Order # Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4992-183	2018-05-23	2018-05-23	DAVE AND CHARLOTTE S N	79.59	CAD	79.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08389	FRANKLAND-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	AFTER SCHOOL PRGM - CKNG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4996-197	2018-05-29	2018-05-29	DOLLARAMA # 885	21.47	CAD	21.47	CAD	2610	KITCHEN SUPPLIES	P08389	FRANKLAND-SOCIAL PRGM	5310	Discount Stores	"CHALK, DISH SOAP, SANDWICH BAGS"	
"PARKS, FORESTRY & RECREATION"	4998-349	2018-05-31	2018-05-31	REMENYI HOUSE OF MUSIC	118.19	CAD	118.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06287	FRANKLAND-ARTS-VISL/PERF	5733	"Music Stores - Musical Instruments, Pian"	PIANO BOOKS	
					"1,120.39"	CAD	"1,120.39"	CAD								
"PARKS, FORESTRY & RECREATION"	4981-113	2018-05-04	2018-05-07	CDN TIRE STORE #00242	76.78	CAD	76.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12394	RW-AQ-LEISURE OUT-WS2 WADING	5200	Home Supply Warehouse	WADING POOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4989-353	2018-05-17	2018-05-17	WAL-MART # 3740	371.77	CAD	371.77	CAD	3099	GENERAL EQUIPMENT	P02933	GUS RYDER POOL-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	HUMIDIFIER	
"PARKS, FORESTRY & RECREATION"	4989-354	2018-05-16	2018-05-17	WAL-MART # 3031	202.88	CAD	202.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12394	RW-AQ-LEISURE OUT-WS2 WADING	5310	Discount Stores	WADING POOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4994-100	2018-05-26	2018-05-26	DOLLARAMA # 386	67.80	CAD	67.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12394	RW-AQ-LEISURE OUT-WS2 WADING	5310	Discount Stores	WADING POOL SUPPLIES	
					719.23	CAD	719.23	CAD								
PUBLIC HEALTH	4976-318	2018-05-01	2018-05-01	INDIGO - 55 ST-CLAIR	700.00	CAD	700.00	CAD	4570	RENTAL/LEASE OF PARKING SPACES	PH5103	HE-FOOD HANDLER TRAINING	7523	Automobile Parking Lots and Garages	RENTAL/LEASE OF PARKING SPACES	
PUBLIC HEALTH	4984-350	2018-05-10	2018-05-10	CANADA WIDE PARKING IN	20.00	CAD	20.00	CAD	4570	RENTAL/LEASE OF PARKING SPACES	PH5102	HE-QUALITY ASSURANCE	7523	Automobile Parking Lots and Garages	RENTAL/LEASE OF PARKING SPACES	
					720.00	CAD	720.00	CAD								
"PARKS, FORESTRY & RECREATION"	4986-113	2018-05-14	2018-05-14	PRINCESS AUTO	338.99	CAD	338.99	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00674	W-SOUTH3-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	"WATER TANK TRAILER, CART"	
"PARKS, FORESTRY & RECREATION"	4986-114	2018-05-14	2018-05-14	LOWES #03096*	78.47	CAD	78.47	CAD	2710	GENERAL HARDWARE	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  LEPAGE 150ML EXPRESS WOOD GLUE	
					417.46	CAD	417.46	CAD								
"PARKS, FORESTRY & RECREATION"	4992-184	2018-05-22	2018-05-23	ELITE PLUMBING & HEATI	400.19	CAD	400.19	CAD	2401	LUBRICANTS	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5074	Plumbing and Heating Equipment	"BUBBLE CARTRIDGE, ANTISEIZE"	
					400.19	CAD	400.19	CAD								
PUBLIC HEALTH	4984-351	2018-05-09	2018-05-10	ROSE REISMAN CATERING	351.09	CAD	351.09	CAD	4820	BUSINESS MEETING EXPENSES	PH3724	DIABETES STRATEGY-COMMUNITY INTERVENTION	5811	Caterers	BUSINESS MEETING EXPENSES	
					351.09	CAD	351.09	CAD								
REAL ESTATE SERVICES	4976-352	2018-05-01	2018-05-01	DOLLARAMA # 736	5.71	CAD	5.71	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FA1374	92 FRONT E-LEASNG (ST.LAWRENCE MKT-NORTH	5310	Discount Stores	EVENT SUPPLIES	
REAL ESTATE SERVICES	4977-180	2018-05-01	2018-05-02	LIVELY LIFE INTERNATIO	17.00	CAD	17.00	CAD	4820	BUSINESS MEETING EXPENSES	FA1374	92 FRONT E-LEASNG (ST.LAWRENCE MKT-NORTH	5411	"Grocery Stores, Supermarkets"	FOOD FOR SOCIAL MEDIA PROMOTION	
REAL ESTATE SERVICES	4977-181	2018-05-02	2018-05-02	SCHEFFLER S DELI	15.51	CAD	15.51	CAD	4820	BUSINESS MEETING EXPENSES	FA1374	92 FRONT E-LEASNG (ST.LAWRENCE MKT-NORTH	5812	"Eating Places, Restaurants"	FOOD FOR SOCIAL MEDIA PROMOTION	
REAL ESTATE SERVICES	4983-171	2018-05-09	2018-05-09	QUIK SUSHI	13.51	CAD	13.51	CAD	4084	PUB REL/PROMOTIONS	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	5812	"Eating Places, Restaurants"	FOOD PRODUCT - SOCAIL MEDIA PROMOTIONS	
REAL ESTATE SERVICES	4984-377	2018-05-11	2018-05-11	HENRY S	"1,027.99"	CAD	"1,027.99"	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	5946	Camera and Photographic Supply Stores	CAMERA EQUIPMENT	
REAL ESTATE SERVICES	4984-378	2018-05-10	2018-05-10	PLACEWARES	22.37	CAD	22.37	CAD	4084	PUB REL/PROMOTIONS	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	5719	Miscellaneous House Furnishing Specialty	PRODUCT FOR SOCIAL MEDIA	
REAL ESTATE SERVICES	4988-168	2018-05-16	2018-05-16	CREATIVEMARKET.COM	13.20	CAD	10.00	USD	4199	OTHER PROFESSIONAL AND TECHNICAL SERVICE	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	5734	Computer Software Stores	PROMOTIONAL ARTWORK	
REAL ESTATE SERVICES	4989-375	2018-05-17	2018-05-17	CREATIVEMARKET.COM	23.66	CAD	18.00	USD	4199	OTHER PROFESSIONAL AND TECHNICAL SERVICE	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	5734	Computer Software Stores	PROMOTIONAL ARTWORK	
REAL ESTATE SERVICES	4989-376	2018-05-17	2018-05-17	CREATIVEMARKET.COM	14.46	CAD	11.00	USD	4199	OTHER PROFESSIONAL AND TECHNICAL SERVICE	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	5734	Computer Software Stores	PROMOTIONAL ARTWORK	
REAL ESTATE SERVICES	4989-377	2018-05-17	2018-05-17	CREATIVEMARKET.COM	52.57	CAD	40.00	USD	4199	OTHER PROFESSIONAL AND TECHNICAL SERVICE	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	5734	Computer Software Stores	PROMOTIONAL ARTWORK	
REAL ESTATE SERVICES	4990-98	2018-05-19	2018-05-21	TAP PHONG TRADING CO.	173.93	CAD	173.93	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	5046	Commercial Equipment Not Elsewhere Class	SERVING ITEMS FOR BBQ IN THE PART EVENT	
REAL ESTATE SERVICES	4992-195	2018-05-23	2018-05-23	CAMCARB	145.77	CAD	145.77	CAD	2270	PROPANE GAS	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	5169	Chemicals and Allied Products Not Elsewh	PROPANE FOR BBQ IN THE PARK EVENT	
REAL ESTATE SERVICES	4993-355	2018-05-24	2018-05-24	BECK TAXI	16.00	CAD	16.00	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	4121	Limousines and Taxicabs	TRANSPORTATION TO TAP PHONG	
REAL ESTATE SERVICES	4994-107	2018-05-24	2018-05-25	B & J CLEANERS	"1,328.51"	CAD	"1,328.51"	CAD	4419	LAUNDRY SERVICES	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	7216	Dry Cleaners	EVENT SUPPLIES - DRY CLEANING	
REAL ESTATE SERVICES	4994-108	2018-05-25	2018-05-25	ATG - AGCO - RAS	150.00	CAD	150.00	CAD	4830	PERMIT & LICENSE FEES	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	9399	Government Services - Not Elsewhere Clas	SOP FOR MARKET BATTLE EVENT	
REAL ESTATE SERVICES	4996-211	2018-05-29	2018-05-29	BECK TAXI	14.25	CAD	14.25	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	4121	Limousines and Taxicabs	TRANSPORTATION TO TAP PHONG	
REAL ESTATE SERVICES	4997-196	2018-05-30	2018-05-30	CARNICERO S	40.00	CAD	40.00	CAD	4084	PUB REL/PROMOTIONS	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	5422	"Freezer, Locker Meat Provisioners"	FOOD PRODUCT - SOCIAL MEDAI PROMOTIONS	
REAL ESTATE SERVICES	4998-381	2018-05-31	2018-05-31	WWW.CANADIANTIRE.CA	40.65	CAD	40.65	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FA1012	ST.LAWRENCE MARKET-ADS FUND-LEASING	5200	Home Supply Warehouse	WATER PUMPS FOR BBQ IN THE PARK EVENT	
					"3,115.09"	CAD	"3,011.20"	CAD								
							79.00	USD								
PUBLIC HEALTH	4983-172	2018-05-09	2018-05-09	AMAZON *MARKETPLCE CA	244.60	CAD	244.60	CAD	2710	GENERAL HARDWARE	PH3765	CHILDHOOD OBESITY PREVENTION	4816	Computer Network/Information Services	GENERAL HARDWARE	
					244.60	CAD	244.60	CAD								
"PARKS, FORESTRY & RECREATION"	4986-121	2018-05-13	2018-05-14	THE HOME DEPOT #7027	3.36	CAD	3.36	CAD	2710	GENERAL HARDWARE	P00265	E-CENTRAL3-TURF&HORT	5200	Home Supply Warehouse	SCREWS	
"PARKS, FORESTRY & RECREATION"	4986-122	2018-05-13	2018-05-14	THE HOME DEPOT #7027	8.20	CAD	8.20	CAD	2710	GENERAL HARDWARE	P00265	E-CENTRAL3-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SCREWS	
					11.56	CAD	11.56	CAD								
"PARKS, FORESTRY & RECREATION"	4976-354	2018-05-01	2018-05-01	DOLLARAMA # 309	18.08	CAD	18.08	CAD	2610	KITCHEN SUPPLIES	P03391	SPECIAL EVENTS - CITY WIDE YOUTH	5310	Discount Stores	YOUTH WEEK EVENT - FRYING PAN	
"PARKS, FORESTRY & RECREATION"	4978-388	2018-05-04	2018-05-04	RCSS SCARBOROUGH #2809	177.34	CAD	177.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03391	SPECIAL EVENTS - CITY WIDE YOUTH	5411	"Grocery Stores, Supermarkets"	STOMP- REFRESHMENTS	
"PARKS, FORESTRY & RECREATION"	4978-389	2018-05-04	2018-05-04	RCSS SCARBOROUGH #2809	6.20	CAD	6.20	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	P13572	YOUTH LOUNGE - DON MONTGOMERY	5411	"Grocery Stores, Supermarkets"	FOAM PLATES	
"PARKS, FORESTRY & RECREATION"	4978-390	2018-05-04	2018-05-04	DOLLARAMA #0986	25.71	CAD	25.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03391	SPECIAL EVENTS - CITY WIDE YOUTH	5310	Discount Stores	STOMP - CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4978-391	2018-05-04	2018-05-04	MICHAELS #4918	16.95	CAD	16.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03391	SPECIAL EVENTS - CITY WIDE YOUTH	5945	"Game, Toy, and Hobby Shops"	CRAFT SUPPLIES FOR YOUTH WEEK	
"PARKS, FORESTRY & RECREATION"	4985-101	2018-05-11	2018-05-11	PIZZA PIZZA # 137	23.71	CAD	23.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13572	YOUTH LOUNGE - DON MONTGOMERY	5814	Quick Payment Service - Fast-Food Restau	PIZZA FOR YOUTH SPACE PRGM - MOVIE NIGHT	
"PARKS, FORESTRY & RECREATION"	4985-102	2018-05-11	2018-05-11	PIZZA PIZZA # 137	31.63	CAD	31.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12901	TORONTO REHAB FITNESS PILOT PROJECT	5814	Quick Payment Service - Fast-Food Restau	PIZZA FOR YSAC GROUP	
"PARKS, FORESTRY & RECREATION"	4989-378	2018-05-16	2018-05-17	PIZZA PIZZA # 137	12.42	CAD	12.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13572	YOUTH LOUNGE - DON MONTGOMERY	5814	Quick Payment Service - Fast-Food Restau	PIZZA FOR YOUTH SPACE PRGM	
"PARKS, FORESTRY & RECREATION"	4992-196	2018-05-23	2018-05-23	NOFRILLS TOMS 775	23.67	CAD	23.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13572	YOUTH LOUNGE - DON MONTGOMERY	5411	"Grocery Stores, Supermarkets"	YOUTH SPACE - SNACKS	
"PARKS, FORESTRY & RECREATION"	4997-197	2018-05-30	2018-05-30	ROB S NO FRILLS STORE	54.51	CAD	54.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13572	YOUTH LOUNGE - DON MONTGOMERY	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES - YOUTH SPACE PRGM	
					390.22	CAD	390.22	CAD								
PUBLIC HEALTH	4983-173	2018-05-08	2018-05-09	PAYPAL *MOUNTSINAIH	105.00	CAD	105.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3520	VULNERABLE ADULT/SENIORS	8398	"Organizations, Charitable and Social Ser"	CONFERENCES/SEMINARS - REGISTRATION	
					105.00	CAD	105.00	CAD								
"PARKS, FORESTRY & RECREATION"	4976-355	2018-05-01	2018-05-01	MISSISSAUGA HARDWARE C	176.46	CAD	176.46	CAD	3080	M & E - HAND TOOLS	P00656	CENTENNIAL PARK-PRGM SUPPORT	5251	Hardware Stores	SAWZALL BLADES	
"PARKS, FORESTRY & RECREATION"	4978-392	2018-05-03	2018-05-03	DULUX PAINTS #8509	189.16	CAD	189.16	CAD	2715	PAINT SUPPLIES	P00656	CENTENNIAL PARK-PRGM SUPPORT	5231	"Glass, Paint, Wallpaper Stores"	FLOOR PAINT	
"PARKS, FORESTRY & RECREATION"	4982-174	2018-05-07	2018-05-08	CDN TIRE STORE #00070	157.04	CAD	157.04	CAD	2535	PLUMBING SUPPLIES	P00656	CENTENNIAL PARK-PRGM SUPPORT	5200	Home Supply Warehouse	AIR TANK PARTS	
"PARKS, FORESTRY & RECREATION"	4984-379	2018-05-11	2018-05-11	LEE VALLEY TOOLS	911.35	CAD	911.35	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00656	CENTENNIAL PARK-PRGM SUPPORT	5072	Hardware Equipment and Supplies	GARDENER'S TOOLS	
"PARKS, FORESTRY & RECREATION"	4984-380	2018-05-10	2018-05-10	DULUX PAINTS #8509	986.44	CAD	986.44	CAD	2715	PAINT SUPPLIES	P10960	CENTENNIAL STADIUM-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	LINE MARKING PAINT	
"PARKS, FORESTRY & RECREATION"	4987-183	2018-05-15	2018-05-15	JACKWATSONSPORTS.COM	506.24	CAD	506.24	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P10960	CENTENNIAL STADIUM-OPERATIONS	5691	Men's and Women's Clothing Stores	HOME PLATES	
"PARKS, FORESTRY & RECREATION"	4989-379	2018-05-17	2018-05-17	LOCK-UP SERVICES	29.02	CAD	29.02	CAD	2730	LOCKS	P00608	"TURF, HORT, SPORT & GS - EY2"	7299	Other Services (Not Elsewhere Classified	KEYS	
"PARKS, FORESTRY & RECREATION"	4992-197	2018-05-22	2018-05-23	CDN TIRE STORE #00070	68.84	CAD	68.84	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00656	CENTENNIAL PARK-PRGM SUPPORT	5200	Home Supply Warehouse	RUBBER TARP STRAPS	
"PARKS, FORESTRY & RECREATION"	4992-198	2018-05-23	2018-05-23	W.E. ENTERPRISES LTD	423.47	CAD	423.47	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00656	CENTENNIAL PARK-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	STING TRIMMER LINE	
"PARKS, FORESTRY & RECREATION"	4993-356	2018-05-24	2018-05-24	THE HOME DEPOT #7011	110.57	CAD	110.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00656	CENTENNIAL PARK-PRGM SUPPORT	5200	Home Supply Warehouse	NAILS	
"PARKS, FORESTRY & RECREATION"	4995-115	2018-05-28	2018-05-28	DULUX PAINTS #8509	257.37	CAD	257.37	CAD	2715	PAINT SUPPLIES	P00656	CENTENNIAL PARK-PRGM SUPPORT	5231	"Glass, Paint, Wallpaper Stores"	BLCK PAINT FOR GRAFFTTI	
"PARKS, FORESTRY & RECREATION"	4997-198	2018-05-29	2018-05-30	THE HOME DEPOT #7011	86.85	CAD	86.85	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00656	CENTENNIAL PARK-PRGM SUPPORT	5200	Home Supply Warehouse	REPARI KIT	
"PARKS, FORESTRY & RECREATION"	4998-385	2018-05-31	2018-05-31	THE HOME DEPOT #7011	79.05	CAD	79.05	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P10910	CENTENNIAL SKI CTR-OPERATIONS	5200	Home Supply Warehouse	**MORE**  COMMFAB4X50	
					"3,981.86"	CAD	"3,981.86"	CAD								
"PARKS, FORESTRY & RECREATION"	4977-182	2018-05-01	2018-05-02	THE HOME DEPOT #7080	941.53	CAD	941.53	CAD	3080	M & E - HAND TOOLS	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	**MORE**  OIL	
"PARKS, FORESTRY & RECREATION"	4978-393	2018-05-02	2018-05-03	PARLIAMENT BUILDING SU	72.98	CAD	72.98	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5211	"Building Materials, Lumber Stores"	3-1/4 NAILS	
"PARKS, FORESTRY & RECREATION"	4984-381	2018-05-10	2018-05-10	PARLIAMENT BUILDING SU	59.12	CAD	59.12	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5211	"Building Materials, Lumber Stores"	"2"" NAILS"	
"PARKS, FORESTRY & RECREATION"	4984-382	2018-05-10	2018-05-10	PETER S PAINT	253.03	CAD	253.03	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5231	"Glass, Paint, Wallpaper Stores"	ONETIME SPACKLING	
"PARKS, FORESTRY & RECREATION"	4988-169	2018-05-15	2018-05-16	THE HOME DEPOT #7012	904.58	CAD	904.58	CAD	2531	LUMBER	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	**MORE**  2X4X16 SPF.	
"PARKS, FORESTRY & RECREATION"	4989-380	2018-05-16	2018-05-17	CTF SUPPLY (11)	999.36	CAD	999.36	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	PASLODE NAILS	
"PARKS, FORESTRY & RECREATION"	4990-99	2018-05-18	2018-05-21	PAT S HOME HARDWARE #1	13.52	CAD	13.52	CAD	2730	LOCKS	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5251	Hardware Stores	KEYS	
"PARKS, FORESTRY & RECREATION"	4993-357	2018-05-24	2018-05-24	THE HOME DEPOT #7080	48.58	CAD	48.58	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	**MORE**  2 5 AD B B	
"PARKS, FORESTRY & RECREATION"	4997-199	2018-05-29	2018-05-30	CTF SUPPLY (11)	289.98	CAD	289.98	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	DECK SCREWS	
"PARKS, FORESTRY & RECREATION"	4997-200	2018-05-29	2018-05-30	THE HOME DEPOT #7073	177.83	CAD	177.83	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	**MORE**  CAM LOCK	
"PARKS, FORESTRY & RECREATION"	4998-386	2018-05-30	2018-05-31	THE HOME DEPOT #7080	62.04	CAD	62.04	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	MASON LINE	
					"3,822.55"	CAD	"3,822.55"	CAD								
"PARKS, FORESTRY & RECREATION"	4977-183	2018-05-02	2018-05-02	WATER AND ICE NORTH AM	638.96	CAD	638.96	CAD	2535	PLUMBING SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5996	Swimming Pools - Sales and Supplies	POOL PUMPS	
"PARKS, FORESTRY & RECREATION"	4995-116	2018-05-28	2018-05-28	TECHNICAL STANDARDS AN	70.00	CAD	70.00	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	1799	"Contractors, Special Trade - Not Elsewhe"	INSPECTION	
					708.96	CAD	708.96	CAD								
"PARKS, FORESTRY & RECREATION"	4976-357	2018-05-01	2018-05-01	STAPLES STORE #86	50.41	CAD	50.41	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07647	HUMBER VALLEY-OPERATIONS	5943	"Office, School Supply, and Stationery St"	"DRY ERASE CALENDAR, MARKERS"	
"PARKS, FORESTRY & RECREATION"	4977-184	2018-05-01	2018-05-02	CDN TIRE STORE #00182	407.86	CAD	407.86	CAD	2110	PARTS - FURNITURE & FIXTURES	P07647	HUMBER VALLEY-OPERATIONS	5200	Home Supply Warehouse	"WRENCHES,GLUE, CHAIRS"	
"PARKS, FORESTRY & RECREATION"	4978-394	2018-05-02	2018-05-03	CDN TIRE STORE #00182	15.80	CAD	15.80	CAD	2710	GENERAL HARDWARE	P07647	HUMBER VALLEY-OPERATIONS	5200	Home Supply Warehouse	DOUBLE SIDED TAPE	
"PARKS, FORESTRY & RECREATION"	4978-395	2018-05-02	2018-05-03	CDN TIRE STORE #00182	15.22	CAD	15.22	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07647	HUMBER VALLEY-OPERATIONS	5200	Home Supply Warehouse	FUSES FOR GREENSMOWER	
"PARKS, FORESTRY & RECREATION"	4978-396	2018-05-03	2018-05-03	KOOY BROS LAWN	111.77	CAD	111.77	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07647	HUMBER VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	AIR FILTERS FOR WALKERS	
"PARKS, FORESTRY & RECREATION"	4981-123	2018-05-07	2018-05-07	KOOY BROS LAWN	7.09	CAD	7.09	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERATIONS	5261	Lawn and Garden Supply Stores	CLIP FOR LINE TRIMMER	
"PARKS, FORESTRY & RECREATION"	4982-175	2018-05-07	2018-05-08	THE HOME DEPOT #7013	357.97	CAD	357.97	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	**MORE**  ACRYLIC SHT	
"PARKS, FORESTRY & RECREATION"	4983-174	2018-05-07	2018-05-09	FINCHAM AUTOMOTIVE SUP	35.19	CAD	35.19	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERATIONS	5533	"Automotive Parts, Accessories Stores"	TAIL GATE HANDLE FOR FORD RANGER	
"PARKS, FORESTRY & RECREATION"	4984-383	2018-05-10	2018-05-10	JJ DOWNS INDUSTRIAL	174.57	CAD	174.57	CAD	2535	PLUMBING SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	PLUMBING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4984-384	2018-05-11	2018-05-11	KOOY BROS LAWN	13.32	CAD	13.32	CAD	2401	LUBRICANTS	P07648	SCARLETT WOODS-OPERATIONS	5261	Lawn and Garden Supply Stores	BAR OIL	
"PARKS, FORESTRY & RECREATION"	4986-123	2018-05-11	2018-05-14	CDN TIRE STORE #00182	185.31	CAD	185.31	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	BATTERY FRO FAIRWAY UNIT	
"PARKS, FORESTRY & RECREATION"	4988-170	2018-05-16	2018-05-16	KOOY BROS LAWN	26.84	CAD	26.84	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERATIONS	5261	Lawn and Garden Supply Stores	SPARK PLUGS	
"PARKS, FORESTRY & RECREATION"	4989-381	2018-05-16	2018-05-17	THE HOME DEPOT #7013	59.63	CAD	59.63	CAD	2710	GENERAL HARDWARE	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	**MORE**  SCREWS	
"PARKS, FORESTRY & RECREATION"	4989-382	2018-05-17	2018-05-17	VACATIONS ON WHEELS	158.20	CAD	158.20	CAD	2535	PLUMBING SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5592	Motor Home Dealers	TOILET VALVES	
"PARKS, FORESTRY & RECREATION"	4991-119	2018-05-22	2018-05-22	TURF CARE	235.50	CAD	235.50	CAD	2535	PLUMBING SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5261	Lawn and Garden Supply Stores	IRRIGATION SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4993-358	2018-05-23	2018-05-24	THE HOME DEPOT #7013	207.29	CAD	207.29	CAD	2575	ELECTRICAL SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	**MORE**  BOLT	
"PARKS, FORESTRY & RECREATION"	4993-359	2018-05-23	2018-05-24	CDN TIRE STORE #00182	33.87	CAD	33.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	WOOD TO REPAIR BRIDGE	
"PARKS, FORESTRY & RECREATION"	4996-212	2018-05-29	2018-05-29	U OF G - RIDGETOWN WEB	904.00	CAD	904.00	CAD	4830	PERMIT & LICENSE FEES	P07648	SCARLETT WOODS-OPERATIONS	8220	"Colleges, Universities, Professional Sch"	LICENSE RENEWAL	
"PARKS, FORESTRY & RECREATION"	4996-213	2018-05-28	2018-05-29	CDN TIRE STORE #00182	6.20	CAD	6.20	CAD	2570	JANITORIAL SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	SOAP	
