Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
TORONTO WATER	4735-179	2017-09-13	2017-09-14	LOWES #03096*	56.48	CAD	56.48	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7050	WTR TREAT & SUPPLY: RL CLARK TP - SERV A	5200	Home Supply Warehouse	**MORE**  2 GAL ROUNDUP SPRAYER	
					194.92	CAD	194.92	CAD								
"PARKS, FORESTRY & RECREATION"	4719-198	2017-08-31	2017-09-05	WAL-MART # 3740	70.38	CAD	70.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06080	RODING-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"SHARPIES, GEL PENS, PENCILS"	
"PARKS, FORESTRY & RECREATION"	4724-146	2017-09-06	2017-09-08	CHOCOLATE TALES	311.31	CAD	311.31	CAD	4102	ENTERTAINER AND BAND FEES	P04677	RODING-SUMMER CAMPS	7929	"Bands, Orchestras, and Miscellaneous Ent"	SPECIAL GUEST	
					381.69	CAD	381.69	CAD								
"PARKS, FORESTRY & RECREATION"	4724-147	2017-09-06	2017-09-08	THE HOME DEPOT #7107	99.21	CAD	99.21	CAD	2499	OTHER CHEMICALS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  WASP B GON	
"PARKS, FORESTRY & RECREATION"	4724-148	2017-09-07	2017-09-08	SILVER MILE HARDWARE	598.64	CAD	598.64	CAD	3045	M & E - PROTECTIVE	P00272	E-SOUTH2-TURF&HORT	5072	Hardware Equipment and Supplies	CHAINSAW ACCESSORIES	
"PARKS, FORESTRY & RECREATION"	4735-180	2017-09-12	2017-09-14	THE HOME DEPOT #7107	207.92	CAD	207.92	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	WHEELB	
"PARKS, FORESTRY & RECREATION"	4735-181	2017-09-12	2017-09-14	THE HOME DEPOT #7107	25.09	CAD	25.09	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	QUICK LINKS	
"PARKS, FORESTRY & RECREATION"	4740-103	2017-09-18	2017-09-19	LOWES #02633*	22.58	CAD	22.58	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	"7X1/8""MASONRY ABRASIVE BLADE"	
"PARKS, FORESTRY & RECREATION"	4740-104	2017-09-18	2017-09-19	URBAN GREEN BUILDING L	43.01	CAD	43.01	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	MASONARY SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4740-105	2017-09-18	2017-09-19	URBAN GREEN BUILDING L	30.00	CAD	30.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	MASONARY SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4742-166	2017-09-18	2017-09-20	THE HOME DEPOT #7107	121.88	CAD	121.88	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SPRAYER	
"PARKS, FORESTRY & RECREATION"	4742-167	2017-09-18	2017-09-20	THE HOME DEPOT #7107	26.28	CAD	26.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SHARPIE5ASST	
"PARKS, FORESTRY & RECREATION"	4742-168	2017-09-18	2017-09-20	THE HOME DEPOT #7107	(20.67)	CAD	(20.67)	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	DISC	
"PARKS, FORESTRY & RECREATION"	4748-252	2017-09-22	2017-09-25	THE HOME DEPOT #7107	388.17	CAD	388.17	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SCREWS	
					"1,542.11"	CAD	"1,542.11"	CAD								
TORONTO WATER	4735-182	2017-09-13	2017-09-14	LOWES #02640*	411.31	CAD	411.31	CAD	*****	M & E - KITCHEN	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  PRE-FILLED NEW CYLINDER	
					411.31	CAD	411.31	CAD								
TORONTO WATER	4754-169	2017-09-26	2017-09-28	THE HOME DEPOT #7134	41.90	CAD	41.90	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	**MORE**  CABLE CONN.	
TORONTO WATER	4755-189	2017-09-27	2017-09-29	THE HOME DEPOT #7134	44.35	CAD	44.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	**MORE**  SCREWS	
					86.25	CAD	86.25	CAD								
TORONTO WATER	4719-199	2017-09-01	2017-09-05	MASTER MARKHAM	26.49	CAD	26.49	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5074	Plumbing and Heating Equipment	BELT	
TORONTO WATER	4738-227	2017-09-14	2017-09-18	CDN TIRE STORE #00030	52.26	CAD	52.26	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	HARDWARE	
					78.75	CAD	78.75	CAD								
TORONTO WATER	4733-164	2017-09-11	2017-09-13	THE HOME DEPOT #7027	118.90	CAD	118.90	CAD	2780	CONCRETE	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5200	Home Supply Warehouse	"**MORE**  8""ST BLOCK"	
TORONTO WATER	4733-165	2017-09-11	2017-09-13	THE HOME DEPOT #7027	44.61	CAD	44.61	CAD	2780	CONCRETE	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5200	Home Supply Warehouse	"8""ST BLOCK"	
TORONTO WATER	4740-106	2017-09-18	2017-09-19	SILVER MILE HARDWARE	157.06	CAD	157.06	CAD	2780	CONCRETE	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5072	Hardware Equipment and Supplies	CONCRETE BLOCKS	
TORONTO WATER	4742-169	2017-09-18	2017-09-20	THE HOME DEPOT #7027	312.15	CAD	312.15	CAD	2780	CONCRETE	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5200	Home Supply Warehouse	"**MORE**  8""ST BLOCK"	
TORONTO WATER	4745-167	2017-09-20	2017-09-22	THE HOME DEPOT #7027	21.50	CAD	21.50	CAD	*****	GENERAL HARDWARE	TW2040	DIST OPS: OPERATION & MTCE - TORONTO/EAS	5200	Home Supply Warehouse	**MORE**  PVC SEWERFIT	
					654.22	CAD	654.22	CAD								
TORONTO WATER	4727-250	2017-09-08	2017-09-11	PRINCESS AUTO #36	39.54	CAD	39.54	CAD	2160	PARTS - UNLICENSED EQUIPMENT	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5085	Industrial Supplies Not Elsewhere Classi	SMALL ENGINE SHOP SUPPLIES	
TORONTO WATER	4733-166	2017-09-11	2017-09-13	AKA SOLUTIONS	278.55	CAD	278.55	CAD	2710	GENERAL HARDWARE	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5941	Sporting Goods Stores	"PULLEY, ROPE"	
TORONTO WATER	4733-167	2017-09-12	2017-09-13	SHOPPERS DRUG MART # 1	26.70	CAD	26.70	CAD	4815	COURIER SERVICES	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5912	"Drug Stores, Pharmacies"	REGISTERED MAIL	
TORONTO WATER	4738-228	2017-09-14	2017-09-18	ESSO	58.63	CAD	58.63	CAD	2260	GASOLINE	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5542	"Fuel Dispenser, Automated"	FUEL	
TORONTO WATER	4745-168	2017-09-21	2017-09-22	NATIONAL CONCRETE ACCE	"2,542.50"	CAD	"2,542.50"	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5211	"Building Materials, Lumber Stores"	VARIOUS BUILDING SUPPLIES	
					"2,945.92"	CAD	"2,945.92"	CAD								
TORONTO WATER	4715-139	2017-08-30	2017-09-01	CDN TIRE STORE #00654	40.58	CAD	40.58	CAD	2710	GENERAL HARDWARE	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5200	Home Supply Warehouse	NUT DRIVER	
TORONTO WATER	4724-149	2017-09-06	2017-09-08	THE HOME DEPOT #7080	351.90	CAD	351.90	CAD	*****	BLDG REPAIRS & RENOVATION SUPPLIES	TW4022	WW TREATMT:ASHBRIDGES BAY TP-LIQUIDS	5200	Home Supply Warehouse	"**MORE**  DUROFOAM 1"""	
TORONTO WATER	4724-150	2017-09-06	2017-09-08	THE HOME DEPOT #7080	220.21	CAD	220.21	CAD	2715	PAINT SUPPLIES	TW7020	WTR TREAT & SUPPLY: FJ HORGAN TP - SERV	5200	Home Supply Warehouse	**MORE**  BEHR S.GLOSS	
TORONTO WATER	4735-183	2017-09-12	2017-09-14	THE HOME DEPOT #7107	265.98	CAD	265.98	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	**MORE**  18.8 S.S. TH	
TORONTO WATER	4735-184	2017-09-12	2017-09-14	THE HOME DEPOT #7107	112.93	CAD	112.93	CAD	2715	PAINT SUPPLIES	TW4022	WW TREATMT:ASHBRIDGES BAY TP-LIQUIDS	5200	Home Supply Warehouse	PAINT	
TORONTO WATER	4742-170	2017-09-19	2017-09-20	SHERWIN WILLIAMS 6870	145.82	CAD	145.82	CAD	2715	PAINT SUPPLIES	TW4022	WW TREATMT:ASHBRIDGES BAY TP-LIQUIDS	5231	"Glass, Paint, Wallpaper Stores"	**MORE**  IN EN HS SA YELLOW	
TORONTO WATER	4744-187	2017-09-20	2017-09-21	SPEED FASTENING SYSTEM	294.95	CAD	294.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW4105	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	7538	Automotive Service Shops	VARIOUS BUILDING SUPPLIES	
TORONTO WATER	4745-169	2017-09-20	2017-09-22	THE HOME DEPOT #7080	54.85	CAD	54.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	**MORE**  4X4 BOLTDOWN	
TORONTO WATER	4748-253	2017-09-22	2017-09-25	PRO GLO PAINTS LTD	382.20	CAD	382.20	CAD	2715	PAINT SUPPLIES	TW4022	WW TREATMT:ASHBRIDGES BAY TP-LIQUIDS	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
					"1,869.42"	CAD	"1,869.42"	CAD								
TORONTO WATER	4733-168	2017-09-12	2017-09-13	THERMAL SAFETY SUPPLY	463.30	CAD	463.30	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	7399	Business Services - Not Elsewhere Classi	OXYGEN SENSORS	
TORONTO WATER	4745-170	2017-09-20	2017-09-22	THE HOME DEPOT #7107	9.19	CAD	9.19	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  TOG S 15A W	
					472.49	CAD	472.49	CAD								
TORONTO WATER	4721-70	2017-09-05	2017-09-06	THE WIRING MART LTD	58.44	CAD	58.44	CAD	2575	ELECTRICAL SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	1711	"Air Conditioning, Heating, and Plumbing"	LIGHTING	
TORONTO WATER	4750-97	2017-09-25	2017-09-26	THE WIRING MART LTD	79.38	CAD	79.38	CAD	2575	ELECTRICAL SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	1711	"Air Conditioning, Heating, and Plumbing"	THERMOSTATS	
					137.82	CAD	137.82	CAD								
TORONTO WATER	4723-140	2017-09-05	2017-09-07	BILL'S ELECTRIC SALES	21.92	CAD	21.92	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5251	Hardware Stores	V-BELTS/PULLEY	
TORONTO WATER	4735-185	2017-09-12	2017-09-14	THE HOME DEPOT #7011	13.33	CAD	13.33	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5200	Home Supply Warehouse	"**MORE**  1-1/2""SS HOS"	
TORONTO WATER	4752-178	2017-09-25	2017-09-27	THE HOME DEPOT #7114	390.98	CAD	390.98	CAD	3065	M & E - PLANT & GARAGE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5200	Home Supply Warehouse	**MORE**  10G RIGIDVAC	
					426.23	CAD	426.23	CAD								
TORONTO WATER	4742-171	2017-09-18	2017-09-20	CDN TIRE STORE #00070	225.99	CAD	225.99	CAD	3080	M & E - HAND TOOLS	TW5010	BUS OP MGMT: BUSINESS & CUSTOMER SUPPORT	5200	Home Supply Warehouse	DRILL	
					225.99	CAD	225.99	CAD								
TORONTO WATER	4723-141	2017-09-06	2017-09-07	PRINCESS AUTO	54.21	CAD	54.21	CAD	2575	ELECTRICAL SUPPLIES	TW7035	WTR TREAT & SUPPLY: RC HARRIS TP - SERV	5085	Industrial Supplies Not Elsewhere Classi	DISPLAY CABLES FOR TRAINING ROOM	
TORONTO WATER	4727-251	2017-09-08	2017-09-11	THE HOME DEPOT #7107	225.66	CAD	225.66	CAD	2575	ELECTRICAL SUPPLIES	TW7035	WTR TREAT & SUPPLY: RC HARRIS TP - SERV	5200	Home Supply Warehouse	**MORE**  33  TAPE	
TORONTO WATER	4755-190	2017-09-27	2017-09-29	THE HOME DEPOT #7123	158.09	CAD	158.09	CAD	*****	OTHER OFFICE MATERIAL &MINOR FURNISHING	TW7035	WTR TREAT & SUPPLY: RC HARRIS TP - SERV	5200	Home Supply Warehouse	**MORE**  MULTIBITSQ	
					437.96	CAD	437.96	CAD								
TORONTO WATER	4738-229	2017-09-14	2017-09-18	THE HOME DEPOT #7004	318.63	CAD	318.63	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	**MORE**  BATTERY.	
TORONTO WATER	4754-170	2017-09-26	2017-09-28	SCARBORO PUMP MANUFACT	405.67	CAD	405.67	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5074	Plumbing and Heating Equipment	PUMP	
					724.30	CAD	724.30	CAD								
TORONTO WATER	4738-230	2017-09-14	2017-09-18	SOURCE OFFICE FURNISHI	654.27	CAD	654.27	CAD	3310	FURNISHINGS	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5712	"Equipment, Furniture, and Home Furnishin"	OFFICE CABINETS	
TORONTO WATER	4748-254	2017-09-22	2017-09-25	4IMPRINT	"1,135.53"	CAD	"1,135.53"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5969	Direct Marketing - Other Direct Marketer	**MORE**  AUSTRALE STAINLESS VACUUM	
					"1,789.80"	CAD	"1,789.80"	CAD								
TORONTO WATER	4719-200	2017-09-01	2017-09-05	CPR ETOBICOKE	33.84	CAD	33.84	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	4812	Telecommunication Equipment Including Te	IPHONE GLASS	
TORONTO WATER	4748-255	2017-09-22	2017-09-25	"INT*IN *KMPARTS.COM, I"	127.59	CAD	102.03	USD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5065	Electrical Parts and Equipment	DOOR MOUNTED HANDLE	
					161.43	CAD	33.84	CAD								
							102.03	USD								
TORONTO WATER	4748-256	2017-09-22	2017-09-25	SDM POSTAL OUTLET	96.05	CAD	96.05	CAD	4815	COURIER SERVICES	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5912	"Drug Stores, Pharmacies"	STAMPS	
TORONTO WATER	4754-171	2017-09-26	2017-09-28	THE HOME DEPOT #7080	44.43	CAD	44.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW7020	WTR TREAT & SUPPLY: FJ HORGAN TP - SERV	5200	Home Supply Warehouse	**MORE**  TEST CAP 1.5	
					140.48	CAD	140.48	CAD								
"PARKS, FORESTRY & RECREATION"	4723-142	2017-09-05	2017-09-07	BRAFASCO / ETOBICOKE	71.92	CAD	71.92	CAD	2710	GENERAL HARDWARE	P00650	W-SOUTH3-PARKS MAINT/RPRS	5085	Industrial Supplies Not Elsewhere Classi	SIGN INSTALLATION	
"PARKS, FORESTRY & RECREATION"	4733-169	2017-09-12	2017-09-13	MOUNTAIN EQUIP CO-OP	34.18	CAD	34.18	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00650	W-SOUTH3-PARKS MAINT/RPRS	5655	"Sports Apparel, Riding Apparel Stores"	LIGHTS FOR CITY OWNED BIKES	
"PARKS, FORESTRY & RECREATION"	4736-178	2017-09-13	2017-09-15	HUMBER NURSERIES LTD.	257.63	CAD	257.63	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00650	W-SOUTH3-PARKS MAINT/RPRS	5261	Lawn and Garden Supply Stores	JEAN AUGUSTINE PK - PLANT MATERIAL	
"PARKS, FORESTRY & RECREATION"	4736-179	2017-09-14	2017-09-15	LOCK-UP SERVICES	59.33	CAD	59.33	CAD	2730	LOCKS	P00650	W-SOUTH3-PARKS MAINT/RPRS	7299	Other Services (Not Elsewhere Classified	EASTWOOD GRD PK- LOCKS FOR GATES	
"PARKS, FORESTRY & RECREATION"	4738-231	2017-09-12	2017-09-18	CYCLE BUTIK	118.63	CAD	118.63	CAD	4424	CONTRACTED SERVICES - GENERAL	P00650	W-SOUTH3-PARKS MAINT/RPRS	5940	Bicycle Shops - Sales and Service	TUNE UP FOR CITY OWNED BIKE FOR CAN BIKE COURSE	
"PARKS, FORESTRY & RECREATION"	4738-232	2017-09-14	2017-09-18	THE HOME DEPOT #7011	112.31	CAD	112.31	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00650	W-SOUTH3-PARKS MAINT/RPRS	5200	Home Supply Warehouse	"**MORE**  10"" T G PL."	
"PARKS, FORESTRY & RECREATION"	4740-107	2017-09-18	2017-09-19	SHERWIN WILLIAMS 76875	246.42	CAD	246.42	CAD	2715	PAINT SUPPLIES	P00650	W-SOUTH3-PARKS MAINT/RPRS	5231	"Glass, Paint, Wallpaper Stores"	**MORE**  PI DTM GL S YELLOW	
"PARKS, FORESTRY & RECREATION"	4752-179	2017-09-26	2017-09-27	SHERWIN WILLIAMS 76875	61.86	CAD	61.86	CAD	2715	PAINT SUPPLIES	P00650	W-SOUTH3-PARKS MAINT/RPRS	5231	"Glass, Paint, Wallpaper Stores"	IND EN HS ULTRADP	
"PARKS, FORESTRY & RECREATION"	4754-172	2017-09-27	2017-09-28	SHERWIN WILLIAMS 76875	68.87	CAD	68.87	CAD	2715	PAINT SUPPLIES	P00650	W-SOUTH3-PARKS MAINT/RPRS	5231	"Glass, Paint, Wallpaper Stores"	**MORE**  PI MULTI ACR SG UD	
					"1,031.15"	CAD	"1,031.15"	CAD								
"PARKS, FORESTRY & RECREATION"	4736-180	2017-09-13	2017-09-15	FITNESS DEPOT TORONTO	122.40	CAD	122.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07525	OLYMPIUM-FITNESS	5941	Sporting Goods Stores	BLOCKS AND BANDS FOR FITNESS	
					122.40	CAD	122.40	CAD								
"PARKS, FORESTRY & RECREATION"	4721-71	2017-09-05	2017-09-06	CANADA GLASS   MIRROR	64.41	CAD	64.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5039	Construction Materials Not Elsewhere Cla	GLAZING TAPE	
"PARKS, FORESTRY & RECREATION"	4721-72	2017-09-05	2017-09-06	CANADA GLASS   MIRROR	299.90	CAD	299.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07726	NORTH TORONTO-OPERATIONS	5039	Construction Materials Not Elsewhere Cla	LAMINATED GLASS	
"PARKS, FORESTRY & RECREATION"	4721-73	2017-09-05	2017-09-06	CANADA GLASS   MIRROR	299.90	CAD	299.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07726	NORTH TORONTO-OPERATIONS	5039	Construction Materials Not Elsewhere Cla	LAMINATED GLASS	
"PARKS, FORESTRY & RECREATION"	4729-117	2017-09-11	2017-09-12	INTERNATIONAL COUNTERT	367.68	CAD	367.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	5211	"Building Materials, Lumber Stores"	COUNTER TOP	
"PARKS, FORESTRY & RECREATION"	4744-188	2017-09-20	2017-09-21	DAYVAN	303.34	CAD	303.34	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06684	DRIFTWOOD CC-OPERATIONS	5251	Hardware Stores	METAL DOORS	
"PARKS, FORESTRY & RECREATION"	4745-171	2017-09-20	2017-09-22	THE HOME DEPOT #7078	30.82	CAD	30.82	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	PSI 6000	
"PARKS, FORESTRY & RECREATION"	4752-180	2017-09-26	2017-09-27	DAYVAN	151.67	CAD	151.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06684	DRIFTWOOD CC-OPERATIONS	5251	Hardware Stores	1 STALL DOOR AND HARDWARE	
					"1,517.72"	CAD	"1,517.72"	CAD								
"PARKS, FORESTRY & RECREATION"	4715-140	2017-08-31	2017-09-01	FOOD BASICS #653	24.82	CAD	24.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04068	HERON PARK CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	4719-201	2017-09-01	2017-09-05	METRO #808	40.65	CAD	40.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11109	HERON PARK CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS	
"PARKS, FORESTRY & RECREATION"	4740-108	2017-09-18	2017-09-19	BUTTERFLY BEADS   JEWE	100.97	CAD	100.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11109	HERON PARK CC-SOCIAL PRGM	5944	"Clock, Jewelry, Watch, and Silverware St"	JEWELLERY PRGM	
"PARKS, FORESTRY & RECREATION"	4754-173	2017-09-27	2017-09-28	TDSB - PURCHASING	103.13	CAD	103.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11109	HERON PARK CC-SOCIAL PRGM	8299	Educational Services	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4755-191	2017-09-28	2017-09-29	THE POTTERY SUPPLY HOU	477.22	CAD	477.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05202	HERON PARK CC-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	POTTERY PRGM	
					746.79	CAD	746.79	CAD								
SOLID WASTE MANAGEMENT	4715-141	2017-08-31	2017-09-01	KOOY BROS LAWN	242.52	CAD	242.52	CAD	2160	PARTS - UNLICENSED EQUIPMENT	CSW312-16-30	KEELE VALLEY LF	5261	Lawn and Garden Supply Stores	PARTS FOR BRUSH TRIM MOWER	
SOLID WASTE MANAGEMENT	4721-74	2017-09-05	2017-09-06	LOWES #02632*	35.56	CAD	35.56	CAD	4468	CONTR SRV - FENCING	CSW312-16-30	KEELE VALLEY LF	5200	Home Supply Warehouse	T-RAIL POST LW PTD GRN 6'	
SOLID WASTE MANAGEMENT	4723-143	2017-09-06	2017-09-07	ACKLANDS-GRAINGER INC	24.91	CAD	24.91	CAD	2082	HEALTH & SAFETY SUPPLIES	CSW312-16-30	KEELE VALLEY LF	5085	Industrial Supplies Not Elsewhere Classi	"LATEX GLOVES,CONSTRUCTION SAFETY SIGN"	
SOLID WASTE MANAGEMENT	4727-252	2017-09-07	2017-09-11	WMT SUPRCTR #1115	67.73	CAD	67.73	CAD	2130	PARTS - MOBILE EQUIPMENT	CSW312-16-30	KEELE VALLEY LF	5411	"Grocery Stores, Supermarkets"	AUTO ANTIFREEZE	
SOLID WASTE MANAGEMENT	4735-186	2017-09-12	2017-09-14	WMT SUPRCTR #1115	50.00	CAD	50.00	CAD	4786	RECOGNITION AWARDS	CSW312-16-30	KEELE VALLEY LF	5411	"Grocery Stores, Supermarkets"	TIM HORTON'S CARD FOR COFFEE TPS BREAKFAST	
SOLID WASTE MANAGEMENT	4750-98	2017-09-25	2017-09-26	MAXIM ENVIRONMENTAL AN	62.42	CAD	62.42	CAD	2485	SUPPLIES - GAS/ODOUR CONTROL	CSW312-16-30	KEELE VALLEY LF	5046	Commercial Equipment Not Elsewhere Class	PARTS FOR LANDFILL GAS MONITORS	
					483.14	CAD	483.14	CAD								
"PARKS, FORESTRY & RECREATION"	4736-181	2017-09-13	2017-09-15	WMT SUPRCTR #1117	89.16	CAD	89.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07010	OAKRIDGE CRC-INSTRL-ADULT	5411	"Grocery Stores, Supermarkets"	OAKRIDGE CC SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4736-182	2017-09-14	2017-09-15	DOLLAR TREE CANADA STO	7.06	CAD	7.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13350	FITNESS & WELLNESS - WARDEN CC	5331	Variety Stores	WATER BOTTLES FOR FITNESS CENTRE	
"PARKS, FORESTRY & RECREATION"	4745-172	2017-09-21	2017-09-22	DOLLAR TREE # 40245	12.71	CAD	12.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07010	OAKRIDGE CRC-INSTRL-ADULT	5331	Variety Stores	WATER BOTTLES FOR FITNESS CENTRE	
					108.93	CAD	108.93	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4727-253	2017-09-08	2017-09-11	DRAKE COMMISSARY	"7,836.18"	CAD	"7,836.18"	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	ED0142	TFTDMO MKT & TRADE	5812	"Eating Places, Restaurants"	RECEPTION FOR FILMMAKERS.	
ECONOMIC DEVELOPMENT & CULTURE	4727-254	2017-09-08	2017-09-11	DRAKE COMMISSARY	"15,000.00"	CAD	"15,000.00"	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	ED0142	TFTDMO MKT & TRADE	5812	"Eating Places, Restaurants"	RECEPTION FOR FILMMAKERS.	
ECONOMIC DEVELOPMENT & CULTURE	4727-255	2017-09-10	2017-09-11	DRAKE COMMISSARY	"20,477.13"	CAD	"20,477.13"	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	ED0142	TFTDMO MKT & TRADE	5812	"Eating Places, Restaurants"	RECEPTION FOR FILMMAKERS.	
