Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Decription	Cost Centre /WBS Element	Cost Centre /WBS Element Description	Merchant Type	Merchant type description	Purpose
ECONOMIC DEVELOPMENT & CULTURE	1343-7	02-23-2011	02-25-2011	THE HOME DEPOT #7013	9.02	CAD	9.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0152	CD-AM-FAC-COLBORNE L	5200	Home Supply Warehouse	GEK B CLR
ECONOMIC DEVELOPMENT & CULTURE	1344-7	02-24-2011	02-28-2011	THE HOME DEPOT #7013	4.95	CAD	4.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0152	CD-AM-FAC-COLBORNE L	5200	Home Supply Warehouse	KWIK SEAL
ECONOMIC DEVELOPMENT & CULTURE	1344-8	02-24-2011	02-28-2011	THE HOME DEPOT #7013	-4.51	CAD	-4.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0152	CD-AM-FAC-COLBORNE L	5200	Home Supply Warehouse	GEK B CLR
					46.40	CAD	46.40	CAD							
LONG TERM CARE HOMES	1325-192	02-08-2011	02-14-2011	HUNT'S HEALTHCARE INC	76.84	CAD	76.84	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3E083	FUDGR HSE-PS-PS	5047	Laboratory/Medical/Dental/Ophthalmic Hos	
					76.84	CAD	76.84	CAD							
"PARKS, FORESTRY & RECREATION"	1304-62	01-28-2011	02-01-2011	CDN TIRE STORE #00150	13.53	CAD	13.53	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06746	BROWN CC-PGM SUPP	5200	Home Supply Warehouse	
"PARKS, FORESTRY & RECREATION"	1327-63	02-14-2011	02-15-2011	TREMBLETT'S VALU-MART	4.85	CAD	4.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06746	BROWN CC-PGM SUPP	5411	"Grocery Stores, Supermarkets"	
					18.38	CAD	18.38	CAD							
TORONTO WATER	1341-53	02-22-2011	02-24-2011	BRODI SPECIALTY PRODUC	318.47	CAD	318.47	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1075	HCTP LIQUIDS TRT WA2	5085	Industrial Supplies Not Elsewhere Classi	COILEAN AEROSOL
					318.47	CAD	318.47	CAD							
TORONTO WATER	1306-75	02-01-2011	02-02-2011	RTC ELECTRONICS	54.01	CAD	54.01	CAD	3030	M & E - OFFICE	PW2014	O&M W2 SRVS MTC&REPR	5732	Electronic Sales	BOARDROOM EQUIPMENT
TORONTO WATER	1323-93	02-09-2011	02-11-2011	THE HOME DEPOT #7114	36.21	CAD	36.21	CAD	3080	M & E - HAND TOOLS	PW2014	O&M W2 SRVS MTC&REPR	5200	Home Supply Warehouse	"1"" SS HOSECL"
TORONTO WATER	1323-94	02-10-2011	02-11-2011	AUTOMOTIVE TOOLS	"2,254.35"	CAD	"2,254.35"	CAD	3099	GENERAL EQUIPMENT	PW2014	O&M W2 SRVS MTC&REPR	5533	"Automotive Parts, Accessories Stores"	ROCK DRILL KIT
TORONTO WATER	1323-95	02-10-2011	02-11-2011	RTC ELECTRONICS	56.27	CAD	56.27	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW2014	O&M W2 SRVS MTC&REPR	5732	Electronic Sales	BAORDROOM CABLES
TORONTO WATER	1325-126	02-11-2011	02-14-2011	BEST BUY CANADA #938	564.94	CAD	564.94	CAD	3099	GENERAL EQUIPMENT	PW2014	O&M W2 SRVS MTC&REPR	5732	Electronic Sales	GPS-TOTOM G0730
TORONTO WATER	1331-91	02-16-2011	02-17-2011	AUTOMOTIVE TOOLS	"1,803.48"	CAD	"1,803.48"	CAD	3080	M & E - HAND TOOLS	PW2014	O&M W2 SRVS MTC&REPR	5533	"Automotive Parts, Accessories Stores"	CUTTER KITS-REED 3132
					"4,769.26"	CAD	"4,769.26"	CAD							
TORONTO WATER	1314-55	02-06-2011	02-07-2011	ONSTAR CANADA       1-	28.19	CAD	28.19	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1081	HCTP SOLIDS TRT WA1	4814	Telecommunication Service Including Loca	IN CAR ASSISTANCE SERVICES
					28.19	CAD	28.19	CAD							
"PARKS, FORESTRY & RECREATION"	1323-81	02-09-2011	02-11-2011	CHAMBERS   COOKE LTD	135.60	CAD	135.60	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00430	N-EAST-WINTER MAINT	5199	Nondurable Goods Not Elsewhere Classifie	
"PARKS, FORESTRY & RECREATION"	1339-41	02-22-2011	02-23-2011	ALPINE LAWN   GARDEN E	267.63	CAD	267.63	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12135	ALNESS YD-FORESTRY-P	5261	Lawn and Garden Supply Stores	
"PARKS, FORESTRY & RECREATION"	1341-75	02-23-2011	02-24-2011	LAWSON PRODUCTS INC	248.71	CAD	248.71	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	7399	Business Services - Not Elsewhere Classi	
					651.94	CAD	651.94	CAD							
SOLID WASTE MANAGEMENT	1304-82	01-28-2011	02-01-2011	CDN TIRE STORE #00030	39.32	CAD	39.32	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0820	VICTORIA PARK TS OPE	5200	Home Supply Warehouse	
SOLID WASTE MANAGEMENT	1323-82	02-09-2011	02-11-2011	CDN TIRE STORE #00264	238.95	CAD	238.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0820	VICTORIA PARK TS OPE	5200	Home Supply Warehouse	
SOLID WASTE MANAGEMENT	1333-77	02-17-2011	02-18-2011	CANTOL	596.81	CAD	596.81	CAD	2570	JANITORIAL SUPPLIES	SW0820	VICTORIA PARK TS OPE	2842	"Specialty Cleaning, Polishing, and Sanit"	
SOLID WASTE MANAGEMENT	1344-102	02-24-2011	02-28-2011	CDN TIRE STORE #00264	94.34	CAD	94.34	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0820	VICTORIA PARK TS OPE	5200	Home Supply Warehouse	
					969.42	CAD	969.42	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1314-20	02-04-2011	02-07-2011	QUINN'S STEAKHOUSE	64.37	CAD	64.37	CAD	4820	BUSINESS MEETING EXPENSES	ED0170	ECONOMIC DEVELOPMENT	5812	"Eating Places, Restaurants"	MEETING - - TRRA
ECONOMIC DEVELOPMENT & CULTURE	1323-7	02-09-2011	02-11-2011	BAROOTES	59.81	CAD	59.81	CAD	4820	BUSINESS MEETING EXPENSES	ED0170	ECONOMIC DEVELOPMENT	5812	"Eating Places, Restaurants"	MEETING-TORONTO PORTLAND
ECONOMIC DEVELOPMENT & CULTURE	1334-13	02-17-2011	02-21-2011	GREATER TORONTO MARKET	"2,240.00"	CAD	"2,240.00"	CAD	4118	TICKETS AND ADMISSION FEES	ED0170	ECONOMIC DEVELOPMENT	5969	Direct Marketing - Other Direct Marketer	GEORGE FIERHELLER TRIBUTE DINNER
ECONOMIC DEVELOPMENT & CULTURE	1334-14	02-18-2011	02-21-2011	TORONTO MARRIOTT F B	52.20	CAD	52.20	CAD	4820	BUSINESS MEETING EXPENSES	ED0170	ECONOMIC DEVELOPMENT	5812	"Eating Places, Restaurants"	MEETING - PHASE 2 & JOINT INCUBATOR PLANNING
ECONOMIC DEVELOPMENT & CULTURE	1341-14	02-23-2011	02-24-2011	LAW SOCIETY OF UPPER C	62.75	CAD	62.75	CAD	4820	BUSINESS MEETING EXPENSES	ED0170	ECONOMIC DEVELOPMENT	5812	"Eating Places, Restaurants"	MEETING - -SKILLS IMPROVEMENT & PROGRAMS
					"2,479.13"	CAD	"2,479.13"	CAD							
"PARKS, FORESTRY & RECREATION"	1344-142	02-24-2011	02-28-2011	RONA # 55030	19.54	CAD	19.54	CAD	2710	GENERAL HARDWARE	P00430	N-EAST-WINTER MAINT	5251	Hardware Stores	
					19.54	CAD	19.54	CAD							
"PARKS, FORESTRY & RECREATION"	1316-64	02-06-2011	02-08-2011	CDN TIRE STORE #00241	66.64	CAD	66.64	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P10549	Y-REC SUPER3-PGM SUP	5200	Home Supply Warehouse	
"PARKS, FORESTRY & RECREATION"	1344-83	02-24-2011	02-28-2011	WAL-MART	93.48	CAD	93.48	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P10549	Y-REC SUPER3-PGM SUP	5310	Discount Stores	
"PARKS, FORESTRY & RECREATION"	1344-84	02-24-2011	02-28-2011	THE HOME DEPOT #7011	39.37	CAD	39.37	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P10549	Y-REC SUPER3-PGM SUP	5200	Home Supply Warehouse	6PK. BLADES
					199.49	CAD	199.49	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1310-50	02-03-2011	02-04-2011	TORONTO PARKING AUTHOR	2.25	CAD	2.25	CAD	4770	PARKING EXPENSES (INTOWN)	ED0127	BD-SEC-FOOD-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING - RIVERDALE IMMIGRANT WOMEN'S CENTRE
ECONOMIC DEVELOPMENT & CULTURE	1320-86	02-07-2011	02-10-2011	PARKING CHARGES-PARKSM	2.00	CAD	2.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0127	BD-SEC-FOOD-CENTRAL	5972	Stamp and Coin Stores - Philatelic and N	PARKING - MINISTER BROTTEN'S MEETING
ECONOMIC DEVELOPMENT & CULTURE	1343-90	02-23-2011	02-25-2011	EXPO CANADA FRANCE	50.00	CAD	50.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0127	BD-SEC-FOOD-CENTRAL	7399	Business Services - Not Elsewhere Classi	SIAL CANADA REGISTRATION
ECONOMIC DEVELOPMENT & CULTURE	1343-91	02-24-2011	02-25-2011	TORONTO PARKING AUTHOR	6.75	CAD	6.75	CAD	4770	PARKING EXPENSES (INTOWN)	ED0127	BD-SEC-FOOD-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING - CLIENT MEETINGS
					61.00	CAD	61.00	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1306-147	01-31-2011	02-02-2011	ONTARIO SEED HOME HRDW	285.16	CAD	285.16	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5251	Hardware Stores	seeds
ECONOMIC DEVELOPMENT & CULTURE	1308-116	02-01-2011	02-03-2011	ONTARIO SEED HOME HRDW	10.14	CAD	10.14	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5251	Hardware Stores	nursery marking pens
ECONOMIC DEVELOPMENT & CULTURE	1314-245	02-03-2011	02-07-2011	THOMPSON   MORGAN	72.11	CAD	72.11	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5261	Lawn and Garden Supply Stores	seeds
ECONOMIC DEVELOPMENT & CULTURE	1329-157	02-10-2011	02-16-2011	THE VILLAGE GREEN	31.58	CAD	31.58	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5261	Lawn and Garden Supply Stores	seeds
ECONOMIC DEVELOPMENT & CULTURE	1329-158	02-14-2011	02-16-2011	CANADIAN GARDENING   0	39.95	CAD	39.95	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0151	CD-AM-FAC-SPADINA HS	5968	Direct Marketing - Continuity/Subscripti	magazine subscription
ECONOMIC DEVELOPMENT & CULTURE	1329-159	02-16-2011	02-16-2011	STOKES SEEDS	22.34	CAD	22.34	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5969	Direct Marketing - Other Direct Marketer	seeds
ECONOMIC DEVELOPMENT & CULTURE	1337-27	02-18-2011	02-22-2011	FLORABUNDA SEEDS	24.86	CAD	24.86	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5261	Lawn and Garden Supply Stores	seeds
					486.14	CAD	486.14	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1304-4	01-31-2011	02-01-2011	PRICE CHOPPER #7869QPS	7.01	CAD	7.01	CAD	2750	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	food supplies for public programming
ECONOMIC DEVELOPMENT & CULTURE	1310-1	02-03-2011	02-04-2011	METRO #720         QPS	18.59	CAD	18.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	food for youth programing
ECONOMIC DEVELOPMENT & CULTURE	1310-2	02-02-2011	02-04-2011	NELLA CUTLERY   FOOD E	13.56	CAD	13.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0073	HS-MH-EDU-FORT YORK	5722	Household Appliance Stores	knives for program
ECONOMIC DEVELOPMENT & CULTURE	1316-3	02-07-2011	02-08-2011	METRO #720         QPS	31.03	CAD	31.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	food for programing
ECONOMIC DEVELOPMENT & CULTURE	1318-3	02-08-2011	02-09-2011	METRO #720         QPS	16.88	CAD	16.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	supplies for ketchen programme
ECONOMIC DEVELOPMENT & CULTURE	1323-1	02-09-2011	02-11-2011	LCBO/RAO #018	154.75	CAD	154.75	CAD	2760	ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5921	"Package Stores, Beer, Wine, Liquor"	Alcohol supply replenished from use for Queen Char
ECONOMIC DEVELOPMENT & CULTURE	1323-2	02-10-2011	02-11-2011	DISTRIBUTION SIGNATURE	36.15	CAD	36.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0101	HS-MH-PUB-FORT YORK	5111	"Stationery, Office Supplies, Printing an"	supplies for Mad for Marmalade programme
ECONOMIC DEVELOPMENT & CULTURE	1333-3	02-17-2011	02-18-2011	LOBLAWS 4.2        QPS	14.58	CAD	14.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	food for programing
ECONOMIC DEVELOPMENT & CULTURE	1341-4	02-23-2011	02-24-2011	IMPERIAL COFFEE SERVIC	104.42	CAD	104.42	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0117	HS-MH-RET-FORT YORK	5811	Caterers	food for resale from museum store
ECONOMIC DEVELOPMENT & CULTURE	1341-5	02-23-2011	02-24-2011	IMPERIAL COFFEE SERVIC	156.52	CAD	156.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0073	HS-MH-EDU-FORT YORK	5811	Caterers	food for programing
					553.49	CAD	553.49	CAD							
EMERGENCY MEDICAL SERVICES	1341-22	02-23-2011	02-24-2011	BEST BUY CANADA #927	79.09	CAD	79.09	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	B46751	OPS - DISTRICT 4	5732	Electronic Sales	BLACKBERRY CASE
					79.09	CAD	79.09	CAD							
"PARKS, FORESTRY & RECREATION"	1304-39	01-31-2011	02-01-2011	LOWES #02494*	197.02	CAD	197.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P03651	TECH SERV. 2-FACILIT	5200	Home Supply Warehouse	"2X3X96"" MULTI-PURPOSE SPF"
"PARKS, FORESTRY & RECREATION"	1320-42	02-09-2011	02-10-2011	LOWES #02494*	31.59	CAD	31.59	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P03651	TECH SERV. 2-FACILIT	5200	Home Supply Warehouse	"8 X 2-1/2"" GRN 1#"
"PARKS, FORESTRY & RECREATION"	1325-58	02-11-2011	02-14-2011	LOWES #02494*	67.38	CAD	67.38	CAD	2710	GENERAL HARDWARE	P03651	TECH SERV. 2-FACILIT	5200	Home Supply Warehouse	MULTIMETER RESI PRO DIGITAL ID
"PARKS, FORESTRY & RECREATION"	1327-42	02-14-2011	02-15-2011	LOWES #02494*	67.73	CAD	67.73	CAD	2531	LUMBER	P03651	TECH SERV. 2-FACILIT	5200	Home Supply Warehouse	2X4 FISSURED 219 USG 8PC
"PARKS, FORESTRY & RECREATION"	1329-36	02-14-2011	02-16-2011	THE HOME DEPOT #7001	224.18	CAD	224.18	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P03651	TECH SERV. 2-FACILIT	5200	Home Supply Warehouse	CEILRAN933
"PARKS, FORESTRY & RECREATION"	1329-37	02-14-2011	02-16-2011	THE HOME DEPOT #7001	180.75	CAD	180.75	CAD	3085	M & E - AIR CONDITIONING	P03651	TECH SERV. 2-FACILIT	5200	Home Supply Warehouse	HEATER
"PARKS, FORESTRY & RECREATION"	1331-29	02-15-2011	02-17-2011	CDN TIRE STORE #00264	19.40	CAD	19.40	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P03651	TECH SERV. 2-FACILIT	5200	Home Supply Warehouse	
"PARKS, FORESTRY & RECREATION"	1331-30	02-15-2011	02-17-2011	GLIDDEN#842          0	168.54	CAD	168.54	CAD	2715	PAINT SUPPLIES	P03651	TECH SERV. 2-FACILIT	5231	"Glass, Paint, Wallpaper Stores"	
"PARKS, FORESTRY & RECREATION"	1334-52	02-18-2011	02-21-2011	LOWES #02494*	30.44	CAD	30.44	CAD	2570	JANITORIAL SUPPLIES	P03651	TECH SERV. 2-FACILIT	5200	Home Supply Warehouse	900ML DRANO MAX GEL
					987.03	CAD	987.03	CAD							
"PARKS, FORESTRY & RECREATION"	1310-12	02-03-2011	02-04-2011	GLOBAL PET FOODS	84.74	CAD	84.74	CAD	2620	ANIMAL CARE SUPPLIES	P07648	SCARLETT WOODS-OPERA	5995	Pet Shops - Pet Food and Supplies	
"PARKS, FORESTRY & RECREATION"	1323-14	02-09-2011	02-11-2011	CDN TIRE STORE #00182	165.87	CAD	165.87	CAD	2710	GENERAL HARDWARE	P07647	HUMBER VALLEY-OPERAT	5200	Home Supply Warehouse	
"PARKS, FORESTRY & RECREATION"	1325-22	02-10-2011	02-14-2011	BRAFASCO / NORTH YORK	998.13	CAD	998.13	CAD	3099	GENERAL EQUIPMENT	P07647	HUMBER VALLEY-OPERAT	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1325-23	02-10-2011	02-14-2011	THE HOME DEPOT #7013	72.46	CAD	72.46	CAD	2575	ELECTRICAL SUPPLIES	P07647	HUMBER VALLEY-OPERAT	5200	Home Supply Warehouse	ANGLE PLUG
"PARKS, FORESTRY & RECREATION"	1325-24	02-10-2011	02-14-2011	THE HOME DEPOT #7013	32.39	CAD	32.39	CAD	2575	ELECTRICAL SUPPLIES	P07647	HUMBER VALLEY-OPERAT	5200	Home Supply Warehouse	12/3 SJOOW
"PARKS, FORESTRY & RECREATION"	1325-25	02-10-2011	02-14-2011	BRAFASCO / NORTH YORK	23.56	CAD	23.56	CAD	2710	GENERAL HARDWARE	P07648	SCARLETT WOODS-OPERA	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1344-21	02-25-2011	02-28-2011	NEARLY NEW GOLF BALLS	480.25	CAD	480.25	CAD	4409	CONTR SRV - LANDSCPG	P07648	SCARLETT WOODS-OPERA	5941	Sporting Goods Stores	
					"1,857.40"	CAD	"1,857.40"	CAD							
"PARKS, FORESTRY & RECREATION"	1318-40	02-08-2011	02-09-2011	IKEA NORTH YORK	84.67	CAD	84.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08021	ANCASTER-ARTS-VISL/P	5712	"Equipment, Furniture, and Home Furnishin"	
					84.67	CAD	84.67	CAD							
PUBLIC HEALTH	1314-109	02-04-2011	02-07-2011	U OF T OFFICE OF CEPD	400.00	CAD	400.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH4011	CD-DIR OFFICE	8220	"Colleges, Universities, Professional Sch"	"Risk Communication Workshop, Feb28-Mar2/2011"
PUBLIC HEALTH	1325-118	02-11-2011	02-14-2011	IMPARK PARKING 0210 09	11.00	CAD	11.00	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	PH4011	CD-DIR OFFICE	7523	Automobile Parking Lots and Garages	"Parking, ALPHA Meeting, Feb10/2011"
PUBLIC HEALTH	1329-89	02-14-2011	02-16-2011	IMPARK PARKING 0211 09	11.00	CAD	11.00	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	PH4011	CD-DIR OFFICE	7523	Automobile Parking Lots and Garages	"Parking, ALPHA Meeting, Feb11/2011"
					422.00	CAD	422.00	CAD							
PUBLIC HEALTH	1304-123	01-30-2011	02-01-2011	"INDIGO BOOKS   MUSIC,"	12.32	CAD	12.32	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	WRESTLING WITH LOVE
PUBLIC HEALTH	1304-124	01-31-2011	02-01-2011	"INDIGO BOOKS   MUSIC,"	49.82	CAD	49.82	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	CONCEPTS & CASES IN NURSING ETHICS
PUBLIC HEALTH	1304-125	01-31-2011	02-01-2011	YORK U-GENERAL ACCOUNT	12.00	CAD	12.00	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	8220	"Colleges, Universities, Professional Sch"	BD10-265
PUBLIC HEALTH	1308-101	02-02-2011	02-03-2011	"INDIGO BOOKS   MUSIC,"	21.45	CAD	21.45	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	ARRIVAL CITY: THE FINAL MIGRATION & OUR NEXT WORLD
PUBLIC HEALTH	1314-178	02-05-2011	02-07-2011	AMAZON EU	40.11	CAD	24.56	GBP	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5969	Direct Marketing - Other Direct Marketer	Book Order# A11-034
PUBLIC HEALTH	1314-179	02-06-2011	02-07-2011	AMAZON.CA	131.04	CAD	131.04	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	4816	Computer Network/Information Services	Book Order# A11-036
PUBLIC HEALTH	1314-180	02-06-2011	02-07-2011	"INDIGO BOOKS   MUSIC,"	125.63	CAD	125.63	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	Book Order# A11-032 & A11-033
PUBLIC HEALTH	1316-115	02-07-2011	02-08-2011	UNC CH HEALTH SCI LIBR	12.17	CAD	12.00	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	8220	"Colleges, Universities, Professional Sch"	Book Order# A11-042
PUBLIC HEALTH	1316-116	02-07-2011	02-08-2011	THE BOOK DEPOSITOR	42.41	CAD	42.41	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5999	Miscellaneous and Specialty Retail Store	Book Order# A11-044
PUBLIC HEALTH	1316-117	02-07-2011	02-08-2011	THE BOOK DEPOSITOR	163.98	CAD	163.98	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5999	Miscellaneous and Specialty Retail Store	Books Order A11-037 & A11-038
PUBLIC HEALTH	1316-118	02-07-2011	02-08-2011	THE BOOK DEPOSITOR	35.92	CAD	35.92	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5999	Miscellaneous and Specialty Retail Store	Book Order# A11-045
PUBLIC HEALTH	1316-119	02-07-2011	02-08-2011	THE BOOK DEPOSITOR	77.82	CAD	77.82	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5999	Miscellaneous and Specialty Retail Store	Book Order# A11-051
PUBLIC HEALTH	1316-120	02-07-2011	02-08-2011	THE BOOK DEPOSITOR	75.69	CAD	75.69	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5999	Miscellaneous and Specialty Retail Store	Books Order# A11-079 & A11-049
PUBLIC HEALTH	1318-116	02-08-2011	02-09-2011	BREAKWATER BOOKS LIMIT	22.41	CAD	22.41	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5942	Book Stores	Book Order A11-031
PUBLIC HEALTH	1323-128	02-10-2011	02-11-2011	"INDIGO BOOKS   MUSIC,"	34.86	CAD	34.86	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	Book Order# A11-035
PUBLIC HEALTH	1323-129	02-10-2011	02-11-2011	"INDIGO BOOKS   MUSIC,"	54.81	CAD	54.81	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	Book Order# A11-052
PUBLIC HEALTH	1323-130	02-10-2011	02-11-2011	ALIBRIS	28.97	CAD	28.97	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5942	Book Stores	Book Order# A11-043
PUBLIC HEALTH	1325-172	02-11-2011	02-14-2011	"INDIGO BOOKS   MUSIC,"	165.04	CAD	165.04	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	Book Order# A11-039 & A11-040
PUBLIC HEALTH	1325-173	02-11-2011	02-14-2011	THE BOOK DEPOSITOR	70.16	CAD	70.16	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5999	Miscellaneous and Specialty Retail Store	Book Order# A11-066
PUBLIC HEALTH	1325-174	02-11-2011	02-14-2011	THE BOOK DEPOSITOR	95.99	CAD	95.99	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5999	Miscellaneous and Specialty Retail Store	Book Order# A11-065
PUBLIC HEALTH	1325-175	02-11-2011	02-14-2011	THE BOOK DEPOSITOR	30.98	CAD	30.98	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5999	Miscellaneous and Specialty Retail Store	Book Order# A11-062
PUBLIC HEALTH	1325-176	02-11-2011	02-14-2011	THE BOOK DEPOSITOR	21.45	CAD	21.45	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5999	Miscellaneous and Specialty Retail Store	Book Order# A11-060
PUBLIC HEALTH	1325-177	02-12-2011	02-14-2011	AMAZON *MARKETPLCE CA	34.49	CAD	34.49	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	4816	Computer Network/Information Services	Book Order# A11-053
