Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre/WBS Element	Cost Centre/WBS Element Description	Merchant Type	Merchant type description	Purpose
LEGAL SERVICES	1529-203	06-30-2011	07-04-2011	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1529-204	06-30-2011	07-04-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1529-205	06-30-2011	07-04-2011	TERANET EXPRESS	43.00	CAD	43.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1529-206	06-30-2011	07-04-2011	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1529-207	06-30-2011	07-04-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1529-208	06-30-2011	07-04-2011	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1529-209	06-30-2011	07-04-2011	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1529-210	06-30-2011	07-04-2011	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1533-120	07-05-2011	07-06-2011	TERANET EXPRESS	16.00	CAD	16.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1533-121	07-05-2011	07-06-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1535-169	07-06-2011	07-07-2011	TERANET EXPRESS	12.50	CAD	12.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1535-170	07-06-2011	07-07-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1536-181	07-07-2011	07-08-2011	TERANET EXPRESS	13.00	CAD	13.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1536-182	07-07-2011	07-08-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1536-183	07-07-2011	07-08-2011	TERANET EXPRESS	53.00	CAD	53.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1541-225	07-08-2011	07-11-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1541-226	07-08-2011	07-11-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1543-133	07-11-2011	07-12-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1543-134	07-11-2011	07-12-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1544-136	07-12-2011	07-13-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1547-203	07-13-2011	07-14-2011	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1547-204	07-13-2011	07-14-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1547-205	07-13-2011	07-14-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1547-206	07-13-2011	07-14-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1549-162	07-14-2011	07-15-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1549-163	07-14-2011	07-15-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1551-196	07-15-2011	07-18-2011	TERANET EXPRESS	29.00	CAD	29.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1551-197	07-15-2011	07-18-2011	TERANET EXPRESS	6.00	CAD	6.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1551-198	07-15-2011	07-18-2011	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1555-134	07-19-2011	07-20-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1555-135	07-19-2011	07-20-2011	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1555-136	07-19-2011	07-20-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1557-170	07-20-2011	07-21-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1557-171	07-20-2011	07-21-2011	BSF-OSB/IC 2915534	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9399	Government Services - Not Elsewhere Clas	
LEGAL SERVICES	1558-148	07-21-2011	07-22-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
					370.00	CAD	370.00	CAD							
"PARKS, FORESTRY & RECREATION"	1533-122	07-04-2011	07-06-2011	ONEIDA EQUIPMENT LTD	108.95	CAD	108.95	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00404	N-CENTRAL-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	"spark plugs, sharpen hedge trimmer blades"
"PARKS, FORESTRY & RECREATION"	1535-171	07-05-2011	07-07-2011	THE HOME DEPOT #7134	41.46	CAD	41.46	CAD	2710	GENERAL HARDWARE	P00404	N-CENTRAL-TURF&HORT	5200	Home Supply Warehouse	5PK ICEEDG
"PARKS, FORESTRY & RECREATION"	1544-137	07-12-2011	07-13-2011	SHERIDAN NURSERIES	167.23	CAD	167.23	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00128	UNIVERSITY PK-WEEDS	5261	Lawn and Garden Supply Stores	plant material
"PARKS, FORESTRY & RECREATION"	1561-189	07-21-2011	07-25-2011	THE HOME DEPOT #7129	20.33	CAD	20.33	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00404	N-CENTRAL-TURF&HORT	5200	Home Supply Warehouse	"16"" PED FAN"
"PARKS, FORESTRY & RECREATION"	1561-190	07-21-2011	07-25-2011	MONARCH PAINTS (1998)	144.55	CAD	144.55	CAD	2715	PAINT SUPPLIES	P00404	N-CENTRAL-TURF&HORT	5198	"Paints, Varnishes, and Supplies"	paint for park benches
					482.52	CAD	482.52	CAD							
EMERGENCY MEDICAL SERVICES	1533-123	06-28-2011	07-06-2011	M. C. REPRODUCTIONS	70.06	CAD	70.06	CAD	4199	OTHER PROFESSIONAL AND TECHNICAL SERVICE	B29100	COMMUNITY MEDICINE	5943	"Office, School Supply, and Stationery St"	WELLNESS CLINIC POSTER/GATOR BACKING
EMERGENCY MEDICAL SERVICES	1536-184	07-07-2011	07-08-2011	TORONTO PARKING AUTHOR	3.00	CAD	3.00	CAD	4770	PARKING EXPENSES (INTOWN)	B29100	COMMUNITY MEDICINE	7523	Automobile Parking Lots and Garages	PARKING AT 1775 EGLINTON AVE
EMERGENCY MEDICAL SERVICES	1541-227	07-09-2011	07-11-2011	ALENTUS CORPORATION	536.00	CAD	536.00	CAD	4995	OTHER EXPENSES	B29100	COMMUNITY MEDICINE	4816	Computer Network/Information Services	PADMINISTRATOR ADMIN FEE
					609.06	CAD	609.06	CAD							
"PARKS, FORESTRY & RECREATION"	1529-211	06-30-2011	07-04-2011	LAKESHORE LUMBER	385.88	CAD	385.88	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5251	Hardware Stores	building supplies for pool openings
"PARKS, FORESTRY & RECREATION"	1531-106	07-04-2011	07-05-2011	ABC FIRE DOOR	265.55	CAD	265.55	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5211	"Building Materials, Lumber Stores"	HM doors
"PARKS, FORESTRY & RECREATION"	1549-164	07-14-2011	07-15-2011	ABC FIRE DOOR	678.00	CAD	678.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5211	"Building Materials, Lumber Stores"	neoprene sweeps for doors
"PARKS, FORESTRY & RECREATION"	1549-165	07-14-2011	07-15-2011	AUTOMOTIVE TOOLS	239.00	CAD	239.00	CAD	3080	M & E - HAND TOOLS	P12786	KIPLING YD-S-FAC&MEC	5533	"Automotive Parts, Accessories Stores"	grinder kit
"PARKS, FORESTRY & RECREATION"	1558-149	07-21-2011	07-22-2011	LAKESHORE LUMBER	377.11	CAD	377.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5251	Hardware Stores	wading pools/header trench down spouts
"PARKS, FORESTRY & RECREATION"	1561-191	07-22-2011	07-25-2011	LAKESHORE LUMBER	299.70	CAD	299.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5251	Hardware Stores	materials for new wading pool valve boxes
					"2,245.24"	CAD	"2,245.24"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1561-192	07-23-2011	07-25-2011	RONALD YEW	13.00	CAD	13.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0122	BD-SEC-CORP-CENTRAL	4121	Limousines and Taxicabs	Taxi - Mtg w/ external clients
					13.00	CAD	13.00	CAD							
"PARKS, FORESTRY & RECREATION"	1535-172	07-06-2011	07-07-2011	CUSTOM DOOR   LOCK SER	17.74	CAD	17.74	CAD	2730	LOCKS	P00548	S-EAST 1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	key cutting
"PARKS, FORESTRY & RECREATION"	1555-137	07-19-2011	07-20-2011	SHOPPERS DRUG MART #08	16.51	CAD	16.51	CAD	4805	POSTAGE	P00548	S-EAST 1-TURF&HORT	9402	Postal Services - Government Only	Postage - soil testing
"PARKS, FORESTRY & RECREATION"	1561-193	07-22-2011	07-25-2011	UOFG-LAB SERVICES DIVI	105.00	CAD	105.00	CAD	4995	OTHER EXPENSES	P00548	S-EAST 1-TURF&HORT	5942	Book Stores	Soil testing
					139.25	CAD	139.25	CAD							
TORONTO WATER	1535-173	07-05-2011	07-07-2011	CDN TIRE STORE #00070	203.37	CAD	203.37	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	PW1011	RL CLARK WA2 SERVCS	5200	Home Supply Warehouse	Propane tanks for space heaters
TORONTO WATER	1568-154	07-27-2011	07-29-2011	CENTRAL IRRIGATION	198.93	CAD	198.93	CAD	2165	PARTS - CONTROL SYSTEMS	PW1011	RL CLARK WA2 SERVCS	7399	Business Services - Not Elsewhere Classi	Replacement parts - irrigation system
					402.30	CAD	402.30	CAD							
FACILITIES MANAGEMENT	1529-212	06-30-2011	07-04-2011	TERANET EXPRESS	4.50	CAD	4.50	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1536-185	07-07-2011	07-08-2011	TERANET EXPRESS	20.00	CAD	20.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1541-228	07-08-2011	07-11-2011	TERANET EXPRESS	128.00	CAD	128.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1541-229	07-08-2011	07-11-2011	TERANET EXPRESS	26.50	CAD	26.50	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1541-230	07-08-2011	07-11-2011	TERANET EXPRESS	24.00	CAD	24.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1541-231	07-08-2011	07-11-2011	TERANET EXPRESS	3.50	CAD	3.50	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1543-135	07-11-2011	07-12-2011	TERANET EXPRESS	42.00	CAD	42.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1543-136	07-11-2011	07-12-2011	TERANET EXPRESS	14.50	CAD	14.50	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1544-138	07-12-2011	07-13-2011	TERANET EXPRESS	19.00	CAD	19.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1544-139	07-12-2011	07-13-2011	TERANET EXPRESS	31.00	CAD	31.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1547-207	07-13-2011	07-14-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1549-166	07-14-2011	07-15-2011	TERANET EXPRESS	17.00	CAD	17.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1549-167	07-14-2011	07-15-2011	TERANET EXPRESS	6.50	CAD	6.50	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1551-199	07-15-2011	07-18-2011	TERANET EXPRESS	46.50	CAD	46.50	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1551-200	07-15-2011	07-18-2011	TERANET EXPRESS	7.50	CAD	7.50	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1553-109	07-18-2011	07-19-2011	TERANET EXPRESS	11.00	CAD	11.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1553-110	07-18-2011	07-19-2011	TERANET EXPRESS	37.50	CAD	37.50	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1557-172	07-20-2011	07-21-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1563-111	07-25-2011	07-26-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1565-128	07-26-2011	07-27-2011	TERANET EXPRESS	1.00	CAD	1.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1565-129	07-26-2011	07-27-2011	TERANET EXPRESS	3.50	CAD	3.50	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1567-151	07-27-2011	07-28-2011	TERANET EXPRESS	41.00	CAD	41.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
FACILITIES MANAGEMENT	1567-152	07-27-2011	07-28-2011	TERANET EXPRESS	11.00	CAD	11.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	Title Searches
					522.50	CAD	522.50	CAD							
"PARKS, FORESTRY & RECREATION"	1529-213	06-29-2011	07-04-2011	PARTY PACKAGERS (770 L	50.48	CAD	50.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04631	ANCASTER-SUMR CAMP	5999	Miscellaneous and Specialty Retail Store	preschool camp special event
"PARKS, FORESTRY & RECREATION"	1531-107	07-04-2011	07-05-2011	TOYS R US #3570	69.98	CAD	69.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11394	ANCASTER-SOC PGM	5945	"Game, Toy, and Hobby Shops"	Water play tables - Summer camp
"PARKS, FORESTRY & RECREATION"	1531-108	07-04-2011	07-05-2011	J   J CRAFTS	943.06	CAD	943.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04631	ANCASTER-SUMR CAMP	5970	"Artist Supply Stores, Craft Shops"	Craft supplies - Summer Camps
"PARKS, FORESTRY & RECREATION"	1533-124	07-05-2011	07-06-2011	MICHAELS #3983	24.85	CAD	24.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04631	ANCASTER-SUMR CAMP	5945	"Game, Toy, and Hobby Shops"	Craft supplies - Summer Camps
"PARKS, FORESTRY & RECREATION"	1533-125	07-05-2011	07-06-2011	METRO #493	336.92	CAD	336.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11394	ANCASTER-SOC PGM	5411	"Grocery Stores, Supermarkets"	Food for Summer Camp
"PARKS, FORESTRY & RECREATION"	1533-126	07-05-2011	07-06-2011	J   J CRAFTS	131.35	CAD	131.35	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04631	ANCASTER-SUMR CAMP	5970	"Artist Supply Stores, Craft Shops"	Craft supplies - Summer Camps
"PARKS, FORESTRY & RECREATION"	1535-174	07-06-2011	07-07-2011	STAPLES STORE #15	59.95	CAD	59.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11394	ANCASTER-SOC PGM	5943	"Office, School Supply, and Stationery St"	Craft supplies - Summer Camps
"PARKS, FORESTRY & RECREATION"	1535-175	07-06-2011	07-07-2011	BATHURST BOWLERAMA	271.77	CAD	271.77	CAD	4118	TICKETS AND ADMISSION FEES	P04631	ANCASTER-SUMR CAMP	7933	Bowling Alleys	Admission fees - Summer camp
"PARKS, FORESTRY & RECREATION"	1536-186	07-07-2011	07-08-2011	THE KIDS FUN FACTORY	197.75	CAD	197.75	CAD	4118	TICKETS AND ADMISSION FEES	P11394	ANCASTER-SOC PGM	5947	"Card, Gift, Novelty, and Souvenir Shops"	workshop - Summer camp
"PARKS, FORESTRY & RECREATION"	1541-232	07-08-2011	07-11-2011	METRO #493	115.98	CAD	115.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11394	ANCASTER-SOC PGM	5411	"Grocery Stores, Supermarkets"	Food for Summer Camp
"PARKS, FORESTRY & RECREATION"	1555-138	07-19-2011	07-20-2011	NOFRILLS PATS 1330	47.00	CAD	47.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04631	ANCASTER-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	Cooking for summer camp
"PARKS, FORESTRY & RECREATION"	1557-173	07-19-2011	07-21-2011	ADMITEC	123.17	CAD	123.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04631	ANCASTER-SUMR CAMP	8999	Professional Services - Not Elsewhere Cl	Camp wristbands
"PARKS, FORESTRY & RECREATION"	1561-194	07-22-2011	07-25-2011	WAL-MART # 3105	10.51	CAD	10.51	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P04631	ANCASTER-SUMR CAMP	5310	Discount Stores	photo's - summer camp
"PARKS, FORESTRY & RECREATION"	1563-112	07-25-2011	07-26-2011	NOFRILLS PATS 1330	168.69	CAD	168.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04631	ANCASTER-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	Cooking for summer camp
"PARKS, FORESTRY & RECREATION"	1563-113	07-25-2011	07-26-2011	SCOOTERS ROLLER PALACE	350.00	CAD	350.00	CAD	4118	TICKETS AND ADMISSION FEES	P04631	ANCASTER-SUMR CAMP	5941	Sporting Goods Stores	Admission fees - Summer camp
"PARKS, FORESTRY & RECREATION"	1565-130	07-26-2011	07-27-2011	MICHAELS #3983	83.69	CAD	83.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04631	ANCASTER-SUMR CAMP	5945	"Game, Toy, and Hobby Shops"	Craft supplies - Summer Camps
"PARKS, FORESTRY & RECREATION"	1565-131	07-26-2011	07-27-2011	NFB-MEDIATHEQUE-ONF	125.00	CAD	125.00	CAD	4118	TICKETS AND ADMISSION FEES	P04631	ANCASTER-SUMR CAMP	9399	Government Services - Not Elsewhere Clas	Admission fees - Summer camp
"PARKS, FORESTRY & RECREATION"	1568-155	07-28-2011	07-29-2011	BEST BUY CANADA #927	459.01	CAD	459.01	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P11394	ANCASTER-SOC PGM	5732	Electronic Sales	TV - Ancaster Comm. Ctr.
"PARKS, FORESTRY & RECREATION"	1568-156	07-28-2011	07-29-2011	YOUNG PEOPLE'S THEATRE	452.00	CAD	452.00	CAD	4118	TICKETS AND ADMISSION FEES	P04631	ANCASTER-SUMR CAMP	7911	"Dance Halls, Schools, and Studios"	Admission fees - Summer camp
					"4,021.16"	CAD	"4,021.16"	CAD							
"PARKS, FORESTRY & RECREATION"	1529-214	06-30-2011	07-04-2011	CDN TIRE STORE #00264	128.12	CAD	128.12	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12852	STAFF SUPPORT - SC	5200	Home Supply Warehouse	training materials
					128.12	CAD	128.12	CAD							
TORONTO WATER	1557-174	07-20-2011	07-21-2011	BZW	180.50	CAD	185.39	USD	2120	PARTS - MACHINERY & EQUIPMENT	PW1042	ISLAND SERVICES WA4	4812	Telecommunication Equipment Including Te	WIRELESS DATA LOGGING WEATHER CENTRE WITH SOFTWARE
					180.50	CAD	185.39	USD							
LEGAL SERVICES	1531-110	07-04-2011	07-05-2011	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1531-111	07-04-2011	07-05-2011	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1533-127	07-05-2011	07-06-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1541-233	07-08-2011	07-11-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1543-137	07-11-2011	07-12-2011	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1543-138	07-11-2011	07-12-2011	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1544-140	07-12-2011	07-13-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1544-141	07-12-2011	07-13-2011	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1544-142	07-12-2011	07-13-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1544-143	07-12-2011	07-13-2011	TERANET EXPRESS	4.00	CAD	4.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1544-144	07-12-2011	07-13-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1547-208	07-13-2011	07-14-2011	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1553-111	07-18-2011	07-19-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1553-112	07-18-2011	07-19-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1555-139	07-19-2011	07-20-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1555-140	07-19-2011	07-20-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
