Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre/WBS Element	Cost Centre/WBS Element Description	Merchant Type	Merchant type description	Purpose
LEGAL SERVICES	1408-197	04-08-2011	04-11-2011	TERANET EXPRESS	41.00	CAD	41.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1408-198	04-08-2011	04-11-2011	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1408-199	04-08-2011	04-11-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1408-200	04-08-2011	04-11-2011	TERANET EXPRESS	11.50	CAD	11.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1410-92	04-11-2011	04-12-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1410-93	04-11-2011	04-12-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1412-134	04-12-2011	04-13-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1412-135	04-12-2011	04-13-2011	TERANET EXPRESS	6.50	CAD	6.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1412-136	04-12-2011	04-13-2011	TERANET EXPRESS	15.50	CAD	15.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1412-137	04-12-2011	04-13-2011	TERANET EXPRESS	46.00	CAD	46.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1412-138	04-12-2011	04-13-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1413-133	04-13-2011	04-14-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1413-134	04-13-2011	04-14-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1413-135	04-13-2011	04-14-2011	TERANET EXPRESS	93.50	CAD	93.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1413-136	04-13-2011	04-14-2011	TERANET EXPRESS	23.00	CAD	23.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1413-137	04-13-2011	04-14-2011	TERANET EXPRESS	5.50	CAD	5.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1413-138	04-13-2011	04-14-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1417-103	04-14-2011	04-15-2011	TERANET EXPRESS	36.00	CAD	36.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1417-104	04-14-2011	04-15-2011	TERANET EXPRESS	27.50	CAD	27.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1417-105	04-14-2011	04-15-2011	TERANET EXPRESS	5.00	CAD	5.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1419-145	04-15-2011	04-18-2011	TERANET EXPRESS	19.00	CAD	19.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1420-117	04-18-2011	04-19-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1420-118	04-18-2011	04-19-2011	TERANET EXPRESS	10.50	CAD	10.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1423-129	04-19-2011	04-20-2011	TERANET EXPRESS	24.00	CAD	24.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1423-130	04-19-2011	04-20-2011	TERANET EXPRESS	13.00	CAD	13.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1424-102	04-20-2011	04-21-2011	TERANET EXPRESS	56.00	CAD	56.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1424-103	04-20-2011	04-21-2011	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1425-162	04-21-2011	04-25-2011	TERANET EXPRESS	4.00	CAD	4.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1431-67	04-26-2011	04-27-2011	TERANET EXPRESS	5.00	CAD	5.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1432-116	04-27-2011	04-28-2011	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1435-130	04-28-2011	04-29-2011	TERANET EXPRESS	14.00	CAD	14.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
					836.50	CAD	836.50	CAD							
TORONTO WATER	1419-146	04-15-2011	04-18-2011	TORONTO PARKING AUTHOR	22.00	CAD	22.00	CAD	4770	PARKING EXPENSES (INTOWN)	PW1008	RL CLARK ADMIN	7523	Automobile Parking Lots and Garages	Parking at Univ of Toronto for Facility Mgt course
					22.00	CAD	22.00	CAD							
"PARKS, FORESTRY & RECREATION"	1398-84	04-04-2011	04-05-2011	PARAGON INDUSTRIAL PHO	45.20	CAD	45.20	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	P00483	S-WEST 2-PKS EQP MNT	7333	"Commercial Art, Graphics, Photography"	print/enlargment/scan to file
"PARKS, FORESTRY & RECREATION"	1400-120	04-05-2011	04-06-2011	PARAGON INDUSTRIAL PHO	20.34	CAD	20.34	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	P00483	S-WEST 2-PKS EQP MNT	7333	"Commercial Art, Graphics, Photography"	reproductions
"PARKS, FORESTRY & RECREATION"	1404-152	04-05-2011	04-07-2011	WURTH CANADA LIMITED/L	-237.29	CAD	-237.29	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	fasteners
"PARKS, FORESTRY & RECREATION"	1404-153	04-05-2011	04-07-2011	WURTH CANADA LIMITED/L	-551.41	CAD	-551.41	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	fasteners
"PARKS, FORESTRY & RECREATION"	1408-201	04-06-2011	04-11-2011	GFL ENVIRONMENTAL EAST	104.53	CAD	104.53	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00483	S-WEST 2-PKS EQP MNT	4900	"Utilities - Electric, Gas, Sanitary, Wat"	parts washer service
"PARKS, FORESTRY & RECREATION"	1413-139	04-12-2011	04-14-2011	NAPA PICKERING #687	413.58	CAD	413.58	CAD	2401	LUBRICANTS	P00483	S-WEST 2-PKS EQP MNT	5533	"Automotive Parts, Accessories Stores"	lubricants
"PARKS, FORESTRY & RECREATION"	1423-131	04-19-2011	04-20-2011	PRINCESS AUTO	106.20	CAD	106.20	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	hydraulic parts
"PARKS, FORESTRY & RECREATION"	1432-117	04-26-2011	04-28-2011	GRAPHIC COMMERCE LTD	355.95	CAD	355.95	CAD	2090	GRAPHIC DESIGN SUPPLIES	P13306	SIGN SHOP-BOOTH YARD	7333	"Commercial Art, Graphics, Photography"	
"PARKS, FORESTRY & RECREATION"	1432-118	04-26-2011	04-28-2011	GRAPHIC COMMERCE LTD	640.71	CAD	640.71	CAD	2090	GRAPHIC DESIGN SUPPLIES	P13306	SIGN SHOP-BOOTH YARD	7333	"Commercial Art, Graphics, Photography"	signage material/hardware
"PARKS, FORESTRY & RECREATION"	1435-131	04-27-2011	04-29-2011	GRAPHIC COMMERCE LTD	800.04	CAD	800.04	CAD	2090	GRAPHIC DESIGN SUPPLIES	P13306	SIGN SHOP-BOOTH YARD	7333	"Commercial Art, Graphics, Photography"	signage material/hardware
					"1,697.85"	CAD	"1,697.85"	CAD							
TRANPORTATION 	1432-119	04-27-2011	04-28-2011	NU FAIR-GREEN SOD FARM	576.30	CAD	576.30	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	5967	Direct Marketing - Inbound Telemarketing	
					576.30	CAD	576.30	CAD							
"PARKS, FORESTRY & RECREATION"	1413-140	04-06-2011	04-14-2011	WOLSELEY CDA INC-HUDSO	498.92	CAD	498.92	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING PARTS
"PARKS, FORESTRY & RECREATION"	1413-141	04-06-2011	04-14-2011	WOLSELEY CDA INC-HUDSO	302.39	CAD	302.39	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING PARTS
"PARKS, FORESTRY & RECREATION"	1413-142	04-06-2011	04-14-2011	WOLSELEY CDA INC-HUDSO	183.63	CAD	183.63	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING PARTS
"PARKS, FORESTRY & RECREATION"	1413-143	04-11-2011	04-14-2011	WOLSELEY CDA INC-HUDSO	53.08	CAD	53.08	CAD	2535	PLUMBING SUPPLIES	P07726	N TORONTO-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING PARTS
"PARKS, FORESTRY & RECREATION"	1413-144	04-11-2011	04-14-2011	WOLSELEY CDA INC-HUDSO	372.46	CAD	372.46	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING PARTS
"PARKS, FORESTRY & RECREATION"	1413-145	04-11-2011	04-14-2011	WOLSELEY CDA INC-HUDSO	133.34	CAD	133.34	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING PARTS
"PARKS, FORESTRY & RECREATION"	1413-146	04-11-2011	04-14-2011	WOLSELEY CDA INC-HUDSO	195.26	CAD	195.26	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING PARTS
"PARKS, FORESTRY & RECREATION"	1417-106	04-14-2011	04-15-2011	CENTENNIAL PLUMBING SU	423.75	CAD	423.75	CAD	2535	PLUMBING SUPPLIES	P06684	DRIFTWOOD CC-OPERATI	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING PARTS
"PARKS, FORESTRY & RECREATION"	1419-147	04-14-2011	04-18-2011	CDN TIRE STORE #00459	51.27	CAD	51.27	CAD	2710	GENERAL HARDWARE	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	PLUMBING TOOLS
"PARKS, FORESTRY & RECREATION"	1419-148	04-15-2011	04-18-2011	CENTENNIAL PLUMBING SU	218.77	CAD	218.77	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING PARTS
"PARKS, FORESTRY & RECREATION"	1423-132	04-13-2011	04-20-2011	WOLSELEY CDA INC-HUDSO	300.69	CAD	300.69	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING PARTS
"PARKS, FORESTRY & RECREATION"	1423-133	04-13-2011	04-20-2011	WOLSELEY CDA INC-HUDSO	28.94	CAD	28.94	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING PARTS
"PARKS, FORESTRY & RECREATION"	1423-134	04-13-2011	04-20-2011	WOLSELEY CDA INC-HUDSO	8.45	CAD	8.45	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING PARTS
"PARKS, FORESTRY & RECREATION"	1423-135	04-13-2011	04-20-2011	WOLSELEY CDA INC-HUDSO	79.30	CAD	79.30	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING PARTS
"PARKS, FORESTRY & RECREATION"	1423-136	04-15-2011	04-20-2011	WOLSELEY CDA INC-HUDSO	427.77	CAD	427.77	CAD	2535	PLUMBING SUPPLIES	P00409	N-EAST1-TURF&HORT	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING PARTS
"PARKS, FORESTRY & RECREATION"	1424-104	04-19-2011	04-21-2011	CDN TIRE STORE #00459	56.48	CAD	56.48	CAD	2535	PLUMBING SUPPLIES	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	PLUMBING PARTS
					"3,334.50"	CAD	"3,334.50"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1393-149	03-31-2011	04-01-2011	LOBLAWS #1010	148.05	CAD	148.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	program food and supplies
ECONOMIC DEVELOPMENT & CULTURE	1398-85	04-04-2011	04-05-2011	STAPLES STORE #214	66.67	CAD	66.67	CAD	4805	POSTAGE	AH0087	HS-MH-PRS-GIBSON HOU	5943	"Office, School Supply, and Stationery St"	"Postage, see attached memo"
ECONOMIC DEVELOPMENT & CULTURE	1404-154	04-06-2011	04-07-2011	LOBLAWS #1010	108.91	CAD	108.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"cream, stewing beef, milk, apple cider, etc"
ECONOMIC DEVELOPMENT & CULTURE	1406-137	04-07-2011	04-08-2011	LOBLAWS #1010      QPS	8.48	CAD	8.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"turnip, potato & vinegar"
ECONOMIC DEVELOPMENT & CULTURE	1412-139	04-11-2011	04-13-2011	PARKERS CLEANERS	81.32	CAD	81.32	CAD	2670	UNIFORMS	AH0087	HS-MH-PRS-GIBSON HOU	7216	Dry Cleaners	Dry cleaning costumes (3 pieces)
ECONOMIC DEVELOPMENT & CULTURE	1419-149	04-15-2011	04-18-2011	LOBLAWS #1010	78.03	CAD	78.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0096	HS-MH-PUB-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"cream, butter, sage, cheese, apples,etc."
ECONOMIC DEVELOPMENT & CULTURE	1420-119	04-15-2011	04-19-2011	AMBROSIA THORNHILL INC	56.71	CAD	56.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0096	HS-MH-PUB-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"Bulk flour & sugar, nutmet and jam"
ECONOMIC DEVELOPMENT & CULTURE	1425-163	04-21-2011	04-25-2011	WOOLFITTS ART ENTERPRI	46.50	CAD	46.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0054	HS-MH-CLM-GIBSON HOU	5970	"Artist Supply Stores, Craft Shops"	Foam boards an graming boards
					594.67	CAD	594.67	CAD							
TORONTO WATER	1404-155	04-05-2011	04-07-2011	MOE-DRINK WAT WASTE CE	115.00	CAD	115.00	CAD	4830	PERMIT & LICENSE FEES	PW3012	O&M EAST SRV MTC&RPR	9399	Government Services - Not Elsewhere Clas	Water operator certificate
TORONTO WATER	1413-147	04-13-2011	04-14-2011	2001 AUDIO VIDEO	11.28	CAD	11.28	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	PW3012	O&M EAST SRV MTC&RPR	5732	Electronic Sales	Speaker wire couplers fro Tiffield common room
TORONTO WATER	1413-148	04-13-2011	04-14-2011	TIGERDIRECT.CA	263.20	CAD	263.20	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	PW3012	O&M EAST SRV MTC&RPR	5734	Computer Software Stores	Audio visual cables for Tiffield common rm
TORONTO WATER	1424-105	04-20-2011	04-21-2011	TIGERDIRECT.CA	-42.93	CAD	-42.93	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	PW3012	O&M EAST SRV MTC&RPR	5734	Computer Software Stores	Return -audio visual cable not required
TORONTO WATER	1431-68	04-26-2011	04-27-2011	2001 AUDIO VIDEO #40	22.58	CAD	22.58	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	PW3012	O&M EAST SRV MTC&RPR	5732	Electronic Sales	SPEAKER WIRE COUPLERS
					369.13	CAD	369.13	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1404-156	04-05-2011	04-07-2011	PAYPAL *AKIMBOARTPR	90.40	CAD	90.40	CAD	4414	ADVERTISING & PROMOTION	ED0139	EN-PSU-PSUP-CENTRAL	8999	Professional Services - Not Elsewhere Cl	Advertisement on website
					90.40	CAD	90.40	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1393-150	03-31-2011	04-01-2011	METRIC STORAGE SYSTEMS	"1,001.18"	CAD	"1,001.18"	CAD	3310	FURNISHINGS	AH0056	HS-MH-CLM-98 ATLANTI	5969	Direct Marketing - Other Direct Marketer	Rousseau Spider series steel shelving units & ship
ECONOMIC DEVELOPMENT & CULTURE	1412-140	04-12-2011	04-13-2011	ONE WAY SOLUTIONS	833.03	CAD	840.94	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0059	HS-MH-CLR-98 ATLANTI	5999	Miscellaneous and Specialty Retail Store	solid deck plastic pallets for artifact storage
ECONOMIC DEVELOPMENT & CULTURE	1413-149	04-12-2011	04-14-2011	CPC/SCP #370215	15.55	CAD	15.55	CAD	4805	POSTAGE	AH0090	HS-MH-PRS-98 ATLANTI	9402	Postal Services - Government Only	XpressPost letter to kCanadian Firearms Centre
ECONOMIC DEVELOPMENT & CULTURE	1419-150	04-14-2011	04-18-2011	CDN TIRE STORE #00019	56.48	CAD	56.48	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0059	HS-MH-CLR-98 ATLANTI	5200	Home Supply Warehouse	12 DC air compressor/12V AC/DC electrical converte
ECONOMIC DEVELOPMENT & CULTURE	1423-137	04-19-2011	04-20-2011	CDN ASSOC FOR CONSERV	330.00	CAD	330.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	AH0056	HS-MH-CLM-98 ATLANTI	8699	"Organizations, Membership - Not Elsewher"	Conference Fees 
ECONOMIC DEVELOPMENT & CULTURE	1432-120	04-26-2011	04-28-2011	MAXWELL FABRICS LTD	108.01	CAD	108.01	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0059	HS-MH-CLR-98 ATLANTI	5131	"Piece Goods, Notions, and Other Dry Good"	2 yards of fabric for Spadina tablecloth
ECONOMIC DEVELOPMENT & CULTURE	1432-121	04-26-2011	04-28-2011	CDN TIRE STORE #00654	11.29	CAD	11.29	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0059	HS-MH-CLR-98 ATLANTI	5200	Home Supply Warehouse	12V DC air compressor
ECONOMIC DEVELOPMENT & CULTURE	1432-122	04-26-2011	04-28-2011	CDN TIRE STORE #00654	-22.59	CAD	-22.59	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0059	HS-MH-CLR-98 ATLANTI	5200	Home Supply Warehouse	Refund for returned 12V DC air compressor
					"2,332.95"	CAD	"1,499.92"	CAD							
							840.94	USD							
"PARKS, FORESTRY & RECREATION"	1432-123	04-26-2011	04-28-2011	DESERRES	75.51	CAD	75.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13193	LOCSUP-MAPLELFPK	5970	"Artist Supply Stores, Craft Shops"	CARTOONING SUPPLIES
					75.51	CAD	75.51	CAD							
TORONTO ENVIRONMENT OFFICE	1400-121	04-05-2011	04-06-2011	GES CANADA - MISSISSAU	115.26	CAD	115.26	CAD	4590	RENTAL - OTHER	WE0702	LIVE GREEN-MARKETING	7399	Business Services - Not Elsewhere Classi	Extra undraped table for Green Living Show Booth
TORONTO ENVIRONMENT OFFICE	1400-122	04-05-2011	04-06-2011	STAPLES STORE #28	57.40	CAD	57.40	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	WE0702	LIVE GREEN-MARKETING	5943	"Office, School Supply, and Stationery St"	"GreenTorontoAwards:RefreshmentTickets,Sign holder"
TORONTO ENVIRONMENT OFFICE	1404-157	04-06-2011	04-07-2011	TORONTO PARKING AUTHOR	6.00	CAD	6.00	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	WE0702	LIVE GREEN-MARKETING	7523	Automobile Parking Lots and Garages	Parking - PPD Video Editing
TORONTO ENVIRONMENT OFFICE	1410-94	04-08-2011	04-12-2011	CANADA WIDE PARKING	5.00	CAD	5.00	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	WE0702	LIVE GREEN-MARKETING	7523	Automobile Parking Lots and Garages	Parking - PPD Video Editing
TORONTO ENVIRONMENT OFFICE	1413-150	04-13-2011	04-14-2011	STAPLES STORE #28	64.25	CAD	64.25	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	WE0702	LIVE GREEN-MARKETING	5943	"Office, School Supply, and Stationery St"	Green Living Show : Velcro
TORONTO ENVIRONMENT OFFICE	1417-107	04-14-2011	04-15-2011	TORONTO PARKING AUTHOR	1.50	CAD	1.50	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	WE0702	LIVE GREEN-MARKETING	7523	Automobile Parking Lots and Garages	Parking - Green Toronto Awards:Certificate Dropoff
TORONTO ENVIRONMENT OFFICE	1419-151	04-14-2011	04-18-2011	DIRECT ENERGY CENTRE	"1,457.70"	CAD	"1,457.70"	CAD	4199	OTHER PROFESSIONAL AND TECHNICAL SERVICE	WE0702	LIVE GREEN-MARKETING	9399	Government Services - Not Elsewhere Clas	Direct Energy Centre - Carpet Cleaning
TORONTO ENVIRONMENT OFFICE	1419-152	04-16-2011	04-18-2011	EXHIBITION PLACE-PARKI	13.00	CAD	13.00	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	WE0702	LIVE GREEN-MARKETING	7523	Automobile Parking Lots and Garages	Parking-GreenLivingShow/Green TO Awards Ceremony
TORONTO ENVIRONMENT OFFICE	1420-120	04-18-2011	04-19-2011	EXHIBITION PLACE-PARKI	13.00	CAD	13.00	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	WE0702	LIVE GREEN-MARKETING	7523	Automobile Parking Lots and Garages	Parking-Green Living Show - Shift & Tear Down
					"1,733.11"	CAD	"1,733.11"	CAD							
LEGAL SERVICES	1393-151	03-31-2011	04-01-2011	TERANET EXPRESS	6.00	CAD	6.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1393-152	03-31-2011	04-01-2011	TERANET EXPRESS	54.00	CAD	54.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1398-86	04-04-2011	04-05-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1398-87	04-04-2011	04-05-2011	TERANET EXPRESS	21.00	CAD	21.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1398-88	04-04-2011	04-05-2011	TERANET EXPRESS	14.00	CAD	14.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1398-89	04-04-2011	04-05-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1398-90	04-04-2011	04-05-2011	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1406-138	04-07-2011	04-08-2011	TERANET EXPRESS	5.00	CAD	5.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1406-139	04-07-2011	04-08-2011	TERANET EXPRESS	28.00	CAD	28.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1412-141	04-12-2011	04-13-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1412-142	04-12-2011	04-13-2011	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1417-108	04-14-2011	04-15-2011	TERANET EXPRESS	42.00	CAD	42.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1417-109	04-14-2011	04-15-2011	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1417-110	04-14-2011	04-15-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1417-111	04-14-2011	04-15-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
