Division 	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	Cost Centre / WBS Element 	Cost Centre/WBS Element Description 	G/L Account	G/L Account Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	1521-139	2011-06-24	2011-06-27	MOTION IND ON11	33.04	CAD	33.04	CAD	P00483	S-WEST 2-PKS EQP MNT	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	1285 (3L285) TRUFLEX  BELT
"PARKS, FORESTRY & RECREATION"	1524-124	2011-06-28	2011-06-29	LASER SALES CUTTERS CH	45.84	CAD	45.84	CAD	P00483	S-WEST 2-PKS EQP MNT	2130	PARTS - MOBILE EQUIPMENT	5072	Hardware Equipment and Supplies	fuel line
"PARKS, FORESTRY & RECREATION"	1527-162	2011-06-29	2011-06-30	LASER SALES CUTTERS CH	86.37	CAD	86.37	CAD	P00483	S-WEST 2-PKS EQP MNT	2130	PARTS - MOBILE EQUIPMENT	5072	Hardware Equipment and Supplies	tubes tires
"PARKS, FORESTRY & RECREATION"	1527-163	2011-06-29	2011-06-30	LASER SALES CUTTERS CH	23.63	CAD	23.63	CAD	P00483	S-WEST 2-PKS EQP MNT	2540	HEATING & AIR CONDITIONING SUPPLIES	5072	Hardware Equipment and Supplies	air  filter
					"1,326.11"	CAD	"1,326.11"	CAD							
"PARKS, FORESTRY & RECREATION"	1501-195	2011-06-12	2011-06-13	WATER AND ICE NORTH AM	965.02	CAD	965.02	CAD	P06885	TECH TRADE SERV - 50	2120	PARTS - MACHINERY & EQUIPMENT	5996	Swimming Pools - Sales and Supplies	baskets
"PARKS, FORESTRY & RECREATION"	1501-196	2011-06-12	2011-06-13	WATER AND ICE NORTH AM	508.50	CAD	508.50	CAD	P06885	TECH TRADE SERV - 50	2120	PARTS - MACHINERY & EQUIPMENT	5996	Swimming Pools - Sales and Supplies	skimmer lid
"PARKS, FORESTRY & RECREATION"	1513-130	2011-06-20	2011-06-21	G-TECH MANUFACTURING	766.14	CAD	766.14	CAD	P06885	TECH TRADE SERV - 50	2120	PARTS - MACHINERY & EQUIPMENT	5046	Commercial Equipment Not Elsewhere Class	relief valve
"PARKS, FORESTRY & RECREATION"	1521-140	2011-06-21	2011-06-27	J.J. DOWNS INDUSTRIAL	974.51	CAD	974.51	CAD	P06885	TECH TRADE SERV - 50	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	teflon tubing
"PARKS, FORESTRY & RECREATION"	1527-164	2011-06-29	2011-06-30	WATER AND ICE NORTH AM	164.98	CAD	164.98	CAD	P06885	TECH TRADE SERV - 50	2120	PARTS - MACHINERY & EQUIPMENT	5996	Swimming Pools - Sales and Supplies	o rings
					"3,379.15"	CAD	"3,379.15"	CAD							
"PARKS, FORESTRY & RECREATION"	1509-140	2011-06-15	2011-06-17	MONARCH PAINTS (1998)	632.55	CAD	632.55	CAD	P00859	ALNESS YD-YD OPERN	2715	PAINT SUPPLIES	5198	"Paints, Varnishes, and Supplies"	pool paint
"PARKS, FORESTRY & RECREATION"	1515-102	2011-06-21	2011-06-22	STAPLES STORE #1	56.41	CAD	56.41	CAD	P00859	ALNESS YD-YD OPERN	2010	STATIONERY AND OFFICE SUPPLIES	5943	"Office, School Supply, and Stationery St"	network cable
"PARKS, FORESTRY & RECREATION"	1516-122	2011-06-22	2011-06-23	STAPLES STORE #1	-56.41	CAD	-56.41	CAD	P00859	ALNESS YD-YD OPERN	2010	STATIONERY AND OFFICE SUPPLIES	5943	"Office, School Supply, and Stationery St"	return network cable
"PARKS, FORESTRY & RECREATION"	1524-125	2011-06-28	2011-06-29	CANADIAN MAINTENANCE	282.44	CAD	282.44	CAD	P00859	ALNESS YD-YD OPERN	4699	REPAIRS AND MAINTENANCE - OTHER	7349	"Cleaning and Maintenance, Janitorial Ser"	calibrate sensor
					914.99	CAD	914.99	CAD							
"PARKS, FORESTRY & RECREATION"	1511-153	2011-06-16	2011-06-20	BRAFASCO / ETOBICOKE	55.48	CAD	55.48	CAD	P12783	KIPLING YD-N-FAC&MEC	2535	PLUMBING SUPPLIES	5085	Industrial Supplies Not Elsewhere Classi	hardware
"PARKS, FORESTRY & RECREATION"	1516-123	2011-06-22	2011-06-23	LAKESHORE LUMBER	85.41	CAD	85.41	CAD	P12783	KIPLING YD-N-FAC&MEC	2530	BLDG REPAIRS & RENOVATION SUPPLIES	5251	Hardware Stores	wasp and ant spray
"PARKS, FORESTRY & RECREATION"	1516-124	2011-06-22	2011-06-23	LAKESHORE LUMBER	126.99	CAD	126.99	CAD	P12783	KIPLING YD-N-FAC&MEC	2530	BLDG REPAIRS & RENOVATION SUPPLIES	5251	Hardware Stores	hardware and wasp spray
"PARKS, FORESTRY & RECREATION"	1516-125	2011-06-22	2011-06-23	LAKESHORE LUMBER	-85.41	CAD	-85.41	CAD	P12783	KIPLING YD-N-FAC&MEC	2530	BLDG REPAIRS & RENOVATION SUPPLIES	5251	Hardware Stores	Return wasp & ant spray
					182.47	CAD	182.47	CAD							
TORONTO WATER	1501-197	2011-06-09	2011-06-13	CDN TIRE STORE #00209	18.37	CAD	18.37	CAD	WW2055	COMPLEX WTR SYS	2786	DRAINAGE MATERIAL	5200	Home Supply Warehouse	"HOSE KIT, FUNNEL"
TORONTO WATER	1515-103	2011-06-20	2011-06-22	MOE-DRINK WAT WASTE CE	75.00	CAD	75.00	CAD	WW2055	COMPLEX WTR SYS	4760	MEMBERSHIP FEES	9399	Government Services - Not Elsewhere Clas	OWWCO RENEWAL APPLICATION - P HORNE
TORONTO WATER	1523-133	2011-06-24	2011-06-28	CDN TIRE STORE #00654	16.94	CAD	16.94	CAD	WW2055	COMPLEX WTR SYS	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	12V SCKT
TORONTO WATER	1527-165	2011-06-29	2011-06-30	FUTURESHOP #633	813.57	CAD	813.57	CAD	WW2055	COMPLEX WTR SYS	3410	COMPUTERS - HARDWARE	5732	Electronic Sales	RGRS SAMSUNG TABLET / SCADA MONITORING SYSTEM
					923.88	CAD	923.88	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1494-109	2011-06-06	2011-06-08	THE PRINTING HOUSE (BR	321.60	CAD	321.60	CAD	SE0001	CENTRL-WINTER FEST-S	4995	OTHER EXPENSES	2741	Miscellaneous Publishing and Printing	Laminated passes for IIFA event
ECONOMIC DEVELOPMENT & CULTURE	1501-198	2011-06-09	2011-06-13	THE PRINTING HOUSE (BR	274.36	CAD	274.36	CAD	SE0001	CENTRL-WINTER FEST-S	4995	OTHER EXPENSES	2741	Miscellaneous Publishing and Printing	Laminated passes for IIFA event
ECONOMIC DEVELOPMENT & CULTURE	1501-199	2011-06-09	2011-06-13	THE PRINTING HOUSE (BR	-321.60	CAD	-321.60	CAD	SE0001	CENTRL-WINTER FEST-S	4995	OTHER EXPENSES	2741	Miscellaneous Publishing and Printing	Laminated passes for IIFA event - refunded
ECONOMIC DEVELOPMENT & CULTURE	1506-116	2011-06-15	2011-06-16	STITCHY LIZARD	"2,590.53"	CAD	"2,590.53"	CAD	SE0008	CENTRL-N PHILIPS SQ-	4995	OTHER EXPENSES	7299	Other Services (Not Elsewhere Classified	Umbrellas for Tasty Thursday
ECONOMIC DEVELOPMENT & CULTURE	1521-141	2011-06-24	2011-06-27	ELECTRICAL SAFETY AUTH	146.90	CAD	146.90	CAD	SE0001	CENTRL-WINTER FEST-S	4410	CONTRACTED SERVICES - HEATING & AIR COND	1731	Electrical Contractors	Electrical inspection
ECONOMIC DEVELOPMENT & CULTURE	1524-126	2011-06-27	2011-06-29	WILLIAM F. WHITE LIMIT	47.46	CAD	47.46	CAD	SE0001	CENTRL-WINTER FEST-S	4520	RENTAL OF MACHINERY AND EQUIPMENT	7333	"Commercial Art, Graphics, Photography"	Electrical adapters rental
					"3,059.25"	CAD	"3,059.25"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1519-137	2011-06-23	2011-06-24	THE SOURCE 5182	11.29	CAD	11.29	CAD	SE0011	CENTRL-GEN ADMIN-GEN	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	5732	Electronic Sales	Power cord for in-focus machine
					11.29	CAD	11.29	CAD							
TORONTO ENVIRONMENT OFFICE	1519-138	2011-06-23	2011-06-24	SURVEYMONKEY.COM	25.00	CAD	25.00	CAD	WE0050	PARTNERSHIPS AND INN	2510	SURVEY SUPPLIES	5968	Direct Marketing - Continuity/Subscripti	Survey Tool-277 Victoria Cycling Survey
					25.00	CAD	25.00	CAD							
"PARKS, FORESTRY & RECREATION"	1505-116	2011-06-14	2011-06-15	THE SHIRT FACTORY	305.10	CAD	305.10	CAD	P11686	MATTY ECKLER-SOC PGM	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5941	Sporting Goods Stores	
"PARKS, FORESTRY & RECREATION"	1519-139	2011-06-23	2011-06-24	TUCKERS POTTERY SUPPLI	369.06	CAD	369.06	CAD	P11686	MATTY ECKLER-SOC PGM	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5970	"Artist Supply Stores, Craft Shops"	
"PARKS, FORESTRY & RECREATION"	1521-142	2011-06-24	2011-06-27	TDSB-PURCHASING	754.31	CAD	754.31	CAD	P11686	MATTY ECKLER-SOC PGM	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	8299	Educational Services	
"PARKS, FORESTRY & RECREATION"	1521-143	2011-06-24	2011-06-27	TDSB-PURCHASING	393.87	CAD	393.87	CAD	P11686	MATTY ECKLER-SOC PGM	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	8299	Educational Services	
"PARKS, FORESTRY & RECREATION"	1524-127	2011-06-27	2011-06-29	THE HOME DEPOT #7080	76.16	CAD	76.16	CAD	P11686	MATTY ECKLER-SOC PGM	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5200	Home Supply Warehouse	SHELVING MPL
"PARKS, FORESTRY & RECREATION"	1524-128	2011-06-27	2011-06-29	ABSOLUTE DOLLAR	76.11	CAD	76.11	CAD	P11686	MATTY ECKLER-SOC PGM	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5310	Discount Stores	
					"1,974.61"	CAD	"1,974.61"	CAD							
"PARKS, FORESTRY & RECREATION"	1482-124	2011-05-31	2011-06-01	STAPLES STORE #1	17.50	CAD	17.50	CAD	P06049	DRIFTWOOD-SOC PGM	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5943	"Office, School Supply, and Stationery St"	"program supplies, stickers, tape"
"PARKS, FORESTRY & RECREATION"	1485-112	2011-06-02	2011-06-03	NOFRILLS VINCE'S #3930	23.96	CAD	23.96	CAD	P06049	DRIFTWOOD-SOC PGM	2750	FOOD & NON-ALCOHOLIC BEVERAGES	5411	"Grocery Stores, Supermarkets"	food for boy's program
"PARKS, FORESTRY & RECREATION"	1497-125	2011-06-08	2011-06-09	NOFRILLS VINCE'S #3930	167.62	CAD	167.62	CAD	P06049	DRIFTWOOD-SOC PGM	2750	FOOD & NON-ALCOHOLIC BEVERAGES	5411	"Grocery Stores, Supermarkets"	food for breakfast program
					209.08	CAD	209.08	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1482-125	2011-05-31	2011-06-01	UW DANA PORTER LIBRARY	9.04	CAD	9.04	CAD	ED0116	BD-RET-CORP-CENTRAL	4255	CONFERENCES/SEMINARS - OTHER EXPENSES	5942	Book Stores	EDAC course - copies for case study
ECONOMIC DEVELOPMENT & CULTURE	1499-146	2011-06-08	2011-06-10	TORONTO PARKING AUTHOR	11.25	CAD	11.25	CAD	ED0116	BD-RET-CORP-CENTRAL	4770	PARKING EXPENSES (INTOWN)	9399	Government Services - Not Elsewhere Clas	Parking - ACT meeting o- City Hall
					20.29	CAD	20.29	CAD							
FIRE SERVICES	1484-132	2011-05-31	2011-06-02	HARDICK SPRING SERVICE	313.94	CAD	313.94	CAD	FR0025	MECH MAINT-VEH MAINT	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	7538	Automotive Service Shops	EXHAUST PARTS - VEH 24144
FIRE SERVICES	1497-126	2011-06-07	2011-06-09	G T VAUGHAN	52.41	CAD	52.41	CAD	FR0025	MECH MAINT-VEH MAINT	2710	GENERAL HARDWARE	5943	"Office, School Supply, and Stationery St"	"4.0""GAS LIFT (100MM)"
FIRE SERVICES	1501-200	2011-06-09	2011-06-13	HARDICK SPRING SERVICE	694.88	CAD	694.88	CAD	FR0025	MECH MAINT-VEH MAINT	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	7538	Automotive Service Shops	REPAIRS TO VEH 24125
FIRE SERVICES	1509-141	2011-06-15	2011-06-17	SAYCO DISTRIBUTORS LTD	40.68	CAD	40.68	CAD	FR0025	MECH MAINT-VEH MAINT	2120	PARTS - MACHINERY & EQUIPMENT	5969	Direct Marketing - Other Direct Marketer	WINDOW PROTECTOR (SHOP SAND BLASTER)
FIRE SERVICES	1509-142	2011-06-16	2011-06-17	DIVERSIFIED POWER INC	213.29	CAD	213.29	CAD	FR0025	MECH MAINT-VEH MAINT	4424	CONTRACTED SERVICES - GENERAL	5046	Commercial Equipment Not Elsewhere Class	REPAIR AIR GUN
FIRE SERVICES	1511-154	2011-06-16	2011-06-20	HARDICK SPRING SERVICE	811.52	CAD	811.52	CAD	FR0025	MECH MAINT-VEH MAINT	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	7538	Automotive Service Shops	REPAIR EXHAUST FOR VEH 24155
FIRE SERVICES	1511-155	2011-06-16	2011-06-20	HARDICK SPRING SERVICE	317.81	CAD	317.81	CAD	FR0025	MECH MAINT-VEH MAINT	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	7538	Automotive Service Shops	REPAIR EXHAUST FOR VEH 27019
FIRE SERVICES	1511-156	2011-06-17	2011-06-20	HARDICK SPRING SERVICE	565.25	CAD	565.25	CAD	FR0025	MECH MAINT-VEH MAINT	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	7538	Automotive Service Shops	REPAIR EXHAUST FOR VEH 27032
FIRE SERVICES	1515-104	2011-06-21	2011-06-22	STAPLES STORE #39	31.90	CAD	31.90	CAD	FR0025	MECH MAINT-VEH MAINT	2710	GENERAL HARDWARE	5943	"Office, School Supply, and Stationery St"	RIBBON FOR BRAKE METER X5
FIRE SERVICES	1516-126	2011-06-21	2011-06-23	HARDICK SPRING SERVICE	439.29	CAD	439.29	CAD	FR0025	MECH MAINT-VEH MAINT	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	7538	Automotive Service Shops	REPAIR EXHAUST FOR VEH 24138
					"3,480.97"	CAD	"3,480.97"	CAD							
LONG TERM CARE HOMES	1492-102	2011-06-06	2011-06-07	CANON CANADA INC BSD	674.58	CAD	674.58	CAD	D1A010	HEAD OFF-EXEC OFF-PA	4699	REPAIRS AND MAINTENANCE - OTHER	5946	Camera and Photographic Supply Stores	
LONG TERM CARE HOMES	1501-201	2011-06-07	2011-06-13	ITR- INTERNATIONAL TIM	"1,715.91"	CAD	"1,715.91"	CAD	D1A010	HEAD OFF-EXEC OFF-PA	4699	REPAIRS AND MAINTENANCE - OTHER	5085	Industrial Supplies Not Elsewhere Classi	
					"2,390.49"	CAD	"2,390.49"	CAD							
EMERGENCY MEDICAL SERVICES	1494-110	2011-05-31	2011-06-08	WOLSELEY CDA INC-HUDSO	8.27	CAD	8.27	CAD	B41100	MAINTENANCE OF FLEET	2130	PARTS - MOBILE EQUIPMENT	1711	"Air Conditioning, Heating, and Plumbing"	PARTS FOR ESU 9
EMERGENCY MEDICAL SERVICES	1494-111	2011-06-03	2011-06-08	WOLSELEY CDA INC-HUDSO	51.42	CAD	51.42	CAD	B41100	MAINTENANCE OF FLEET	2130	PARTS - MOBILE EQUIPMENT	1711	"Air Conditioning, Heating, and Plumbing"	"BRASS NIPPLE, BALL, VALVES ESU 9"
EMERGENCY MEDICAL SERVICES	1494-112	2011-06-06	2011-06-08	WOLSELEY CDA INC-HUDSO	12.95	CAD	12.95	CAD	B41100	MAINTENANCE OF FLEET	2130	PARTS - MOBILE EQUIPMENT	1711	"Air Conditioning, Heating, and Plumbing"	CUTTING WHEEL
EMERGENCY MEDICAL SERVICES	1499-147	2011-06-09	2011-06-10	JH RESTORATIONS LTD	"1,117.90"	CAD	"1,117.90"	CAD	B41100	MAINTENANCE OF FLEET	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	7538	Automotive Service Shops	"BODY WORK, PONTIAC"
EMERGENCY MEDICAL SERVICES	1501-202	2011-06-09	2011-06-13	RONA AURORA 55360	15.41	CAD	15.41	CAD	B41000	OP & MAINT OF GARAGE	2999	MISCELLANEOUS MATERIALS & SUPPLIES	5251	Hardware Stores	BOX SINGLE PVC
EMERGENCY MEDICAL SERVICES	1501-203	2011-06-10	2011-06-13	HUTCHINSON FARM SUPPLY	9.37	CAD	9.37	CAD	B41100	MAINTENANCE OF FLEET	2130	PARTS - MOBILE EQUIPMENT	5599	"Miscellaneous Automotive, Aircraft, and"	"OIL FILTER, GOLF CART PARTS"
EMERGENCY MEDICAL SERVICES	1505-117	2011-06-14	2011-06-15	JH RESTORATIONS LTD	"-1,117.90"	CAD	"-1,117.90"	CAD	B41100	MAINTENANCE OF FLEET	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	7538	Automotive Service Shops	"REFUND - BODY WORK, PONTIAC"
EMERGENCY MEDICAL SERVICES	1521-144	2011-06-24	2011-06-27	CUE ENGINEERING INC.	"1,423.80"	CAD	"1,423.80"	CAD	B41100	MAINTENANCE OF FLEET	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	8911	"Architectural, Engineering, and Surveyin"	COMPLIANCE TESTING UNIT 09-130
					"1,521.22"	CAD	"1,521.22"	CAD							
"PARKS, FORESTRY & RECREATION"	1484-133	2011-05-31	2011-06-02	THE HOME DEPOT #7012	66.01	CAD	66.01	CAD	P00271	E-SOUTH1-TURF&HORT	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	7PC NUT DRIV
"PARKS, FORESTRY & RECREATION"	1485-113	2011-06-01	2011-06-03	THE HOME DEPOT #7012	233.76	CAD	233.76	CAD	P12081	S-GEN-SPECIALIZED MA	2715	PAINT SUPPLIES	5200	Home Supply Warehouse	ULTRA
"PARKS, FORESTRY & RECREATION"	1494-113	2011-06-06	2011-06-08	THE HOME DEPOT #7012	68.75	CAD	68.75	CAD	P12081	S-GEN-SPECIALIZED MA	2999	MISCELLANEOUS MATERIALS & SUPPLIES	5200	Home Supply Warehouse	CABLE TIE
"PARKS, FORESTRY & RECREATION"	1497-127	2011-06-08	2011-06-09	ACKLANDS-GRAINGER INC	31.56	CAD	31.56	CAD	P12081	S-GEN-SPECIALIZED MA	2999	MISCELLANEOUS MATERIALS & SUPPLIES	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1501-204	2011-06-09	2011-06-13	THE HOME DEPOT #7012	116.81	CAD	116.81	CAD	P12081	S-GEN-SPECIALIZED MA	2999	MISCELLANEOUS MATERIALS & SUPPLIES	5200	Home Supply Warehouse	2X4X92 5/8
"PARKS, FORESTRY & RECREATION"	1505-118	2011-06-13	2011-06-15	THE HOME DEPOT #7012	35.79	CAD	35.79	CAD	P12081	S-GEN-SPECIALIZED MA	2999	MISCELLANEOUS MATERIALS & SUPPLIES	5200	Home Supply Warehouse	2X4X8 SPF
"PARKS, FORESTRY & RECREATION"	1506-117	2011-06-14	2011-06-16	THE HOME DEPOT #7012	512.97	CAD	512.97	CAD	P12081	S-GEN-SPECIALIZED MA	2999	MISCELLANEOUS MATERIALS & SUPPLIES	5200	Home Supply Warehouse	2X6X10 P.T.
"PARKS, FORESTRY & RECREATION"	1509-143	2011-06-15	2011-06-17	THE HOME DEPOT #7012	202.14	CAD	202.14	CAD	P00271	E-SOUTH1-TURF&HORT	2715	PAINT SUPPLIES	5200	Home Supply Warehouse	PREMIUM
"PARKS, FORESTRY & RECREATION"	1511-157	2011-06-16	2011-06-20	THE HOME DEPOT #7012	136.21	CAD	136.21	CAD	P00271	E-SOUTH1-TURF&HORT	2715	PAINT SUPPLIES	5200	Home Supply Warehouse	TRAY LINER
"PARKS, FORESTRY & RECREATION"	1511-158	2011-06-17	2011-06-20	THE HOME DEPOT #7012	52.34	CAD	52.34	CAD	P00271	E-SOUTH1-TURF&HORT	2715	PAINT SUPPLIES	5200	Home Supply Warehouse	Environ. Fee
"PARKS, FORESTRY & RECREATION"	1515-105	2011-06-20	2011-06-22	THE HOME DEPOT #7012	229.97	CAD	229.97	CAD	P00271	E-SOUTH1-TURF&HORT	2715	PAINT SUPPLIES	5200	Home Supply Warehouse	ROLLR CAGE
"PARKS, FORESTRY & RECREATION"	1516-127	2011-06-21	2011-06-23	THE HOME DEPOT #7012	124.01	CAD	124.01	CAD	P00271	E-SOUTH1-TURF&HORT	2570	JANITORIAL SUPPLIES	5200	Home Supply Warehouse	3 TRM CVRS
"PARKS, FORESTRY & RECREATION"	1519-140	2011-06-22	2011-06-24	THE HOME DEPOT #7012	90.34	CAD	90.34	CAD	P12081	S-GEN-SPECIALIZED MA	2999	MISCELLANEOUS MATERIALS & SUPPLIES	5200	Home Supply Warehouse	GARAGE
"PARKS, FORESTRY & RECREATION"	1521-145	2011-06-24	2011-06-27	THE HOME DEPOT #7012	229.75	CAD	229.75	CAD	P12081	S-GEN-SPECIALIZED MA	2999	MISCELLANEOUS MATERIALS & SUPPLIES	5200	Home Supply Warehouse	CABLE TIE
"PARKS, FORESTRY & RECREATION"	1524-129	2011-06-27	2011-06-29	THE HOME DEPOT #7012	90.56	CAD	90.56	CAD	P00271	E-SOUTH1-TURF&HORT	2715	PAINT SUPPLIES	5200	Home Supply Warehouse	Environ. Fee
"PARKS, FORESTRY & RECREATION"	1524-130	2011-06-27	2011-06-29	THE HOME DEPOT #7012	57.32	CAD	57.32	CAD	P00271	E-SOUTH1-TURF&HORT	2715	PAINT SUPPLIES	5200	Home Supply Warehouse	ULTRA
"PARKS, FORESTRY & RECREATION"	1524-131	2011-06-27	2011-06-29	THE HOME DEPOT #7080	182.39	CAD	182.39	CAD	P12081	S-GEN-SPECIALIZED MA	2715	PAINT SUPPLIES	5200	Home Supply Warehouse	GARAGE
					"2,460.68"	CAD	"2,460.68"	CAD							
"PARKS, FORESTRY & RECREATION"	1494-114	2011-06-07	2011-06-08	STAPLES STORE #86	9.10	CAD	9.10	CAD	P12555	Y-REC SUPER4-PGM SUP	2090	GRAPHIC DESIGN SUPPLIES	5943	"Office, School Supply, and Stationery St"	"4"" stncil letters"
"PARKS, FORESTRY & RECREATION"	1509-144	2011-06-15	2011-06-17	D   G VACUUM REPAIR SE	543.87	CAD	543.87	CAD	P08592	MEMORIAL-SPEC EVNTS	2120	PARTS - MACHINERY & EQUIPMENT	7699	Miscellaneous Repair Shops and Related S	repair parts for floor scrubber
					552.97	CAD	552.97	CAD							
"PARKS, FORESTRY & RECREATION"	1485-114	2011-06-01	2011-06-03	THE HOME DEPOT #7114	60.00	CAD	60.00	CAD	P00686	JAMES GARDENS-TURF&H	2715	PAINT SUPPLIES	5200	Home Supply Warehouse	EXTERIOR
"PARKS, FORESTRY & RECREATION"	1521-146	2011-06-20	2011-06-27	TORONTO SALT CHEMICAL	412.68	CAD	412.68	CAD	P00670	W-NORTH3-PGM SUPP	2715	PAINT SUPPLIES	5131	"Piece Goods, Notions, and Other Dry Good"	sportsfield line marker
"PARKS, FORESTRY & RECREATION"	1521-147	2011-06-24	2011-06-27	LEE VALLEY TOOLS 800-2	142.83	CAD	142.83	CAD	P00686	JAMES GARDENS-TURF&H	2560	AGRICULTURE & BOTANICAL SUPPLIES	5251	Hardware Stores	horticulture supplies
"PARKS, FORESTRY & RECREATION"	1521-148	2011-06-24	2011-06-27	THE HOME DEPOT #7013	63.80	CAD	63.80	CAD	P00686	JAMES GARDENS-TURF&H	2715	PAINT SUPPLIES	5200	Home Supply Warehouse	PAINT BRUSH
"PARKS, FORESTRY & RECREATION"	1523-134	2011-06-23	2011-06-28	SPORTS EQUIPMENT OF TO	332.22	CAD	332.22	CAD	P00670	W-NORTH3-PGM SUPP	3040	M & E - RECREATIONAL & EDUCATIONAL	5941	Sporting Goods Stores	tennis net
"PARKS, FORESTRY & RECREATION"	1524-132	2011-06-24	2011-06-29	RONA # 55130	34.22	CAD	34.22	CAD	P00686	JAMES GARDENS-TURF&H	2560	AGRICULTURE & BOTANICAL SUPPLIES	5251	Hardware Stores	horticulture supplies
					"1,045.75"	CAD	"1,045.75"	CAD							
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1515-106	2011-06-22	2011-06-22	WEBEX  *WEBEX.COM	468.00	CAD	468.00	USD	FH5002	FIN & ADMINISTRATION	2999	MISCELLANEOUS MATERIALS & SUPPLIES	7399	Business Services - Not Elsewhere Classi	Web Conferencing Software - 1515-106
					468.00	CAD	468.00	USD							
"PARKS, FORESTRY & RECREATION"	1482-126	2011-05-27	2011-06-01	WOLSELEY CDA INC-HUDSO	627.70	CAD	627.70	CAD	P00853	ALNESS YD-TRADES	2535	PLUMBING SUPPLIES	1711	"Air Conditioning, Heating, and Plumbing"	plumbing supplies
"PARKS, FORESTRY & RECREATION"	1482-127	2011-05-27	2011-06-01	WOLSELEY CDA INC-HUDSO	260.66	CAD	260.66	CAD	P00853	ALNESS YD-TRADES	2535	PLUMBING SUPPLIES	1711	"Air Conditioning, Heating, and Plumbing"	plumbing supplies
"PARKS, FORESTRY & RECREATION"	1482-128	2011-05-30	2011-06-01	WOLSELEY CDA INC-HUDSO	900.52	CAD	900.52	CAD	P00853	ALNESS YD-TRADES	2535	PLUMBING SUPPLIES	1711	"Air Conditioning, Heating, and Plumbing"	plumbing supplies
"PARKS, FORESTRY & RECREATION"	1494-115	2011-05-31	2011-06-08	WOLSELEY CDA INC-HUDSO	213.51	CAD	213.51	CAD	P00853	ALNESS YD-TRADES	2535	PLUMBING SUPPLIES	1711	"Air Conditioning, Heating, and Plumbing"	"bubbler,flush valve"
"PARKS, FORESTRY & RECREATION"	1494-116	2011-06-06	2011-06-08	RONA # 55030	71.50	CAD	71.50	CAD	P00853	ALNESS YD-TRADES	2535	PLUMBING SUPPLIES	5251	Hardware Stores	bonding mortar repair
"PARKS, FORESTRY & RECREATION"	1506-118	2011-06-13	2011-06-16	4469 CHESSWOOD DR	105.07	CAD	105.07	CAD	P07707	RODING CC-OPERATIONS	2535	PLUMBING SUPPLIES	5074	Plumbing and Heating Equipment	"mini sediments,plunger,pliers,nozzle"
"PARKS, FORESTRY & RECREATION"	1506-119	2011-06-13	2011-06-16	4469 CHESSWOOD DR	119.51	CAD	119.51	CAD	P00853	ALNESS YD-TRADES	2535	PLUMBING SUPPLIES	5074	Plumbing and Heating Equipment	ball valve
"PARKS, FORESTRY & RECREATION"	1509-145	2011-06-15	2011-06-17	RONA # 55030	26.75	CAD	26.75	CAD	P00853	ALNESS YD-TRADES	2715	PAINT SUPPLIES	5251	Hardware Stores	marking paint
"PARKS, FORESTRY & RECREATION"	1511-159	2011-06-17	2011-06-20	THE HOME DEPOT #7073	34.31	CAD	34.31	CAD	P00853	ALNESS YD-TRADES	2535	PLUMBING SUPPLIES	5200	Home Supply Warehouse	METRIC HEXST
"PARKS, FORESTRY & RECREATION"	1515-107	2011-06-17	2011-06-22	WOLSELEY CDA INC-HUDSO	331.34	CAD	331.34	CAD	P00853	ALNESS YD-TRADES	2535	PLUMBING SUPPLIES	1711	"Air Conditioning, Heating, and Plumbing"	flush valve
