Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre/WBS Element	Cost Centre/WBS Element Discriprion	Merchant Type	Merchant type description	Purpose
ECONOMIC DEVELOPMENT & CULTURE	1388-118	03-28-2011	03-29-2011	LOBLAWS #1010      QPS	9.56	CAD	9.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	program food and supplies-Rebellious Women
ECONOMIC DEVELOPMENT & CULTURE	1392-143	03-30-2011	03-31-2011	LOBLAWS #1010      QPS	6.99	CAD	6.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	program food and supplies-homomilk
					"1,075.76"	CAD	"1,075.76"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1348-140	02-25-2011	03-02-2011	PETER'S TAXI LIMITED	23.00	CAD	23.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0155	IM-INV-ATTR-CENTRAL	4121	Limousines and Taxicabs	TAXI - CITY HALL FROM LIBERTY GRAND
					23.00	CAD	23.00	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1386-143	03-25-2011	03-28-2011	HOLLINGER METAL EDGE I	"4,153.25"	CAD	"4,140.00"	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0059	HS-MH-CLR-98 ATLANTI	5999	Miscellaneous and Specialty Retail Store	200 custom boxes for artifacts & shelfing size
					"4,153.25"	CAD	"4,140.00"	USD							
"PARKS, FORESTRY & RECREATION"	1367-226	03-11-2011	03-14-2011	O'CONNOR BOWL	240.50	CAD	240.50	CAD	4118	TICKETS AND ADMISSION FEES	P01976	SH ARMSTRONG-SOCIAL	7933	Bowling Alleys	Bowling admission
"PARKS, FORESTRY & RECREATION"	1367-227	03-11-2011	03-14-2011	WIZARD WORLD	522.62	CAD	522.62	CAD	4118	TICKETS AND ADMISSION FEES	P06738	SH ARMSTRONG CC-OPER	7996	"Amusement Parks, Carnivals, Circuses, Fo"	"March Break Trip, Admission"
"PARKS, FORESTRY & RECREATION"	1367-228	03-11-2011	03-14-2011	WAL-MART SUPERCENTE	54.93	CAD	54.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10457	SH ARMSTRONG-PGM SUP	5310	Discount Stores	Games room supplies
"PARKS, FORESTRY & RECREATION"	1377-207	03-17-2011	03-21-2011	THE HOME DEPOT #7080	223.98	CAD	223.98	CAD	2710	GENERAL HARDWARE	P13193	LOCSUP-MAPLELFPK	5200	Home Supply Warehouse	4X8-3/8 SPRU
"PARKS, FORESTRY & RECREATION"	1381-120	03-18-2011	03-23-2011	OLYMPIC TROPHIES LIMIT	355.95	CAD	355.95	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	P06738	SH ARMSTRONG CC-OPER	5999	Miscellaneous and Specialty Retail Store	awards for volunteer recognition
"PARKS, FORESTRY & RECREATION"	1386-144	03-24-2011	03-28-2011	THE HOME DEPOT #7080	5.41	CAD	5.41	CAD	2710	GENERAL HARDWARE	P06738	SH ARMSTRONG CC-OPER	5200	Home Supply Warehouse	SCREWS
"PARKS, FORESTRY & RECREATION"	1390-118	03-28-2011	03-30-2011	THE HOME DEPOT #7080	63.22	CAD	63.22	CAD	2710	GENERAL HARDWARE	P13193	LOCSUP-MAPLELFPK	5200	Home Supply Warehouse	L BRKT
"PARKS, FORESTRY & RECREATION"	1390-119	03-28-2011	03-30-2011	DESERRES	322.31	CAD	322.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13193	LOCSUP-MAPLELFPK	5970	"Artist Supply Stores, Craft Shops"	art supplies for program at Maple Cottage
					"1,788.92"	CAD	"1,788.92"	CAD							
TORONTO ENVIRONMENT OFFICE	1354-217	03-04-2011	03-07-2011	STRONCO SHOW SERVICES	"1,830.60"	CAD	"1,830.60"	CAD	4590	RENTAL - OTHER	WE0702	LIVE GREEN-MARKETING	5712	"Equipment, Furniture, and Home Furnishin"	Tables and Chair for Canada blooms
TORONTO ENVIRONMENT OFFICE	1369-135	03-14-2011	03-15-2011	C5                 QPS	25.00	CAD	25.00	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	WE0702	LIVE GREEN-MARKETING	7523	Automobile Parking Lots and Garages	Parking for Leafs Activation Event
TORONTO ENVIRONMENT OFFICE	1375-158	03-17-2011	03-18-2011	EXHIBITION PLACE-PARKI	13.00	CAD	13.00	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	WE0702	LIVE GREEN-MARKETING	7523	Automobile Parking Lots and Garages	Parking for Canada Blooms Event
TORONTO ENVIRONMENT OFFICE	1384-95	03-24-2011	03-25-2011	GES CANADA - MISSISSAU	954.85	CAD	954.85	CAD	4590	RENTAL - OTHER	WE0702	LIVE GREEN-MARKETING	7399	Business Services - Not Elsewhere Classi	"Tables, Chairs, Storage Counter-Green Living Show"
					"2,823.45"	CAD	"2,823.45"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1363-127	03-09-2011	03-10-2011	GOOGLE*ADWS2213088478	410.96	CAD	410.96	CAD	4414	ADVERTISING & PROMOTION	SE0001	CENTRL-WINTER FEST-S	5968	Direct Marketing - Continuity/Subscripti	GOOGLE*ADWS - ADVERTISING
ECONOMIC DEVELOPMENT & CULTURE	1367-229	03-11-2011	03-14-2011	GOOGLE*ADWS1679265121	286.22	CAD	286.22	CAD	4414	ADVERTISING & PROMOTION	SE0001	CENTRL-WINTER FEST-S	5968	Direct Marketing - Continuity/Subscripti	GOOGLE*ADWS - ADVERTISING
					697.18	CAD	697.18	CAD							
"PARKS, FORESTRY & RECREATION"	1351-128	03-02-2011	03-04-2011	G T VAUGHAN	293.77	CAD	293.77	CAD	2110	PARTS - FURNITURE & FIXTURES	P00531	S-WEST 2-PGM SUPP	5943	"Office, School Supply, and Stationery St"	DURAMAT CHAIRMAT RECT46X60
					293.77	CAD	293.77	CAD							
LEGAL SERVICES	1346-116	02-28-2011	03-01-2011	TERANET TORONTO ROSCO	4.00	CAD	4.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1346-117	02-28-2011	03-01-2011	TERANET TORONTO ROSCO	26.00	CAD	26.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1346-118	02-28-2011	03-01-2011	TERANET TORONTO ROSCO	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1346-119	02-28-2011	03-01-2011	TERANET TORONTO ROSCO	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1346-120	02-28-2011	03-01-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1346-121	02-28-2011	03-01-2011	TERANET TORONTO ROSCO	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1348-141	03-01-2011	03-02-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1348-142	03-01-2011	03-02-2011	TERANET TORONTO ROSCO	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1348-143	03-01-2011	03-02-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1348-144	03-01-2011	03-02-2011	TERANET TORONTO ROSCO	24.00	CAD	24.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1349-130	03-02-2011	03-03-2011	TERANET TORONTO ROSCO	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1349-131	03-02-2011	03-03-2011	TERANET TORONTO ROSCO	33.00	CAD	33.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1349-132	03-02-2011	03-03-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1349-133	03-02-2011	03-03-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1349-134	03-02-2011	03-03-2011	TERANET TORONTO ROSCO	4.00	CAD	4.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1351-129	03-03-2011	03-04-2011	TERANET TORONTO ROSCO	7.50	CAD	7.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1351-130	03-03-2011	03-04-2011	TERANET TORONTO ROSCO	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1351-131	03-03-2011	03-04-2011	TERANET TORONTO ROSCO	25.00	CAD	25.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1351-132	03-03-2011	03-04-2011	TERANET TORONTO ROSCO	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1351-133	03-03-2011	03-04-2011	TERANET TORONTO ROSCO	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1354-218	03-04-2011	03-07-2011	TERANET TORONTO ROSCO	19.00	CAD	19.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1354-219	03-04-2011	03-07-2011	TERANET TORONTO ROSCO	5.00	CAD	5.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1356-124	03-07-2011	03-08-2011	TERANET TORONTO ROSCO	26.00	CAD	26.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1356-125	03-07-2011	03-08-2011	TERANET TORONTO ROSCO	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1356-126	03-07-2011	03-08-2011	TERANET TORONTO ROSCO	7.50	CAD	7.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1363-128	03-09-2011	03-10-2011	TERANET TORONTO ROSCO	32.00	CAD	32.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1363-129	03-09-2011	03-10-2011	TERANET TORONTO ROSCO	16.00	CAD	16.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1363-130	03-09-2011	03-10-2011	TERANET TORONTO ROSCO	25.00	CAD	25.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1363-131	03-09-2011	03-10-2011	TERANET TORONTO ROSCO	11.50	CAD	11.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1365-129	03-10-2011	03-11-2011	TERANET TORONTO ROSCO	27.00	CAD	27.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1365-130	03-10-2011	03-11-2011	TERANET TORONTO ROSCO	16.50	CAD	16.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1367-230	03-11-2011	03-14-2011	TERANET TORONTO ROSCO	25.00	CAD	25.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1367-231	03-11-2011	03-14-2011	TERANET TORONTO ROSCO	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1369-136	03-14-2011	03-15-2011	TERANET TORONTO ROSCO	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1369-137	03-14-2011	03-15-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1369-138	03-14-2011	03-15-2011	TERANET TORONTO ROSCO	32.00	CAD	32.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1369-139	03-14-2011	03-15-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1369-140	03-14-2011	03-15-2011	TERANET TORONTO ROSCO	3.50	CAD	3.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1371-139	03-15-2011	03-16-2011	TERANET TORONTO ROSCO	13.00	CAD	13.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1371-140	03-15-2011	03-16-2011	TERANET TORONTO ROSCO	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1371-141	03-15-2011	03-16-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1373-165	03-16-2011	03-17-2011	TERANET TORONTO ROSCO	9.50	CAD	9.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1373-166	03-16-2011	03-17-2011	TERANET TORONTO ROSCO	25.00	CAD	25.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1377-208	03-18-2011	03-21-2011	TERANET TORONTO ROSCO	26.00	CAD	26.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1377-209	03-18-2011	03-21-2011	TERANET TORONTO ROSCO	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1377-210	03-18-2011	03-21-2011	TERANET TORONTO ROSCO	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1377-211	03-18-2011	03-21-2011	TERANET TORONTO ROSCO	4.00	CAD	4.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1379-109	03-21-2011	03-22-2011	TERANET TORONTO ROSCO	28.00	CAD	28.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1379-110	03-21-2011	03-22-2011	TERANET TORONTO ROSCO	4.00	CAD	4.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1381-121	03-22-2011	03-23-2011	TERANET TORONTO ROSCO	95.00	CAD	95.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1381-122	03-22-2011	03-23-2011	TERANET TORONTO ROSCO	14.50	CAD	14.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1384-96	03-24-2011	03-25-2011	TERANET TORONTO ROSCO	55.00	CAD	55.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1384-97	03-24-2011	03-25-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1388-119	03-28-2011	03-29-2011	TERANET EXPRESS	29.00	CAD	29.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1388-120	03-28-2011	03-29-2011	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1388-121	03-28-2011	03-29-2011	TERANET EXPRESS	19.00	CAD	19.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1390-120	03-29-2011	03-30-2011	TERANET EXPRESS	24.00	CAD	24.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1390-121	03-29-2011	03-30-2011	TERANET EXPRESS	30.00	CAD	30.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1390-122	03-29-2011	03-30-2011	TERANET EXPRESS	5.00	CAD	5.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1390-123	03-29-2011	03-30-2011	TERANET EXPRESS	26.00	CAD	26.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1392-144	03-30-2011	03-31-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1392-145	03-30-2011	03-31-2011	TERANET EXPRESS	25.00	CAD	25.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
					"1,008.00"	CAD	"1,008.00"	CAD							
"PARKS, FORESTRY & RECREATION"	1354-220	03-04-2011	03-07-2011	ACKLANDS-GRAINGER INC	180.97	CAD	180.97	CAD	3080	M & E - HAND TOOLS	P12017	SOUTH GENERAL-PKS TE	5085	Industrial Supplies Not Elsewhere Classi	"screwdriver ratchet, claw/nail hammer/handle"
"PARKS, FORESTRY & RECREATION"	1356-127	03-07-2011	03-08-2011	ACKLANDS-GRAINGER INC	135.45	CAD	135.45	CAD	3080	M & E - HAND TOOLS	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	measuring wheel
"PARKS, FORESTRY & RECREATION"	1377-212	03-18-2011	03-21-2011	ACKLANDS-GRAINGER INC	22.41	CAD	22.41	CAD	2110	PARTS - FURNITURE & FIXTURES	P12017	SOUTH GENERAL-PKS TE	5085	Industrial Supplies Not Elsewhere Classi	divider bin
"PARKS, FORESTRY & RECREATION"	1383-94	03-23-2011	03-24-2011	ACKLANDS-GRAINGER INC	14.46	CAD	14.46	CAD	3080	M & E - HAND TOOLS	P12017	SOUTH GENERAL-PKS TE	5085	Industrial Supplies Not Elsewhere Classi	handle hickory club
"PARKS, FORESTRY & RECREATION"	1390-124	03-30-2011	03-30-2011	AVENUE INDUSTRIAL SUPP	475.96	CAD	475.96	CAD	2110	PARTS - FURNITURE & FIXTURES	P00483	S-WEST 2-PKS EQP MNT	5969	Direct Marketing - Other Direct Marketer	tote box with lids
					829.25	CAD	829.25	CAD							
TORONTO WATER	1346-122	02-18-2011	03-01-2011	BILL'S ELECTRIC SALES	169.50	CAD	169.50	CAD	2535	PLUMBING SUPPLIES	PW1018	WS CENTRAL WORK AREA	5065	Electrical Parts and Equipment	repair drain cleaner (electrical)
TORONTO WATER	1361-137	03-07-2011	03-09-2011	THE HOME DEPOT #7134	31.65	CAD	31.65	CAD	2710	GENERAL HARDWARE	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	PROPANE
TORONTO WATER	1384-98	03-24-2011	03-25-2011	AQUARIUS SCUBA DIVING	27.12	CAD	27.12	CAD	2710	GENERAL HARDWARE	PW1018	WS CENTRAL WORK AREA	5941	Sporting Goods Stores	REFILL SCUBA TANKS
					228.27	CAD	228.27	CAD							
"PARKS, FORESTRY & RECREATION"	1375-159	03-17-2011	03-18-2011	IKEA ETOBICOKE	135.58	CAD	135.58	CAD	3310	FURNISHINGS	P02936	MEMORIAL POOL-PGM SU	5712	"Equipment, Furniture, and Home Furnishin"	book case
"PARKS, FORESTRY & RECREATION"	1377-213	03-17-2011	03-21-2011	CDN TIRE STORE #00070	37.64	CAD	37.64	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P02812	MEMORIAL POOL-INSTRL	5200	Home Supply Warehouse	"spray gel, brush, mr clean eraser"
"PARKS, FORESTRY & RECREATION"	1383-95	03-22-2011	03-24-2011	CDN TIRE STORE #00070	168.68	CAD	168.68	CAD	2570	JANITORIAL SUPPLIES	P02936	MEMORIAL POOL-PGM SU	5200	Home Supply Warehouse	janitorial supplies
					341.90	CAD	341.90	CAD							
"PARKS, FORESTRY & RECREATION"	1348-145	02-28-2011	03-02-2011	BRAFASCO / ETOBICOKE	237.73	CAD	237.73	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1348-146	02-28-2011	03-02-2011	MR METAL(ETOBICOKE) IN	904.64	CAD	904.64	CAD	2532	STEEL	P00890	KIPLING YD-FLEET EQU	5051	Metal Service Centers and Offices	
"PARKS, FORESTRY & RECREATION"	1349-135	03-01-2011	03-03-2011	BRAFASCO / ETOBICOKE	162.92	CAD	162.92	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1349-136	02-28-2011	03-03-2011	BUNNING SPLICING RIGGI	127.13	CAD	127.13	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	4457	Boat Leases and Boat Rentals	
"PARKS, FORESTRY & RECREATION"	1351-134	03-02-2011	03-04-2011	BRAFASCO / ETOBICOKE	465.26	CAD	465.26	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5085	Industrial Supplies Not Elsewhere Classi	"hss left hand plug,tap plug,plastic funnel"
"PARKS, FORESTRY & RECREATION"	1363-132	03-08-2011	03-10-2011	BRAFASCO / ETOBICOKE	217.62	CAD	217.62	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5085	Industrial Supplies Not Elsewhere Classi	"hex caps,batteries"
"PARKS, FORESTRY & RECREATION"	1363-133	03-08-2011	03-10-2011	CDN TIRE STORE #00070	20.32	CAD	20.32	CAD	3080	M & E - HAND TOOLS	P00906	KIPLING YD-TRADES	5200	Home Supply Warehouse	dual air chuck
"PARKS, FORESTRY & RECREATION"	1363-134	03-09-2011	03-10-2011	OMNIFLEX HOSE   EQUIPM	39.87	CAD	39.87	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5085	Industrial Supplies Not Elsewhere Classi	hydraulic caps/plugs
"PARKS, FORESTRY & RECREATION"	1363-135	03-09-2011	03-10-2011	PRINCESS AUTO	167.68	CAD	167.68	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	welding shop supplies
"PARKS, FORESTRY & RECREATION"	1367-232	03-10-2011	03-14-2011	BRAFASCO / ETOBICOKE	296.63	CAD	296.63	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5085	Industrial Supplies Not Elsewhere Classi	"emergency reflector, tape for gates"
"PARKS, FORESTRY & RECREATION"	1367-233	03-10-2011	03-14-2011	BUNNING SPLICING RIGGI	50.17	CAD	50.17	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	4457	Boat Leases and Boat Rentals	clevis slip hooks
"PARKS, FORESTRY & RECREATION"	1369-141	03-11-2011	03-15-2011	MR METAL(ETOBICOKE) IN	609.01	CAD	609.01	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00674	W-SOUTH3-PGM SUPP	5051	Metal Service Centers and Offices	"sttel tubing,steel channel"
"PARKS, FORESTRY & RECREATION"	1369-142	03-14-2011	03-15-2011	LINDE CANADA - ETOBICO	84.17	CAD	84.17	CAD	3080	M & E - HAND TOOLS	P00906	KIPLING YD-TRADES	5072	Hardware Equipment and Supplies	welding cutting torch
"PARKS, FORESTRY & RECREATION"	1373-167	03-15-2011	03-17-2011	N.A. YORKE MACHINERY C	254.25	CAD	254.25	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	7699	Miscellaneous Repair Shops and Related S	hydraulic shaft
"PARKS, FORESTRY & RECREATION"	1373-168	03-16-2011	03-17-2011	LINDE CANADA - ETOBICO	82.68	CAD	82.68	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5072	Hardware Equipment and Supplies	"hose coupler,plate filter"
"PARKS, FORESTRY & RECREATION"	1377-214	03-18-2011	03-21-2011	BRUNO'S MACHINE SHOP	197.75	CAD	197.75	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00090	KIPLING-PRUNING/REMO	7692	Welding Repair	aluminum frames
"PARKS, FORESTRY & RECREATION"	1384-99	03-23-2011	03-25-2011	JDC TECHNICAL SERVICES	111.31	CAD	111.31	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	7399	Business Services - Not Elsewhere Classi	digital electric board welding machine
