Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	1300-67	01-27-2011	01-28-2011	STAPLES STORE #11	59.38	CAD	59.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-P	5943	"Office, School Supply, and Stationery St"		
					698.61	CAD	698.61	CAD								
"PARKS, FORESTRY & RECREATION"	1277-103	01-10-2011	01-12-2011	CTF SUPPLY (08)	212.84	CAD	212.84	CAD	2715	PAINT SUPPLIES	P00833	TECH SERV. 3-PARKS C	5085	Industrial Supplies Not Elsewhere Classi		
"PARKS, FORESTRY & RECREATION"	1279-72	01-12-2011	01-13-2011	MARK'S WORK WEARHOUSE#	208.40	CAD	208.40	CAD	2665	PROTECTIVE CLOTHING	P00833	TECH SERV. 3-PARKS C	5651	Family Clothing Stores		
"PARKS, FORESTRY & RECREATION"	1281-75	01-12-2011	01-14-2011	PRAXAIR #794	147.84	CAD	147.84	CAD	2710	TECH SERV. 3-PARKS C	P00833	TECH SERV. 3-PARKS C	7692	Welding Repair		
"PARKS, FORESTRY & RECREATION"	1283-83	01-13-2011	01-17-2011	CTF SUPPLY (08)	329.88	CAD	329.88	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS C	5085	Industrial Supplies Not Elsewhere Classi		
"PARKS, FORESTRY & RECREATION"	1286-73	01-17-2011	01-19-2011	PRAXAIR #794	203.40	CAD	203.40	CAD	3080	M & E - HAND TOOLS	P00833	TECH SERV. 3-PARKS C	7692	Welding Repair		
"PARKS, FORESTRY & RECREATION"	1292-78	01-20-2011	01-24-2011	PRAXAIR #794	36.05	CAD	36.05	CAD	3080	M & E - HAND TOOLS	P00833	TECH SERV. 3-PARKS C	7692	Welding Repair		
"PARKS, FORESTRY & RECREATION"	1300-69	01-26-2011	01-28-2011	CTF SUPPLY (08)	129.95	CAD	129.95	CAD	2082	HEALTH & SAFETY SUPPLIES	P00833	TECH SERV. 3-PARKS C	5085	Industrial Supplies Not Elsewhere Classi		
"PARKS, FORESTRY & RECREATION"	1300-70	01-26-2011	01-28-2011	CTF SUPPLY (08)	217.89	CAD	217.89	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS C	5085	Industrial Supplies Not Elsewhere Classi		
"PARKS, FORESTRY & RECREATION"	1300-71	01-26-2011	01-28-2011	CTF SUPPLY (08)	259.61	CAD	259.61	CAD	3099	GENERAL EQUIPMENT	P00833	TECH SERV. 3-PARKS C	5085	Industrial Supplies Not Elsewhere Classi		
"PARKS, FORESTRY & RECREATION"	1300-72	01-27-2011	01-28-2011	PROGRESS STEEL FABRICA	706.25	CAD	706.25	CAD	2532	STEEL	P00833	TECH SERV. 3-PARKS C	7692	Welding Repair		
					"2,452.11"	CAD	"2,452.11"	CAD								
"PARKS, FORESTRY & RECREATION"	1279-20	01-12-2011	01-13-2011	SPACES SELF STORAGE	23.71	CAD	23.71	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P00108	HIGH PK-PLANT DISPLA	4225	"Public Warehousing - Farm Products, Refr"		
"PARKS, FORESTRY & RECREATION"	1285-15	01-14-2011	01-18-2011	THE UPS STORE #148	24.19	CAD	24.19	CAD	4815	COURIER SERVICES	P00108	HIGH PK-PLANT DISPLA	7399	Business Services - Not Elsewhere Classi		
"PARKS, FORESTRY & RECREATION"	1294-18	01-21-2011	01-25-2011	CDN TIRE STORE #00654	23.93	CAD	23.93	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P00108	HIGH PK-PLANT DISPLA	5200	Home Supply Warehouse		
					71.83	CAD	71.83	CAD								
"PARKS, FORESTRY & RECREATION"	1277-115	01-10-2011	01-12-2011	CDN TIRE STORE #00264	95.04	CAD	95.04	CAD	2575	E-NORTH1-TURF&HORT	P00267	E-NORTH1-TURF&HORT	5200	Home Supply Warehouse		
"PARKS, FORESTRY & RECREATION"	1285-72	01-14-2011	01-18-2011	CDN TIRE STORE #00264	50.80	CAD	50.80	CAD	2575	ELECTRICAL SUPPLIES	P00267	E-NORTH1-TURF&HORT	5200	Home Supply Warehouse		
"PARKS, FORESTRY & RECREATION"	1290-66	01-20-2011	01-21-2011	STAPLES STORE #175	120.36	CAD	120.36	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P00267	E-NORTH1-TURF&HORT	5943	"Office, School Supply, and Stationery St"		
					266.20	CAD	266.20	CAD								
LONG TERM CARE HOMES	1269-11	01-05-2011	01-06-2011	FOOD BASIC #930    QPS	6.45	CAD	6.45	CAD	2741	FOOD COSTS	D3E031	FUDGR HSE-FN-OA	5411	"Grocery Stores, Supermarkets"		
LONG TERM CARE HOMES	1300-22	01-26-2011	01-28-2011	CDN TIRE STORE #00030	11.25	CAD	11.25	CAD	2610	KITCHEN SUPPLIES	D3E031	FUDGR HSE-FN-OA	5200	Home Supply Warehouse		
					17.70	CAD	17.70	CAD								
"PARKS, FORESTRY & RECREATION"	1269-75	01-05-2011	01-06-2011	LOBLAWS #79        QPS	37.89	CAD	37.89	CAD	2620	ANIMAL CARE SUPPLIES	P00155	TOR ISLANDS-TURF&HOR	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1269-76	01-05-2011	01-06-2011	LOBLAWS #79        QPS	12.19	CAD	12.19	CAD	2620	ANIMAL CARE SUPPLIES	P00155	TOR ISLANDS-TURF&HOR	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1292-136	01-21-2011	01-24-2011	LOBLAWS #79        QPS	47.15	CAD	47.15	CAD	2620	ANIMAL CARE SUPPLIES	P00155	TOR ISLANDS-TURF&HOR	5411	"Grocery Stores, Supermarkets"		
					97.23	CAD	97.23	CAD								
TORONTO WATER	1296-21	01-25-2011	01-26-2011	TORONTO PARKING AUTHOR	10.50	CAD	10.50	CAD	4770	PARKING EXPENSES (INTOWN)	WW1184	ADMISTRATION	7523	Automobile Parking Lots and Garages	PARKING AT METRO HALL	
TORONTO WATER	1296-22	01-25-2011	01-26-2011	TORONTO PARKING AUTHOR	7.25	CAD	7.25	CAD	4770	PARKING EXPENSES (INTOWN)	WW1184	ADMISTRATION	7523	Automobile Parking Lots and Garages	PARKING AT METRO HALL	
TORONTO WATER	1300-35	01-27-2011	01-28-2011	LEE VALLEY TOOLS 800-2	132.78	CAD	132.78	CAD	2010	STATIONERY AND OFFICE SUPPLIES	WW1184	ADMISTRATION	5251	Hardware Stores	AMI JOURNALS	
					150.53	CAD	150.53	CAD								
TORONTO WATER	1264-8	12-17-2010	01-05-2011	MR METAL(ETOBICOKE) IN	8.08	CAD	8.08	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	5051	Metal Service Centers and Offices		
TORONTO WATER	1269-9	01-04-2011	01-06-2011	FASTENAL CANADA	60.17	CAD	60.17	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	7399	Business Services - Not Elsewhere Classi	Gloves and tools	
TORONTO WATER	1271-17	01-06-2011	01-07-2011	KOTYCK BROS LIMITED	730.68	CAD	730.68	CAD	2535	PLUMBING SUPPLIES	WW1179	HTP LIQUIDS SECONDRY	1520	General Contractors - Residential and Co	Plumbing supplies	
TORONTO WATER	1273-26	01-04-2011	01-10-2011	J.J. DOWNS INDUSTRIAL	95.42	CAD	95.42	CAD	2535	PLUMBING SUPPLIES	WW1179	HTP LIQUIDS SECONDRY	5085	Industrial Supplies Not Elsewhere Classi	PVC MATERIALS	
TORONTO WATER	1277-18	01-10-2011	01-12-2011	THE HOME DEPOT #7011	4.38	CAD	4.38	CAD	2575	ELECTRICAL SUPPLIES	WW1179	HTP LIQUIDS SECONDRY	5200	Home Supply Warehouse	SVT 18.3 WHI-WIRING	
TORONTO WATER	1277-19	01-11-2011	01-12-2011	KOTYCK BROS LIMITED	31.01	CAD	31.01	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	1520	General Contractors - Residential and Co	Hammer drills	
TORONTO WATER	1277-20	01-11-2011	01-12-2011	KOTYCK BROS LIMITED	245.53	CAD	245.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	1520	General Contractors - Residential and Co	Regulators	
TORONTO WATER	1279-17	01-11-2011	01-13-2011	CDN TIRE STORE #00070	177.32	CAD	177.32	CAD	3080	M & E - HAND TOOLS	WW1179	HTP LIQUIDS SECONDRY	5200	Home Supply Warehouse	Tools	
TORONTO WATER	1279-18	01-11-2011	01-13-2011	CDN TIRE STORE #00070	39.57	CAD	39.57	CAD	2401	LUBRICANTS	WW1179	HTP LIQUIDS SECONDRY	5200	Home Supply Warehouse	Lubricant	
TORONTO WATER	1281-25	01-13-2011	01-14-2011	KOTYCK BROS LIMITED	224.19	CAD	224.19	CAD	2175	PARTS - PURGE WELLS	WW1179	HTP LIQUIDS SECONDRY	1520	General Contractors - Residential and Co	Various piping materials	
TORONTO WATER	1286-20	01-17-2011	01-19-2011	BRAFASCO / ETOBICOKE	81.19	CAD	81.19	CAD	2715	PAINT SUPPLIES	WW1179	HTP LIQUIDS SECONDRY	5085	Industrial Supplies Not Elsewhere Classi	Rust paint	
TORONTO WATER	1286-21	01-17-2011	01-19-2011	CDN TIRE STORE #00070	320.87	CAD	320.87	CAD	3080	M & E - HAND TOOLS	WW1179	HTP LIQUIDS SECONDRY	5200	Home Supply Warehouse	Tools	
TORONTO WATER	1286-22	01-18-2011	01-19-2011	HONIG INDUSTRIAL EQUIP	38.99	CAD	38.99	CAD	3080	M & E - HAND TOOLS	WW1179	HTP LIQUIDS SECONDRY	5969	Direct Marketing - Other Direct Marketer	Tools	
TORONTO WATER	1288-19	01-19-2011	01-20-2011	HONIG INDUSTRIAL EQUIP	111.81	CAD	111.81	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1178	HTP LIQUIDS PRIMARY	5969	Direct Marketing - Other Direct Marketer	Drills and taps	
TORONTO WATER	1290-19	01-19-2011	01-21-2011	BRAFASCO / ETOBICOKE	27.97	CAD	27.97	CAD	2715	PAINT SUPPLIES	WW1179	HTP LIQUIDS SECONDRY	5085	Industrial Supplies Not Elsewhere Classi	Rust paint	
TORONTO WATER	1294-14	01-21-2011	01-25-2011	CDN TIRE STORE #00070	36.14	CAD	36.14	CAD	2135	GST MUSH REBATE RECEIVABLE-AUTOMATIC POS	WW1178	HTP LIQUIDS PRIMARY	5200	Home Supply Warehouse	Tire repair kit and tool	
TORONTO WATER	1294-15	01-24-2011	01-25-2011	J.J. DOWNS INDUSTRIAL	"1,478.55"	CAD	"1,478.55"	CAD	2535	PLUMBING SUPPLIES	WW1179	HTP LIQUIDS SECONDRY	5085	Industrial Supplies Not Elsewhere Classi	PVC MATERIALS	
TORONTO WATER	1294-16	01-24-2011	01-25-2011	J.J. DOWNS INDUSTRIAL	392.29	CAD	392.29	CAD	2535	PLUMBING SUPPLIES	WW1179	HTP LIQUIDS SECONDRY	5085	Industrial Supplies Not Elsewhere Classi	PVC MATERIALS	
TORONTO WATER	1294-17	01-24-2011	01-25-2011	J.J. DOWNS INDUSTRIAL	266.60	CAD	266.60	CAD	3080	M & E - HAND TOOLS	WW1179	HTP LIQUIDS SECONDRY	5085	Industrial Supplies Not Elsewhere Classi	Cutting tools	
TORONTO WATER	1296-11	01-24-2011	01-26-2011	BRAFASCO / ETOBICOKE	141.13	CAD	141.13	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	5085	Industrial Supplies Not Elsewhere Classi	"Nuts, bolts - consumables"	
TORONTO WATER	1297-15	01-21-2011	01-27-2011	MR METAL(ETOBICOKE) IN	34.19	CAD	34.19	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	5051	Metal Service Centers and Offices	Metal materials	
TORONTO WATER	1297-16	01-24-2011	01-27-2011	MR METAL(ETOBICOKE) IN	53.96	CAD	53.96	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	5051	Metal Service Centers and Offices	Metal materials	
TORONTO WATER	1297-17	01-24-2011	01-27-2011	MR METAL(ETOBICOKE) IN	57.57	CAD	57.57	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	5051	Metal Service Centers and Offices	Metal materials	
TORONTO WATER	1297-18	01-25-2011	01-27-2011	RONA # 55130	44.73	CAD	44.73	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	5251	Hardware Stores	Consumables	
TORONTO WATER	1297-19	01-26-2011	01-27-2011	AUTOMOTIVE TOOLS	19.09	CAD	19.09	CAD	3080	M & E - HAND TOOLS	WW1179	HTP LIQUIDS SECONDRY	5533	"Automotive Parts, Accessories Stores"	Tools	
TORONTO WATER	1300-20	01-26-2011	01-28-2011	CDN TIRE STORE #00070	90.39	CAD	90.39	CAD	3080	M & E - HAND TOOLS	WW1179	HTP LIQUIDS SECONDRY	5200	Home Supply Warehouse	Tools	
TORONTO WATER	1300-21	01-26-2011	01-28-2011	CDN TIRE STORE #00171	12.63	CAD	12.63	CAD	3080	M & E - HAND TOOLS	WW1179	HTP LIQUIDS SECONDRY	5200	Home Supply Warehouse	Tools	
TORONTO WATER	1302-28	01-27-2011	01-31-2011	J.J. DOWNS INDUSTRIAL	199.32	CAD	199.32	CAD	2535	PLUMBING SUPPLIES	WW1179	HTP LIQUIDS SECONDRY	5085	Industrial Supplies Not Elsewhere Classi	PVC MATERIALS	
TORONTO WATER	1302-29	01-28-2011	01-31-2011	KOTYCK BROS LIMITED	361.93	CAD	361.93	CAD	2175	PARTS - PURGE WELLS	WW1179	HTP LIQUIDS SECONDRY	1520	General Contractors - Residential and Co	Piping materials	
TORONTO WATER	1302-30	01-28-2011	01-31-2011	J.J. DOWNS INDUSTRIAL	770.89	CAD	770.89	CAD	2535	PLUMBING SUPPLIES	WW1179	HTP LIQUIDS SECONDRY	5085	Industrial Supplies Not Elsewhere Classi	PVC MATERIALS	
					"6,156.59"	CAD	"6,156.59"	CAD								
TRANPORTATION 	1294-79	01-24-2011	01-25-2011	LOWES #03097*	5.16	CAD	5.16	CAD	4498	C. SRV-ASPHALT MAINT	TP0185	RW SURF REPAIR-D3	5200	Home Supply Warehouse	"PULLEY,SGL,SWL,NI,0173,2"""	
TRANPORTATION 	1294-80	01-24-2011	01-25-2011	NITRO INDUSTRIAL SALES	50.01	CAD	50.01	CAD	4498	C. SRV-ASPHALT MAINT	TP0185	RW SURF REPAIR-D3	5085	Industrial Supplies Not Elsewhere Classi		
					55.17	CAD	55.17	CAD								
"PARKS, FORESTRY & RECREATION"	1286-160	01-17-2011	01-19-2011	WAL-MART	15.02	CAD	15.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10503	RS- DUFF GR.-CC-OPS	5310	Discount Stores		
"PARKS, FORESTRY & RECREATION"	1286-161	01-18-2011	01-19-2011	MARCHANT'S SCHOOL SPOR	210.75	CAD	210.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10503	RS- DUFF GR.-CC-OPS	5941	Sporting Goods Stores		
					225.77	CAD	225.77	CAD								
"PARKS, FORESTRY & RECREATION"	1269-63	01-04-2011	01-06-2011	WAL-MART SUPERCENTE	36.63	CAD	36.63	CAD	2570	JANITORIAL SUPPLIES	P12298	RE-MU-PRM-MILLIKEN C	5310	Discount Stores		
"PARKS, FORESTRY & RECREATION"	1297-76	01-25-2011	01-27-2011	WAL-MART SUPERCENTE	51.81	CAD	51.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12486	RE-YO-SOY-MILLIKEN C	5310	Discount Stores		
"PARKS, FORESTRY & RECREATION"	1300-84	01-27-2011	01-28-2011	EASTSIDE RACQUET SHOP	130.00	CAD	130.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12486	RE-YO-SOY-MILLIKEN C	5941	Sporting Goods Stores		
					218.44	CAD	218.44	CAD								
"PARKS, FORESTRY & RECREATION"	1264-23	01-04-2011	01-05-2011	DRIVE PRODUCTS	226.36	CAD	226.36	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00405	N-CENTRAL1-TURF&HORT	5046	Commercial Equipment Not Elsewhere Class		
"PARKS, FORESTRY & RECREATION"	1273-65	01-07-2011	01-10-2011	ALPINE LAWN   GARDEN E	99.84	CAD	99.84	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5261	Lawn and Garden Supply Stores		
"PARKS, FORESTRY & RECREATION"	1283-67	01-14-2011	01-17-2011	WILTON EQUIPTMENT LTD	25.43	CAD	25.43	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5261	Lawn and Garden Supply Stores		
"PARKS, FORESTRY & RECREATION"	1285-49	01-17-2011	01-18-2011	CONCORD HARDWARE LIMIT	392.11	CAD	392.11	CAD	2710	GENERAL HARDWARE	P00859	ALNESS YD-YD OPERN	5251	Hardware Stores		
"PARKS, FORESTRY & RECREATION"	1290-50	01-19-2011	01-21-2011	NAPA WILLOWDALE #143	203.39	CAD	203.39	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5533	"Automotive Parts, Accessories Stores"		
"PARKS, FORESTRY & RECREATION"	1292-71	01-20-2011	01-24-2011	PRAXAIR #757	435.57	CAD	435.57	CAD	2199	MISCELLANEOUS PARTS	P00859	ALNESS YD-YD OPERN	7692	Welding Repair		
"PARKS, FORESTRY & RECREATION"	1297-50	01-25-2011	01-27-2011	PRAXAIR #757	152.55	CAD	152.55	CAD	2199	MISCELLANEOUS PARTS	P00859	ALNESS YD-YD OPERN	7692	Welding Repair		
					"1,535.25"	CAD	"1,535.25"	CAD								
CITY CLERK'S OFFICE	1296-92	01-25-2011	01-26-2011	BRODART CANADA COMPANY	28.31	CAD	28.31	CAD	2010	GST MUSH REBATE RECEIVABLE-AUTOMATIC POS	GV0014	ARCHIVAL SERVICES	5942	Book Stores		
					28.31	CAD	28.31	CAD								
"PARKS, FORESTRY & RECREATION"	1292-213	01-20-2011	01-24-2011	THE HOME DEPOT #7001	61.55	CAD	61.55	CAD	2710	GENERAL HARDWARE	P00039	E-FIELD SERV. 2-PRGM	5200	Home Supply Warehouse	2X4X8 SPF	
"PARKS, FORESTRY & RECREATION"	1292-214	01-21-2011	01-24-2011	THE HOME DEPOT #7001	24.07	CAD	24.07	CAD	2710	GENERAL HARDWARE	P00039	E-FIELD SERV. 2-PRGM	5200	Home Supply Warehouse	"1"" SS HOSECL"	
					85.62	CAD	85.62	CAD								
TORONTO WATER	1285-94	01-17-2011	01-18-2011	STAPLES STORE #46	97.48	CAD	97.48	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	PW1020	WS SYSTEM CONTROL WO	5943	"Office, School Supply, and Stationery St"	Recycled cardboard boxes	
					97.48	CAD	97.48	CAD								
"PARKS, FORESTRY & RECREATION"	1292-184	01-20-2011	01-24-2011	THE HOME DEPOT #7001	102.58	CAD	102.58	CAD	2710	GENERAL HARDWARE	P10186	C-REC SUPER2-PGM SUP	5200	Home Supply Warehouse	3/16/1 1/4HE	
"PARKS, FORESTRY & RECREATION"	1302-168	01-28-2011	01-31-2011	SUNVIS SAFETY INC	22.37	CAD	22.37	CAD	2665	PROTECTIVE CLOTHING	P10186	C-REC SUPER2-PGM SUP	5999	Miscellaneous and Specialty Retail Store		
					124.95	CAD	124.95	CAD								
"PARKS, FORESTRY & RECREATION"	1283-62	01-13-2011	01-17-2011	THE HOME DEPOT #7013	16.70	CAD	16.70	CAD	2710	GENERAL HARDWARE	P00676	W-YORK1-PGM SUPP	5200	Home Supply Warehouse	WIRE TWISTER	
"PARKS, FORESTRY & RECREATION"	1285-46	01-14-2011	01-18-2011	THE WATER STORE	265.55	CAD	265.55	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00676	W-YORK1-PGM SUPP	4900	"Utilities - Electric, Gas, Sanitary, Wat"		
"PARKS, FORESTRY & RECREATION"	1288-54	01-19-2011	01-20-2011	PC SHOP            QPS	28.23	CAD	28.23	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P00676	W-YORK1-PGM SUPP	5499	Miscellaneous Food Stores - Convenience		
					310.48	CAD	310.48	CAD								
EMERGENCY MEDICAL SERVICES	1277-58	01-10-2011	01-12-2011	MOE - HWIN WEB	50.00	CAD	50.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - DISTRICT 4	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1277-59	01-10-2011	01-12-2011	MOE - HWIN WEB	50.00	CAD	50.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - DISTRICT 4	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1277-60	01-10-2011	01-12-2011	MOE - HWIN WEB	70.26	CAD	70.26	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - DISTRICT 4	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1277-61	01-10-2011	01-12-2011	MOE - HWIN WEB	70.18	CAD	70.18	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - DISTRICT 4	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1277-62	01-10-2011	01-12-2011	MOE - HWIN WEB	100.00	CAD	100.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - DISTRICT 4	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1277-63	01-10-2011	01-12-2011	MOE - HWIN WEB	50.00	CAD	50.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - DISTRICT 4	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1277-64	01-10-2011	01-12-2011	MOE - HWIN WEB	100.00	CAD	100.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - DISTRICT 4	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1277-65	01-10-2011	01-12-2011	MOE - HWIN WEB	50.00	CAD	50.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - DISTRICT 4	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1277-66	01-10-2011	01-12-2011	MOE - HWIN WEB	202.41	CAD	202.41	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - DISTRICT 4	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1277-67	01-10-2011	01-12-2011	MOE - HWIN WEB	100.00	CAD	100.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - DISTRICT 4	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1277-68	01-10-2011	01-12-2011	MOE - HWIN WEB	100.00	CAD	100.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - DISTRICT 4	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1277-69	01-10-2011	01-12-2011	MOE - HWIN WEB	100.00	CAD	100.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - DISTRICT 4	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1277-70	01-10-2011	01-12-2011	MOE - HWIN WEB	50.00	CAD	50.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - DISTRICT 4	9399	Government Services - Not Elsewhere Clas		
EMERGENCY MEDICAL SERVICES	1277-71	01-10-2011	01-12-2011	MOE - HWIN WEB	100.00	CAD	100.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - DISTRICT 4	9399	Government Services - Not Elsewhere Clas		
					"1,192.85"	CAD	"1,192.85"	CAD								
EMERGENCY MEDICAL SERVICES	1300-107	01-25-2011	01-28-2011	CHICA CANADA	56.50	CAD	56.50	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B29100	COMMUNITY MEDICINE	5969	Direct Marketing - Other Direct Marketer	CONFERENCE REGISTRATION FEE 	
EMERGENCY MEDICAL SERVICES	1300-108	01-25-2011	01-28-2011	CHICA CANADA	56.50	CAD	56.50	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B29100	COMMUNITY MEDICINE	5969	Direct Marketing - Other Direct Marketer	CONFERENCE REGISTRATION FEE	
					113.00	CAD	113.00	CAD								
"PARKS, FORESTRY & RECREATION"	1263-33	12-30-2010	01-04-2011	CDN TIRE STORE #00171	13.55	CAD	13.55	CAD	2710	GENERAL HARDWARE	P00090	KIPLING-PRUNING/REMO	5200	Home Supply Warehouse		
"PARKS, FORESTRY & RECREATION"	1273-71	01-06-2011	01-10-2011	ONEIDA EQUIPMENT LTD	92.24	CAD	92.24	CAD	2401	LUBRICANTS	P00090	KIPLING-PRUNING/REMO	5712	"Equipment, Furniture, and Home Furnishin"		
"PARKS, FORESTRY & RECREATION"	1275-36	01-10-2011	01-11-2011	UNIVERSAL FIELD SUPPLI	257.64	CAD	257.64	CAD	2665	PROTECTIVE CLOTHING	P00090	KIPLING-PRUNING/REMO	5137	"Mens, Womens, and Childrens Uniforms and"		
"PARKS, FORESTRY & RECREATION"	1294-47	01-21-2011	01-25-2011	ONEIDA EQUIPMENT LTD	221.90	CAD	221.90	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00090	KIPLING-PRUNING/REMO	5712	"Equipment, Furniture, and Home Furnishin"		
"PARKS, FORESTRY & RECREATION"	1296-45	01-25-2011	01-26-2011	ATLAS POLAR	39.19	CAD	39.19	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00090	KIPLING-PRUNING/REMO	5065	Electrical Parts and Equipment		
					624.52	CAD	624.52	CAD								
TORONTO WATER	1283-197	01-14-2011	01-17-2011	TORONTO PARKING AUTHOR	9.50	CAD	9.50	CAD	4770	PARKING EXPENSES (INTOWN)	PW3003	INFRASTRUCTURE REHAB	7523	Automobile Parking Lots and Garages	PARKING FEE	
					9.50	CAD	9.50	CAD								
TORONTO WATER	1271-56	01-06-2011	01-07-2011	STAPLES STORE #1	527.08	CAD	527.08	CAD	2010	STATIONERY AND OFFICE SUPPLIES	PW2014	O&M W2 SRVS MTC&REPR	5943	"Office, School Supply, and Stationery St"		
TORONTO WATER	1285-57	01-17-2011	01-18-2011	ASSOCIATION OF ROAD SU	197.75	CAD	197.75	CAD	4760	MEMBERSHIP FEES	PW2014	O&M W2 SRVS MTC&REPR	8398	"Organizations, Charitable and Social Ser"		
TORONTO WATER	1297-55	01-26-2011	01-27-2011	THE SOURCE 5389	11.29	CAD	11.29	CAD	2010	STATIONERY AND OFFICE SUPPLIES	PW2014	O&M W2 SRVS MTC&REPR	5732	Electronic Sales		
					736.12	CAD	736.12	CAD								
EMERGENCY MEDICAL SERVICES	1269-47	01-05-2011	01-06-2011	UNIT PARK MANAGEMENT I	10.00	CAD	10.00	CAD	4770	PARKING EXPENSES (INTOWN)	B33100	COMM CTR OPERATIONS	7299	Other Services (Not Elsewhere Classified	PARKING - RADIO INFRASTRUCTURE MEETING	
