Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
TORONTO ENVIRONMENT OFFICE	1995-122	05-17-2012	05-18-2012	EVERGREEN GARDENS	4.52	CAD	4.52	CAD	4995	OTHER EXPENSES	WE0619	IMPLEMENTATION & SUP	5261	Lawn and Garden Supply Stores	MISC SUPPLIES FOR KIDS WORLD OF ENERGY EVENT	
TORONTO ENVIRONMENT OFFICE	1998-141	05-17-2012	05-22-2012	STORWELL SELF STORAGE	362.05	CAD	362.05	CAD	4590	RENTAL - OTHER	WE0619	IMPLEMENTATION & SUP	4225	"Public Warehousing - Farm Products, Refr"	STORAGE SPACE RENTAL	
					565.77	CAD	565.77	CAD								
"PARKS, FORESTRY & RECREATION"	1998-142	05-18-2012	05-22-2012	KITCHEN STUFF PLUS #12	43.47	CAD	43.47	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00531	S-WEST 2-PGM SUPP	5712	"Equipment, Furniture, and Home Furnishin"	MISC KITCHEN SUPPLIES	
					43.47	CAD	43.47	CAD								
EMERGENCY MEDICAL SERVICES	2004-104	05-22-2012	05-25-2012	ACTION LOCKSMITHS INC.	152.55	CAD	152.55	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46754	OPS - DISTRICT 5	7399	Business Services - Not Elsewhere Classi	KEYS FOR BIKE UNIT AND RESPONSE UNIT	
EMERGENCY MEDICAL SERVICES	2010-116	05-23-2012	05-30-2012	ACTION LOCKSMITHS INC.	33.90	CAD	33.90	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46754	OPS - DISTRICT 5	7399	Business Services - Not Elsewhere Classi	KEYS FOR CBRNE AREA	
					186.45	CAD	186.45	CAD								
"PARKS, FORESTRY & RECREATION"	1989-87	05-14-2012	05-15-2012	CANADIAN MAINTENANCE	332.35	CAD	332.35	CAD	2082	HEALTH & SAFETY SUPPLIES	P00268	E-NORTH2-TURF&HORT	7349	"Cleaning and Maintenance, Janitorial Ser"	SUNSCREEN	
"PARKS, FORESTRY & RECREATION"	1992-120	05-15-2012	05-16-2012	ALPINE LAWN   GARDEN E	33.88	CAD	33.88	CAD	2401	LUBRICANTS	P00268	E-NORTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	CHAIN SAW OIL	
"PARKS, FORESTRY & RECREATION"	1992-121	05-15-2012	05-16-2012	CANADIAN MAINTENANCE	439.85	CAD	439.85	CAD	2665	PROTECTIVE CLOTHING	P00268	E-NORTH2-TURF&HORT	7349	"Cleaning and Maintenance, Janitorial Ser"	RAINSUITS	
"PARKS, FORESTRY & RECREATION"	2008-107	05-28-2012	05-29-2012	LOWES #02494*	39.38	CAD	39.38	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	*****	
					845.46	CAD	845.46	CAD								
"PARKS, FORESTRY & RECREATION"	2000-87	05-22-2012	05-23-2012	FUTURESHOP #633	282.60	CAD	282.60	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P01970	MAURICE CODY-SOCIAL	5732	Electronic Sales	STEREO	
"PARKS, FORESTRY & RECREATION"	2004-105	05-23-2012	05-25-2012	TREEHELP.COM / URBAN N	31.53	CAD	31.53	CAD	2570	JANITORIAL SUPPLIES	P01970	MAURICE CODY-SOCIAL	0780	Horticultural and Landscaping Services	DRAIN OPENER	
					314.13	CAD	314.13	CAD								
"PARKS, FORESTRY & RECREATION"	1968-106	04-30-2012	05-02-2012	MR METAL(ETOBICOKE) IN	217.33	CAD	217.33	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5051	Metal Service Centers and Offices	PIPE	
"PARKS, FORESTRY & RECREATION"	1977-145	05-04-2012	05-07-2012	BUNNING SPLICING   RIG	132.32	CAD	132.32	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5085	Industrial Supplies Not Elsewhere Classi	"CHAIN, ALUMINUM SLEEVES,CLEAR CABLE: CENTENNIAL"	
"PARKS, FORESTRY & RECREATION"	1980-101	05-07-2012	05-09-2012	MR METAL(ETOBICOKE) IN	847.50	CAD	847.50	CAD	2532	STEEL	P00676	W-YORK1-PGM SUPP	5051	Metal Service Centers and Offices	SCHEDULE 40 PIPE ROCKCLIFFE GATES	
"PARKS, FORESTRY & RECREATION"	1988-161	05-11-2012	05-14-2012	TORO AUTO RAD INC	994.40	CAD	994.40	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	7538	Automotive Service Shops	RAD RECORE NEW: EMERY YARD	
"PARKS, FORESTRY & RECREATION"	1995-123	05-16-2012	05-18-2012	BRAFASCO / ETOBICOKE	69.22	CAD	69.22	CAD	3080	M & E - HAND TOOLS	P00906	KIPLING YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	"COBALT JOBBER, 1/8 DRILL BIT"	
"PARKS, FORESTRY & RECREATION"	1995-124	05-16-2012	05-18-2012	MR METAL(ETOBICOKE) IN	67.52	CAD	67.52	CAD	2532	STEEL	P00906	KIPLING YD-TRADES	5051	Metal Service Centers and Offices	GALVANIZED SHEET	
"PARKS, FORESTRY & RECREATION"	1995-125	05-16-2012	05-18-2012	MR METAL(ETOBICOKE) IN	299.72	CAD	299.72	CAD	2532	STEEL	P00676	W-YORK1-PGM SUPP	5051	Metal Service Centers and Offices	"HR FLAT BAR, ROUND BAR: ROCKCLIFFE"	
"PARKS, FORESTRY & RECREATION"	1998-143	05-10-2012	05-22-2012	ACTION HYDRAULICS LTD.	853.15	CAD	853.15	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00890	KIPLING YD-FLEET EQU	7699	Miscellaneous Repair Shops and Related S	MOTOR TESTED AND REPAIRED	
"PARKS, FORESTRY & RECREATION"	2004-106	05-24-2012	05-25-2012	OMNIFLEX HOSE   EQUIPM	175.67	CAD	175.67	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC LINE FITTINGS: CENTENNIAL PARK	
"PARKS, FORESTRY & RECREATION"	2006-185	05-25-2012	05-28-2012	APPLIED INDUSTRIAL TEC	128.48	CAD	128.48	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5085	Industrial Supplies Not Elsewhere Classi	V BELTS: HIGH PARK	
"PARKS, FORESTRY & RECREATION"	2008-108	05-28-2012	05-29-2012	OMNIFLEX HOSE   EQUIPM	106.68	CAD	106.68	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC LINE FITTINGS HOSE	
"PARKS, FORESTRY & RECREATION"	2010-117	05-28-2012	05-30-2012	COLVILLE FASTENERS LTD	39.59	CAD	39.59	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	FASTENERS	
					"3,931.58"	CAD	"3,931.58"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1968-107	04-28-2012	05-02-2012	CURRY'S - WHITBY	96.40	CAD	96.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	WATERCOLOUR PAPER AND CRAFT WIRE	
ECONOMIC DEVELOPMENT & CULTURE	1986-134	05-10-2012	05-11-2012	MICHAELS STORE #3621	39.52	CAD	39.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5945	"Game, Toy, and Hobby Shops"	"SUEDE LACE, WELDBOND"	
ECONOMIC DEVELOPMENT & CULTURE	1988-162	05-10-2012	05-14-2012	WAL-MART #3635	11.03	CAD	11.03	CAD	2730	LOCKS	AH0018	AS-PS-PUB-CEDAR RIDG	5310	Discount Stores	KEYS CUT	
ECONOMIC DEVELOPMENT & CULTURE	1988-163	05-10-2012	05-14-2012	WAL-MART # 3113	54.00	CAD	54.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5310	Discount Stores	"APPLES, GLUE, PEROXIDE, COMMAND HOOK"	
ECONOMIC DEVELOPMENT & CULTURE	1992-122	05-15-2012	05-16-2012	TUCKERS POTTERY SUPPLI	524.60	CAD	524.60	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	*****	
					725.55	CAD	725.55	CAD								
"PARKS, FORESTRY & RECREATION"	1971-126	05-01-2012	05-03-2012	CROZIER ENTERPRISES LT	609.57	CAD	609.57	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5941	Sporting Goods Stores	PARTS FOR DRINKING FOUNTAIN	
"PARKS, FORESTRY & RECREATION"	1971-127	05-01-2012	05-03-2012	NOBLE TRADE 52170	63.86	CAD	63.86	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5251	Hardware Stores	PLUMBING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1972-120	05-02-2012	05-04-2012	THE HOME DEPOT #7012	7.52	CAD	7.52	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5200	Home Supply Warehouse	PVC COUPLING	
"PARKS, FORESTRY & RECREATION"	1989-88	05-14-2012	05-15-2012	CUSTOM DOOR   LOCK SER	166.96	CAD	166.96	CAD	2730	LOCKS	P12081	S-GEN-SPECIALIZED MA	5533	"Automotive Parts, Accessories Stores"	KEYS CUT	
"PARKS, FORESTRY & RECREATION"	1994-125	05-15-2012	05-17-2012	IDEAL SOLUTIONS	740.15	CAD	740.15	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P12081	S-GEN-SPECIALIZED MA	5271	Mobile Home Dealers	REPAIR & CALIBRATION OF GAS MONITOR	
"PARKS, FORESTRY & RECREATION"	1994-126	05-15-2012	05-17-2012	NOBLE TRADE 52170	170.56	CAD	170.56	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5251	Hardware Stores	PLUMBING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1998-144	05-17-2012	05-22-2012	ELITE PLUMBING   HEATI	557.34	CAD	557.34	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5074	Plumbing and Heating Equipment	PLUMBING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2002-140	05-23-2012	05-24-2012	VANDEN BUSSCHE IRRIGAT	638.68	CAD	638.68	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5719	Miscellaneous House Furnishing Specialty	SOLENOID VALVES AND ROTOR SPRINKLERS	
					"2,954.64"	CAD	"2,954.64"	CAD								
"PARKS, FORESTRY & RECREATION"	1980-102	05-07-2012	05-09-2012	YOUR DOLLAR STORE WITH	27.18	CAD	27.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00778	NORTH-GENERAL-TRAINI	5310	Discount Stores	SUPPLIES FOR TRAINING	
"PARKS, FORESTRY & RECREATION"	1980-103	05-07-2012	05-09-2012	YOUR DOLLAR STORE WITH	91.70	CAD	91.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00778	NORTH-GENERAL-TRAINI	5310	Discount Stores	SUPPLIES FOR TRAINING - ACTIVITY BOOK	
"PARKS, FORESTRY & RECREATION"	1984-130	05-08-2012	05-10-2012	PHARMA PLUS #0880	24.34	CAD	24.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00778	NORTH-GENERAL-TRAINI	5912	"Drug Stores, Pharmacies"	SUPPLIES USE FOR TEAM BUILDING	
"PARKS, FORESTRY & RECREATION"	1986-135	05-09-2012	05-11-2012	YOUR DOLLAR STORE WITH	29.44	CAD	29.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13251	SUMMERCAMP-BEDFORDCC	5310	Discount Stores	SUPPLIES FOR TRAINING	
					172.66	CAD	172.66	CAD								
"PARKS, FORESTRY & RECREATION"	2004-107	05-24-2012	05-25-2012	THE CRAFT   HOBBY EMPO	61.12	CAD	61.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13050	FITNESSSUP-LAMOREAUX	5970	"Artist Supply Stores, Craft Shops"	CRAFT SUPPLIES FOR J. BAYNE PRESCHOOL PROGRAMS	
"PARKS, FORESTRY & RECREATION"	2012-109	05-30-2012	05-31-2012	STAPLES STORE #175	31.22	CAD	31.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13050	FITNESSSUP-LAMOREAUX	5943	"Office, School Supply, and Stationery St"	LAMINATING POUCHES:FITNESS CENTRE MEMBERSHIP CARDS	
					92.34	CAD	92.34	CAD								
"PARKS, FORESTRY & RECREATION"	1984-131	05-09-2012	05-10-2012	THE MERCHANT OF TENNIS	230.50	CAD	230.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09924	MAURICE CODY-INSTRL	5941	Sporting Goods Stores	TENNIS EQUIPMENT	
					230.50	CAD	230.50	CAD								
"PARKS, FORESTRY & RECREATION"	2002-141	05-22-2012	05-24-2012	CDN TIRE STORE #00459	169.49	CAD	169.49	CAD	3050	M & E - KITCHEN	P12148	JENNER J MARIE CC-PG	5200	Home Supply Warehouse	MICROWAVE	
					169.49	CAD	169.49	CAD								
TORONTO WATER	1968-108	05-01-2012	05-02-2012	LEE VALLEY TOOLS 800-2	359.34	CAD	359.34	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	WW1062	HCTP PLANT SRVCS WA3	5251	Hardware Stores	RACCOON TRAPS	
					359.34	CAD	359.34	CAD								
TORONTO WATER	2004-108	05-23-2012	05-25-2012	CDN TIRE STORE #00654	40.65	CAD	40.65	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW1017	WS EAST WORK AREA	5200	Home Supply Warehouse	BRUSH	
TORONTO WATER	2006-186	05-24-2012	05-28-2012	CDN TIRE STORE #00030	23.44	CAD	23.44	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW1017	WS EAST WORK AREA	5200	Home Supply Warehouse	BRUSH	
TORONTO WATER	2008-109	05-25-2012	05-29-2012	BRAFASCO / SCARBOROUGH	107.85	CAD	107.85	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW1017	WS EAST WORK AREA	5085	Industrial Supplies Not Elsewhere Classi	NUT	
					171.94	CAD	171.94	CAD								
"PARKS, FORESTRY & RECREATION"	1979-85	05-04-2012	05-08-2012	RAINBOW PAINT  FLOOR D	326.17	CAD	326.17	CAD	2715	PAINT SUPPLIES	P00674	W-SOUTH3-PGM SUPP	5198	"Paints, Varnishes, and Supplies"	GRAFFITTI PAINT REMOVAL: SOUTH PARKS	
"PARKS, FORESTRY & RECREATION"	1980-104	05-07-2012	05-09-2012	MR METAL(ETOBICOKE) IN	813.92	CAD	813.92	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5051	Metal Service Centers and Offices	"PIPE TUBING, ROUND: ROCKCLIFFE"	
"PARKS, FORESTRY & RECREATION"	1988-164	05-10-2012	05-14-2012	BRAFASCO / ETOBICOKE	68.47	CAD	68.47	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	ACME ROD: WELDING SHOP	
"PARKS, FORESTRY & RECREATION"	1992-123	05-14-2012	05-16-2012	RAINBOW PAINT  FLOOR D	119.28	CAD	119.28	CAD	2715	PAINT SUPPLIES	P00906	KIPLING YD-TRADES	5198	"Paints, Varnishes, and Supplies"	"FLOOR PAINT, YELLOW SAFETY PAINT"	
"PARKS, FORESTRY & RECREATION"	1994-127	05-15-2012	05-17-2012	RAINBOW PAINT  FLOOR D	89.97	CAD	89.97	CAD	2715	PAINT SUPPLIES	P00890	KIPLING YD-FLEET EQU	5198	"Paints, Varnishes, and Supplies"	"SEALER, CHAMOIS BASE PAINT: CENTENNIAL"	
"PARKS, FORESTRY & RECREATION"	1998-145	05-10-2012	05-22-2012	ACTION HYDRAULICS LTD.	853.15	CAD	853.15	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00890	KIPLING YD-FLEET EQU	7699	Miscellaneous Repair Shops and Related S	HIGH PARK PUMP MOTOR REPAIRED	
"PARKS, FORESTRY & RECREATION"	2004-109	05-22-2012	05-25-2012	RAINBOW PAINT  FLOOR D	207.04	CAD	207.04	CAD	2715	PAINT SUPPLIES	P00674	W-SOUTH3-PGM SUPP	5198	"Paints, Varnishes, and Supplies"	GRAFFITTI PAINT REMOVAL: SOUTH PARKS	
"PARKS, FORESTRY & RECREATION"	2012-110	05-29-2012	05-31-2012	RAINBOW PAINT  FLOOR D	259.90	CAD	259.90	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00890	KIPLING YD-FLEET EQU	5198	"Paints, Varnishes, and Supplies"		
					"2,737.90"	CAD	"2,737.90"	CAD								
PUBLIC HEALTH	1988-165	05-10-2012	05-14-2012	WAL-MART #3635	88.00	CAD	88.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	PH3084	CYAC - CHILD MENTORI	5310	Discount Stores	PROGRAM MATERIALS FOR STUDENTS	
					88.00	CAD	88.00	CAD								
"PARKS, FORESTRY & RECREATION"	1979-86	05-04-2012	05-08-2012	NAPA WILLOWDALE #143	66.77	CAD	66.77	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5533	"Automotive Parts, Accessories Stores"	"HEAT SHRINK CONNECTORS,BRAKE CLEANERS"	
"PARKS, FORESTRY & RECREATION"	1979-87	05-04-2012	05-08-2012	NAPA WILLOWDALE #143	327.88	CAD	327.88	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00404	N-CENTRAL-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	HEADLIGHT ASSEMBLIES	
"PARKS, FORESTRY & RECREATION"	1979-88	05-04-2012	05-08-2012	ONEIDA EQUIPMENT LTD	33.17	CAD	33.17	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5712	"Equipment, Furniture, and Home Furnishin"	"CARBURETOR, SLEEVE"	
"PARKS, FORESTRY & RECREATION"	1979-89	05-04-2012	05-08-2012	ONEIDA EQUIPMENT LTD	37.67	CAD	37.67	CAD	2710	GENERAL HARDWARE	P00859	ALNESS YD-YD OPERN	5712	"Equipment, Furniture, and Home Furnishin"	"PULLER, SCREWDRIVERS"	
"PARKS, FORESTRY & RECREATION"	1979-90	05-04-2012	05-08-2012	ONEIDA EQUIPMENT LTD	91.06	CAD	91.06	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5712	"Equipment, Furniture, and Home Furnishin"	"PRIMER BULBS, DEFLECTOR"	
"PARKS, FORESTRY & RECREATION"	1994-128	05-15-2012	05-17-2012	NAPA WILLOWDALE #143	61.74	CAD	61.74	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5533	"Automotive Parts, Accessories Stores"	BATTERY	
"PARKS, FORESTRY & RECREATION"	1994-129	05-15-2012	05-17-2012	NAPA WILLOWDALE #143	160.45	CAD	160.45	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5533	"Automotive Parts, Accessories Stores"	BATTERY	
"PARKS, FORESTRY & RECREATION"	2000-88	05-18-2012	05-23-2012	NAPA WILLOWDALE #143	6.66	CAD	6.66	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5533	"Automotive Parts, Accessories Stores"	OIL FILTERS	
					785.40	CAD	785.40	CAD								
TORONTO WATER	1971-128	05-02-2012	05-03-2012	HONIG INDUSTRIAL EQUIP	308.66	CAD	308.66	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5969	Direct Marketing - Other Direct Marketer	GENERAL HARDWARE	
TORONTO WATER	1971-129	05-02-2012	05-03-2012	TORBRAM ELECTRIC SUPPL	220.01	CAD	220.01	CAD	2575	ELECTRICAL SUPPLIES	WW2055	COMPLEX WTR SYS	1731	Electrical Contractors	ELECTRICAL SUPPLIES	
TORONTO WATER	1971-130	05-02-2012	05-03-2012	TORBRAM ELECTRIC SUPPL	138.01	CAD	138.01	CAD	2575	ELECTRICAL SUPPLIES	WW2055	COMPLEX WTR SYS	1731	Electrical Contractors	ELECTRICAL SUPPLIES	
TORONTO WATER	1972-121	05-03-2012	05-04-2012	PRINCESS AUTO	203.37	CAD	203.37	CAD	3099	GENERAL EQUIPMENT	WW2055	COMPLEX WTR SYS	5085	Industrial Supplies Not Elsewhere Classi	GENERAL EQUIPMENT	
TORONTO WATER	1972-122	05-03-2012	05-04-2012	CANADIAN BEARINGS #29#	106.13	CAD	106.13	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5533	"Automotive Parts, Accessories Stores"	GENERAL HARDWARE	
TORONTO WATER	1986-136	05-10-2012	05-11-2012	TORBRAM ELECTRIC SUPPL	665.10	CAD	665.10	CAD	2575	ELECTRICAL SUPPLIES	WW2055	COMPLEX WTR SYS	1731	Electrical Contractors	ELECTRICAL SUPPLIES	
TORONTO WATER	1988-166	05-11-2012	05-14-2012	TORBRAM ELECTRIC SUPPL	85.89	CAD	85.89	CAD	2575	ELECTRICAL SUPPLIES	WW2055	COMPLEX WTR SYS	1731	Electrical Contractors	ELECTRICAL SUPPLIES	
TORONTO WATER	1988-167	05-11-2012	05-14-2012	AUTOMOTIVE TOOLS	"1,110.50"	CAD	"1,110.50"	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5533	"Automotive Parts, Accessories Stores"	DRILL	
TORONTO WATER	1992-124	05-15-2012	05-16-2012	TORBRAM ELECTRIC SUPPL	213.24	CAD	213.24	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	1731	Electrical Contractors	GENERAL HARDWARE	
TORONTO WATER	1992-125	05-16-2012	05-16-2012	HILTI (CANADA) CORP	220.22	CAD	220.22	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5251	Hardware Stores	GENERAL HARDWARE	
TORONTO WATER	1994-130	05-16-2012	05-17-2012	LOWES #02640*	221.40	CAD	221.40	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5200	Home Supply Warehouse	*****	
TORONTO WATER	1994-131	05-16-2012	05-17-2012	LOWES #03096*	523.72	CAD	523.72	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5200	Home Supply Warehouse	*****	
TORONTO WATER	1995-126	05-16-2012	05-18-2012	THE HOME DEPOT #7011	176.70	CAD	176.70	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5200	Home Supply Warehouse	*****	
TORONTO WATER	1995-127	05-17-2012	05-18-2012	NOBLE ICI 4361814 CANA	247.98	CAD	247.98	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	WW2055	COMPLEX WTR SYS	1711	"Air Conditioning, Heating, and Plumbing"	PARTS	
TORONTO WATER	1998-146	05-16-2012	05-22-2012	J.J. DOWNS INDUSTRIAL	149.16	CAD	149.16	CAD	2199	MISCELLANEOUS PARTS	WW2055	COMPLEX WTR SYS	5085	Industrial Supplies Not Elsewhere Classi	PARTS	
TORONTO WATER	1998-147	05-17-2012	05-22-2012	PACIFIC FASTENERS (198	835.64	CAD	835.64	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5251	Hardware Stores	GENERAL HARDWARE	
TORONTO WATER	1998-148	05-17-2012	05-22-2012	RONA NOBLE TRADE 52030	153.40	CAD	153.40	CAD	2575	ELECTRICAL SUPPLIES	WW2055	COMPLEX WTR SYS	5251	Hardware Stores	ELECTRICAL SUPPLIES	
TORONTO WATER	2000-89	05-18-2012	05-23-2012	RONA NOBLE TRADE 52030	539.96	CAD	539.96	CAD	2575	ELECTRICAL SUPPLIES	WW2055	COMPLEX WTR SYS	5251	Hardware Stores	ELECTRICAL SUPPLIES	
TORONTO WATER	2002-142	05-23-2012	05-24-2012	TORBRAM ELECTRIC SUPPL	264.40	CAD	264.40	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	1731	Electrical Contractors	GENERAL HARDWARE	
TORONTO WATER	2006-187	05-22-2012	05-28-2012	PACIFIC FASTENERS (198	259.00	CAD	259.00	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5251	Hardware Stores	GENERAL HARDWARE	
TORONTO WATER	2006-188	05-23-2012	05-28-2012	RONA NOBLE TRADE 52030	194.31	CAD	194.31	CAD	3099	GENERAL EQUIPMENT	WW2055	COMPLEX WTR SYS	5251	Hardware Stores	GENERAL HARDWARE	
TORONTO WATER	2008-110	05-28-2012	05-29-2012	NEDCO CTRL DIV. WESTBU	37.70	CAD	37.70	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5065	Electrical Parts and Equipment	GENERAL HARDWARE	
TORONTO WATER	2010-118	05-29-2012	05-30-2012	LOWES #03096*	140.02	CAD	140.02	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5200	Home Supply Warehouse	*****	
TORONTO WATER	2012-111	05-30-2012	05-31-2012	LOWES #03096*	43.81	CAD	43.81	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5200	Home Supply Warehouse	*****	
					"7,058.33"	CAD	"7,058.33"	CAD								
"PARKS, FORESTRY & RECREATION"	1988-168	05-10-2012	05-14-2012	THE HOME DEPOT #7001	45.17	CAD	45.17	CAD	2715	PAINT SUPPLIES	P07683	MCGREGOR PARK-OPERAT	5200	Home Supply Warehouse	TRMCLD 3.78L	
"PARKS, FORESTRY & RECREATION"	1998-149	05-17-2012	05-22-2012	THE HOME DEPOT #7107	226.68	CAD	226.68	CAD	2715	PAINT SUPPLIES	P10186	C-REC SUPER2-PGM SUP	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2004-110	05-23-2012	05-25-2012	THE HOME DEPOT #7107	124.28	CAD	124.28	CAD	*****	M & E - HAND TOOLS	P10186	C-REC SUPER2-PGM SUP	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2006-189	05-24-2012	05-28-2012	RONA # 55100	7.07	CAD	7.07	CAD	2710	GENERAL HARDWARE	P10186	C-REC SUPER2-PGM SUP	5251	Hardware Stores	SPRAY FOAM FOR ANCHOR IN TOTS POOL	
					403.20	CAD	403.20	CAD								
LEGAL SERVICES	1968-109	05-01-2012	05-02-2012	TERANET EXPRESS	16.00	CAD	16.00	CAD	4827	ONLINE SERVICES FEES	LL5505	TECHNICAL SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	1968-110	05-01-2012	05-02-2012	TERANET EXPRESS	7.50	CAD	7.50	CAD	4827	ONLINE SERVICES FEES	LL5505	TECHNICAL SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	1968-111	05-01-2012	05-02-2012	TERANET EXPRESS	33.00	CAD	33.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	LRO PROPERTY SEARCH	
