Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Elelment	Cost Centre / WBS Elelment Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2075-249	07-11-2012	07-13-2012	TOR CONSER / BLACK CK	819.00	CAD	819.00	CAD	4118	TICKETS AND ADMISSION FEES	P10455	S-E-PGM SUPP	9399	Government Services - Not Elsewhere Clas	ADMISSION	
"PARKS, FORESTRY & RECREATION"	2077-313	07-12-2012	07-16-2012	WAL-MART #1004	25.54	CAD	25.54	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P04887	KEELE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	PHOTOS PRINTED: TINY TOTS CAMP	
"PARKS, FORESTRY & RECREATION"	2077-314	07-13-2012	07-16-2012	STAPLES STORE #86	16.31	CAD	16.31	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P04887	KEELE CC-SUMR CAMP	5943	"Office, School Supply, and Stationery St"	PHOTOS PRINTED: YOUTH CAMP	
"PARKS, FORESTRY & RECREATION"	2077-315	07-13-2012	07-16-2012	STAPLES STORE #86	38.67	CAD	38.67	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10455	S-E-PGM SUPP	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2077-316	07-13-2012	07-16-2012	LASER QUEST MISSISSAUG	366.12	CAD	366.12	CAD	4118	TICKETS AND ADMISSION FEES	P04887	KEELE CC-SUMR CAMP	7929	"Bands, Orchestras, and Miscellaneous Ent"	ADMISSION: YOUTH CAMP	
"PARKS, FORESTRY & RECREATION"	2083-266	07-17-2012	07-19-2012	WAL-MART #1004	77.89	CAD	77.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04887	KEELE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2085-226	07-18-2012	07-20-2012	WAL-MART #1004	32.90	CAD	32.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04887	KEELE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	HOT DOGS: SPECIAL EVENT: ALL CAMPS	
"PARKS, FORESTRY & RECREATION"	2088-139	07-23-2012	07-24-2012	NOFRILLS TIM SUES 1352	43.66	CAD	43.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04887	KEELE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	CUPCAKE SUPPLIES: ADVENTURE CAMP	
"PARKS, FORESTRY & RECREATION"	2094-209	07-25-2012	07-26-2012	NOFRILLS TIM SUES 1352	45.04	CAD	45.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04887	KEELE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SUNDAES: TINY TOTS CAMP	
"PARKS, FORESTRY & RECREATION"	2097-230	07-26-2012	07-30-2012	WILD WATER KINGDOM	"1,476.00"	CAD	"1,476.00"	CAD	4118	TICKETS AND ADMISSION FEES	P04887	KEELE CC-SUMR CAMP	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION: ALL CAMPS	
"PARKS, FORESTRY & RECREATION"	2097-231	07-27-2012	07-30-2012	FAMOUS PLAYER #7406QPS	330.25	CAD	330.25	CAD	4118	TICKETS AND ADMISSION FEES	P04887	KEELE CC-SUMR CAMP	7832	Motion Picture Theaters	ADMISSION: SUMMER FUN & ADVENTURE CAMPS	
"PARKS, FORESTRY & RECREATION"	2097-232	07-27-2012	07-30-2012	WAL-MART #1004	155.19	CAD	155.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04887	KEELE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	CRAFTS SUPPLIES & DVD PLAYER FOR CAMPS	
"PARKS, FORESTRY & RECREATION"	2097-233	07-27-2012	07-30-2012	WAL-MART #1004	49.27	CAD	49.27	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P04887	KEELE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	PHOTOS PRINTED: TINY TOTS CAMP	
"PARKS, FORESTRY & RECREATION"	2099-125	07-30-2012	07-31-2012	FRESHCO  #9798     QPS	56.20	CAD	56.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04887	KEELE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	ORANGES: SPECIAL EVENT: ALL CAMPS	
					"3,977.69"	CAD	"3,977.69"	CAD								
"PARKS, FORESTRY & RECREATION"	2069-188	07-05-2012	07-10-2012	WHITTAMORE'S FARM MKT	303.57	CAD	303.57	CAD	4118	TICKETS AND ADMISSION FEES	P13252	SUMMERCAMP-CENTNIALW	0763	Agricultural Cooperatives	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2069-189	07-06-2012	07-10-2012	METRO #750	9.92	CAD	9.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13252	SUMMERCAMP-CENTNIALW	5411	"Grocery Stores, Supermarkets"	"EGGS, MILK, PANCAKE"	
"PARKS, FORESTRY & RECREATION"	2087-244	07-20-2012	07-23-2012	WAL-MART # 3105	22.53	CAD	22.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13252	SUMMERCAMP-CENTNIALW	5310	Discount Stores	TENNIS BALLS	
					336.02	CAD	336.02	CAD								
LONG TERM CARE HOMES	2073-281	07-09-2012	07-12-2012	CONCEPTS DU SABLIER	79.89	CAD	79.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D6B500	CSS-CUMMR LDGE-DC	8099	"Health Practitioners, Medical Services -"	"PROGRAM SUPPLIES (DVD, WORD SEARCHES)"	
LONG TERM CARE HOMES	2073-282	07-09-2012	07-12-2012	CONCEPTS DU SABLIER	363.44	CAD	363.44	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3C083	CUMMR LDGE-PS-PS	8099	"Health Practitioners, Medical Services -"	*****	
LONG TERM CARE HOMES	2114-1	07-16-2012	07-17-2012	FLAGHOUSE INC. NORTH YO	48.98	CAD	48.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMR LDGE-PS-PS	5712	"Equipment, Furniture, and Home Furnishin"	DVDS	
LONG TERM CARE HOMES	2115-1	07-17-2012	07-19-2012	SPECTRUM NASCO SIMFG 90	131.53	CAD	131.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMR LDGE-PS-PS	5943	"Office, School Supply, and Stationery St"	DVDS	
					623.84	CAD	623.84	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2058-314	06-29-2012	07-03-2012	YORK U-ADVANCEMENT  SM	"5,000.00"	CAD	"5,000.00"	CAD	5499	TRANSFERS-OTHERS	ED0145	IM-FIL-SUPP-CENTRAL	8220	"Colleges, Universities, Professional Sch"	SPONSORSHIP	
ECONOMIC DEVELOPMENT & CULTURE	2060-144	06-29-2012	07-04-2012	ITALIAN CONTEMPORARY F	"1,000.00"	CAD	"1,000.00"	CAD	5499	TRANSFERS-OTHERS	ED0145	IM-FIL-SUPP-CENTRAL	7922	Theatrical Producers (except Motion Pict	SPONSORSHIP	
ECONOMIC DEVELOPMENT & CULTURE	2078-140	07-16-2012	07-17-2012	ACADEMY OF CANADIAN CI	101.70	CAD	101.70	CAD	4760	MEMBERSHIP FEES	ED0145	IM-FIL-SUPP-CENTRAL	7832	Motion Picture Theaters	MEMBERSHIP	
					"6,101.70"	CAD	"6,101.70"	CAD								
"PARKS, FORESTRY & RECREATION"	2058-315	06-29-2012	07-03-2012	CDN TIRE STORE #00209	29.75	CAD	29.75	CAD	2710	GENERAL HARDWARE	P10954	BIRCHMOUNT-OPS	5200	Home Supply Warehouse	BATTERIES & TIES	
"PARKS, FORESTRY & RECREATION"	2060-145	07-03-2012	07-04-2012	LOWES #02633*	136.73	CAD	136.73	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2063-241	07-04-2012	07-05-2012	WOLSELEY CDA INC-HUDSO	29.80	CAD	29.80	CAD	2535	PLUMBING SUPPLIES	P00272	E-SOUTH2-TURF&HORT	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING PARTS	
"PARKS, FORESTRY & RECREATION"	2065-270	07-05-2012	07-06-2012	G.K. CHEMICAL SPECIALT	305.10	CAD	305.10	CAD	2570	JANITORIAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5169	Chemicals and Allied Products Not Elsewh	NITRILE GLOVES	
"PARKS, FORESTRY & RECREATION"	2066-293	07-05-2012	07-09-2012	THE HOME DEPOT #7107	353.02	CAD	353.02	CAD	*****	PAINT SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2087-245	07-19-2012	07-23-2012	THE HOME DEPOT #7107	66.15	CAD	66.15	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2087-246	07-20-2012	07-23-2012	THE HOME DEPOT #7107	39.08	CAD	39.08	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	BOLTS	
"PARKS, FORESTRY & RECREATION"	2087-247	07-20-2012	07-23-2012	THE HOME DEPOT #7107	-45.62	CAD	-45.62	CAD	2710	GENERAL HARDWARE	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	BOLT	
					914.01	CAD	914.01	CAD								
"PARKS, FORESTRY & RECREATION"	2073-283	07-11-2012	07-12-2012	SHERIDAN NURSERIES SCA	48.22	CAD	48.22	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	BEETLE TRAPS	
"PARKS, FORESTRY & RECREATION"	2077-317	07-12-2012	07-16-2012	THE HOME DEPOT #7107	95.95	CAD	95.95	CAD	2715	PAINT SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	*****	
					144.17	CAD	144.17	CAD								
"PARKS, FORESTRY & RECREATION"	2063-242	07-03-2012	07-05-2012	WAL-MART # 3111	112.97	CAD	112.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07899	SCAR VILLAGE RC-SOC	5411	"Grocery Stores, Supermarkets"	REPLACEMENT BASKETBALL BACKBOARD	
					112.97	CAD	112.97	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2058-316	06-13-2012	07-03-2012	THE MEDIA CONCIERGE	237.30	CAD	237.30	CAD	4082	PHOTO/VIDEO SERVICES	SE0004	CENTRL-FEST OF LIGHT	7311	Advertising Services	DVD TRANSFERS FOR ARCHIVAL VIDEO CALVALCADE'12	
ECONOMIC DEVELOPMENT & CULTURE	2058-317	06-30-2012	07-03-2012	METRO #37	169.50	CAD	169.50	CAD	4116	CATERING SERVICES	SE0007	CENTRL-M LASTMAN SQ-	5411	"Grocery Stores, Supermarkets"	HOSPITALITY FOR PERFORMERS-PPF#14-6476	
ECONOMIC DEVELOPMENT & CULTURE	2099-126	07-29-2012	07-31-2012	CHINA GOURMET	329.00	CAD	329.00	CAD	4116	CATERING SERVICES	SE0007	CENTRL-M LASTMAN SQ-	5812	"Eating Places, Restaurants"	CATERING FOR SPECIALEVENT - EXTERNAL CLIENTS	
					735.80	CAD	735.80	CAD								
"PARKS, FORESTRY & RECREATION"	2069-190	07-09-2012	07-10-2012	RTA ELECTRIC MOTOR COR	259.90	CAD	259.90	CAD	2575	ELECTRICAL SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	7538	Automotive Service Shops	ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2071-253	07-10-2012	07-11-2012	APPLIED INDUSTRIAL TEC	73.52	CAD	73.52	CAD	2575	ELECTRICAL SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5085	Industrial Supplies Not Elsewhere Classi	E	
"PARKS, FORESTRY & RECREATION"	2081-189	07-16-2012	07-18-2012	THE HOME DEPOT #7129	175.96	CAD	175.96	CAD	2575	ELECTRICAL SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2081-190	07-17-2012	07-18-2012	SURPLUS ELECTRICAL EQU	84.75	CAD	84.75	CAD	2575	ELECTRICAL SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2097-234	07-27-2012	07-30-2012	WIRELESS SYSTEMS SOLUT	4.66	CAD	4.66	CAD	2575	ELECTRICAL SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	4812	Telecommunication Equipment Including Te	HOLSTER	
					598.79	CAD	598.79	CAD								
"PARKS, FORESTRY & RECREATION"	2069-191	07-09-2012	07-10-2012	SHOPPERSDRUGMART0954	12.47	CAD	12.47	CAD	2570	JANITORIAL SUPPLIES	P07743	CENTENNIAL PARK (W)-	5912	"Drug Stores, Pharmacies"	WASP SPRAY & CLEANING WIPES	
					12.47	CAD	12.47	CAD								
EMERGENCY MEDICAL SERVICES	2091-203	07-23-2012	07-25-2012	HOOKBAG.CA INCORPORATE	45.86	CAD	45.86	CAD	2650	COMPUTER AND PRINTER SUPPLIES	B33100	COMM CTR OPERATIONS	5732	Electronic Sales	FLAT PANEL MONITOR MOUNT	
EMERGENCY MEDICAL SERVICES	2091-204	07-23-2012	07-25-2012	HOOKBAG.CA INCORPORATE	103.70	CAD	103.70	CAD	2650	COMPUTER AND PRINTER SUPPLIES	B33100	COMM CTR OPERATIONS	5732	Electronic Sales	FLAT PANEL MONITOR MOUNTS	
EMERGENCY MEDICAL SERVICES	2091-205	07-24-2012	07-25-2012	DATA INTEGRITY INC.	178.54	CAD	178.54	CAD	2650	COMPUTER AND PRINTER SUPPLIES	B33100	COMM CTR OPERATIONS	7372	"Computer Programming, Integrated Systems"	USDT COMPUTER STAND	
EMERGENCY MEDICAL SERVICES	2094-210	07-24-2012	07-26-2012	HOOKBAG.CA INCORPORATE	-45.86	CAD	-45.86	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	B33100	COMM CTR OPERATIONS	5732	Electronic Sales	REFUND - FLAT MONITOR MOUNT	
					282.24	CAD	282.24	CAD								
"PARKS, FORESTRY & RECREATION"	2058-318	06-28-2012	07-03-2012	WAL-MART # 3105	37.14	CAD	37.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2058-319	06-29-2012	07-03-2012	PRICE CHOPPER #7964QPS	50.12	CAD	50.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12663	N-GEN INTEGRATN SERV	5411	"Grocery Stores, Supermarkets"	SNACKS FOR TINY TOTS PROGRAMS	
"PARKS, FORESTRY & RECREATION"	2060-146	07-01-2012	07-04-2012	WAL-MART # 3105	60.24	CAD	60.24	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5310	Discount Stores		
"PARKS, FORESTRY & RECREATION"	2060-147	07-03-2012	07-04-2012	AVRON FOODS	78.63	CAD	78.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5199	Nondurable Goods Not Elsewhere Classifie		
"PARKS, FORESTRY & RECREATION"	2066-294	07-05-2012	07-09-2012	PLAYTIME BOWL INC	569.50	CAD	569.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	7933	Bowling Alleys		
"PARKS, FORESTRY & RECREATION"	2071-254	07-10-2012	07-11-2012	DOLLAR GIANT #40047	14.89	CAD	14.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5331	Variety Stores		
"PARKS, FORESTRY & RECREATION"	2071-255	07-10-2012	07-11-2012	PRICE CHOPPER #7964QPS	95.14	CAD	95.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2073-284	07-10-2012	07-12-2012	THE HOME DEPOT #7134	18.27	CAD	18.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2077-318	07-15-2012	07-16-2012	DOLLAR GIANT #40047	29.66	CAD	29.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5331	Variety Stores		
"PARKS, FORESTRY & RECREATION"	2078-141	07-16-2012	07-17-2012	PRICE CHOPPER #7964QPS	30.66	CAD	30.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2081-191	07-17-2012	07-18-2012	THE CRAFT   HOBBY EMPO	7.79	CAD	7.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5970	"Artist Supply Stores, Craft Shops"		
"PARKS, FORESTRY & RECREATION"	2085-227	07-19-2012	07-20-2012	THE CRAFT   HOBBY EMPO	9.58	CAD	9.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5970	"Artist Supply Stores, Craft Shops"		
"PARKS, FORESTRY & RECREATION"	2087-248	07-20-2012	07-23-2012	PRICE CHOPPER #7964QPS	28.25	CAD	28.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2088-140	07-23-2012	07-24-2012	RCSS WESTON 2800	149.30	CAD	149.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2088-141	07-23-2012	07-24-2012	DOLLAR GIANT #40047	31.08	CAD	31.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5331	Variety Stores		
"PARKS, FORESTRY & RECREATION"	2099-127	07-30-2012	07-31-2012	LOBLAW SUPERMARKET #10	44.23	CAD	44.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5411	"Grocery Stores, Supermarkets"		
					"1,254.48"	CAD	"1,254.48"	CAD								
EMERGENCY MEDICAL SERVICES	2063-243	07-04-2012	07-05-2012	BEACH IMPRESSION INC	33.88	CAD	33.88	CAD	2650	COMPUTER AND PRINTER SUPPLIES	B25000	MATERIALS MGT-STORES	5045	"Computers, Computer Peripheral Equipment"	LAPTOP COOLING PAD	
EMERGENCY MEDICAL SERVICES	2066-295	07-06-2012	07-09-2012	HOLIDAY INN TORONTO YO	177.37	CAD	177.37	CAD	4840	MOTEL/HOTEL RENT CHG	B15020	DIVISIONAL CHARGES	3501	Holiday Inns	ACCOMM - GRADUATION EVENT	
EMERGENCY MEDICAL SERVICES	2073-285	07-10-2012	07-12-2012	BUSINESS DEPOT DIRECT	158.18	CAD	158.18	CAD	2010	STATIONERY AND OFFICE SUPPLIES	B00001	EMS PROG DEVLP LEAD	5943	"Office, School Supply, and Stationery St"	BOOKCASE	
EMERGENCY MEDICAL SERVICES	2073-286	07-10-2012	07-12-2012	BUSINESS DEPOT DIRECT	-22.60	CAD	-22.60	CAD	2010	STATIONERY AND OFFICE SUPPLIES	B00001	EMS PROG DEVLP LEAD	5943	"Office, School Supply, and Stationery St"	COUPONS AND ADJUSTMENTS-REFUND	
					346.83	CAD	346.83	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2077-319	07-13-2012	07-16-2012	PARTS NOW! ULC	280.19	CAD	280.19	CAD	2035	PRINTING SUPPLIES (TAXABLE)	ED0002	BUS DEV-CONSTR FACIL	7394	"Equipment Rental and Leasing Services, F"	FUSER KIT FOR PRINTER	
					280.19	CAD	280.19	CAD								
"PARKS, FORESTRY & RECREATION"	2063-245	07-04-2012	07-05-2012	LOWES #02633*	338.91	CAD	338.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04668	OAKDALE CC-SUMR CAMP	5200	Home Supply Warehouse	LASKO WINDCURVE TWR FAN W/IONIZER	
"PARKS, FORESTRY & RECREATION"	2066-296	07-06-2012	07-09-2012	RCSS 1077	110.26	CAD	110.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04668	OAKDALE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2071-256	07-09-2012	07-11-2012	WAL-MART #3159	321.33	CAD	321.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04668	OAKDALE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2073-287	07-11-2012	07-12-2012	CINEPLEX  7253     QPS	428.50	CAD	428.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04668	OAKDALE CC-SUMR CAMP	7832	Motion Picture Theaters		
"PARKS, FORESTRY & RECREATION"	2083-267	07-18-2012	07-19-2012	TORONTO ZOO-ADMISSIONS	879.00	CAD	879.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04668	OAKDALE CC-SUMR CAMP	7996	"Amusement Parks, Carnivals, Circuses, Fo"		
"PARKS, FORESTRY & RECREATION"	2085-228	07-18-2012	07-20-2012	THE HOME DEPOT #7027	44.87	CAD	44.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04668	OAKDALE CC-SUMR CAMP	5200	Home Supply Warehouse	BOTTLE	
"PARKS, FORESTRY & RECREATION"	2085-229	07-18-2012	07-20-2012	WAL-MART #3159	30.70	CAD	30.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04668	OAKDALE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2087-249	07-20-2012	07-23-2012	NOFRILLS DICKIES 752	92.79	CAD	92.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04668	OAKDALE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2088-142	07-23-2012	07-24-2012	AVRON FOODS	264.98	CAD	264.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04668	OAKDALE CC-SUMR CAMP	5199	Nondurable Goods Not Elsewhere Classifie		
"PARKS, FORESTRY & RECREATION"	2094-211	07-25-2012	07-26-2012	NOFRILLS DICKIES 752	5.73	CAD	5.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04668	OAKDALE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2095-221	07-26-2012	07-27-2012	NOFRILLS DICKIES 752	42.57	CAD	42.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04668	OAKDALE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2097-235	07-26-2012	07-30-2012	WAL-MART #3159	264.69	CAD	264.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04668	OAKDALE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"		
					"2,824.33"	CAD	"2,824.33"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2081-192	07-17-2012	07-18-2012	CAFE ON THE SQUARE	29.95	CAD	29.95	CAD	4823	MEALS-OUTSIDE LOC'S	ED0054	BUS DEV-BIOTECH-PROM	5812	"Eating Places, Restaurants"	BUSINESS MEETING WITH EXTERNAL CLIENT	
					29.95	CAD	29.95	CAD								
FIRE SERVICES	2066-297	07-05-2012	07-09-2012	WAL-MART # 5831	110.74	CAD	110.74	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FR0008	FIRE SAFETY ED	5411	"Grocery Stores, Supermarkets"	10X10 GAZEBO	
					110.74	CAD	110.74	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2066-298	07-06-2012	07-09-2012	PEARL HARBOR FRONT CUI	22.56	CAD	22.56	CAD	4823	MEALS-OUTSIDE LOC'S	ED0128	BD-SEC-FASH-CENTRAL	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	2071-257	07-09-2012	07-11-2012	BECK TAXI	16.75	CAD	16.75	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	ED0128	BD-SEC-FASH-CENTRAL	4121	Limousines and Taxicabs	TAXI FOR BUSINESS MEETING	
ECONOMIC DEVELOPMENT & CULTURE	2073-288	07-10-2012	07-12-2012	BECK TAXI	22.50	CAD	22.50	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	ED0123	BD-SEC-EMER-CENTRAL	4121	Limousines and Taxicabs	TAXI FOR EVENT	
ECONOMIC DEVELOPMENT & CULTURE	2073-289	07-11-2012	07-12-2012	INDIGO 287         QPS	22.54	CAD	22.54	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	ED0128	BD-SEC-FASH-CENTRAL	5942	Book Stores	MAGAZINES	
ECONOMIC DEVELOPMENT & CULTURE	2083-268	07-18-2012	07-19-2012	EB *THE TUTU PROJECT	25.00	CAD	25.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0123	BD-SEC-EMER-CENTRAL	7399	Business Services - Not Elsewhere Classi	TICKETS FOR EVENT	
ECONOMIC DEVELOPMENT & CULTURE	2087-250	07-19-2012	07-23-2012	DIAMOND TAXI CAB DISPA	21.75	CAD	21.75	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	ED0128	BD-SEC-FASH-CENTRAL	4121	Limousines and Taxicabs	TAXI FOR EVENT	
ECONOMIC DEVELOPMENT & CULTURE	2095-222	07-26-2012	07-27-2012	BECK TAXI	8.00	CAD	8.00	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	ED0128	BD-SEC-FASH-CENTRAL	4121	Limousines and Taxicabs	TAXI FOR BUSINESS MEETING	
					139.10	CAD	139.10	CAD								
"PARKS, FORESTRY & RECREATION"	2058-321	06-30-2012	07-03-2012	WAL-MART #3159	77.28	CAD	77.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04884	HILLCREST-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	CAMP ACTIVITY SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2058-322	06-30-2012	07-03-2012	WAL-MART #3159	40.71	CAD	40.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12799	RS-HUMEWOOD-CAMPS-SU	5411	"Grocery Stores, Supermarkets"	CAMP ACTIVITY SUPPLIES	
