Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
LEGAL SERVICES	1856-106	02-09-2012	02-10-2012	TERANET EXPRESS	8.50	CAD	8.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1858-144	02-10-2012	02-13-2012	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1858-145	02-10-2012	02-13-2012	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1862-106	02-14-2012	02-15-2012	TERANET EXPRESS	157.00	CAD	157.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1863-64	02-15-2012	02-16-2012	TERANET EXPRESS	12.50	CAD	12.50	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1863-65	02-15-2012	02-16-2012	TERANET EXPRESS	4.00	CAD	4.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1863-66	02-15-2012	02-16-2012	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1866-102	02-16-2012	02-17-2012	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1866-103	02-16-2012	02-17-2012	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1866-104	02-16-2012	02-17-2012	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1869-103	02-17-2012	02-20-2012	TERANET EXPRESS	16.00	CAD	16.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1869-104	02-17-2012	02-20-2012	TERANET EXPRESS	12.00	CAD	12.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1869-105	02-17-2012	02-20-2012	TERANET EXPRESS	58.00	CAD	58.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1869-106	02-17-2012	02-20-2012	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1869-107	02-17-2012	02-20-2012	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1869-108	02-17-2012	02-20-2012	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1872-56	02-21-2012	02-22-2012	TERANET EXPRESS	37.00	CAD	37.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1872-57	02-21-2012	02-22-2012	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1872-58	02-21-2012	02-22-2012	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL5302	HERITAGE PRESERVATIO	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1872-59	02-21-2012	02-22-2012	TERANET EXPRESS	6.00	CAD	6.00	CAD	4827	ONLINE SERVICES FEES	LL5302	HERITAGE PRESERVATIO	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1876-105	02-23-2012	02-24-2012	TERANET EXPRESS	25.00	CAD	25.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1876-106	02-23-2012	02-24-2012	TERANET EXPRESS	6.00	CAD	6.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS AND RECREATION	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1878-124	02-24-2012	02-27-2012	TERANET EXPRESS	75.00	CAD	75.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1878-125	02-24-2012	02-27-2012	TERANET EXPRESS	12.00	CAD	12.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1880-68	02-27-2012	02-28-2012	TERANET EXPRESS	33.50	CAD	33.50	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1880-69	02-27-2012	02-28-2012	TERANET EXPRESS	7.00	CAD	7.00	CAD	4827	ONLINE SERVICES FEES	LL5506	TRANSPORTATION SVCS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1882-79	02-28-2012	02-29-2012	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1882-80	02-28-2012	02-29-2012	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	1882-81	02-28-2012	02-29-2012	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
					713.00	CAD	713.00	CAD								
"PARKS, FORESTRY & RECREATION"	1839-87	01-30-2012	02-01-2012	PUBLIC STORAGE CANADA	44.73	CAD	44.73	CAD	4590	RENTAL - OTHER	P00483	S-WEST 2-PKS EQP MNT	4225	"Public Warehousing - Farm Products, Refr"	STORAGE SPACE RENTAL	
"PARKS, FORESTRY & RECREATION"	1839-88	01-30-2012	02-01-2012	PUBLIC STORAGE CANADA	44.73	CAD	44.73	CAD	4590	RENTAL - OTHER	P00483	S-WEST 2-PKS EQP MNT	4225	"Public Warehousing - Farm Products, Refr"	STORAGE SPACE RENTAL	
"PARKS, FORESTRY & RECREATION"	1841-92	01-31-2012	02-02-2012	SHARMA DIESEL	389.85	CAD	389.85	CAD	2181	PARTS - VEHICLES	P00483	S-WEST 2-PKS EQP MNT	5533	"Automotive Parts, Accessories Stores"	PARTS FOR REPAIR	
"PARKS, FORESTRY & RECREATION"	1842-104	02-01-2012	02-03-2012	PUBLIC STORAGE CANADA	134.47	CAD	134.47	CAD	4570	RENTAL/LEASE OF PARKING SPACES	P00483	S-WEST 2-PKS EQP MNT	4225	"Public Warehousing - Farm Products, Refr"	PARKING SPACE RENTAL	
"PARKS, FORESTRY & RECREATION"	1842-105	02-01-2012	02-03-2012	PUBLIC STORAGE CANADA	154.81	CAD	154.81	CAD	4570	RENTAL/LEASE OF PARKING SPACES	P00483	S-WEST 2-PKS EQP MNT	4225	"Public Warehousing - Farm Products, Refr"	PARKING SPACE RENTAL	
"PARKS, FORESTRY & RECREATION"	1854-80	02-08-2012	02-09-2012	IMAGING ALIGNMENT CORP	660.07	CAD	660.07	CAD	2792	"BANNERS, FLAGS & SIGNS"	P13306	SIGN SHOP-BOOTH YARD	5967	Direct Marketing - Inbound Telemarketing	SIGNAGE MATERIAL	
"PARKS, FORESTRY & RECREATION"	1882-82	02-28-2012	02-29-2012	THE XTERMINATOR	237.30	CAD	237.30	CAD	4417	PEST CONTROL	P00483	S-WEST 2-PKS EQP MNT	7342	Exterminating and Disinfecting Services	PEST CONTROL	
					"1,665.96"	CAD	"1,665.96"	CAD								
TRANSPORTATION SERVICES 	1876-107	02-23-2012	02-24-2012	HENRY'S SCARBOROUGH	124.27	CAD	124.27	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	5946	Camera and Photographic Supply Stores	REPLACEMENT BATTERIES FOR CAMERA	
					124.27	CAD	124.27	CAD								
"PARKS, FORESTRY & RECREATION"	1862-107	02-14-2012	02-15-2012	WOLSELEY CDA INC-HUDSO	118.16	CAD	118.16	CAD	2535	PLUMBING SUPPLIES	P00409	N-EAST1-TURF&HORT	1711	"Air Conditioning, Heating, and Plumbing"	FAUCET	
"PARKS, FORESTRY & RECREATION"	1862-108	02-14-2012	02-15-2012	WOLSELEY CDA INC-HUDSO	109.43	CAD	109.43	CAD	2535	PLUMBING SUPPLIES	P07697	CUMMER COMPLEX-OPERA	1711	"Air Conditioning, Heating, and Plumbing"	TRIM/FAUCET	
					227.59	CAD	227.59	CAD								
EMERGENCY MEDICAL SERVICES	1848-144	02-03-2012	02-06-2012	TORONTO STAMP INC	220.80	CAD	220.80	CAD	2010	STATIONERY AND OFFICE SUPPLIES	B46752	OPS - DISTRICT 3	5943	"Office, School Supply, and Stationery St"	RED KEY TAGS	
EMERGENCY MEDICAL SERVICES	1854-81	02-08-2012	02-09-2012	AAA VACUUM CENTRE	98.95	CAD	99.06	USD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	B46752	OPS - DISTRICT 3	5722	Household Appliance Stores	"VACUUM TUNE UP, BAGS, FILTER (TO BE REFUNDED)"	
EMERGENCY MEDICAL SERVICES	1856-107	02-09-2012	02-10-2012	FUTURE SHOP #617	"1,141.26"	CAD	"1,141.26"	CAD	3310	FURNISHINGS	B48033	STN 33 - OPERATIONS	5732	Electronic Sales	*****	
					"1,461.01"	CAD	"1,362.06"	CAD								
							99.06	USD								
ECONOMIC DEVELOPMENT & CULTURE	1841-93	02-01-2012	02-02-2012	LOBLAWS #1010	37.54	CAD	37.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	CHEESECLOTH & MILK FOR PROGRAM USE	
ECONOMIC DEVELOPMENT & CULTURE	1854-82	02-08-2012	02-09-2012	LOBLAWS #1010	54.31	CAD	54.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	CREAM & TURNIPS FOR PROGRAM USE	
ECONOMIC DEVELOPMENT & CULTURE	1866-105	02-16-2012	02-17-2012	LOBLAWS #1010	107.32	CAD	107.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	APPLE CIDER & CURRANTS FOR PROGRAM USE	
ECONOMIC DEVELOPMENT & CULTURE	1873-93	02-21-2012	02-23-2012	PAYPAL *LAVENDERSGR	458.84	CAD	458.84	CAD	2670	UNIFORMS	AH0087	HS-MH-PRS-GIBSON HOU	8999	Professional Services - Not Elsewhere Cl	1910S REPRODUCTION COSTUMES 4 PCS FOR THEATRE SHOW	
ECONOMIC DEVELOPMENT & CULTURE	1876-108	02-23-2012	02-24-2012	PAST PATTERNS	26.89	CAD	26.25	USD	2670	UNIFORMS	AH0087	HS-MH-PRS-GIBSON HOU	5964	Direct Marketing - Catalog Merchants	SKIRT PATTERN FOR THEATRE SHOW	
ECONOMIC DEVELOPMENT & CULTURE	1876-109	02-23-2012	02-24-2012	NOFRILLS CARLO'S #3925	107.56	CAD	107.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	POTATOES AND BUTTER FOR PROGRAM USE	
ECONOMIC DEVELOPMENT & CULTURE	1876-110	02-23-2012	02-24-2012	GOLDA'S KITCHEN INC.	178.10	CAD	178.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0070	HS-MH-EDU-GIBSON HOU	5719	Miscellaneous House Furnishing Specialty	REPRODUCTION MIXING BOWLS FOR PROGRAM USE	
					970.56	CAD	943.67	CAD								
							26.25	USD								
TORONTO WATER	1873-94	02-21-2012	02-23-2012	CDN TIRE STORE #00654	257.61	CAD	257.61	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1182	OPS SUPPORT	5200	Home Supply Warehouse	SOCKETS	
TORONTO WATER	1873-95	02-22-2012	02-23-2012	STAPLES STORE #26	334.51	CAD	334.51	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1182	OPS SUPPORT	5943	"Office, School Supply, and Stationery St"	TRUNK SEWER CAMERA KITS	
					592.12	CAD	592.12	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1850-77	02-06-2012	02-07-2012	ACCE	140.00	CAD	140.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0139	EN-PSU-PSUP-CENTRAL	8641	"Associations - Civic, Social, and Frater"	TICKET TO EVENT - INV# 22155	
ECONOMIC DEVELOPMENT & CULTURE	1851-94	02-07-2012	02-08-2012	COMPANY OF WOMEN	28.25	CAD	28.25	CAD	4118	TICKETS AND ADMISSION FEES	ED0139	EN-PSU-PSUP-CENTRAL	8641	"Associations - Civic, Social, and Frater"	TICKET TO EVENT	
ECONOMIC DEVELOPMENT & CULTURE	1856-108	02-09-2012	02-10-2012	MANIFOLD DATA MINING I	282.50	CAD	282.50	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	ED0139	EN-PSU-PSUP-CENTRAL	7399	Business Services - Not Elsewhere Classi	SUBSCRIPTION FEE OF ONLINE DEMOGRAPHIC REPORTS	
ECONOMIC DEVELOPMENT & CULTURE	1858-146	02-10-2012	02-13-2012	PAYPAL *SQUAIR	60.00	CAD	60.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0139	EN-PSU-PSUP-CENTRAL	8999	Professional Services - Not Elsewhere Cl	TICKET TO EVENT	
					510.75	CAD	510.75	CAD								
"PARKS, FORESTRY & RECREATION"	1842-106	02-01-2012	02-03-2012	WAL-MART # 3111	184.12	CAD	184.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01356	MALVERN RC-SOCIAL PG	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SCAVENGER HUNT-BLACK HISTORY MONTH	
"PARKS, FORESTRY & RECREATION"	1850-78	02-06-2012	02-07-2012	A BUCK OR TWO	12.49	CAD	12.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01356	MALVERN RC-SOCIAL PG	5310	Discount Stores	PROGRAMS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1851-95	02-06-2012	02-08-2012	WAL-MART # 3000	85.41	CAD	85.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01356	MALVERN RC-SOCIAL PG	5310	Discount Stores	FOOD FOR EVENT-BLACK HISTORY MONTH	
"PARKS, FORESTRY & RECREATION"	1863-67	02-14-2012	02-16-2012	WAL-MART # 3111	68.98	CAD	68.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01356	MALVERN RC-SOCIAL PG	5411	"Grocery Stores, Supermarkets"	FOOD FOR EVENT-BASKETBALL TOURNAMENT	
"PARKS, FORESTRY & RECREATION"	1869-109	02-15-2012	02-20-2012	HOULT HELLEWELL	55.14	CAD	55.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01356	MALVERN RC-SOCIAL PG	5999	Miscellaneous and Specialty Retail Store	"BASKETBALL TOURNAMENT-MEDALS, TROPHIES"	
					406.14	CAD	406.14	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1848-145	02-03-2012	02-06-2012	LEE VALLEY TOOLS 800-2	29.05	CAD	29.05	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0090	HS-MH-PRS-98 ATLANTI	5251	Hardware Stores	"2 MOTION DETECTOR LIGHTS, 3 RULERS"	
					29.05	CAD	29.05	CAD								
TORONTO ENVIRONMENT OFFICE	1878-126	02-23-2012	02-27-2012	DIRECT ENERGY CENTRE	922.11	CAD	922.11	CAD	4995	OTHER EXPENSES	WE0702	LIVE GREEN-MARKETING	9399	Government Services - Not Elsewhere Clas	SHOW SERVICES FOR CANADA BLOOMS	
TORONTO ENVIRONMENT OFFICE	1878-127	02-23-2012	02-27-2012	STORWELL SELF STORAGE	362.05	CAD	362.05	CAD	4590	RENTAL - OTHER	WE0702	LIVE GREEN-MARKETING	4225	"Public Warehousing - Farm Products, Refr"	STORAGE	
					"1,284.16"	CAD	"1,284.16"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1856-109	02-09-2012	02-10-2012	UNION METRICS	86.39	CAD	84.00	USD	4414	ADVERTISING & PROMOTION	SE0012	TOURISM TORONTO	8699	"Organizations, Membership - Not Elsewher"	TWEETREACH PRO	
					86.39	CAD	84.00	USD								
EMERGENCY MEDICAL SERVICES	1862-109	02-15-2012	02-15-2012	MEDTRONIC OF CANADA	899.03	CAD	899.03	CAD	2820	MEDICAL & DENTAL SUPPLIES	B45519	CRITICAL CARE TRANSF	5047	Laboratory/Medical/Dental/Ophthalmic Hos	*****	
					899.03	CAD	899.03	CAD								
"PARKS, FORESTRY & RECREATION"	1842-109	02-02-2012	02-03-2012	LINDE CANADA - ETOBICO	393.61	CAD	393.61	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5072	Hardware Equipment and Supplies	DEFUSERS	
"PARKS, FORESTRY & RECREATION"	1848-146	02-03-2012	02-06-2012	SCS SUPPLY GROUP ETOBI	47.90	CAD	47.90	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5085	Industrial Supplies Not Elsewhere Classi	BEARINGS	
"PARKS, FORESTRY & RECREATION"	1850-80	02-03-2012	02-07-2012	BRAFASCO / ETOBICOKE	162.44	CAD	162.44	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	DIGITAL CALIPER CENTRE PUNCHES	
"PARKS, FORESTRY & RECREATION"	1850-81	02-03-2012	02-07-2012	MR METAL(ETOBICOKE) IN	194.45	CAD	194.45	CAD	2532	STEEL	P00890	KIPLING YD-FLEET EQU	5051	Metal Service Centers and Offices	RAILING SCH40 PIPE	
"PARKS, FORESTRY & RECREATION"	1850-82	02-03-2012	02-07-2012	MR METAL(ETOBICOKE) IN	259.36	CAD	259.36	CAD	2532	STEEL	P00890	KIPLING YD-FLEET EQU	5051	Metal Service Centers and Offices	"HR SQUARE, SCH40 TUBE"	
"PARKS, FORESTRY & RECREATION"	1850-83	02-06-2012	02-07-2012	PRINCESS AUTO	169.59	CAD	169.59	CAD	3080	M & E - HAND TOOLS	P00890	KIPLING YD-FLEET EQU	5085	Industrial Supplies Not Elsewhere Classi	"VISE SLIDE, LOCKING CLAMPS"	
"PARKS, FORESTRY & RECREATION"	1854-83	02-07-2012	02-09-2012	BRAFASCO / ETOBICOKE	286.96	CAD	286.96	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5085	Industrial Supplies Not Elsewhere Classi	"CHISEL, DRIFT PUNCH"	
"PARKS, FORESTRY & RECREATION"	1858-147	02-09-2012	02-13-2012	CDN TIRE STORE #00070	209.89	CAD	209.89	CAD	3080	M & E - HAND TOOLS	P00906	KIPLING YD-TRADES	5200	Home Supply Warehouse	"EXT BAR 1/2"", WRENCH"	
"PARKS, FORESTRY & RECREATION"	1863-68	02-14-2012	02-16-2012	BRAFASCO / ETOBICOKE	206.42	CAD	206.42	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5085	Industrial Supplies Not Elsewhere Classi	CUTTING DISCS	
"PARKS, FORESTRY & RECREATION"	1869-110	02-16-2012	02-20-2012	APPLE AUTO GLASS #344	375.16	CAD	375.16	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	P00890	KIPLING YD-FLEET EQU	7538	Automotive Service Shops	GLASS REPAIRS - KUBOTA TRACTOR	
"PARKS, FORESTRY & RECREATION"	1869-111	02-17-2012	02-20-2012	PRINCESS AUTO	326.51	CAD	326.51	CAD	3080	M & E - HAND TOOLS	P00890	KIPLING YD-FLEET EQU	5085	Industrial Supplies Not Elsewhere Classi	3/4 DRIVE ADAPTER	
"PARKS, FORESTRY & RECREATION"	1876-111	02-22-2012	02-24-2012	BRAFASCO / ETOBICOKE	128.75	CAD	128.75	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	"HITCH PINS, CLAMPS"	
"PARKS, FORESTRY & RECREATION"	1876-112	02-22-2012	02-24-2012	MR METAL(ETOBICOKE) IN	199.51	CAD	199.51	CAD	2532	STEEL	P00890	KIPLING YD-FLEET EQU	5051	Metal Service Centers and Offices	"FLATBAR, SQUARE TUBING"	
"PARKS, FORESTRY & RECREATION"	1876-113	02-22-2012	02-24-2012	MR METAL(ETOBICOKE) IN	143.76	CAD	143.76	CAD	2532	STEEL	P00890	KIPLING YD-FLEET EQU	5051	Metal Service Centers and Offices	"ROUND BAR, FLAT BAR"	
"PARKS, FORESTRY & RECREATION"	1878-128	02-23-2012	02-27-2012	MR METAL(ETOBICOKE) IN	111.62	CAD	111.62	CAD	2532	STEEL	P00890	KIPLING YD-FLEET EQU	5051	Metal Service Centers and Offices	2.5 X 2.5 SQUARE TUBING	
"PARKS, FORESTRY & RECREATION"	1878-129	02-24-2012	02-27-2012	LINDE CANADA - ETOBICO	97.75	CAD	97.75	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00906	KIPLING YD-TRADES	5072	Hardware Equipment and Supplies	REPAIRS TO TORCH	
"PARKS, FORESTRY & RECREATION"	1878-130	02-24-2012	02-27-2012	THE HOME DEPOT #7011	62.74	CAD	62.74	CAD	3080	M & E - HAND TOOLS	P00890	KIPLING YD-FLEET EQU	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1880-70	02-24-2012	02-28-2012	CDN TIRE STORE #00070	112.98	CAD	112.98	CAD	3080	M & E - HAND TOOLS	P00890	KIPLING YD-FLEET EQU	5200	Home Supply Warehouse	7 PC FLEX GEAR	
"PARKS, FORESTRY & RECREATION"	1882-83	02-27-2012	02-29-2012	SWISH MAINTENANCE LTD	68.01	CAD	68.01	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	2842	"Specialty Cleaning, Polishing, and Sanit"	AIR FILTER	
"PARKS, FORESTRY & RECREATION"	1882-84	02-28-2012	02-29-2012	LOWES #03096*	33.88	CAD	33.88	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5200	Home Supply Warehouse	KBLT MULTIPLE DR STGE TRAY	
					"3,591.29"	CAD	"3,591.29"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1858-148	02-09-2012	02-13-2012	WAL-MART #3635	19.48	CAD	19.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5310	Discount Stores	"FLASHLIGHT, FOIL, PAINT PROGRAM SUPPLIES"	
ECONOMIC DEVELOPMENT & CULTURE	1858-149	02-10-2012	02-13-2012	WAL-MART # 3111	6.03	CAD	6.03	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5411	"Grocery Stores, Supermarkets"	PAINT PROGRAM SUPPLIES	
					25.51	CAD	25.51	CAD								
"PARKS, FORESTRY & RECREATION"	1862-110	02-14-2012	02-15-2012	ACKLANDS-GRAINGER INC	489.67	CAD	489.67	CAD	3080	M & E - HAND TOOLS	P12081	S-GEN-SPECIALIZED MA	5085	Industrial Supplies Not Elsewhere Classi	HAND TOOLS	
"PARKS, FORESTRY & RECREATION"	1866-106	02-16-2012	02-17-2012	J.J. DOWNS INDUSTRIAL	157.01	CAD	157.01	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5085	Industrial Supplies Not Elsewhere Classi	PLUMBING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1866-107	02-16-2012	02-17-2012	J.J. DOWNS INDUSTRIAL	14.92	CAD	14.92	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5085	Industrial Supplies Not Elsewhere Classi	PLUMBING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1878-131	02-23-2012	02-27-2012	CTF SUPPLY (11)	151.46	CAD	151.46	CAD	3080	M & E - HAND TOOLS	P12081	S-GEN-SPECIALIZED MA	5085	Industrial Supplies Not Elsewhere Classi	HAND TOOLS	
"PARKS, FORESTRY & RECREATION"	1882-85	02-27-2012	02-29-2012	ELITE PLUMBING   HEATI	859.06	CAD	859.06	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5074	Plumbing and Heating Equipment	PLUMBING SUPPLIES	
					"1,672.12"	CAD	"1,672.12"	CAD								
"PARKS, FORESTRY & RECREATION"	1854-84	02-07-2012	02-09-2012	WAL-MART # 3000	2.71	CAD	2.71	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P13050	FITNESSSUP-LAMOREAUX	5310	Discount Stores	PICTURE DEVELOPMENT: THANK YOU CARDS:LAMOREAUX	
					2.71	CAD	2.71	CAD								
"PARKS, FORESTRY & RECREATION"	1866-108	02-16-2012	02-17-2012	CORPORATE EXPRESS	302.84	CAD	302.84	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P12148	JENNER J MARIE CC-PG	5943	"Office, School Supply, and Stationery St"	TONER FOR PHOTOCOPIER	
"PARKS, FORESTRY & RECREATION"	1869-112	02-17-2012	02-20-2012	AVRON FOODS	240.98	CAD	240.98	CAD	*****	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PG	5199	Nondurable Goods Not Elsewhere Classifie	SUPPLIES FOR FORESTERS IMAGINATION-PLYGRD PARADISE	
					543.82	CAD	543.82	CAD								
TORONTO WATER	1839-89	01-30-2012	02-01-2012	WAL-MART # 3111	96.37	CAD	96.37	CAD	2710	GENERAL HARDWARE	WW1062	HCTP PLANT SRVCS WA3	5411	"Grocery Stores, Supermarkets"	TOOLS	
TORONTO WATER	1850-84	02-03-2012	02-07-2012	CDN TIRE STORE #00399	33.88	CAD	33.88	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1062	HCTP PLANT SRVCS WA3	5200	Home Supply Warehouse	SLEEPING BAG	
