Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre/ WBS Element / Order	Cost Centre/ WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	4238-202	2016-10-06	2016-10-07	MARCHANT'S SCHOOL SPOR	49.61	CAD	49.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03391	SPECIAL EVENTS - CITY WIDE YOUTH	5941	Sporting Goods Stores	SOCCER BALLS
"PARKS, FORESTRY & RECREATION"	4239-299	2016-10-07	2016-10-11	METRO #35	135.55	CAD	135.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03391	SPECIAL EVENTS - CITY WIDE YOUTH	5411	"Grocery Stores, Supermarkets"	PIZZA
"PARKS, FORESTRY & RECREATION"	4239-300	2016-10-07	2016-10-11	METRO #35	11.33	CAD	11.33	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03391	SPECIAL EVENTS - CITY WIDE YOUTH	5411	"Grocery Stores, Supermarkets"	WATER
					199.32	CAD	199.32	CAD							
PUBLIC HEALTH	4234-172	2016-10-03	2016-10-04	TIM HORTONS 0670 QTH	21.30	CAD	21.30	CAD	4823	MEALS-OUTSIDE LOC'S	PH3728	HEALTHY FAMILY DIRECTORATE SUPPORT	5814	Quick Payment Service - Fast-Food Restau	MEETING EXTERNAL CLIENTS
PUBLIC HEALTH	4238-203	2016-10-05	2016-10-07	REGISTERED NURSES ASSO	328.64	CAD	328.64	CAD	4760	MEMBERSHIP FEES	PH3728	HEALTHY FAMILY DIRECTORATE SUPPORT	8699	"Organizations, Membership - Not Elsewher"	MEMBERSHIP FEES 2016/2017
PUBLIC HEALTH	4249-329	2016-10-14	2016-10-17	ONTARIO NURSES ASSOCIA	69.00	CAD	69.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3728	HEALTHY FAMILY DIRECTORATE SUPPORT	8099	"Health Practitioners, Medical Services -"	SEMINAR/TRAINING/BUSINESS MEETING
					418.94	CAD	418.94	CAD							
LONG TERM CARE HOMES & SERVICES	4228-363	2016-09-29	2016-10-03	WAL-MART ECOMM #8514	953.72	CAD	953.72	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5310	Discount Stores	RESIDENT LOUNGE TV'S
LONG TERM CARE HOMES & SERVICES	4234-173	2016-10-03	2016-10-04	MR PRINTER	97.41	CAD	97.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-PS-PS	7338	"Quick Copy, Reproduction, and Blueprinti"	RESIDENT CALENDARS
LONG TERM CARE HOMES & SERVICES	4238-204	2016-10-05	2016-10-07	TORONTO PUBLIC HEALTH	98.40	CAD	98.40	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	D3A031	BENDALE ACRES-FN-OA	9399	Government Services - Not Elsewhere Clas	FOOD HANDLER CERTIFICATE EDUCATION
					"1,149.53"	CAD	"1,149.53"	CAD							
"PARKS, FORESTRY & RECREATION"	4228-364	2016-09-28	2016-10-03	RUSSO FARMS	45.00	CAD	45.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	4225	"Public Warehousing - Farm Products, Refr"	PUMPKINS
"PARKS, FORESTRY & RECREATION"	4234-174	2016-10-03	2016-10-04	LOBLAWS #1066	139.83	CAD	139.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	GROCERIES - CHEF PRGM
"PARKS, FORESTRY & RECREATION"	4237-207	2016-10-05	2016-10-06	SQ *BIG WISH MARKETING	394.37	CAD	394.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	7399	Business Services - Not Elsewhere Classi	DRIFIT SHIRTS
"PARKS, FORESTRY & RECREATION"	4238-205	2016-10-06	2016-10-07	STAPLES STORE #11	68.30	CAD	68.30	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES
"PARKS, FORESTRY & RECREATION"	4238-206	2016-10-06	2016-10-07	CREATIVE BAG MISSISSAU	103.40	CAD	103.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4239-301	2016-10-06	2016-10-11	WAL-MART # 3031	100.90	CAD	100.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5310	Discount Stores	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4239-302	2016-10-07	2016-10-11	DOLLAR TREE CANADA STO	42.18	CAD	42.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5331	Variety Stores	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4242-103	2016-10-11	2016-10-12	LOBLAWS #1066	49.54	CAD	49.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	GROCERIES - CHEF PRGM
"PARKS, FORESTRY & RECREATION"	4242-104	2016-10-11	2016-10-12	CREATIVE BAG MISSISSAU	44.47	CAD	44.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	CRAFT BAGS
"PARKS, FORESTRY & RECREATION"	4245-196	2016-10-12	2016-10-13	PARTY CITY #2028	66.54	CAD	66.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5947	"Card, Gift, Novelty, and Souvenir Shops"	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4246-204	2016-10-12	2016-10-14	WAL-MART # 3031	342.49	CAD	342.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5310	Discount Stores	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4249-330	2016-10-13	2016-10-17	WAL-MART # 3740	25.23	CAD	25.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4249-331	2016-10-14	2016-10-17	IKEA ETOBICOKE	13.27	CAD	13.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5712	"Equipment, Furniture, and Home Furnishin"	PRESCHOOL SUPPLIES
"PARKS, FORESTRY & RECREATION"	4250-150	2016-10-17	2016-10-18	LOBLAWS #1066	58.74	CAD	58.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	GROCERIES - CHEF PRGM
"PARKS, FORESTRY & RECREATION"	4252-181	2016-10-18	2016-10-19	COSTCO WHOLESALE W1169	226.16	CAD	226.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5300	Wholesale Clubs	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4254-221	2016-10-18	2016-10-20	WMT SUPRCTR #1126	111.85	CAD	111.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4254-222	2016-10-19	2016-10-20	SMILEMAKERS FOR CHILDR	278.89	CAD	278.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5947	"Card, Gift, Novelty, and Souvenir Shops"	STICKERS
"PARKS, FORESTRY & RECREATION"	4255-214	2016-10-20	2016-10-21	LOBLAWS #1066	33.60	CAD	33.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	GROCERIES - CHEF PRGM
"PARKS, FORESTRY & RECREATION"	4255-215	2016-10-20	2016-10-21	PARTY CITY #2028	116.29	CAD	116.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5947	"Card, Gift, Novelty, and Souvenir Shops"	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4255-216	2016-10-20	2016-10-21	MICHAELS #4921	42.81	CAD	42.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5945	"Game, Toy, and Hobby Shops"	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4258-304	2016-10-20	2016-10-24	THE HOME DEPOT #7011	44.67	CAD	44.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  ZOMBIE
"PARKS, FORESTRY & RECREATION"	4258-305	2016-10-20	2016-10-24	WAL-MART # 3031	152.98	CAD	152.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5310	Discount Stores	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4258-306	2016-10-22	2016-10-24	WAL-MART # 3740	81.24	CAD	81.24	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4258-307	2016-10-21	2016-10-24	THE HOME DEPOT #7011	-24.78	CAD	-24.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5200	Home Supply Warehouse	ZOMBIE
"PARKS, FORESTRY & RECREATION"	4261-131	2016-10-24	2016-10-25	LOBLAWS #1066	56.94	CAD	56.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	GROCERIES - CHEF PRGM
"PARKS, FORESTRY & RECREATION"	4265-216	2016-10-25	2016-10-27	AMAZING PARTY   COSTUM	59.92	CAD	59.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5947	"Card, Gift, Novelty, and Souvenir Shops"	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4265-217	2016-10-25	2016-10-27	AMAZING PARTY COSTUME	40.67	CAD	40.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4265-218	2016-10-26	2016-10-27	LOBLAWS #1066	18.56	CAD	18.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	GROCERIES - CHEF PRGM
"PARKS, FORESTRY & RECREATION"	4266-216	2016-10-27	2016-10-28	LOBLAWS #1066	34.56	CAD	34.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	GROCERIES - CHEF PRGM
"PARKS, FORESTRY & RECREATION"	4266-217	2016-10-27	2016-10-28	LINDE CANADA  ETOBICOK	61.98	CAD	61.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5072	Hardware Equipment and Supplies	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4266-218	2016-10-27	2016-10-28	PARTY CITY #2028	76.75	CAD	76.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5947	"Card, Gift, Novelty, and Souvenir Shops"	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4266-219	2016-10-28	2016-10-28	SQ *SQ *CREATURE QUEST	254.25	CAD	254.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	8299	Educational Services	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4269-343	2016-10-28	2016-10-31	NOFRILLS CHRIS 273	5.58	CAD	5.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	HALLOWEEN PARTY SUPPLIES
					"3,167.18"	CAD	"3,167.18"	CAD							
"PARKS, FORESTRY & RECREATION"	4254-223	2016-10-18	2016-10-20	FOOD BASICS #875	69.75	CAD	69.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10452	REGENT PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	COOKING MATERIALS FOR TWO COOKING CLASSES
"PARKS, FORESTRY & RECREATION"	4254-224	2016-10-18	2016-10-20	ABSOLUTE DOLLAR	72.32	CAD	72.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10452	REGENT PARK-PRGM SUPPORT	5310	Discount Stores	SUPPLIES FOR YOUTH LOUNG AND COOKING CLASSES
"PARKS, FORESTRY & RECREATION"	4254-225	2016-10-18	2016-10-20	WALMART #1150	196.46	CAD	196.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10452	REGENT PARK-PRGM SUPPORT	5310	Discount Stores	KITCHEN SUPPLIES
"PARKS, FORESTRY & RECREATION"	4258-308	2016-10-21	2016-10-24	THE SOURCE #51380	361.59	CAD	361.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10452	REGENT PARK-PRGM SUPPORT	5732	Electronic Sales	XBOX FOR YOUTH LOUNGE/PROGARM
"PARKS, FORESTRY & RECREATION"	4258-309	2016-10-21	2016-10-24	WALMART #1150	861.66	CAD	861.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10452	REGENT PARK-PRGM SUPPORT	5310	Discount Stores	CONTROLLERS FOR XBOX AND CONTAINERS FOR KITCHEN
"PARKS, FORESTRY & RECREATION"	4266-220	2016-10-27	2016-10-28	EAST END GARDEN CENTRE	33.82	CAD	33.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10452	REGENT PARK-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	BOTTOM COVERS FOR POTS - TREE WATERING
"PARKS, FORESTRY & RECREATION"	4266-221	2016-10-27	2016-10-28	FRESHCO 9725	29.61	CAD	29.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10452	REGENT PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING CLASS - 2 CLASSES
"PARKS, FORESTRY & RECREATION"	4269-344	2016-10-27	2016-10-31	CDN TIRE STORE #00654	95.41	CAD	95.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10452	REGENT PARK-PRGM SUPPORT	5200	Home Supply Warehouse	STORAGE UNIT FOR SMALLER ITEMS IN GYM
"PARKS, FORESTRY & RECREATION"	4269-345	2016-10-28	2016-10-31	METRO #62	68.87	CAD	68.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	YOUTH EVENT - WHEELCHAIR BASKETBALL
"PARKS, FORESTRY & RECREATION"	4269-346	2016-10-28	2016-10-31	METRO #62	56.59	CAD	56.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	YOUTH EVENT - WHEELCHAIR BASKETBALL
					"1,846.08"	CAD	"1,846.08"	CAD							
EMPLOYMENT & SOCIAL SERVICES	4238-207	2016-10-05	2016-10-07	CPC/SCP #0101579	11.30	CAD	11.30	CAD	4805	POSTAGE	C01211	QUEENSWAY ADMIN	9402	Postal Services - Government Only	REGISTERED LETTER
EMPLOYMENT & SOCIAL SERVICES	4242-105	2016-10-11	2016-10-12	PAYPAL *TFD UNLTD	265.16	CAD	265.16	CAD	4995	OTHER EXPENSES	C01211	QUEENSWAY ADMIN	5946	Camera and Photographic Supply Stores	EARBUDS FOR EMPLOYMENT CENTRE (300)
EMPLOYMENT & SOCIAL SERVICES	4254-226	2016-10-19	2016-10-20	SOBEYS 741        QPS	18.71	CAD	18.71	CAD	4995	OTHER EXPENSES	C01211	QUEENSWAY ADMIN	5411	"Grocery Stores, Supermarkets"	"MILK, CREAM & SUGAR"
					295.17	CAD	295.17	CAD							
"PARKS, FORESTRY & RECREATION"	4235-226	2016-10-03	2016-10-05	CDN TIRE STORE #00273	35.71	CAD	35.71	CAD	2570	JANITORIAL SUPPLIES	P06671	OAKRIDGE-PRGM SUPPORT	5200	Home Supply Warehouse	CLEANING SUPPLIES
"PARKS, FORESTRY & RECREATION"	4235-227	2016-10-04	2016-10-05	FRESHCO 9750      QPS	47.68	CAD	47.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING PRGM
"PARKS, FORESTRY & RECREATION"	4238-208	2016-10-05	2016-10-07	YOUR DOLLAR STORE WITH	72.32	CAD	72.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5999	Miscellaneous and Specialty Retail Store	CANVASSES FIR ART PRGM
"PARKS, FORESTRY & RECREATION"	4238-209	2016-10-05	2016-10-07	WAL-MART #3159	165.23	CAD	165.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06671	OAKRIDGE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	GEN TOY SUPPLIES FOR PRESCHOOL PRGM
"PARKS, FORESTRY & RECREATION"	4239-303	2016-10-07	2016-10-11	LOBLAWS #1021	29.14	CAD	29.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06671	OAKRIDGE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	COFFEE SUPPLIES
"PARKS, FORESTRY & RECREATION"	4239-304	2016-10-08	2016-10-11	TOYS R US #3519	81.31	CAD	81.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5945	"Game, Toy, and Hobby Shops"	TOY SUPPLIES FOR PRESCHOOL PRGM
"PARKS, FORESTRY & RECREATION"	4245-197	2016-10-12	2016-10-13	FRESHCO 9750      QPS	20.15	CAD	20.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING PRGM
"PARKS, FORESTRY & RECREATION"	4246-205	2016-10-13	2016-10-14	FRESHCO 9750      QPS	9.22	CAD	9.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SALT FOR PLAY DOUGH
"PARKS, FORESTRY & RECREATION"	4249-332	2016-10-13	2016-10-17	WAL-MART #3159	103.14	CAD	103.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING PRGM
"PARKS, FORESTRY & RECREATION"	4252-182	2016-10-18	2016-10-19	FRESHCO 9750      QPS	2.00	CAD	2.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06671	OAKRIDGE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	PUMPKIN FOR HALLOWEEN
"PARKS, FORESTRY & RECREATION"	4254-227	2016-10-18	2016-10-20	METRO #37	167.44	CAD	167.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5411	"Grocery Stores, Supermarkets"	FOOD FOR HALLOWEEN EVENT
"PARKS, FORESTRY & RECREATION"	4258-310	2016-10-20	2016-10-24	YOUR DOLLAR STORE WITH	23.73	CAD	23.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5999	Miscellaneous and Specialty Retail Store	TABLE SPREADS FOR HALLOWEEN EVENT
"PARKS, FORESTRY & RECREATION"	4258-311	2016-10-21	2016-10-24	FRESHCO 9750      QPS	6.00	CAD	6.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	CHICKEN
"PARKS, FORESTRY & RECREATION"	4263-203	2016-10-24	2016-10-26	YOUR DOLLAR STORE WITH	15.82	CAD	15.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5999	Miscellaneous and Specialty Retail Store	HALLOWEEN SUPPLIES
"PARKS, FORESTRY & RECREATION"	4263-204	2016-10-24	2016-10-26	WAL-MART #3159	279.59	CAD	279.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5411	"Grocery Stores, Supermarkets"	HALLOWEEN SUPPLIES
"PARKS, FORESTRY & RECREATION"	4263-205	2016-10-25	2016-10-26	METRO #37	15.67	CAD	15.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"BREAD, CHEESE"
"PARKS, FORESTRY & RECREATION"	4263-206	2016-10-25	2016-10-26	METRO #37	2.25	CAD	2.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5411	"Grocery Stores, Supermarkets"	CORN STOCKS FOR HALLOWEEN
"PARKS, FORESTRY & RECREATION"	4265-219	2016-10-24	2016-10-27	D L STEVENSON   SON AR	83.17	CAD	83.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02261	OAKRIDGE CRC-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	PAINT & CANVASSES
"PARKS, FORESTRY & RECREATION"	4265-220	2016-10-25	2016-10-27	CDN TIRE STORE #00273	67.77	CAD	67.77	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P06671	OAKRIDGE-PRGM SUPPORT	5200	Home Supply Warehouse	FAN
"PARKS, FORESTRY & RECREATION"	4265-221	2016-10-26	2016-10-27	METRO #37	55.72	CAD	55.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING PRGM
"PARKS, FORESTRY & RECREATION"	4266-222	2016-10-26	2016-10-28	CDN TIRE STORE #00273	14.68	CAD	14.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5200	Home Supply Warehouse	HALLOWEEN SUPPLIES
"PARKS, FORESTRY & RECREATION"	4266-223	2016-10-27	2016-10-28	NOFRILLS DICKIES 752	14.35	CAD	14.35	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5411	"Grocery Stores, Supermarkets"	HALLOWEEN SUPPLIES
"PARKS, FORESTRY & RECREATION"	4266-224	2016-10-27	2016-10-28	BULK BARN	35.68	CAD	35.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5411	"Grocery Stores, Supermarkets"	HALLOWEEN SUPPLIES
"PARKS, FORESTRY & RECREATION"	4266-225	2016-10-27	2016-10-28	FRESHCO 9750      QPS	67.12	CAD	67.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5411	"Grocery Stores, Supermarkets"	HALLOWEEN PARTY
"PARKS, FORESTRY & RECREATION"	4269-347	2016-10-27	2016-10-31	YOUR DOLLAR STORE WITH	25.71	CAD	25.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5999	Miscellaneous and Specialty Retail Store	HALLOWEEN PARTY DECORATIONS
"PARKS, FORESTRY & RECREATION"	4269-348	2016-10-28	2016-10-31	FOODLAND  6425	150.00	CAD	150.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5411	"Grocery Stores, Supermarkets"	PUMPKINS FOR HALLOWEEN
					"1,590.60"	CAD	"1,590.60"	CAD							
FACILITIES MANAGEMENT DIVISON	4234-175	2016-09-30	2016-10-04	CDN TIRE STORE #00600	33.89	CAD	33.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5200	Home Supply Warehouse	BARB-B-QUE GAS REGULATOR
FACILITIES MANAGEMENT DIVISON	4235-228	2016-10-03	2016-10-05	PRESTO DISPOSAL SERVIC	565.00	CAD	565.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61346845	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1520	General Contractors - Residential and Co	DISPOSE CONCRETE CAISSONS
FACILITIES MANAGEMENT DIVISON	4250-151	2016-10-17	2016-10-18	MIKEMAC SERVICES	282.50	CAD	282.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61351020	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	REMOVE 3 SMALL TREES
FACILITIES MANAGEMENT DIVISON	4250-152	2016-10-17	2016-10-18	MIKEMAC SERVICES	395.50	CAD	395.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61350569	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	TREE PRUNING
					"1,276.89"	CAD	"1,276.89"	CAD							
