Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose		
"PARKS, FORESTRY & RECREATION"	4088-216	2016-06-28	2016-06-29	METRO #704	7.49	CAD	7.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SKITTLES		
"PARKS, FORESTRY & RECREATION"	4090-220	2016-06-29	2016-06-30	COSTCO WHOLESALE W1169	561.79	CAD	561.79	CAD	3020	M & E - COMMUNICATIONS	P05116	ST MARCELLUS CS-SUMMER CAMPS	5300	Wholesale Clubs	2 WAY RADIOS		
					"4,010.45"	CAD	"4,010.45"	CAD									
ECONOMIC DEVELOPMENT & CULTURE	4047-203	2016-06-01	2016-06-02	PIAZZA MANNA	28.30	CAD	28.30	CAD	4823	MEALS-OUTSIDE LOC'S	ED0168	FINANCIAL & INVESTMENT SERVICES	5812	"Eating Places, Restaurants"	MEETING WITH EXTERNAL CLIENTS.		
ECONOMIC DEVELOPMENT & CULTURE	4088-217	2016-06-28	2016-06-29	ROYAL YORK HOTEL	15.56	CAD	15.56	CAD	4823	MEALS-OUTSIDE LOC'S	ED0168	FINANCIAL & INVESTMENT SERVICES	3590	Fairmont Hotels	MEETING WITH EXTERNAL CLIENTS.		
					43.86	CAD	43.86	CAD									
"PARKS, FORESTRY & RECREATION"	4070-200	2016-06-15	2016-06-16	DOLLAR SMART	109.79	CAD	109.79	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P04887	KEELE CC-SUMMER CAMPS	5310	Discount Stores	CAMP TOYS		
"PARKS, FORESTRY & RECREATION"	4072-191	2016-06-15	2016-06-17	WAL-MART #1004	244.29	CAD	244.29	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P04887	KEELE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"BALLS, STREAMERS, SCISSORS, CANDY, FREEZIES"		
"PARKS, FORESTRY & RECREATION"	4072-192	2016-06-16	2016-06-17	D AND G TROPHIES INC.	240.69	CAD	240.69	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P04887	KEELE CC-SUMMER CAMPS	5941	Sporting Goods Stores	MEDALS		
"PARKS, FORESTRY & RECREATION"	4076-126	2016-06-20	2016-06-21	COSTCO WHOLESALE W524	137.29	CAD	137.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04887	KEELE CC-SUMMER CAMPS	5300	Wholesale Clubs	SNACKS OPEN HOUSE		
"PARKS, FORESTRY & RECREATION"	4078-180	2016-06-20	2016-06-22	DOLLAR SMART	20.32	CAD	20.32	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P04887	KEELE CC-SUMMER CAMPS	5310	Discount Stores	TOYS FOR PROGRAMS		
"PARKS, FORESTRY & RECREATION"	4084-301	2016-06-25	2016-06-27	METRO #109	35.15	CAD	35.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04887	KEELE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FRUITS		
"PARKS, FORESTRY & RECREATION"	4086-162	2016-06-27	2016-06-28	BEST BUY #617	395.49	CAD	395.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04887	KEELE CC-SUMMER CAMPS	5732	Electronic Sales	WALKIE TALKIES/ INSURANCE ON WALKIES		
"PARKS, FORESTRY & RECREATION"	4086-163	2016-06-27	2016-06-28	STAPLES STORE #86	35.61	CAD	35.61	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P04887	KEELE CC-SUMMER CAMPS	5943	"Office, School Supply, and Stationery St"	"BOOK RING, JOURNAL"		
"PARKS, FORESTRY & RECREATION"	4090-221	2016-06-29	2016-06-30	AMAZON.CA	95.76	CAD	95.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04887	KEELE CC-SUMMER CAMPS	4816	Computer Network/Information Services	TUMBLE TRACK BEAM		
					"1,314.39"	CAD	"1,314.39"	CAD									
MUNICIPAL LICENSING & STANDARDS	4045-206	2016-05-31	2016-06-01	CHARTERED PROFESSIONAL	"1,084.80"	CAD	"1,084.80"	CAD	4760	MEMBERSHIP FEES	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	8699	"Organizations, Membership - Not Elsewher"	MEMBERSHIP FEES		
MUNICIPAL LICENSING & STANDARDS	4049-170	2016-06-02	2016-06-03	CUSTOM ART CONCEPTS	67.35	CAD	67.35	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	5971	Art Dealers and Galleries	FRAME FOR CERTIFICATE AND BADGE		
MUNICIPAL LICENSING & STANDARDS	4064-293	2016-06-10	2016-06-13	ABSOLUTE CONFERENCES	734.50	CAD	734.50	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	MS1010	POLICY & PLANNING SERVICES	7392	"Consulting, Management, and Public Relat"	HAMISH ONTARIO PROF PLANNERS SYMPOSIUM		
MUNICIPAL LICENSING & STANDARDS	4066-108	2016-06-13	2016-06-14	STAPLES STORE #25	59.26	CAD	59.26	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	5943	"Office, School Supply, and Stationery St"	CABLE FOR BOARDROOM TV		
					"1,945.91"	CAD	"1,945.91"	CAD									
TORONTO BUILDING 	4045-207	2016-05-31	2016-06-01	STAPLES STORE #25	92.34	CAD	92.34	CAD	2010	STATIONERY AND OFFICE SUPPLIES	BL0009	HEAD OFFICE-BUILDING DIVISION	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES		
TORONTO BUILDING 	4053-138	2016-06-06	2016-06-07	THE CANADIAN PRESS	132.41	CAD	132.41	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	BL0009	HEAD OFFICE-BUILDING DIVISION	5942	Book Stores	WRITING GUIDES		
TORONTO BUILDING 	4068-142	2016-06-13	2016-06-15	ORDERLINE	160.46	CAD	160.46	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	BL0009	HEAD OFFICE-BUILDING DIVISION	5734	Computer Software Stores	STUDY GUIDES		
TORONTO BUILDING 	4070-201	2016-06-16	2016-06-16	COUNCIL ON TALL BLDG	116.66	CAD	87.50	USD	4760	MEMBERSHIP FEES	BL0009	HEAD OFFICE-BUILDING DIVISION	7997	"Clubs - Country Clubs, Membership (Athle"	MEMBERSHIP FEES		
TORONTO BUILDING 	4072-193	2016-06-15	2016-06-17	MGCS-PUBLICATIONS ON-K	638.02	CAD	638.02	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	BL0009	HEAD OFFICE-BUILDING DIVISION	9399	Government Services - Not Elsewhere Clas	BUILDING CODE BINDER COMPENDIUM		
TORONTO BUILDING 	4090-222	2016-06-28	2016-06-30	MGCS-PUBLICATIONS ON-K	429.71	CAD	429.71	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	BL0009	HEAD OFFICE-BUILDING DIVISION	9399	Government Services - Not Elsewhere Clas	BUILDING CODE BINDER COMPENDIUM		
					"1,569.60"	CAD	"1,452.94"	CAD									
							87.50	USD									
"PARKS, FORESTRY & RECREATION"	4076-127	2016-06-20	2016-06-21	WEST TORONTO PAINT	201.07	CAD	201.07	CAD	2715	PAINT SUPPLIES	P00676	W-YORK1-PRGM SUPPORT	5251	Hardware Stores	PAINT & PAINT BRUCSH		
"PARKS, FORESTRY & RECREATION"	4080-181	2016-06-21	2016-06-23	CDN TIRE STORE #00182	90.39	CAD	90.39	CAD	3050	M & E - KITCHEN	P00676	W-YORK1-PRGM SUPPORT	5200	Home Supply Warehouse	COFFEE MAKER		
"PARKS, FORESTRY & RECREATION"	4084-302	2016-06-24	2016-06-27	VALLEYVIEW GARDENS HK	110.20	CAD	110.20	CAD	2710	GENERAL HARDWARE	P00676	W-YORK1-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	LEFT HANDED PRUNERS		
					401.66	CAD	401.66	CAD									
"PARKS, FORESTRY & RECREATION"	4082-197	2016-06-23	2016-06-24	ROB'S NO FRILLS STORE	36.04	CAD	36.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	5411	"Grocery Stores, Supermarkets"	FOOD/REFRESHMENTS		
"PARKS, FORESTRY & RECREATION"	4082-198	2016-06-23	2016-06-24	SUNNY FOODMART	38.31	CAD	38.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	5411	"Grocery Stores, Supermarkets"	FOOD/REFRESHMENTS		
"PARKS, FORESTRY & RECREATION"	4090-223	2016-06-28	2016-06-30	WAL-MART #3159	92.68	CAD	92.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09754	DENNIS R TIMBRELL RC-PLAY PROGRAMS	5411	"Grocery Stores, Supermarkets"	STORAGE BOXES FOR PRESCHOOL		
					167.03	CAD	167.03	CAD									
ECONOMIC DEVELOPMENT & CULTURE	4074-249	2016-06-16	2016-06-20	CITIZEN IMM-EAPPS ENLI	7.00	CAD	7.00	CAD	4995	OTHER EXPENSES	SE0019	NUIT BLANCHE	9399	Government Services - Not Elsewhere Clas	PERMIT		
					7.00	CAD	7.00	CAD									
"PARKS, FORESTRY & RECREATION"	4059-179	2016-06-08	2016-06-10	CANADA FOOD EQUIPMENT	169.79	CAD	169.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5712	"Equipment, Furniture, and Home Furnishin"	CUTLERY FOR FRIDAY NIGHT SUPPER		
					169.79	CAD	169.79	CAD									
ECONOMIC DEVELOPMENT & CULTURE	4064-294	2016-06-10	2016-06-13	SOHO ART   CUSTOM FRAM	827.07	CAD	827.07	CAD	4895	USER TECH ED	ED0144	IM-FIL-BUSINESS MEETINGS-CENTRAL	5970	"Artist Supply Stores, Craft Shops"	A		
					827.07	CAD	827.07	CAD									
TORONTO PARAMEDIC SERVICES	4047-204	2016-06-01	2016-06-02	WWW.NEWEGG.COM	98.56	CAD	98.56	CAD	2710	GENERAL HARDWARE	B29100	COMMUNITY MEDICINE INITIATIVE	5732	Electronic Sales	UPS BT APC APCRBC124 R		
TORONTO PARAMEDIC SERVICES	4082-199	2016-06-22	2016-06-24	TARGET PARK	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	B29100	COMMUNITY MEDICINE INITIATIVE	7523	Automobile Parking Lots and Garages	PARKING		
TORONTO PARAMEDIC SERVICES	4088-218	2016-06-28	2016-06-29	CAN-FIT-PRO	111.87	CAD	111.87	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B29100	COMMUNITY MEDICINE INITIATIVE	7997	"Clubs - Country Clubs, Membership (Athle"	WORLD FITNESS EXPO 2016		
TORONTO PARAMEDIC SERVICES	4088-219	2016-06-28	2016-06-29	CAN-FIT-PRO	111.87	CAD	111.87	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B29100	COMMUNITY MEDICINE INITIATIVE	7997	"Clubs - Country Clubs, Membership (Athle"	CONFERENCE		
TORONTO PARAMEDIC SERVICES	4088-220	2016-06-28	2016-06-29	CAN-FIT-PRO	111.87	CAD	111.87	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B29100	COMMUNITY MEDICINE INITIATIVE	7997	"Clubs - Country Clubs, Membership (Athle"	CONFERENCE		
TORONTO PARAMEDIC SERVICES	4088-221	2016-06-28	2016-06-29	CAN-FIT-PRO	111.87	CAD	111.87	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B29100	COMMUNITY MEDICINE INITIATIVE	7997	"Clubs - Country Clubs, Membership (Athle"	CONFERENCE		
					561.04	CAD	561.04	CAD									
"PARKS, FORESTRY & RECREATION"	4090-224	2016-06-29	2016-06-30	FIESTA 4 KIDS INC	536.75	CAD	536.75	CAD	4102	ENTERTAINER AND BAND FEES	P13251	SUMMER CAMPS - BEDFORD PARK CC	7394	"Equipment Rental and Leasing Services, F"	ENTERTAINMENT		
					536.75	CAD	536.75	CAD									
FACILITIES MANAGEMENT DIVISON	4047-205	2016-06-01	2016-06-02	CUSTOM DOOR   LOCK SER	66.95	CAD	66.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61335108	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5533	"Automotive Parts, Accessories Stores"	VARIOUS KEYS		
FACILITIES MANAGEMENT DIVISON	4057-189	2016-06-08	2016-06-09	CUSTOM DOOR   LOCK SER	101.70	CAD	101.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61321183	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5533	"Automotive Parts, Accessories Stores"	PARK PADLOCK KEYS		
FACILITIES MANAGEMENT DIVISON	4068-143	2016-06-14	2016-06-15	TORONTO PARKING AUTHOR	3.00	CAD	3.00	CAD	4770	PARKING EXPENSES (INTOWN)	61333668	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	STREET PARKING		
FACILITIES MANAGEMENT DIVISON	4070-202	2016-06-13	2016-06-16	ACTION LOCKSMITHS INC	142.38	CAD	142.38	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61335108	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5072	Hardware Equipment and Supplies	VARIOUS KEYS		
FACILITIES MANAGEMENT DIVISON	4070-203	2016-06-14	2016-06-16	PIEDMONT PLASTICS INC	268.94	CAD	268.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61330499	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	2 SHEETS / PLASTIC		
FACILITIES MANAGEMENT DIVISON	4070-204	2016-06-14	2016-06-16	THE HOME DEPOT #7012	38.86	CAD	38.86	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61330499	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  GREEN TAPE		
FACILITIES MANAGEMENT DIVISON	4076-128	2016-06-20	2016-06-21	FERCREM WOODWORKING IN	841.85	CAD	841.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61330505	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1520	General Contractors - Residential and Co	COUNTER TOPS		
FACILITIES MANAGEMENT DIVISON	4076-129	2016-06-20	2016-06-21	FERCREM WOODWORKING IN	519.80	CAD	519.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61331469	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1520	General Contractors - Residential and Co	PLYWOOD		
FACILITIES MANAGEMENT DIVISON	4076-130	2016-06-20	2016-06-21	TORONTO PARKING AUTHOR	9.00	CAD	9.00	CAD	4770	PARKING EXPENSES (INTOWN)	61338612	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	STREET PARKING		
FACILITIES MANAGEMENT DIVISON	4080-182	2016-06-22	2016-06-23	SQ *THE FERNAND GROUP	339.00	CAD	339.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61331469	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7699	Miscellaneous Repair Shops and Related S	PARTS AND SERVICE		
FACILITIES MANAGEMENT DIVISON	4084-303	2016-06-24	2016-06-27	WILSON ARCHITECTUAL DO	552.06	CAD	552.06	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61318096	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	FIRE DOOR		
					"2,883.54"	CAD	"2,883.54"	CAD									
FACILITIES MANAGEMENT DIVISON	4045-208	2016-05-30	2016-06-01	THE HOME DEPOT #7080	155.83	CAD	155.83	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61329654	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  HKY SLM FLIT		
FACILITIES MANAGEMENT DIVISON	4047-206	2016-06-01	2016-06-02	THE MASTER GROUP CRANF	258.41	CAD	258.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61336242	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	ELECTRICAL		
FACILITIES MANAGEMENT DIVISON	4051-287	2016-06-03	2016-06-06	SAYAL ELECTRONICS (TOR	137.28	CAD	137.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61329654	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5732	Electronic Sales	ELECTRICAL		
FACILITIES MANAGEMENT DIVISON	4053-139	2016-06-03	2016-06-07	CDN TIRE STORE #00273	123.44	CAD	123.44	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307473	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	TOOLS		
FACILITIES MANAGEMENT DIVISON	4054-170	2016-06-07	2016-06-08	YORKLAND CONTROLS LTD	344.82	CAD	344.82	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61338064	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	THERMOSTAT		
FACILITIES MANAGEMENT DIVISON	4054-171	2016-06-07	2016-06-08	YORKLAND CONTROLS LTD	312.08	CAD	312.08	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61338065	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	THERMOSTAT		
FACILITIES MANAGEMENT DIVISON	4054-172	2016-06-07	2016-06-08	YORKLAND CONTROLS LTD	408.40	CAD	408.40	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61338113	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	CONTROLLER		
FACILITIES MANAGEMENT DIVISON	4064-295	2016-06-09	2016-06-13	THE HOME DEPOT #7073	235.11	CAD	235.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61338379	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  1/2IN ADAP		
FACILITIES MANAGEMENT DIVISON	4068-144	2016-06-13	2016-06-15	THE HOME DEPOT #7080	144.37	CAD	144.37	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61338402	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  HKY SLM FLIT		
FACILITIES MANAGEMENT DIVISON	4070-205	2016-06-15	2016-06-16	THE MASTER GROUP CRANF	152.38	CAD	152.38	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61338106	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	A/C PARTS		
FACILITIES MANAGEMENT DIVISON	4072-194	2016-06-16	2016-06-17	PAUL WOLF ELECTRIC   L	244.83	CAD	244.83	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61339121	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	ELECTRICAL		
FACILITIES MANAGEMENT DIVISON	4074-250	2016-06-16	2016-06-20	CDN TIRE STORE #00336	99.36	CAD	99.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307473	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	TOOLS		
FACILITIES MANAGEMENT DIVISON	4078-181	2016-06-20	2016-06-22	THE MASTER GROUP CRANF	541.62	CAD	541.62	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61338643	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	THERMOSTATS		
FACILITIES MANAGEMENT DIVISON	4090-225	2016-06-29	2016-06-30	NOBLE 1017	"1,308.19"	CAD	"1,308.19"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61339621	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	BEARING ASSY		
					"4,466.12"	CAD	"4,466.12"	CAD									
SOLID WASTE MANAGEMENT	4078-182	2016-06-20	2016-06-22	MOE-HWIN WEB	50.00	CAD	50.00	CAD	4830	PERMIT & LICENSE FEES	SW0612	HOUSEHOLD HAZARDOUS WASTE	9399	Government Services - Not Elsewhere Clas	MOE-HWIN FOR THE CLOSED BROCK WEST LANDFILL		
					50.00	CAD	50.00	CAD									
PUBLIC HEALTH	4045-209	2016-05-31	2016-06-01	WWW.GETTYIMAGES.COM	"3,108.00"	CAD	"3,108.00"	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	PH2081	HEALTH COMMUNICATION	5971	Art Dealers and Galleries	ISTOCK ANNUAL RENEWAL		
PUBLIC HEALTH	4066-109	2016-06-14	2016-06-14	THE COLLEGE OF FMLY PH	113.00	CAD	113.00	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	PH4154	PHYSICIAN OUTREACH	8699	"Organizations, Membership - Not Elsewher"	RENTAL OF PROP. (OTHER THAN OFFICE)		
PUBLIC HEALTH	4066-110	2016-06-14	2016-06-14	THE COLLEGE OF FMLY PH	113.00	CAD	113.00	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	PH4154	PHYSICIAN OUTREACH	8699	"Organizations, Membership - Not Elsewher"	RENTAL OF PROP. (OTHER THAN OFFICE)		
PUBLIC HEALTH	4066-111	2016-06-14	2016-06-14	THE COLLEGE OF FMLY PH	113.00	CAD	113.00	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	PH4154	PHYSICIAN OUTREACH	8699	"Organizations, Membership - Not Elsewher"	RENTAL OF PROP. (OTHER THAN OFFICE)		
PUBLIC HEALTH	4074-251	2016-06-19	2016-06-20	HOOTSUITE MEDIA INC.	31.04	CAD	23.72	USD	4760	MEMBERSHIP FEES	PH2081	HEALTH COMMUNICATION	5968	Direct Marketing - Continuity/Subscripti	MEMBERSHIP FEES		
					"3,478.04"	CAD	"3,447.00"	CAD									
							23.72	USD									
ECONOMIC DEVELOPMENT & CULTURE	4080-183	2016-06-22	2016-06-23	AGO INDUSTRIES INC.	"1,211.87"	CAD	"1,211.87"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SE0007	CENTRAL-MEL LASTMAN SQ-COMM EVENTS	5699	Accessory  and Apparel Stores - Miscella	WELDING CABLE COVER		
ECONOMIC DEVELOPMENT & CULTURE	4080-184	2016-06-23	2016-06-23	THE LIFEGUARD STORE IN	"1,559.48"	CAD	"1,195.00"	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SE0019	NUIT BLANCHE	5941	Sporting Goods Stores	LIFEGUARD CHAIR		
ECONOMIC DEVELOPMENT & CULTURE	4084-304	2016-06-24	2016-06-27	STINSON EQUIPMENT LTD	"2,260.00"	CAD	"2,260.00"	CAD	4590	RENTAL - OTHER	SE0019	NUIT BLANCHE	5039	Construction Materials Not Elsewhere Cla	VARIABLE MESSAGE BOARD RENTAL		
					"5,031.35"	CAD	"3,471.87"	CAD									
							"1,195.00"	USD									
PUBLIC HEALTH	4049-171	2016-06-02	2016-06-03	SP * PEOPLEPOWERPRESS	115.68	CAD	115.68	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	PH3719	INTEGRATED CDIP PREVENTION	5699	Accessory  and Apparel Stores - Miscella	PRESENTATION/PROMOTIONAL ITEMS		
PUBLIC HEALTH	4049-172	2016-06-02	2016-06-03	SP * PEOPLEPOWERPRESS	115.68	CAD	115.68	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	PH3719	INTEGRATED CDIP PREVENTION	5699	Accessory  and Apparel Stores - Miscella	PRESENTATION/PROMOTIONAL ITEMS		
PUBLIC HEALTH	4049-173	2016-06-02	2016-06-03	SP * PEOPLEPOWERPRESS	142.35	CAD	142.35	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	PH3719	INTEGRATED CDIP PREVENTION	5699	Accessory  and Apparel Stores - Miscella	PRESENTATION/PROMOTIONAL ITEMS		
PUBLIC HEALTH	4057-190	2016-06-07	2016-06-09	SP * PEOPLEPOWERPRESS	32.15	CAD	32.15	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	PH3719	INTEGRATED CDIP PREVENTION	5699	Accessory  and Apparel Stores - Miscella	PRESENTATION/PROMOTIONAL ITEMS		
PUBLIC HEALTH	4057-191	2016-06-07	2016-06-09	SP * PEOPLEPOWERPRESS	32.15	CAD	32.15	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	PH3719	INTEGRATED CDIP PREVENTION	5699	Accessory  and Apparel Stores - Miscella	PRESENTATION/PROMOTIONAL ITEMS		
					438.01	CAD	438.01	CAD									
"PARKS, FORESTRY & RECREATION"	4051-288	2016-06-03	2016-06-06	KREITMAKER INC	415.25	CAD	415.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00141	TORONTO ISLANDS-PARKS MAINT/RPRS	5039	Construction Materials Not Elsewhere Cla	"BRICK LAYING TOOLS, BRICKS"		
					415.25	CAD	415.25	CAD									
FACILITIES MANAGEMENT DIVISON	4059-180	2016-06-09	2016-06-10	NOBLE 1017	914.24	CAD	914.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61338379	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	SEAL BEARING ASSEMBLY AND PARTS		
FACILITIES MANAGEMENT DIVISON	4066-112	2016-06-13	2016-06-14	NOBLE 1017	388.58	CAD	388.58	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61338461	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	SAFETY VALVES		
FACILITIES MANAGEMENT DIVISON	4082-200	2016-06-23	2016-06-24	NOBLE 1017	102.25	CAD	102.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61339877	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	CLANG PLUGS		
FACILITIES MANAGEMENT DIVISON	4090-226	2016-06-29	2016-06-30	NOBLE 1017	72.26	CAD	72.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61339326	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	COPPER PIPE AND FITTINGS		
					"1,477.33"	CAD	"1,477.33"	CAD									
"PARKS, FORESTRY & RECREATION"	4047-207	2016-06-01	2016-06-02	SQ *BRAYMORE PIANO MOV	508.50	CAD	508.50	CAD	4418	MARINE SERVICES	P00013	TRILLIUM-FERRY OPERATIONS	7399	Business Services - Not Elsewhere Classi	CRANE FOR LIFERAFTS		
"PARKS, FORESTRY & RECREATION"	4049-174	2016-06-01	2016-06-03	CDN TIRE STORE #00654	114.46	CAD	114.46	CAD	2730	LOCKS	P00012	TERMINAL-FERRY OPERATIONS	5200	Home Supply Warehouse	LOCKS & KEYS CUT		
