Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3351-135	2015-01-26	2015-01-28	THE HOME DEPOT #7011	39.54	CAD	39.54	CAD	2730	LOCKS	P00674	W-SOUTH3-PRGM SUPPORT	5200	Home Supply Warehouse	PADLOCK	
					296.86	CAD	296.86	CAD								
"PARKS, FORESTRY & RECREATION"	3321-153	2015-01-05	2015-01-07	METRO #704	84.97	CAD	84.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5411	"Grocery Stores, Supermarkets"	GROCERIES- CHEF CLASS	
"PARKS, FORESTRY & RECREATION"	3331-172	2015-01-12	2015-01-14	METRO #704	77.13	CAD	77.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5411	"Grocery Stores, Supermarkets"	GROCERIES- CHEF CLASS	
"PARKS, FORESTRY & RECREATION"	3339-115	2015-01-19	2015-01-20	METRO #704	47.06	CAD	47.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5411	"Grocery Stores, Supermarkets"	GROCERIES- CHEF CLASS	
"PARKS, FORESTRY & RECREATION"	3342-183	2015-01-20	2015-01-22	TARGET CANADA T3715	12.06	CAD	12.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5311	Department Stores	BABYSITTING CLASS- DIAPERS	
"PARKS, FORESTRY & RECREATION"	3348-127	2015-01-26	2015-01-27	LOBLAWS #1066	69.89	CAD	69.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5411	"Grocery Stores, Supermarkets"	GROCERIES- CHEF CLASS	
"PARKS, FORESTRY & RECREATION"	3355-182	2015-01-29	2015-01-30	RCSS WESTON 2800	79.68	CAD	79.68	CAD	2082	HEALTH & SAFETY SUPPLIES	P12044	ST MARCELLUS-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"ANTIBACTERIAL LOTION, LOCKS"	
					370.79	CAD	370.79	CAD								
"PARKS, FORESTRY & RECREATION"	3315-68	2015-01-02	2015-01-05	NOFRILLS JOSEPHS 730	99.84	CAD	99.84	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5411	"Grocery Stores, Supermarkets"	FOOD/REFRESHMENTS - DUFFERIN GROVE FOOD PROG	
"PARKS, FORESTRY & RECREATION"	3323-146	2015-01-07	2015-01-08	EAGLE BEAVER SPORTS LT	216.96	CAD	216.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06368	MCCORMICK RC-SOCIAL PRGM	5941	Sporting Goods Stores	SOCCER NETS	
"PARKS, FORESTRY & RECREATION"	3347-183	2015-01-23	2015-01-26	NOFRILLS PETER'S 3926	41.47	CAD	41.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10786	WALLACE EMERSON-PRGM SUPPORT	7999	Recreation Services (Not Elsewhere Class	ENGLISH MUFFINS	
"PARKS, FORESTRY & RECREATION"	3348-128	2015-01-26	2015-01-27	NOFRILLS PETER'S 3926	135.24	CAD	135.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10786	WALLACE EMERSON-PRGM SUPPORT	7999	Recreation Services (Not Elsewhere Class	VARIOUS GROCERIES	
					493.51	CAD	493.51	CAD								
LEGAL SERVICES	3329-109	2015-01-12	2015-01-13	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL5902	SPADINA SUBWAY EXTENTION PROJ	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3329-110	2015-01-12	2015-01-13	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5902	SPADINA SUBWAY EXTENTION PROJ	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3329-111	2015-01-12	2015-01-13	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL5902	SPADINA SUBWAY EXTENTION PROJ	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3329-112	2015-01-12	2015-01-13	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL5902	SPADINA SUBWAY EXTENTION PROJ	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3329-113	2015-01-12	2015-01-13	TERANET EXPRESS	21.00	CAD	21.00	CAD	4827	ONLINE SERVICES FEES	LL5902	SPADINA SUBWAY EXTENTION PROJ	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3329-114	2015-01-12	2015-01-13	TERANET EXPRESS	23.00	CAD	23.00	CAD	4827	ONLINE SERVICES FEES	LL5902	SPADINA SUBWAY EXTENTION PROJ	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3329-115	2015-01-12	2015-01-13	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5902	SPADINA SUBWAY EXTENTION PROJ	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3329-116	2015-01-12	2015-01-13	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5902	SPADINA SUBWAY EXTENTION PROJ	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3329-117	2015-01-12	2015-01-13	TERANET EXPRESS	76.00	CAD	76.00	CAD	4827	ONLINE SERVICES FEES	LL5902	SPADINA SUBWAY EXTENTION PROJ	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3353-170	2015-01-28	2015-01-29	TERANET EXPRESS	35.00	CAD	35.00	CAD	4827	ONLINE SERVICES FEES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	9222	Fines	TITLE SEARCHES	
					181.50	CAD	181.50	CAD								
EMERGENCY MEDICAL SERVICES	3341-141	2015-01-20	2015-01-21	CANADA WIDE PARKING	9.00	CAD	9.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46776	MANGERS - HUB ADMIN	7523	Automobile Parking Lots and Garages	PARKING-TC-LHIN STRATEGIC ADVISORY MTG	
EMERGENCY MEDICAL SERVICES	3351-136	2015-01-27	2015-01-28	TORONTO PARKING AUTHOR	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46776	MANGERS - HUB ADMIN	7523	Automobile Parking Lots and Garages	PARKING-ATTENDING OFFSITE STRATEGIC PLANNING SESS	
					23.00	CAD	23.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3323-147	2015-01-07	2015-01-08	PAYPAL *EMY	"1,017.00"	CAD	"1,017.00"	CAD	4085	PROF & TECH-MGMT	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	8999	Professional Services - Not Elsewhere Cl	SERVICE APPRAISAL FEE	
ECONOMIC DEVELOPMENT & CULTURE	3325-157	2015-01-07	2015-01-09	CURRY'S ART STORE	76.73	CAD	76.73	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	5970	"Artist Supply Stores, Craft Shops"	MATBOARD FOR EXHIBIT	
ECONOMIC DEVELOPMENT & CULTURE	3333-210	2015-01-14	2015-01-15	REPRODUX	437.65	CAD	437.65	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	7338	"Quick Copy, Reproduction, and Blueprinti"	REPRODUCTION AND MOUNTING OF PHOTOS	
ECONOMIC DEVELOPMENT & CULTURE	3342-184	2015-01-21	2015-01-22	PACART	780.04	CAD	780.04	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	4789	Transportation Services-Not Elsewhere Cl	STORAGE FEES	
ECONOMIC DEVELOPMENT & CULTURE	3347-184	2015-01-23	2015-01-26	LARSON JUHL #1	277.19	CAD	277.19	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	5970	"Artist Supply Stores, Craft Shops"	FRAMING FOR EXHIBIT	
ECONOMIC DEVELOPMENT & CULTURE	3347-185	2015-01-24	2015-01-26	METRO #62	202.48	CAD	202.48	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	5411	"Grocery Stores, Supermarkets"	PUBLIC RECEPTION	
ECONOMIC DEVELOPMENT & CULTURE	3355-183	2015-01-29	2015-01-30	LARSON JUHL #1	151.42	CAD	151.42	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	5970	"Artist Supply Stores, Craft Shops"	FRAMING FOR EXHIBIT	
					"2,942.51"	CAD	"2,942.51"	CAD								
PUBLIC HEALTH	3319-98	2015-01-04	2015-01-06	ALIBRIS BOOKS	-116.05	CAD	-116.05	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5969	Direct Marketing - Other Direct Marketer	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3323-148	2015-01-07	2015-01-08	CARSWELL	94.12	CAD	94.12	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	7338	"Quick Copy, Reproduction, and Blueprinti"	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3323-149	2015-01-07	2015-01-08	CARSWELL	197.25	CAD	197.25	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	7338	"Quick Copy, Reproduction, and Blueprinti"	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3325-158	2015-01-08	2015-01-09	INDIGO ONLINE	118.65	CAD	118.65	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3325-159	2015-01-08	2015-01-09	INDIGO ONLINE	108.68	CAD	108.68	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3327-235	2015-01-08	2015-01-12	INDIGO ONLINE	22.05	CAD	22.05	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3327-236	2015-01-09	2015-01-12	INDIGO ONLINE	123.08	CAD	123.08	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3331-173	2015-01-12	2015-01-14	PAYPAL *HEROHOUSEPU	35.49	CAD	35.49	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5942	Book Stores	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3331-174	2015-01-13	2015-01-14	CARSWELL	277.48	CAD	277.48	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	7338	"Quick Copy, Reproduction, and Blueprinti"	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3333-211	2015-01-13	2015-01-15	INDIGO ONLINE	26.29	CAD	26.29	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3339-116	2015-01-19	2015-01-20	POSITIVELY NEGATIVE	2.46	CAD	1.99	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5192	"Books, Periodicals, and Newspapers"	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3347-186	2015-01-22	2015-01-26	INDIGO ONLINE	22.05	CAD	22.05	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3347-187	2015-01-23	2015-01-26	INDIGO ONLINE	20.41	CAD	20.41	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3347-188	2015-01-24	2015-01-26	MANAGING CONTRCEPTION	125.23	CAD	98.59	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5942	Book Stores	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3347-189	2015-01-24	2015-01-26	INDIGO ONLINE	58.61	CAD	58.61	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3348-129	2015-01-26	2015-01-27	CARSWELL	231.33	CAD	231.33	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	7338	"Quick Copy, Reproduction, and Blueprinti"	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3355-184	2015-01-28	2015-01-30	LIONS QUEST CANADA	56.91	CAD	56.91	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	8398	"Organizations, Charitable and Social Ser"	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3355-185	2015-01-28	2015-01-30	INDIGO ONLINE	175.19	CAD	175.19	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
					"1,579.23"	CAD	"1,451.54"	CAD								
							100.58	USD								
ECONOMIC DEVELOPMENT & CULTURE	3337-321	2015-01-16	2015-01-19	AMJ CAMPBELL TORONTO	845.24	CAD	845.24	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	4214	"Motor Freight Carriers, Trucking - Local"	"TRANSPORTATION SERVICES, ITEMS RETURNED"	
					845.24	CAD	845.24	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3337-322	2015-01-16	2015-01-19	IKEA ETOBICOKE	627.15	CAD	627.15	CAD	4841	SHELTER FURNITURE	F01350	ROBERTSON HOUSE DONATION	5712	"Equipment, Furniture, and Home Furnishin"	SOFA AND CHAIR COVERS (5) FOR CLIENT PROGRAM ROOM	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3337-323	2015-01-16	2015-01-19	THEBRICK.COM-EAST	587.55	CAD	587.55	CAD	4841	SHELTER FURNITURE	F01350	ROBERTSON HOUSE DONATION	5712	"Equipment, Furniture, and Home Furnishin"	NEW SOFA FOR CLIENTS' FAMILY CENTRE	
					"1,214.70"	CAD	"1,214.70"	CAD								
"PARKS, FORESTRY & RECREATION"	3319-99	2015-01-05	2015-01-06	LOBLAWS #1021	180.35	CAD	180.35	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ADAM BECK COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3319-100	2015-01-05	2015-01-06	LOBLAWS #1021	11.78	CAD	11.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ADAM BECK COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3321-154	2015-01-06	2015-01-07	LOBLAWS #1021	14.83	CAD	14.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ADAM BECK COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3323-150	2015-01-07	2015-01-08	LOBLAWS #1021	23.89	CAD	23.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01886	BALMY BEACH-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ADAM BECK COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3325-160	2015-01-07	2015-01-09	CDN TIRE STORE #00273	67.79	CAD	67.79	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P06740	ADAM BECK CC-PRGM SUPPORT	5200	Home Supply Warehouse	SPACE HEATER FOR FRONT OFFICE	
"PARKS, FORESTRY & RECREATION"	3325-161	2015-01-07	2015-01-09	CDN TIRE STORE #00273	166.54	CAD	166.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12126	FAIRMOUNT PK CC-SPORTS	5200	Home Supply Warehouse	HOCKEY NETS	
"PARKS, FORESTRY & RECREATION"	3329-118	2015-01-12	2015-01-13	LOBLAWS #1021	85.02	CAD	85.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ADAM BECK COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3331-175	2015-01-13	2015-01-14	LOBLAWS #1021	51.68	CAD	51.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ADAM BECK COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3333-212	2015-01-14	2015-01-15	LOBLAWS #1021	29.45	CAD	29.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ADAM BECK COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3335-178	2015-01-14	2015-01-16	THE HOME DEPOT #7012	37.57	CAD	37.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01956	ADAM BECK-SOCIAL PRGM	5200	Home Supply Warehouse	**MORE**  1/16 7X7 CBL	
"PARKS, FORESTRY & RECREATION"	3335-179	2015-01-14	2015-01-16	DESERRES	101.39	CAD	101.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12125	FAIRMOUNT PK CC-ARTS-VISL-PERF	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES FOR FAIRMOUNT PARK CC ART STUDIO	
"PARKS, FORESTRY & RECREATION"	3337-324	2015-01-15	2015-01-19	DESERRES	77.42	CAD	77.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01886	BALMY BEACH-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES FOR BALMY BEACH CC ART STUDIO	
"PARKS, FORESTRY & RECREATION"	3337-325	2015-01-16	2015-01-19	TUCKERS POTTERY SUPPLI	376.12	CAD	376.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01886	BALMY BEACH-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES FOR BALMY BEACH CC POTTERY PRGM	
"PARKS, FORESTRY & RECREATION"	3339-117	2015-01-19	2015-01-20	LOBLAWS #1021	219.06	CAD	219.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ADAM BECK COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3342-185	2015-01-21	2015-01-22	LOBLAWS #1021	27.73	CAD	27.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ADAM BECK COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3345-191	2015-01-21	2015-01-23	TARGET CANADA T3729	59.86	CAD	59.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06740	ADAM BECK CC-PRGM SUPPORT	5311	Department Stores	DIAPER PAIL & REFILLS FOR ADAM BECK PLAYSCHOOL	
"PARKS, FORESTRY & RECREATION"	3345-192	2015-01-22	2015-01-23	LOBLAWS #1021	4.69	CAD	4.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ADAM BECK COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3347-190	2015-01-23	2015-01-26	TUCKERS POTTERY SUPPLI	24.46	CAD	24.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01886	BALMY BEACH-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES FOR BALMY BEACH CC POTTERY PRGM	
"PARKS, FORESTRY & RECREATION"	3348-130	2015-01-26	2015-01-27	LOBLAWS #1021	78.34	CAD	78.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ADAM BECK COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3351-137	2015-01-27	2015-01-28	LOBLAWS #1021	19.41	CAD	19.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ADAM BECK COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3353-171	2015-01-28	2015-01-29	LOBLAWS #1021	22.83	CAD	22.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ADAM BECK COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3355-186	2015-01-29	2015-01-30	DAVIDSON'S VALU MART #	29.29	CAD	29.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01886	BALMY BEACH-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	ART SUPPLIES FOR BALMY BEACH PRESCHOOL	
"PARKS, FORESTRY & RECREATION"	3355-187	2015-01-29	2015-01-30	DESERRES	26.00	CAD	26.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12125	FAIRMOUNT PK CC-ARTS-VISL-PERF	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES FOR FAIRMOUNT PARK CC ART STUDIO	
"PARKS, FORESTRY & RECREATION"	3355-188	2015-01-29	2015-01-30	DESERRES	128.81	CAD	128.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01886	BALMY BEACH-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES FOR BALMY BEACH CC ART STUDIO	
					"1,864.31"	CAD	"1,864.31"	CAD								
"PARKS, FORESTRY & RECREATION"	3321-155	2015-01-06	2015-01-07	NOFRILLS DICKIES 752	17.86	CAD	17.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	TUESDAY COOKING PROG & YOUTH COOKING PROG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3323-151	2015-01-06	2015-01-08	YOUR DOLLAR STORE WITH	1.13	CAD	1.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06671	OAKRIDGE-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR CLOSURE OF HOT TUB IN FITNESS CTR	
"PARKS, FORESTRY & RECREATION"	3335-180	2015-01-15	2015-01-16	NOFRILLS DICKIES 752	19.59	CAD	19.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR JUST DESSERTS PROG	
"PARKS, FORESTRY & RECREATION"	3337-326	2015-01-15	2015-01-19	YOUR DOLLAR STORE WITH	1.13	CAD	1.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5999	Miscellaneous and Specialty Retail Store	FOOD FOR JUST DESSERTS PROG	
"PARKS, FORESTRY & RECREATION"	3337-327	2015-01-15	2015-01-19	YOUR DOLLAR STORE WITH	6.78	CAD	6.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5999	Miscellaneous and Specialty Retail Store	FOOD FOR JUST DESSERTS PROG	
					46.49	CAD	46.49	CAD								
EMERGENCY MEDICAL SERVICES	3335-181	2015-01-15	2015-01-16	PREZI INC	72.52	CAD	59.00	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	B46751	OPS - SERVICE DISTRICT 4	5045	"Computers, Computer Peripheral Equipment"	1 YEAR RDU PRO SUBSCRIPTION	
EMERGENCY MEDICAL SERVICES	3335-182	2015-01-15	2015-01-16	PREZI INC	72.52	CAD	59.00	USD	4233	PCARD RECOVERIES	B46751	OPS - SERVICE DISTRICT 4	5045	"Computers, Computer Peripheral Equipment"	DISPUTED	
EMERGENCY MEDICAL SERVICES	3335-183	2015-01-15	2015-01-16	PREZI INC	72.52	CAD	59.00	USD	4233	PCARD RECOVERIES	B46751	OPS - SERVICE DISTRICT 4	5045	"Computers, Computer Peripheral Equipment"	DISPUTED	
EMERGENCY MEDICAL SERVICES	3335-184	2015-01-15	2015-01-16	PREZI INC	72.52	CAD	59.00	USD	4233	PCARD RECOVERIES	B46751	OPS - SERVICE DISTRICT 4	5045	"Computers, Computer Peripheral Equipment"	DISPUTED	
EMERGENCY MEDICAL SERVICES	3335-185	2015-01-15	2015-01-16	PREZI INC	72.52	CAD	59.00	USD	4233	PCARD RECOVERIES	B46751	OPS - SERVICE DISTRICT 4	5045	"Computers, Computer Peripheral Equipment"	DISPUTED	
EMERGENCY MEDICAL SERVICES	3335-186	2015-01-15	2015-01-16	PREZI INC	72.52	CAD	59.00	USD	4233	PCARD RECOVERIES	B46751	OPS - SERVICE DISTRICT 4	5045	"Computers, Computer Peripheral Equipment"	DISPUTED	
EMERGENCY MEDICAL SERVICES	3335-187	2015-01-15	2015-01-16	PREZI INC	72.52	CAD	59.00	USD	4233	PCARD RECOVERIES	B46751	OPS - SERVICE DISTRICT 4	5045	"Computers, Computer Peripheral Equipment"	DISPUTED	
