Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre / WBS Element / Order 	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3684-268	2015-09-25	2015-09-28	STAPLES STORE #26	50.26	CAD	50.26	CAD	2551	ROAD MATERIALS	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5943	"Office, School Supply, and Stationery St"	"SIGN, SIGN COVERS"	
"PARKS, FORESTRY & RECREATION"	3684-269	2015-09-25	2015-09-28	STAPLES.CA	64.40	CAD	64.40	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5943	"Office, School Supply, and Stationery St"	RESIN TABLE	
					392.24	CAD	392.24	CAD								
"PARKS, FORESTRY & RECREATION"	3649-71	2015-08-31	2015-09-01	ALPINE LAWN   GARDEN E	72.26	CAD	72.26	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00267	E-NORTH1-TURF&HORT	5261	Lawn and Garden Supply Stores	CARBURETOR	
"PARKS, FORESTRY & RECREATION"	3664-171	2015-09-11	2015-09-14	SNAP ON TOOLS LTD. 600	169.95	CAD	169.95	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00839	TECH SERV. 1-YARD OPER'NS	5251	Hardware Stores	"AIR TOOL OIL, FILTER-DRYER"	
					242.21	CAD	242.21	CAD								
"PARKS, FORESTRY & RECREATION"	3682-146	2015-09-23	2015-09-25	CDN TIRE STORE #00209	29.22	CAD	29.22	CAD	2535	PLUMBING SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	"COUPLING, CLAMPS"	
					29.22	CAD	29.22	CAD								
"PARKS, FORESTRY & RECREATION"	3652-95	2015-09-01	2015-09-03	THE HOME DEPOT #7129	41.88	CAD	41.88	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CENTRE-OPERATIONS	5200	Home Supply Warehouse	**MORE**  SAKRETE CONC	
"PARKS, FORESTRY & RECREATION"	3659-68	2015-09-08	2015-09-09	FEDEX OFFICE CANADA	13.42	CAD	13.42	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	P10908	NY SKI CENTRE-OPERATIONS	7338	"Quick Copy, Reproduction, and Blueprinti"	PRINTING	
"PARKS, FORESTRY & RECREATION"	3661-89	2015-09-08	2015-09-10	THE HOME DEPOT #7129	115.47	CAD	115.47	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CENTRE-OPERATIONS	5200	Home Supply Warehouse	**MORE**  SAKRETE FAST	
"PARKS, FORESTRY & RECREATION"	3669-136	2015-09-15	2015-09-16	ABA MACHINE  WELDING	101.70	CAD	101.70	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10908	NY SKI CENTRE-OPERATIONS	7692	Welding Repair	TO REPAIR CHAIR	
"PARKS, FORESTRY & RECREATION"	3674-222	2015-09-17	2015-09-21	ONEIDA EQUIPMENT LTD	106.11	CAD	106.11	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CENTRE-OPERATIONS	5712	"Equipment, Furniture, and Home Furnishin"	HEADER HELMET SYSTEM A PELTOR	
					378.58	CAD	378.58	CAD								
"PARKS, FORESTRY & RECREATION"	3682-147	2015-09-23	2015-09-25	TREE VALLEY GARDEN CEN	40.68	CAD	40.68	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00409	N-EAST1-TURF&HORT	5261	Lawn and Garden Supply Stores	TROPICAL TREES	
					40.68	CAD	40.68	CAD								
"PARKS, FORESTRY & RECREATION"	3653-116	2015-09-02	2015-09-04	THE HOME DEPOT #7012	605.65	CAD	605.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  MOLD CTRL4L.	
"PARKS, FORESTRY & RECREATION"	3659-69	2015-09-08	2015-09-09	VALLEYVIEW GARDENS HK	375.53	CAD	375.53	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00271	E-SOUTH1-TURF&HORT	5261	Lawn and Garden Supply Stores	PLANT MATERIAL	
"PARKS, FORESTRY & RECREATION"	3669-137	2015-09-15	2015-09-16	SPORTS TURF ASSOCIATIO	169.50	CAD	169.50	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	P13473	TE - SPORTS FIELD MAINTENANCE	8398	"Organizations, Charitable and Social Ser"	TRAINING	
"PARKS, FORESTRY & RECREATION"	3674-223	2015-09-17	2015-09-21	THE HOME DEPOT #7012	144.50	CAD	144.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  FLY RIB 4PK	
"PARKS, FORESTRY & RECREATION"	3684-270	2015-09-24	2015-09-28	CDN TIRE STORE #00273	11.28	CAD	11.28	CAD	2710	GENERAL HARDWARE	P00271	E-SOUTH1-TURF&HORT	5200	Home Supply Warehouse	GS CONTAINER STOPPERS	
					"1,306.46"	CAD	"1,306.46"	CAD								
"PARKS, FORESTRY & RECREATION"	3680-131	2015-09-23	2015-09-24	METRO #35	10.00	CAD	10.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12856	RAVINE & WATERCOURSE MAINTENANCE	5411	"Grocery Stores, Supermarkets"	JUICE FOR MEETING	
"PARKS, FORESTRY & RECREATION"	3686-125	2015-09-28	2015-09-29	UNIVERSAL FIELD SUPPLI	436.97	CAD	436.97	CAD	2710	GENERAL HARDWARE	P12856	RAVINE & WATERCOURSE MAINTENANCE	5137	"Mens, Womens, and Childrens Uniforms and"	"VEST, SAW HEAD ADAPTER, GRILLION LANYARD,CARABINER"	
					446.97	CAD	446.97	CAD								
"PARKS, FORESTRY & RECREATION"	3659-70	2015-09-08	2015-09-09	BATTLEFIELD EQUIPMENT	33.45	CAD	33.45	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5712	"Equipment, Furniture, and Home Furnishin"	WHEELS	
"PARKS, FORESTRY & RECREATION"	3661-90	2015-09-08	2015-09-10	CTF SUPPLY (11)	12.37	CAD	12.37	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	CHAIN	
"PARKS, FORESTRY & RECREATION"	3663-104	2015-09-10	2015-09-11	MR METAL(ETOBICOKE) IN	81.30	CAD	81.30	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5051	Metal Service Centers and Offices	STEEL	
"PARKS, FORESTRY & RECREATION"	3673-128	2015-09-17	2015-09-18	MR METAL(ETOBICOKE) IN	207.34	CAD	207.34	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5051	Metal Service Centers and Offices	STEEL	
"PARKS, FORESTRY & RECREATION"	3673-129	2015-09-17	2015-09-18	CHAUNCEY BUILDERS SUPP	27.06	CAD	27.06	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	SLEEVE ANCHORS	
"PARKS, FORESTRY & RECREATION"	3678-116	2015-09-21	2015-09-23	THE HOME DEPOT #7080	106.47	CAD	106.47	CAD	2715	PAINT SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	PAINT	
"PARKS, FORESTRY & RECREATION"	3682-148	2015-09-24	2015-09-25	SPEED FASTENING SYSTEM	113.00	CAD	113.00	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	7538	Automotive Service Shops	ZIPCUT WHEELS	
"PARKS, FORESTRY & RECREATION"	3686-126	2015-09-28	2015-09-29	MR METAL(ETOBICOKE) IN	39.20	CAD	39.20	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5051	Metal Service Centers and Offices	STEEL	
"PARKS, FORESTRY & RECREATION"	3686-127	2015-09-28	2015-09-29	MR METAL(ETOBICOKE) IN	141.78	CAD	141.78	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5051	Metal Service Centers and Offices	STEEL	
					761.97	CAD	761.97	CAD								
"PARKS, FORESTRY & RECREATION"	3659-71	2015-09-08	2015-09-09	COSTCO WHOLESALE W535	146.89	CAD	146.89	CAD	3050	M & E - KITCHEN	P00415	N-WEST3-TURF&HORT	5300	Wholesale Clubs	MICROWAVE FOR STAFF LAUNCHROOM	
					146.89	CAD	146.89	CAD								
"PARKS, FORESTRY & RECREATION"	3673-130	2015-09-16	2015-09-18	WAL-MART # 3031	273.91	CAD	273.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06466	MT DENNIS CC-ARTS-VISL/PERF	5310	Discount Stores	"ART/PROGRAM SUPPLIES-FOAM STICKER,ANIMAL FOAMS"	
"PARKS, FORESTRY & RECREATION"	3684-271	2015-09-24	2015-09-28	CDN TIRE STORE #00119	158.17	CAD	158.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05108	MT DENNIS CC-SUMMER CAMPS	5200	Home Supply Warehouse	AIR PUMP AND RACK	
"PARKS, FORESTRY & RECREATION"	3684-272	2015-09-25	2015-09-28	WAL-MART # 3740	321.79	CAD	321.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11870	MT DENNIS CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	BOOKS AND TOYS	
					753.87	CAD	753.87	CAD								
"PARKS, FORESTRY & RECREATION"	3669-138	2015-09-15	2015-09-16	METRO #35	62.78	CAD	62.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03770	AFTERSCHOOL REC CARE - WILLOW PARK PS	5411	"Grocery Stores, Supermarkets"	"PIZZA, FRUITS, VEGGIES, PLATES, NAPKINS"	
"PARKS, FORESTRY & RECREATION"	3671-126	2015-09-16	2015-09-17	FLAGHOUSE INC.	900.55	CAD	900.55	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P10309	EDITHVALE CC-PRGM SUPPORT	5712	"Equipment, Furniture, and Home Furnishin"	BRIDGE TABLES	
"PARKS, FORESTRY & RECREATION"	3686-128	2015-09-28	2015-09-29	NOFRILLS RICHARD'S #39	89.67	CAD	89.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03770	AFTERSCHOOL REC CARE - WILLOW PARK PS	5411	"Grocery Stores, Supermarkets"	"BAKING SODA, ALUM FOIL, TOOTHPICKS"	
"PARKS, FORESTRY & RECREATION"	3687-151	2015-09-29	2015-09-30	KITCHEN STUFF PLUS #3	72.23	CAD	72.23	CAD	2610	KITCHEN SUPPLIES	P08165	EDITHVALE CC-SOCIAL PRGM	5712	"Equipment, Furniture, and Home Furnishin"	"FORKS, SPATULAS, MORTAR"	
					"1,125.23"	CAD	"1,125.23"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3651-106	2015-09-01	2015-09-02	R.J. ENTERTAINMENT PUB	452.00	CAD	452.00	CAD	4414	ADVERTISING & PROMOTION	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	2741	Miscellaneous Publishing and Printing	ADVERTISING	
					452.00	CAD	452.00	CAD								
ENVIRONMENT & ENERGY OFFICE	3652-96	2015-09-01	2015-09-03	CANADIAN NATIONAL EXHI	325.00	CAD	325.00	CAD	4995	OTHER EXPENSES	WE0619	IMPLEMENTATION & SUPPORT	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION PASSES TO BOOTH	
ENVIRONMENT & ENERGY OFFICE	3657-146	2015-09-05	2015-09-08	STORWELL SELF STORAGE	426.16	CAD	426.16	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	WE0619	IMPLEMENTATION & SUPPORT	4225	"Public Warehousing - Farm Products, Refr"	DIVISIONAL STORAGE UNIT FOR EVENT SUPPLIES	
ENVIRONMENT & ENERGY OFFICE	3661-91	2015-09-08	2015-09-10	THE EXHIBITION PLACE	-471.24	CAD	-471.24	CAD	4424	CONTRACTED SERVICES - GENERAL	WE0619	IMPLEMENTATION & SUPPORT	9399	Government Services - Not Elsewhere Clas	REFUND FOR CNE SHOW SERVICES	
ENVIRONMENT & ENERGY OFFICE	3669-139	2015-09-15	2015-09-16	PAYPAL *CITYTORONTO	785.35	CAD	785.35	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	WE0619	IMPLEMENTATION & SUPPORT	9399	Government Services - Not Elsewhere Clas	EXHIBIT SPACE AT SMALL BUSINESS FORUM	
ENVIRONMENT & ENERGY OFFICE	3673-131	2015-09-17	2015-09-18	NATIONAL EVENT MGMT	"2,502.95"	CAD	"2,502.95"	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	WE0619	IMPLEMENTATION & SUPPORT	7399	Business Services - Not Elsewhere Classi	EXHIBIT SPACE AT NWS	
					"3,568.22"	CAD	"3,568.22"	CAD								
"PARKS, FORESTRY & RECREATION"	3673-132	2015-09-17	2015-09-18	STAPLES STORE #26	52.78	CAD	52.78	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P13217	SPECIAL EVENTS - FRANKLAD/WITHROW	5943	"Office, School Supply, and Stationery St"	BULLETIN BOARD MATERIALS	
					52.78	CAD	52.78	CAD								
"PARKS, FORESTRY & RECREATION"	3657-147	2015-09-04	2015-09-08	THE HOME DEPOT #7078	72.89	CAD	72.89	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12005	LASTMAN SQ-AIRS-OPERATIONS	5200	Home Supply Warehouse	1/4 4X8 OSB.	
"PARKS, FORESTRY & RECREATION"	3669-140	2015-09-14	2015-09-16	THE HOME DEPOT #7078	599.57	CAD	599.57	CAD	2710	GENERAL HARDWARE	P12005	LASTMAN SQ-AIRS-OPERATIONS	5200	Home Supply Warehouse	**MORE**  KLB-IDENTA R	
					672.46	CAD	672.46	CAD								
TORONTO PARAMEDIC SERVICES	3653-117	2015-09-02	2015-09-04	GRAYBAR ELECTRICONTLTD	"1,245.83"	CAD	"1,245.83"	CAD	3410	COMPUTERS - HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	CUSTOM WIRE CABLE	
TORONTO PARAMEDIC SERVICES	3671-127	2015-09-16	2015-09-17	DATA INTEGRITY INC.	64.41	CAD	64.41	CAD	3410	COMPUTERS - HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	7372	"Computer Programming, Integrated Systems"	OTTERBOX DEFENDER/HOSTER	
TORONTO PARAMEDIC SERVICES	3671-128	2015-09-16	2015-09-17	DATA INTEGRITY INC.	45.20	CAD	45.20	CAD	3410	COMPUTERS - HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	7372	"Computer Programming, Integrated Systems"	BLACKBERRY CHARGING STAND	
					"1,355.44"	CAD	"1,355.44"	CAD								
SOLID WASTE MANAGEMENT	3659-72	2015-09-08	2015-09-09	ANGELO'S GARDEN CENTRE	487.48	CAD	487.48	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-02	2014 VICTORIA PARK T.S.	5261	Lawn and Garden Supply Stores	W/O 308862	
SOLID WASTE MANAGEMENT	3661-92	2015-09-08	2015-09-10	ONEIDA EQUIPMENT LTD	733.37	CAD	733.37	CAD	2120	PARTS - MACHINERY & EQUIPMENT	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5712	"Equipment, Furniture, and Home Furnishin"	W/O 308966	
SOLID WASTE MANAGEMENT	3661-93	2015-09-08	2015-09-10	CDN TIRE STORE #00321	203.33	CAD	203.33	CAD	3080	M & E - HAND TOOLS	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	W/O 308965	
SOLID WASTE MANAGEMENT	3661-94	2015-09-09	2015-09-10	ANGELO'S GARDEN CENTRE	42.15	CAD	42.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-02	2014 VICTORIA PARK T.S.	5261	Lawn and Garden Supply Stores	W/O 308862	
SOLID WASTE MANAGEMENT	3673-133	2015-09-17	2015-09-18	AUTOMATED DOOR SYSLTD	146.90	CAD	146.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0835	COMMISSIONER TS OPERATIONS	1799	"Contractors, Special Trade - Not Elsewhe"	W/O 308989	
SOLID WASTE MANAGEMENT	3678-117	2015-09-21	2015-09-23	ANGELO'S ELECTRIC LTD	30.51	CAD	30.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0800	BERMONDSEY TS OPERATIONS	7629	"Appliance Repair Shops, Electrical and S"	W/O 309167	
SOLID WASTE MANAGEMENT	3678-118	2015-09-21	2015-09-23	THE HOME DEPOT #7078	140.05	CAD	140.05	CAD	2535	PLUMBING SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	**MORE**  1/4 SUMP	
SOLID WASTE MANAGEMENT	3678-119	2015-09-21	2015-09-23	THE HOME DEPOT #7078	140.05	CAD	140.05	CAD	2535	PLUMBING SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	**MORE**  1/4 SUMP	
SOLID WASTE MANAGEMENT	3684-273	2015-09-25	2015-09-28	THE HOME DEPOT #7129	47.15	CAD	47.15	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	SW0830	SCARBOROUGH TS OPERATIONS	5200	Home Supply Warehouse	**MORE**  POLY VB 500S	
SOLID WASTE MANAGEMENT	3687-152	2015-09-28	2015-09-30	YORK MANUFACTURING SER	395.05	CAD	395.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0805	DISCO TS OPERATIONS	5039	Construction Materials Not Elsewhere Cla	W/O 308189	
					"2,366.04"	CAD	"2,366.04"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3669-141	2015-09-14	2015-09-16	THE HOME DEPOT #7073	88.89	CAD	88.89	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0094	HS-MH-PROGRAM SUPPORT-SPADINA	5200	Home Supply Warehouse	**MORE**  3G ECHO	
					88.89	CAD	88.89	CAD								
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3657-148	2015-09-04	2015-09-08	AMAZON.CA	312.49	CAD	312.49	CAD	4412	CONTR SRV - PLUMBING	F01223	WOMENS RES-PROPERTY SERV	4816	Computer Network/Information Services	3 ELKAY 51300C FILTERS FOR WATER FOUNTAIN AT W/R	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3657-149	2015-09-04	2015-09-08	CARECOR HEALTH SERVICE	922.08	CAD	922.08	CAD	4025	PROFESSIONAL SERVICES MEDICAL AND DENTAL	F01224	WOMENS RES-DIRECT PROGRAM	8062	Hospitals	NURSING SERVICES_INV.#048514 AUG 23-AUG 29/2015	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3659-73	2015-09-08	2015-09-09	ROHEN FIRE PROTECTION	538.73	CAD	538.73	CAD	4431	CONTRACTED SERVICES - FIRE ALARM SYSTEM	F03223	FORT YORK RESIDENCE-PROPERTY SERVICES	6211	Securities - Brokers/Dealers	INV.#47839&#47748_EMERGENCY SERVICE CALL FOR FYR	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3659-74	2015-09-08	2015-09-09	ROHEN FIRE PROTECTION	212.44	CAD	212.44	CAD	4431	CONTRACTED SERVICES - FIRE ALARM SYSTEM	F03123	BELLWOODS-PROPERTY SERVICES	6211	Securities - Brokers/Dealers	#47749_SERVICE ON LIFE SAFETY SYSTEMS AT BH	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3659-75	2015-09-08	2015-09-09	ROHEN FIRE PROTECTION	495.73	CAD	495.73	CAD	4431	CONTRACTED SERVICES - FIRE ALARM SYSTEM	F03072	CENTRAL ASSESSMENT&REFERRAL CTR	6211	Securities - Brokers/Dealers	#47840_EMERGENCY SERVICE CALL FOR SHARC_129 PETER	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3659-76	2015-09-08	2015-09-09	ROHEN FIRE PROTECTION	"2,509.20"	CAD	"2,509.20"	CAD	4431	CONTRACTED SERVICES - FIRE ALARM SYSTEM	F03072	CENTRAL ASSESSMENT&REFERRAL CTR	6211	Securities - Brokers/Dealers	#47749_SERVICE ON LIFE SAFETY SYSTEMS@SHARC_129 PE	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3664-172	2015-09-11	2015-09-14	COSTCO.CA   *ONLINE	569.45	CAD	569.45	CAD	4431	CONTRACTED SERVICES - FIRE ALARM SYSTEM	F03223	FORT YORK RESIDENCE-PROPERTY SERVICES	5399	Miscellaneous General Merchandise	CARBON MONOXIDE DETECTORS FOR FORT YORK (18 UNITS)	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3664-173	2015-09-11	2015-09-14	CARECOR HEALTH SERVICE	922.08	CAD	922.08	CAD	4025	PROFESSIONAL SERVICES MEDICAL AND DENTAL	F01224	WOMENS RES-DIRECT PROGRAM	8062	Hospitals	NURSING SERVICES_INV.#048669 AUG 30-SEPT 05/2015	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3674-224	2015-09-17	2015-09-21	CARECOR HEALTH SERVICE	998.92	CAD	998.92	CAD	4025	PROFESSIONAL SERVICES MEDICAL AND DENTAL	F01224	WOMENS RES-DIRECT PROGRAM	8062	Hospitals	NURSING SERVICES_INV.#048813 SEPT 06-SEPT 12/2015	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3674-225	2015-09-18	2015-09-21	COSTCO WHOLESALE W592	"2,148.83"	CAD	"2,148.83"	CAD	3099	GENERAL EQUIPMENT	F03223	FORT YORK RESIDENCE-PROPERTY SERVICES	5300	Wholesale Clubs	PURCHASE OF CLIENT FRIDGES (3) FOR FORT YOUR RES.	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3674-226	2015-09-18	2015-09-21	THE HOME DEPOT #7161	186.25	CAD	186.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	F01223	WOMENS RES-PROPERTY SERV	5200	Home Supply Warehouse	**MORE**  AUGER	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3678-120	2015-09-22	2015-09-23	COSTCO WHOLESALE W524	63.70	CAD	63.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	F01223	WOMENS RES-PROPERTY SERV	5300	Wholesale Clubs	PURCHASE OF BATTERIES FOR WOMEN'S RES.	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3684-274	2015-09-25	2015-09-28	CARECOR HEALTH SERVICE	922.08	CAD	922.08	CAD	4025	PROFESSIONAL SERVICES MEDICAL AND DENTAL	F01224	WOMENS RES-DIRECT PROGRAM	8062	Hospitals	NURSING SERVICES_INV.#048912 SEPT 13-SEPT 19/2015	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3687-153	2015-09-30	2015-09-30	ULINE	604.68	CAD	604.68	CAD	2820	MEDICAL & DENTAL SUPPLIES	F01224	WOMENS RES-DIRECT PROGRAM	5964	Direct Marketing - Catalog Merchants	**MORE**  2.25X3.5 KRAFT COIN ENV 500/CT_FOR MEDIC	
					"11,406.66"	CAD	"11,406.66"	CAD								
"PARKS, FORESTRY & RECREATION"	3687-154	2015-09-29	2015-09-30	SCHOLAR'S CHOICE	100.62	CAD	100.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10636	SCAR CIVIC CTR-SPEC NEEDS	5949	"Fabric, Needlework, Piece Goods, and Sew"	"PROGRAM SUPPLIES-POSTERS,FLOOR PUZZLES,SENSORY TOY"	
					100.62	CAD	100.62	CAD								
"PARKS, FORESTRY & RECREATION"	3651-107	2015-09-02	2015-09-02	GREAT LAKES SCHOONKAJA	379.68	CAD	379.68	CAD	4118	TICKETS AND ADMISSION FEES	P02316	LEASIDE GDNS COMPLEX-INSTRL-INDR	4131	Bus Lines	FRANKLAND AQUATIC CAMP BOAT TRIP	
"PARKS, FORESTRY & RECREATION"	3652-97	2015-09-01	2015-09-03	PAYPAL *DYNAMIX	484.77	CAD	484.77	CAD	4118	TICKETS AND ADMISSION FEES	P02316	LEASIDE GDNS COMPLEX-INSTRL-INDR	8351	Child Care Services	FRANKLAND AQUATIC CAMP TREASURE HUNT	
"PARKS, FORESTRY & RECREATION"	3657-150	2015-09-04	2015-09-08	FOOD BASICS #875	45.66	CAD	45.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02316	LEASIDE GDNS COMPLEX-INSTRL-INDR	5411	"Grocery Stores, Supermarkets"	"CAMP SUPPLIES-JUICE,CHOCOLATE BARS,COOKIES"	
"PARKS, FORESTRY & RECREATION"	3657-151	2015-09-04	2015-09-08	THE HOME DEPOT #7073	15.80	CAD	15.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02316	LEASIDE GDNS COMPLEX-INSTRL-INDR	5200	Home Supply Warehouse	FIREWOOD	
"PARKS, FORESTRY & RECREATION"	3657-152	2015-09-04	2015-09-08	CDN TIRE STORE #00654	100.95	CAD	100.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02316	LEASIDE GDNS COMPLEX-INSTRL-INDR	5200	Home Supply Warehouse	FIRE PIT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3664-174	2015-09-11	2015-09-14	CPC/SCP #436402	11.30	CAD	11.30	CAD	4805	POSTAGE	P02316	LEASIDE GDNS COMPLEX-INSTRL-INDR	9402	Postal Services - Government Only	REGISTERED MAIL	
"PARKS, FORESTRY & RECREATION"	3673-134	2015-09-16	2015-09-18	CPC/SCP #436402	22.60	CAD	22.60	CAD	4805	POSTAGE	P02316	LEASIDE GDNS COMPLEX-INSTRL-INDR	9402	Postal Services - Government Only	REGISTERED MAIL	
"PARKS, FORESTRY & RECREATION"	3674-227	2015-09-17	2015-09-21	THE HOME DEPOT #7073	-141.54	CAD	-141.54	CAD	3310	FURNISHINGS	P02316	LEASIDE GDNS COMPLEX-INSTRL-INDR	5200	Home Supply Warehouse	**MORE**  CONTOURCHAIR	
					919.22	CAD	919.22	CAD								
"PARKS, FORESTRY & RECREATION"	3651-108	2015-09-01	2015-09-02	D G VACUUM REPAIR SERV	220.70	CAD	220.70	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07695	AMESBURY COMPLEX-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	FLOOR SCRUBBER REPAIR	
"PARKS, FORESTRY & RECREATION"	3661-95	2015-09-09	2015-09-10	RONA # 55130	244.03	CAD	244.03	CAD	2710	GENERAL HARDWARE	P12555	Y-REC SUPER4-PRGM SUPPORT	5251	Hardware Stores	GARDEN SPRAYERS	
"PARKS, FORESTRY & RECREATION"	3661-96	2015-09-09	2015-09-10	SHERWIN WILLIAMS #8704	670.54	CAD	670.54	CAD	2715	PAINT SUPPLIES	P12555	Y-REC SUPER4-PRGM SUPPORT	5231	"Glass, Paint, Wallpaper Stores"	P F EN SATIN EW	
"PARKS, FORESTRY & RECREATION"	3661-97	2015-09-09	2015-09-10	SHERWIN WILLIAMS #8704	610.67	CAD	610.67	CAD	2715	PAINT SUPPLIES	P12555	Y-REC SUPER4-PRGM SUPPORT	5231	"Glass, Paint, Wallpaper Stores"	**MORE**  PM 200 0 EG EXTRA	
