Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Tr Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No.	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
SOLID WASTE MANAGEMENT	3510-203	2015-05-20	2015-05-21	CONCORD HARDWARE LIMIT	42.96	CAD	42.96	CAD	3015	M & E - GROUNDS	CSW312-14-05	2014 KEELE VALLEY - BASIC	5251	Hardware Stores	LANDSCAPING EQUIPMENT FOR SITE MAINTENANCE	
SOLID WASTE MANAGEMENT	3512-209	2015-05-21	2015-05-22	LOWES #02632*	18.07	CAD	18.07	CAD	3015	M & E - GROUNDS	CSW312-14-05	2014 KEELE VALLEY - BASIC	5200	Home Supply Warehouse	HUSQVARNA WALK BEHND FILTER HONDA - Const. Equipt.	
SOLID WASTE MANAGEMENT	3518-226	2015-05-26	2015-05-27	CONCORD HARDWARE LIMIT	37.15	CAD	37.15	CAD	3015	M & E - GROUNDS	CSW312-14-05	2014 KEELE VALLEY - BASIC	5251	Hardware Stores	LANDSCAPING PARTS FOR SITE MAINTENANCE	
					636.06	CAD	636.06	CAD								
"PARKS, FORESTRY & RECREATION"	3506-306	2015-05-15	2015-05-19	MICHAELS #3982	129.16	CAD	129.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12520	RE-SP-CANADA DAY-E CENTRAL	5945	"Game, Toy, and Hobby Shops"	WOOD CRAFTS AND SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3506-307	2015-05-15	2015-05-19	MICHAELS #3982	163.27	CAD	163.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12520	RE-SP-CANADA DAY-E CENTRAL	5945	"Game, Toy, and Hobby Shops"	WOOD CRAFTS AND SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3506-308	2015-05-15	2015-05-19	HOME OUTFITTERS #5121	149.07	CAD	149.07	CAD	3310	FURNISHINGS	P07010	OAKRIDGE CRC-INSTRL-ADULT	5311	Department Stores	SHOWER MATS FOR OAKRIDGE CC	
"PARKS, FORESTRY & RECREATION"	3516-134	2015-05-25	2015-05-26	MICHAELS #4918	211.16	CAD	211.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12520	RE-SP-CANADA DAY-E CENTRAL	5945	"Game, Toy, and Hobby Shops"	WOOD CRAFTS AND SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3520-219	2015-05-27	2015-05-28	MICHAELS #4918	277.95	CAD	277.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12520	RE-SP-CANADA DAY-E CENTRAL	5945	"Game, Toy, and Hobby Shops"	WOOD CRAFTS AND SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3520-220	2015-05-27	2015-05-28	MICHAELS #4918	115.78	CAD	115.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12520	RE-SP-CANADA DAY-E CENTRAL	5945	"Game, Toy, and Hobby Shops"	WOOD CRAFTS AND SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3522-218	2015-05-28	2015-05-29	DOLLAR TREE #40209	7.06	CAD	7.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12520	RE-SP-CANADA DAY-E CENTRAL	5331	Variety Stores	STICKERS	
					"1,053.45"	CAD	"1,053.45"	CAD								
TORONTO PARAMEDIC SERVICES	3483-273	2015-05-01	2015-05-04	TORONTO PARKING AUTHOR	6.00	CAD	6.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46776	MANGERS - HUB ADMIN	7523	Automobile Parking Lots and Garages	PARKING	
TORONTO PARAMEDIC SERVICES	3512-210	2015-05-21	2015-05-22	STJOSEPH HEALTH TOR999	7.50	CAD	7.50	CAD	4770	PARKING EXPENSES (INTOWN)	B46776	MANGERS - HUB ADMIN	7523	Automobile Parking Lots and Garages	PARKING	
TORONTO PARAMEDIC SERVICES	3520-221	2015-05-27	2015-05-28	HOLLAND BLOORVIEW	8.00	CAD	8.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46776	MANGERS - HUB ADMIN	7523	Automobile Parking Lots and Garages	PARKING	
					21.50	CAD	21.50	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3482-171	2015-04-29	2015-05-01	T R L	56.50	CAD	56.50	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	9399	Government Services - Not Elsewhere Clas	REPRODUCTION OF IMAGES	
ECONOMIC DEVELOPMENT & CULTURE	3483-274	2015-04-29	2015-05-04	ST. LAWRENCE MARKET TE	200.00	CAD	200.00	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	8398	"Organizations, Charitable and Social Ser"	EDUCATION PROGRAM PARTNERSHIP	
ECONOMIC DEVELOPMENT & CULTURE	3491-177	2015-05-06	2015-05-07	FRONT PRINT DOCUMENT C	19.77	CAD	19.77	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	2741	Miscellaneous Publishing and Printing	REPRODUCTION	
ECONOMIC DEVELOPMENT & CULTURE	3493-191	2015-05-06	2015-05-08	OAAG	205.00	CAD	205.00	CAD	4760	MEMBERSHIP FEES	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP FEES	
ECONOMIC DEVELOPMENT & CULTURE	3495-294	2015-05-08	2015-05-11	LARSON JUHL #1	232.35	CAD	232.35	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	5970	"Artist Supply Stores, Craft Shops"	ATG TAPE AND FOAM	
ECONOMIC DEVELOPMENT & CULTURE	3495-295	2015-05-08	2015-05-11	T R L	28.25	CAD	28.25	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	9399	Government Services - Not Elsewhere Clas	REPRODUCTION	
ECONOMIC DEVELOPMENT & CULTURE	3499-134	2015-05-11	2015-05-12	HOSKIN SCIENTIFIC LIMI	88.52	CAD	88.52	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	5046	Commercial Equipment Not Elsewhere Class	CHARTS FOR HYGROTHERMOGRAPH	
ECONOMIC DEVELOPMENT & CULTURE	3510-204	2015-05-20	2015-05-21	SHOPPERS DRUG MART #13	281.31	CAD	281.31	CAD	4805	POSTAGE	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	5912	"Drug Stores, Pharmacies"	REDIRECT OF MAIL	
					"1,111.70"	CAD	"1,111.70"	CAD								
PUBLIC HEALTH	3482-172	2015-05-01	2015-05-01	BARNES NOBLE*COM	56.20	CAD	45.14	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5192	"Books, Periodicals, and Newspapers"	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3486-120	2015-05-04	2015-05-05	INDIGO ONLINE	62.84	CAD	62.84	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3489-158	2015-05-05	2015-05-06	INDIGO ONLINE	80.76	CAD	80.76	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3501-191	2015-05-11	2015-05-13	INDIGO ONLINE	"1,719.38"	CAD	"1,719.38"	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH4110	COMMUNICABLE DISEASE LIAISON UNIT - 100%	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3502-169	2015-05-12	2015-05-14	INDIGO ONLINE	130.93	CAD	130.93	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3506-309	2015-05-15	2015-05-19	INDIGO ONLINE	23.69	CAD	23.69	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3506-310	2015-05-18	2015-05-19	INDIGO ONLINE	20.87	CAD	20.87	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3506-311	2015-05-19	2015-05-19	AMAZON *MARKETPLCE CA	35.15	CAD	35.15	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	4816	Computer Network/Information Services	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3512-211	2015-05-21	2015-05-22	INDIGO ONLINE	134.08	CAD	134.08	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3516-135	2015-05-25	2015-05-26	INDIGO ONLINE	73.76	CAD	73.76	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3516-136	2015-05-25	2015-05-26	INDIGO ONLINE	34.88	CAD	34.88	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3520-222	2015-05-26	2015-05-28	ALIBRIS BOOKS	78.13	CAD	78.13	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5969	Direct Marketing - Other Direct Marketer	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3522-219	2015-05-28	2015-05-29	CHOICE MAGAZINE	28.79	CAD	22.54	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5968	Direct Marketing - Continuity/Subscripti	BOOK & MAGAZINE SUBSCRIPTIONS	
					"2,479.46"	CAD	"2,394.47"	CAD								
							67.68	USD								
ECONOMIC DEVELOPMENT & CULTURE	3489-159	2015-05-04	2015-05-06	CDN TIRE STORE #00654	621.49	CAD	621.49	CAD	3099	GENERAL EQUIPMENT	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5200	Home Supply Warehouse	ROLLING TOOL CHEST	
ECONOMIC DEVELOPMENT & CULTURE	3502-170	2015-05-14	2015-05-14	ULINE	"1,956.86"	CAD	"1,956.86"	CAD	3099	GENERAL EQUIPMENT	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5964	Direct Marketing - Catalog Merchants	"**MORE**  SOLID CARPETED DOLLY-4"" CASTERS"	
ECONOMIC DEVELOPMENT & CULTURE	3522-220	2015-05-29	2015-05-29	ULINE	"1,630.74"	CAD	"1,630.74"	CAD	3099	GENERAL EQUIPMENT	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5964	Direct Marketing - Catalog Merchants	"**MORE**  60""X150' WHITE TYVEK ROLL"	
					"4,209.09"	CAD	"4,209.09"	CAD								
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3504-182	2015-05-14	2015-05-15	HARBOUR FRONT COMMUNIT	139.50	CAD	139.50	CAD	4820	BUSINESS MEETING EXPENSES	F01321	ROBERTSON HOUSE-PROGRAM DELIVERY	8641	"Associations - Civic, Social, and Frater"	MEETING ROOM RENTAL	
					139.50	CAD	139.50	CAD								
"PARKS, FORESTRY & RECREATION"	3482-173	2015-04-30	2015-05-01	LOBLAWS #1021	15.07	CAD	15.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR ADAM BECK COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3482-174	2015-04-30	2015-05-01	LOBLAWS #1021	115.22	CAD	115.22	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR ADAM BECK COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3483-275	2015-05-01	2015-05-04	DAVIDSON'S VALU MART #	24.14	CAD	24.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12125	FAIRMOUNT PK CC-ARTS-VISL-PERF	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR FAIRMONT PRESCHOOL PRGM	
"PARKS, FORESTRY & RECREATION"	3486-121	2015-05-04	2015-05-05	LOBLAWS #1021	139.57	CAD	139.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR ADAM BECK COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	3491-178	2015-05-06	2015-05-07	LOBLAWS #1021	18.21	CAD	18.21	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR ADAM BECK COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	3491-179	2015-05-06	2015-05-07	DESERRES	107.94	CAD	107.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12125	FAIRMOUNT PK CC-ARTS-VISL-PERF	5970	"Artist Supply Stores, Craft Shops"	CANVAS BOARDS FOR PARAMOUNT ART CLASSES	
"PARKS, FORESTRY & RECREATION"	3495-296	2015-05-08	2015-05-11	LOBLAWS #1021	7.98	CAD	7.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	CUPCAKES MIX	
"PARKS, FORESTRY & RECREATION"	3495-297	2015-05-08	2015-05-11	LOBLAWS #1021	124.66	CAD	124.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR ADAM BECK COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	3499-135	2015-05-11	2015-05-12	LOBLAWS #1021	91.70	CAD	91.70	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR ADAM BECK COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	3502-171	2015-05-13	2015-05-14	LOBLAWS #1021	22.97	CAD	22.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR ADAM BECK COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	3504-183	2015-05-14	2015-05-15	DESERRES	62.88	CAD	62.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12125	FAIRMOUNT PK CC-ARTS-VISL-PERF	5970	"Artist Supply Stores, Craft Shops"	PAINT FOR FAIRMONT PRGM	
"PARKS, FORESTRY & RECREATION"	3509-114	2015-05-19	2015-05-20	LOBLAWS #1021	10.31	CAD	10.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR ADAM BECK COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	3509-115	2015-05-19	2015-05-20	LOBLAWS #1021	54.41	CAD	54.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR ADAM BECK COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	3510-205	2015-05-20	2015-05-21	LOBLAWS #1021	27.63	CAD	27.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR ADAM BECK COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	3512-212	2015-05-21	2015-05-22	LOBLAWS #1021	6.56	CAD	6.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR ADAM BECK COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	3516-137	2015-05-25	2015-05-26	LOBLAWS #1021	55.56	CAD	55.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR ADAM BECK COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	3516-138	2015-05-25	2015-05-26	LOBLAWS #1021	51.08	CAD	51.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR ADAM BECK COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	3518-227	2015-05-26	2015-05-27	LOBLAWS #1021	29.79	CAD	29.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR ADAM BECK COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	3518-228	2015-05-26	2015-05-27	LOBLAWS #1021	19.56	CAD	19.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR ADAM BECK COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	3520-223	2015-05-27	2015-05-28	LOBLAWS #1021	12.98	CAD	12.98	CAD	2570	JANITORIAL SUPPLIES	P01956	ADAM BECK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GARBAGE BAGS	
					998.22	CAD	998.22	CAD								
"PARKS, FORESTRY & RECREATION"	3489-160	2015-05-05	2015-05-06	NOFRILLS DICKIES 752	14.60	CAD	14.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"GRND CHKN, GRND BEEF"	
"PARKS, FORESTRY & RECREATION"	3489-161	2015-05-05	2015-05-06	NOFRILLS ROD JOES	31.65	CAD	31.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"PASTA SAUCE, LASAGNA NOODLES, COTTAGE CHEESE"	
"PARKS, FORESTRY & RECREATION"	3489-162	2015-05-05	2015-05-06	NOFRILLS ROD JOES	8.97	CAD	8.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	"CAKE MIX, ICING"	
"PARKS, FORESTRY & RECREATION"	3491-180	2015-05-06	2015-05-07	NOFRILLS DICKIES 752	13.62	CAD	13.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13109	GENERAL LEADERSHIP - OAKRIDGE CRC	5411	"Grocery Stores, Supermarkets"	"CORN FLOUR, CHKN, GRN ONION, GRN PEPPER"	
"PARKS, FORESTRY & RECREATION"	3493-192	2015-05-06	2015-05-08	YOUR DOLLAR STORE WITH	2.26	CAD	2.26	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P06671	OAKRIDGE-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	OFFICE ENVELOPES	
"PARKS, FORESTRY & RECREATION"	3493-193	2015-05-06	2015-05-08	THE HOME DEPOT #7001	12.41	CAD	12.41	CAD	2610	KITCHEN SUPPLIES	P06671	OAKRIDGE-PRGM SUPPORT	5200	Home Supply Warehouse	STRAINER	
"PARKS, FORESTRY & RECREATION"	3501-192	2015-05-12	2015-05-13	NOFRILLS DICKIES 752	6.62	CAD	6.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"POTATOES, ONION, CANS OF CORN"	
"PARKS, FORESTRY & RECREATION"	3501-193	2015-05-12	2015-05-13	NOFRILLS DICKIES 752	28.33	CAD	28.33	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	"TACO KIT, MOZ CHEESE, MUSHROOMS"	
"PARKS, FORESTRY & RECREATION"	3501-194	2015-05-12	2015-05-13	NOFRILLS DICKIES 752	2.97	CAD	2.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	MOLASSES	
"PARKS, FORESTRY & RECREATION"	3501-195	2015-05-12	2015-05-13	METRO #37	15.36	CAD	15.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"GRND BEEF, CHEESE"	
"PARKS, FORESTRY & RECREATION"	3502-172	2015-05-13	2015-05-14	NOFRILLS STEPHEN'S #34	10.68	CAD	10.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13109	GENERAL LEADERSHIP - OAKRIDGE CRC	5411	"Grocery Stores, Supermarkets"	"ONION, SALSA SAUCE, CANS OF CORN"	
"PARKS, FORESTRY & RECREATION"	3502-173	2015-05-13	2015-05-14	RED ROSE HALAL MEAT	9.15	CAD	9.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	HALAL GRND BEEF	
"PARKS, FORESTRY & RECREATION"	3502-174	2015-05-13	2015-05-14	RED ROSE HALAL MEAT	5.15	CAD	5.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13109	GENERAL LEADERSHIP - OAKRIDGE CRC	5411	"Grocery Stores, Supermarkets"	HALAL GRND BEEF	
"PARKS, FORESTRY & RECREATION"	3509-116	2015-05-19	2015-05-20	NOFRILLS DICKIES 752	16.88	CAD	16.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13109	GENERAL LEADERSHIP - OAKRIDGE CRC	5411	"Grocery Stores, Supermarkets"	"RANCH DRESSING, SALSA, MILD CHEDDAR"	
"PARKS, FORESTRY & RECREATION"	3509-117	2015-05-19	2015-05-20	NOFRILLS DICKIES 752	30.89	CAD	30.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"THYME, PAPRIKA, FROZEN PEAS, RICE"	
"PARKS, FORESTRY & RECREATION"	3509-118	2015-05-19	2015-05-20	NOFRILLS DICKIES 752	24.11	CAD	24.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	"PIZZA SAUCE, MOZ CHEESE,PITAS, GRN PEPPER"	
"PARKS, FORESTRY & RECREATION"	3509-119	2015-05-19	2015-05-20	NOFRILLS STEPHEN'S #34	45.15	CAD	45.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR YOUTH COUNCIL PRGM	
"PARKS, FORESTRY & RECREATION"	3509-120	2015-05-19	2015-05-20	NOFRILLS STEPHEN'S #34	5.17	CAD	5.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13109	GENERAL LEADERSHIP - OAKRIDGE CRC	5411	"Grocery Stores, Supermarkets"	HALAL GRND CHICKEN	
"PARKS, FORESTRY & RECREATION"	3516-139	2015-05-25	2015-05-26	NOFRILLS DICKIES 752	31.69	CAD	31.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13109	GENERAL LEADERSHIP - OAKRIDGE CRC	5411	"Grocery Stores, Supermarkets"	"OREGANO LEAVVES,SOUR CREAM, TORTILLAS"	
"PARKS, FORESTRY & RECREATION"	3516-140	2015-05-25	2015-05-26	NOFRILLS DICKIES 752	20.87	CAD	20.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"PIZZA YEAST, SUGAR, SALSA, CHEESE"	
"PARKS, FORESTRY & RECREATION"	3516-141	2015-05-25	2015-05-26	NOFRILLS DICKIES 752	5.81	CAD	5.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR YOUTH COUNCIL PRGM	
"PARKS, FORESTRY & RECREATION"	3516-142	2015-05-25	2015-05-26	NOFRILLS DICKIES 752	14.05	CAD	14.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR JUST DESSERTS PROGRAM	
"PARKS, FORESTRY & RECREATION"	3518-229	2015-05-25	2015-05-27	YOUR DOLLAR STORE WITH	2.26	CAD	2.26	CAD	2610	KITCHEN SUPPLIES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5999	Miscellaneous and Specialty Retail Store	1 BOX OF BAGGIES	
"PARKS, FORESTRY & RECREATION"	3522-221	2015-05-27	2015-05-29	CDN TIRE STORE #00209	203.35	CAD	203.35	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P06671	OAKRIDGE-PRGM SUPPORT	5200	Home Supply Warehouse	"2 OSCILLATING FANS, FANS"	
"PARKS, FORESTRY & RECREATION"	3522-222	2015-05-28	2015-05-29	NOFRILLS DICKIES 752	28.19	CAD	28.19	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	P12494	RE-YO-SPORTS YOUTH-GB LITTLE	5411	"Grocery Stores, Supermarkets"	PAPER PLATES	
"PARKS, FORESTRY & RECREATION"	3522-223	2015-05-28	2015-05-29	DOLLAR TREE CANADA STO	36.73	CAD	36.73	CAD	2610	KITCHEN SUPPLIES	P12494	RE-YO-SPORTS YOUTH-GB LITTLE	5331	Variety Stores	"TEALIGHTS, WHITE RIBBONS"	
					626.92	CAD	626.92	CAD								
