Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS element / Order	Cost Centre / WBS element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	3581-146	2015-07-13	2015-07-14	LOBLAWS #1021	136.69	CAD	136.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	FOOD - SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3583-200	2015-07-13	2015-07-15	WAL-MART #3159	65.83	CAD	65.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	"BALLOONS, CHERRIES"
"PARKS, FORESTRY & RECREATION"	3583-201	2015-07-13	2015-07-15	WAL-MART #3159	44.38	CAD	44.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	"JIGGLY EYES, INSECTS, FEATHERS"
"PARKS, FORESTRY & RECREATION"	3583-202	2015-07-13	2015-07-15	WAL-MART #3159	12.43	CAD	12.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	"BALLOONS, CRAYONS"
"PARKS, FORESTRY & RECREATION"	3588-225	2015-07-15	2015-07-16	PARKWAY BOWL	378.00	CAD	378.00	CAD	4118	TICKETS AND ADMISSION FEES	P13346	SUMMER CAMPS - WARDEN CC	7933	Bowling Alleys	ADMISSION - CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3593-152	2015-07-20	2015-07-21	LOBLAWS #1021	101.60	CAD	101.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	FOOD - SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3593-153	2015-07-20	2015-07-21	PARTY CITY #2027	20.23	CAD	20.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5947	"Card, Gift, Novelty, and Souvenir Shops"	SUPPLIES FOR SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3598-216	2015-07-21	2015-07-23	WAL-MART #3159	34.13	CAD	34.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	"PUDDING, GRAHAM COOKIES"
"PARKS, FORESTRY & RECREATION"	3598-217	2015-07-21	2015-07-23	WAL-MART #3159	30.89	CAD	30.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	"WATERMELONS, PINEAPPLE, BLUEBERRIES"
"PARKS, FORESTRY & RECREATION"	3598-218	2015-07-21	2015-07-23	WAL-MART #3159	15.00	CAD	15.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	"BREAD, MILK, QUAKER"
"PARKS, FORESTRY & RECREATION"	3598-219	2015-07-21	2015-07-23	WAL-MART #3159	3.34	CAD	3.34	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	"CUTLERY, JUICE"
"PARKS, FORESTRY & RECREATION"	3598-220	2015-07-22	2015-07-23	CINEPLEX 7253     QPS	449.50	CAD	449.50	CAD	4118	TICKETS AND ADMISSION FEES	P13346	SUMMER CAMPS - WARDEN CC	7832	Motion Picture Theaters	ADMISSION - CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3602-256	2015-07-23	2015-07-27	WAL-MART #3159	31.39	CAD	31.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SUMMER CAMPS
					"2,040.28"	CAD	"2,040.28"	CAD							
"PARKS, FORESTRY & RECREATION"	3575-234	2015-07-07	2015-07-09	FIRM FENCE SUPPLY	339.00	CAD	339.00	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00516	HIGH PARK-PRGM SUPPORT	1799	"Contractors, Special Trade - Not Elsewhe"	GALVANIZED CHAIN LINK GATES
"PARKS, FORESTRY & RECREATION"	3578-327	2015-07-09	2015-07-13	FIRM FENCE SUPPLY	55.82	CAD	55.82	CAD	2710	GENERAL HARDWARE	P00516	HIGH PARK-PRGM SUPPORT	1799	"Contractors, Special Trade - Not Elsewhe"	"LATCH, BOLTS, FERRALS"
"PARKS, FORESTRY & RECREATION"	3581-147	2015-07-13	2015-07-14	MR METAL(ETOBICOKE) IN	65.21	CAD	65.21	CAD	2532	STEEL	P00890	KIPLING YD-FLEET EQUIP	5051	Metal Service Centers and Offices	METAL
"PARKS, FORESTRY & RECREATION"	3588-226	2015-07-14	2015-07-16	BRAFASCO / ETOBICOKE	91.05	CAD	91.05	CAD	2710	GENERAL HARDWARE	P00890	KIPLING YD-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	"ANCHORS, BITS"
"PARKS, FORESTRY & RECREATION"	3598-221	2015-07-22	2015-07-23	MR METAL(ETOBICOKE) IN	62.18	CAD	62.18	CAD	2532	STEEL	P00890	KIPLING YD-FLEET EQUIP	5051	Metal Service Centers and Offices	STEEL
"PARKS, FORESTRY & RECREATION"	3598-222	2015-07-22	2015-07-23	KROWN RUST CONTROL	183.06	CAD	183.06	CAD	2401	LUBRICANTS	P00890	KIPLING YD-FLEET EQUIP	7538	Automotive Service Shops	LUBRICANTS
"PARKS, FORESTRY & RECREATION"	3603-116	2015-07-24	2015-07-28	LINDE CANADA  ETOBICOK	95.62	CAD	95.62	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQUIP	5072	Hardware Equipment and Supplies	WEDLING SUPPLIES/ELECTRODES
					891.94	CAD	891.94	CAD							
"PARKS, FORESTRY & RECREATION"	3565-243	2015-06-29	2015-07-02	HANDS ON EXOTICS INC	220.35	CAD	220.35	CAD	4118	TICKETS AND ADMISSION FEES	P13278	SUMMER CAMPS - TOPHAM PARK	5995	Pet Shops - Pet Food and Supplies	CAMP TRIP ADMISSION TICKETS-JUNIOR SAFARI
"PARKS, FORESTRY & RECREATION"	3565-244	2015-06-30	2015-07-02	NOFRILLS DICKIES 752	45.17	CAD	45.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13278	SUMMER CAMPS - TOPHAM PARK	5411	"Grocery Stores, Supermarkets"	"CAMP SUPPLIES - FREEZE POPS, ROYAL CHNET, PLATES"
"PARKS, FORESTRY & RECREATION"	3565-245	2015-06-30	2015-07-02	YOUR DOLLAR STORE WITH	29.10	CAD	29.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13278	SUMMER CAMPS - TOPHAM PARK	5999	Miscellaneous and Specialty Retail Store	"CAMP SUPPLIES - TOYS/PETS, CRAFTS, PARTY ITEMS"
"PARKS, FORESTRY & RECREATION"	3567-175	2015-07-03	2015-07-03	THE SECOND CITY  ONLIN	248.60	CAD	248.60	CAD	4118	TICKETS AND ADMISSION FEES	P04882	EARL BEATTY-SUMMER CAMPS	7922	Theatrical Producers (except Motion Pict	CAMP TRIP DEPOSIT - ADMISSION FEES
"PARKS, FORESTRY & RECREATION"	3575-235	2015-07-07	2015-07-09	TTC COXWELL STATION	475.00	CAD	475.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P04037	D A MORRISON SCHOOL-SUMMER CAMPS	4789	Transportation Services-Not Elsewhere Cl	TTC TICKETS - YOUTH AND ADULT
"PARKS, FORESTRY & RECREATION"	3575-236	2015-07-08	2015-07-09	NOFRILLS DICKIES 752	11.96	CAD	11.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13278	SUMMER CAMPS - TOPHAM PARK	5411	"Grocery Stores, Supermarkets"	TOPHAM CAMP-SCIENCE EXPERIMENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	3575-237	2015-07-08	2015-07-09	ONTARIO SCIENCE CENTRE	387.20	CAD	387.20	CAD	4118	TICKETS AND ADMISSION FEES	P04882	EARL BEATTY-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	TRIP TO SCIENCE CENTRE-EARL BEATTY CAMP
"PARKS, FORESTRY & RECREATION"	3577-235	2015-07-08	2015-07-10	YOUR DOLLAR STORE WITH	58.09	CAD	58.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13278	SUMMER CAMPS - TOPHAM PARK	5999	Miscellaneous and Specialty Retail Store	TOPHAM CAMP - PRIZES
"PARKS, FORESTRY & RECREATION"	3590-203	2015-07-15	2015-07-17	WAL-MART #3159	74.44	CAD	74.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13184	INSTRCT SPORTS-TOPHAM PARK	5411	"Grocery Stores, Supermarkets"	TENNIS BALLS
"PARKS, FORESTRY & RECREATION"	3592-343	2015-07-16	2015-07-20	CDN TIRE STORE #00273	112.95	CAD	112.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04037	D A MORRISON SCHOOL-SUMMER CAMPS	5200	Home Supply Warehouse	VOLLEYBALLS
"PARKS, FORESTRY & RECREATION"	3593-154	2015-07-16	2015-07-21	NUNU EDUCATIONAL PRODU	646.80	CAD	646.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04882	EARL BEATTY-SUMMER CAMPS	8299	Educational Services	EARL BEATTY & TOPHAM CRAFT SUPPLIES
"PARKS, FORESTRY & RECREATION"	3598-223	2015-07-22	2015-07-23	TORONTO ZOOADMISSIONS	525.00	CAD	525.00	CAD	4118	TICKETS AND ADMISSION FEES	P04882	EARL BEATTY-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	EARL BEATTY CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3600-200	2015-07-22	2015-07-24	WAL-MART #3159	96.49	CAD	96.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13278	SUMMER CAMPS - TOPHAM PARK	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR EDIBLE CRAFT
"PARKS, FORESTRY & RECREATION"	3600-201	2015-07-24	2015-07-24	THE SECOND CITY  ONLIN	186.45	CAD	186.45	CAD	4118	TICKETS AND ADMISSION FEES	P04882	EARL BEATTY-SUMMER CAMPS	7922	Theatrical Producers (except Motion Pict	EARL BEATTY CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3602-257	2015-07-24	2015-07-27	TM- BLUE JAYS BASEBALL	603.00	CAD	603.00	CAD	4118	TICKETS AND ADMISSION FEES	P04882	EARL BEATTY-SUMMER CAMPS	7922	Theatrical Producers (except Motion Pict	ADMISSION TO BLUE JAYS - CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3602-258	2015-07-25	2015-07-27	SWORD PLAYERS	240.00	CAD	240.00	CAD	4118	TICKETS AND ADMISSION FEES	P04037	D A MORRISON SCHOOL-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	DIEPPE SPORTS CAMP
"PARKS, FORESTRY & RECREATION"	3603-117	2015-07-27	2015-07-28	NOFRILLS DICKIES 752	6.77	CAD	6.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04037	D A MORRISON SCHOOL-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FREEZIES
"PARKS, FORESTRY & RECREATION"	3605-191	2015-07-27	2015-07-29	MERLINS PARTY BOUNCERS	67.80	CAD	67.80	CAD	4590	RENTAL - OTHER	P13278	SUMMER CAMPS - TOPHAM PARK	7299	Other Services (Not Elsewhere Classified	BOUNCEY CASTLE - TOPHAM CAMP
"PARKS, FORESTRY & RECREATION"	3605-192	2015-07-28	2015-07-29	SQ *APPLEFUN PUPPETRY	229.16	CAD	229.16	CAD	4118	TICKETS AND ADMISSION FEES	P13278	SUMMER CAMPS - TOPHAM PARK	7929	"Bands, Orchestras, and Miscellaneous Ent"	**MORE**  CREDIT CARD FEE
"PARKS, FORESTRY & RECREATION"	3607-226	2015-07-28	2015-07-30	PAYPAL *MAGICOFSCOT MA	310.75	CAD	310.75	CAD	4102	ENTERTAINER AND BAND FEES	P13278	SUMMER CAMPS - TOPHAM PARK	8999	Professional Services - Not Elsewhere Cl	MAGIC SHOW
"PARKS, FORESTRY & RECREATION"	3609-211	2015-07-29	2015-07-31	SKYZONE-TORONTO (CA100	415.28	CAD	415.28	CAD	4118	TICKETS AND ADMISSION FEES	P04882	EARL BEATTY-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	EARL BEATTY CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3609-212	2015-07-30	2015-07-31	ACT*VARIETY VILLAGE	100.00	CAD	100.00	CAD	4118	TICKETS AND ADMISSION FEES	P04037	D A MORRISON SCHOOL-SUMMER CAMPS	7399	Business Services - Not Elsewhere Classi	DIEPPE SPORTS CAMP TRIP
					"5,090.36"	CAD	"5,090.36"	CAD							
"PARKS, FORESTRY & RECREATION"	3565-246	2015-06-29	2015-07-02	CTF SUPPLY (08)	13.12	CAD	13.12	CAD	3080	M & E - HAND TOOLS	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	PAN SOC A ZINC 100/PK
"PARKS, FORESTRY & RECREATION"	3565-247	2015-06-29	2015-07-02	CONSTRUCTION DISTRIBUT	153.77	CAD	153.77	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5039	Construction Materials Not Elsewhere Cla	SIKASET
"PARKS, FORESTRY & RECREATION"	3565-248	2015-06-30	2015-07-02	RONA # 55140	43.70	CAD	43.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	"CEDAR, BLADE FINISH"
"PARKS, FORESTRY & RECREATION"	3565-249	2015-06-30	2015-07-02	THE HOME DEPOT #7027	32.44	CAD	32.44	CAD	3080	M & E - HAND TOOLS	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	**MORE**  TUCK TAPE 60
"PARKS, FORESTRY & RECREATION"	3572-122	2015-07-06	2015-07-07	LOWES #02494*	67.74	CAD	67.74	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	"GALV 6"" ROTATING SAFETY HASP"
"PARKS, FORESTRY & RECREATION"	3572-123	2015-07-06	2015-07-07	RONA # 55340	139.43	CAD	139.43	CAD	2531	LUMBER	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	LUMBER
"PARKS, FORESTRY & RECREATION"	3574-223	2015-07-07	2015-07-08	MCGOWAN FENCE   SUPPLY	38.71	CAD	38.71	CAD	3099	GENERAL EQUIPMENT	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5051	Metal Service Centers and Offices	10 FT 2 9X60 GREEN
"PARKS, FORESTRY & RECREATION"	3575-238	2015-07-08	2015-07-09	DUTCHMASTER NURSERIES	303.63	CAD	303.63	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5261	Lawn and Garden Supply Stores	BURR OAK
"PARKS, FORESTRY & RECREATION"	3578-328	2015-07-09	2015-07-13	CTF SUPPLY (08)	6.79	CAD	6.79	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	"CARR BOT, HEX NUTS"
"PARKS, FORESTRY & RECREATION"	3581-148	2015-07-13	2015-07-14	LAKE'S WALLPAPER   PAI	307.27	CAD	307.27	CAD	2715	PAINT SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5231	"Glass, Paint, Wallpaper Stores"	SEMI GLOSS PAINT
"PARKS, FORESTRY & RECREATION"	3581-149	2015-07-13	2015-07-14	RONA # 55140	202.84	CAD	202.84	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	PT BROWN
"PARKS, FORESTRY & RECREATION"	3581-150	2015-07-13	2015-07-14	RONA # 55140	90.59	CAD	90.59	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	"CHISEL PLUGGING, CONCRETE"
"PARKS, FORESTRY & RECREATION"	3590-204	2015-07-16	2015-07-17	LAKESHORE LUMBER	69.91	CAD	69.91	CAD	3099	GENERAL EQUIPMENT	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	HARDWARE
"PARKS, FORESTRY & RECREATION"	3590-205	2015-07-16	2015-07-17	LAKESHORE LUMBER	498.33	CAD	498.33	CAD	2531	LUMBER	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	LUMBER
"PARKS, FORESTRY & RECREATION"	3593-155	2015-07-20	2015-07-21	LOWES #02494*	350.75	CAD	350.75	CAD	2531	LUMBER	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	4X4X12 BROWN PT POST
"PARKS, FORESTRY & RECREATION"	3596-225	2015-07-20	2015-07-22	THE HOME DEPOT #7027	58.73	CAD	58.73	CAD	2715	PAINT SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	PREMIUM
"PARKS, FORESTRY & RECREATION"	3602-259	2015-07-24	2015-07-27	NATIONAL HOSE AND EQUI	36.05	CAD	36.05	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5046	Commercial Equipment Not Elsewhere Class	WATER HOSE
"PARKS, FORESTRY & RECREATION"	3602-260	2015-07-24	2015-07-27	NOBLE 1004	22.63	CAD	22.63	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	BALL VALVE
"PARKS, FORESTRY & RECREATION"	3602-261	2015-07-24	2015-07-27	BRAFASCO / SCARBOROUGH	153.79	CAD	153.79	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	HEX NUTS
"PARKS, FORESTRY & RECREATION"	3602-262	2015-07-24	2015-07-27	THE HOME DEPOT #7107	73.42	CAD	73.42	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	HOSE 75'
"PARKS, FORESTRY & RECREATION"	3603-118	2015-07-27	2015-07-28	SDI SUPPLIES LTD	24.86	CAD	24.86	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	HEX KEY SET
"PARKS, FORESTRY & RECREATION"	3609-213	2015-07-30	2015-07-31	SDI SUPPLIES LTD	176.85	CAD	176.85	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	SINGLE PAWL HAND CABLE PULLER
					"2,865.35"	CAD	"2,865.35"	CAD							
"PARKS, FORESTRY & RECREATION"	3567-176	2015-07-02	2015-07-03	CUSTOM DOOR   LOCK SER	15.26	CAD	15.26	CAD	2730	LOCKS	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5533	"Automotive Parts, Accessories Stores"	KEYS
"PARKS, FORESTRY & RECREATION"	3588-227	2015-07-15	2015-07-16	SCARBOROUGH VAN OUTFIT	785.96	CAD	785.96	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	TOTE TRAT STEEL WITH RACK
"PARKS, FORESTRY & RECREATION"	3607-227	2015-07-28	2015-07-30	CTF SUPPLY (11)	198.58	CAD	198.58	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	TAPS AND DRILLS
					999.80	CAD	999.80	CAD							
"PARKS, FORESTRY & RECREATION"	3569-277	2015-07-02	2015-07-06	WAL-MART # 3740	63.23	CAD	63.23	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07647	HUMBER VALLEY-OPERATIONS	5411	"Grocery Stores, Supermarkets"	INK
"PARKS, FORESTRY & RECREATION"	3572-124	2015-07-06	2015-07-07	TURF CANADA	984.66	CAD	984.66	CAD	2470	FERTILIZERS	P07647	HUMBER VALLEY-OPERATIONS	5998	Tent & Awning Shops	FOLIAR FERTILIZER APPLICATION
"PARKS, FORESTRY & RECREATION"	3575-239	2015-07-08	2015-07-09	BELL TV	748.47	CAD	748.47	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07647	HUMBER VALLEY-OPERATIONS	4812	Telecommunication Equipment Including Te	SATELLITE PAYMENT
"PARKS, FORESTRY & RECREATION"	3578-329	2015-07-09	2015-07-13	ALLTURF LTD.	772.25	CAD	772.25	CAD	2499	OTHER CHEMICALS	P07647	HUMBER VALLEY-OPERATIONS	0780	Horticultural and Landscaping Services	BANNER MAXX AND PAR III
"PARKS, FORESTRY & RECREATION"	3590-206	2015-07-15	2015-07-17	SPEELMAN S GARDEN CENT	48.59	CAD	48.59	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P07647	HUMBER VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	SOD
"PARKS, FORESTRY & RECREATION"	3596-226	2015-07-17	2015-07-22	G C DUKE EQUIPMENT	847.50	CAD	847.50	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P07647	HUMBER VALLEY-OPERATIONS	5712	"Equipment, Furniture, and Home Furnishin"	SMITHSCO SUPERSTAR RENTAL
"PARKS, FORESTRY & RECREATION"	3598-224	2015-07-21	2015-07-23	ALLTURF LTD.	420.65	CAD	420.65	CAD	2499	OTHER CHEMICALS	P07647	HUMBER VALLEY-OPERATIONS	0780	Horticultural and Landscaping Services	DACONIL ULTREX
"PARKS, FORESTRY & RECREATION"	3602-263	2015-07-24	2015-07-27	LOWES #02951*	67.16	CAD	67.16	CAD	2715	PAINT SUPPLIES	P07647	HUMBER VALLEY-OPERATIONS	5200	Home Supply Warehouse	426G HARDHAT MARKING PAINT WHITE
					"3,952.51"	CAD	"3,952.51"	CAD							
"PARKS, FORESTRY & RECREATION"	3565-250	2015-06-29	2015-07-02	THE HOME DEPOT #7027	45.09	CAD	45.09	CAD	2780	CONCRETE	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	SAKRETE CONC
"PARKS, FORESTRY & RECREATION"	3565-251	2015-06-30	2015-07-02	LOWES #02494*	13.92	CAD	13.92	CAD	2531	LUMBER	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	4INX4IN-10FT TOP CHOICE PT
"PARKS, FORESTRY & RECREATION"	3567-177	2015-07-02	2015-07-03	LOWES #02633*	40.61	CAD	40.61	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	18KG BAG WHITE STONES
"PARKS, FORESTRY & RECREATION"	3569-278	2015-06-25	2015-07-06	LAFARGE FRANCESCHINI B	129.72	CAD	129.72	CAD	2770	GRAVEL	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5039	Construction Materials Not Elsewhere Cla	GRAVEL
"PARKS, FORESTRY & RECREATION"	3569-279	2015-07-03	2015-07-06	LOWES #02494*	34.74	CAD	34.74	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  10X1.5'LP HWH NEOSHTR  WH
"PARKS, FORESTRY & RECREATION"	3572-125	2015-07-06	2015-07-07	LOWES #02633*	144.65	CAD	144.65	CAD	2710	GENERAL HARDWARE	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  8 X 1-1/2DECK SCREW GREEN500 PC
"PARKS, FORESTRY & RECREATION"	3572-126	2015-07-06	2015-07-07	FASTENAL CANADA02ONSCA	93.91	CAD	93.91	CAD	2710	GENERAL HARDWARE	P00268	E-NORTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	DRILL BIT
"PARKS, FORESTRY & RECREATION"	3577-236	2015-07-09	2015-07-10	LOWES #02494*	42.68	CAD	42.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	**MORE**  6-1/2X11GA FENCE TIES 50/ GALV
"PARKS, FORESTRY & RECREATION"	3578-330	2015-07-10	2015-07-13	BEST BUY CANADA #943	39.54	CAD	39.54	CAD	3099	GENERAL EQUIPMENT	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5732	Electronic Sales	POUCH
"PARKS, FORESTRY & RECREATION"	3578-331	2015-07-10	2015-07-13	RONA # 55340	20.93	CAD	20.93	CAD	2730	LOCKS	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	PADLOCK
"PARKS, FORESTRY & RECREATION"	3578-332	2015-07-10	2015-07-13	BRAFASCO / SCARBOROUGH	208.46	CAD	208.46	CAD	3080	M & E - HAND TOOLS	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	"STANLEY LONG TAPE, MEASURE WHEEL"
"PARKS, FORESTRY & RECREATION"	3581-151	2015-07-13	2015-07-14	LOWES #02633*	30.49	CAD	30.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  BARRIER PAVER EDGING-2PK
"PARKS, FORESTRY & RECREATION"	3583-203	2015-07-13	2015-07-15	CHAPMAN BLDERS SUPPLY	13.56	CAD	13.56	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5211	"Building Materials, Lumber Stores"	METAL EDGE
"PARKS, FORESTRY & RECREATION"	3590-207	2015-07-16	2015-07-17	LAKESHORE LUMBER	507.94	CAD	507.94	CAD	2531	LUMBER	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	LUMBER
"PARKS, FORESTRY & RECREATION"	3593-156	2015-07-20	2015-07-21	CANADA CULVER	821.51	CAD	821.51	CAD	2551	ROAD MATERIALS	P00263	E-CENTRAL1-TURF&HORT	5051	Metal Service Centers and Offices	GALVANIZED CSP
"PARKS, FORESTRY & RECREATION"	3603-119	2015-07-27	2015-07-28	LOWES #02494*	185.89	CAD	185.89	CAD	2531	LUMBER	P00835	TECH SERV. 1-TRADES	5200	Home Supply Warehouse	2X8X12 TOP CHOICE TREATED LBR
"PARKS, FORESTRY & RECREATION"	3605-193	2015-07-27	2015-07-29	BRAFASCO / SCARBOROUGH	70.03	CAD	70.03	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	MISC. HARDWARE/SUPPLIES
