Divison	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4016-115	2016-05-09	2016-05-10	LOWES #02951*	159.56	CAD	159.56	CAD	2531	LUMBER	P07647	HUMBER VALLEY-OPERATIONS	5200	Home Supply Warehouse	"9.5MM (3/8"") 4X8 STD CSP"	
"PARKS, FORESTRY & RECREATION"	4016-116	2016-05-09	2016-05-10	VANDEN BUSSCHE IRRIGAT	513.55	CAD	513.55	CAD	2535	PLUMBING SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5719	Miscellaneous House Furnishing Specialty	"DRAINAGE ADAPTER/BASIN, BALL VALVE"	
"PARKS, FORESTRY & RECREATION"	4018-163	2016-05-10	2016-05-11	STATE CHEMIC*STATE CHE	314.14	CAD	314.14	CAD	2535	PLUMBING SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	"**MORE**  UVP-1000 (3) 9"" X 12"" (3)   6"" X 9"""	
"PARKS, FORESTRY & RECREATION"	4020-155	2016-05-11	2016-05-12	KOOY BROS LAWN	707.38	CAD	707.38	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERATIONS	5261	Lawn and Garden Supply Stores	TIRES FOR TRACTOR	
"PARKS, FORESTRY & RECREATION"	4021-167	2016-05-11	2016-05-13	THE HOME DEPOT #7013	25.32	CAD	25.32	CAD	2535	PLUMBING SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	**MORE**  PVC RISER	
"PARKS, FORESTRY & RECREATION"	4023-246	2016-05-15	2016-05-16	TURF CANADA	912.12	CAD	912.12	CAD	2470	FERTILIZERS	P07648	SCARLETT WOODS-OPERATIONS	5998	Tent & Awning Shops	FERTILIZERS	
"PARKS, FORESTRY & RECREATION"	4025-101	2016-05-13	2016-05-17	CDN TIRE STORE #00182	169.49	CAD	169.49	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	BATTERY FOR GOLF CART	
"PARKS, FORESTRY & RECREATION"	4027-163	2016-05-17	2016-05-18	SPEELMAN'S GARDEN CENT	51.98	CAD	51.98	CAD	2770	GRAVEL	P07648	SCARLETT WOODS-OPERATIONS	5261	Lawn and Garden Supply Stores	CRUSH STONE	
"PARKS, FORESTRY & RECREATION"	4029-151	2016-05-17	2016-05-19	THE HOME DEPOT #7013	54.23	CAD	54.23	CAD	2535	PLUMBING SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	"**MORE**  3/4"" CLAMP"	
"PARKS, FORESTRY & RECREATION"	4029-152	2016-05-18	2016-05-19	SENSO GROUP BUILDING S	110.60	CAD	110.60	CAD	2710	GENERAL HARDWARE	P07648	SCARLETT WOODS-OPERATIONS	5211	"Building Materials, Lumber Stores"	"NAILS, WEED BARRIER, GLUE"	
"PARKS, FORESTRY & RECREATION"	4029-153	2016-05-18	2016-05-19	SPEELMAN'S GARDEN CENT	103.96	CAD	103.96	CAD	2770	GRAVEL	P07648	SCARLETT WOODS-OPERATIONS	5261	Lawn and Garden Supply Stores	CRUSH STONE	
"PARKS, FORESTRY & RECREATION"	4033-252	2016-05-19	2016-05-24	THE HOME DEPOT #7013	121.27	CAD	121.27	CAD	2715	PAINT SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	**MORE**  OIL CDR GL	
"PARKS, FORESTRY & RECREATION"	4037-156	2016-05-24	2016-05-26	CDN TIRE STORE #00182	211.25	CAD	211.25	CAD	2401	LUBRICANTS	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	"DIESEL OIL, ANTIFREEZE"	
					"4,001.06"	CAD	"4,001.06"	CAD								
"PARKS, FORESTRY & RECREATION"	4004-167	2016-05-03	2016-05-04	SP * PICKLEBALL DEPOT	71.97	CAD	71.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09699	EDITHVALE CC-INSTRL	5941	Sporting Goods Stores	REPLACEMENT PICKLE BALLS	
"PARKS, FORESTRY & RECREATION"	4008-173	2016-05-03	2016-05-05	CDN TIRE STORE #00160	101.68	CAD	101.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08039	EDITHVALE CC-ARTS-VISL/PERF	5200	Home Supply Warehouse	BAGS TO STORE MOVIE SCREEN STAKES	
"PARKS, FORESTRY & RECREATION"	4008-174	2016-05-03	2016-05-05	CDN TIRE STORE #00460	-11.30	CAD	-11.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08039	EDITHVALE CC-ARTS-VISL/PERF	5200	Home Supply Warehouse	REFUND - CHARGE WRONG AMOUNT	
"PARKS, FORESTRY & RECREATION"	4012-265	2016-05-06	2016-05-09	METRO #712	68.78	CAD	68.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06241	EDITHVALE CC-SPORTS	5411	"Grocery Stores, Supermarkets"	GIRLS CLUB COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4018-164	2016-05-09	2016-05-11	WAL-MART # 3113	132.42	CAD	132.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08039	EDITHVALE CC-ARTS-VISL/PERF	5310	Discount Stores	CRAFT SUPPLIES - PRESCHOOL	
"PARKS, FORESTRY & RECREATION"	4021-168	2016-05-11	2016-05-13	WAL-MART #3001	110.20	CAD	110.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06241	EDITHVALE CC-SPORTS	5411	"Grocery Stores, Supermarkets"	BALL PITT BALLS	
"PARKS, FORESTRY & RECREATION"	4023-247	2016-05-14	2016-05-16	REAL CANADIAN SUPERSTO	33.00	CAD	33.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09751	EDITHVALE CC-PLAY PROGRAMS	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR PIZZA OVEN TRAINING	
"PARKS, FORESTRY & RECREATION"	4023-248	2016-05-15	2016-05-16	METRO #712	19.00	CAD	19.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09751	EDITHVALE CC-PLAY PROGRAMS	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR PIZZA OVEN TRAINING	
"PARKS, FORESTRY & RECREATION"	4029-154	2016-05-17	2016-05-19	CDN TIRE STORE #00160	9.03	CAD	9.03	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08039	EDITHVALE CC-ARTS-VISL/PERF	5200	Home Supply Warehouse	PEAT MOSS FOR CRAFTS	
"PARKS, FORESTRY & RECREATION"	4029-155	2016-05-17	2016-05-19	WAL-MART #3001	5.86	CAD	5.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08039	EDITHVALE CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	SCIENCE EXPERIMENT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4033-253	2016-05-20	2016-05-24	METRO #712	13.00	CAD	13.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08039	EDITHVALE CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR GIRLS CLUB EVENT	
"PARKS, FORESTRY & RECREATION"	4043-127	2016-05-27	2016-05-31	CDN TIRE STORE #00126	228.97	CAD	228.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09751	EDITHVALE CC-PLAY PROGRAMS	5200	Home Supply Warehouse	MOVIE SCREEN BLOWERS	
					782.61	CAD	782.61	CAD								
"PARKS, FORESTRY & RECREATION"	4004-168	2016-05-03	2016-05-04	KOMPAN INC	"2,042.64"	CAD	"1,555.47"	USD	2601	DUR REC & EDUC SUPP	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	7299	Other Services (Not Elsewhere Classified	PLAYGROUND REPLACEMENT PARTS	
"PARKS, FORESTRY & RECREATION"	4018-165	2016-05-10	2016-05-11	KOMPAN INC	"1,737.51"	CAD	"1,317.49"	USD	2601	DUR REC & EDUC SUPP	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	7299	Other Services (Not Elsewhere Classified	PLAYGROUND REPLACEMENT PARTS	
"PARKS, FORESTRY & RECREATION"	4020-156	2016-05-10	2016-05-12	OSCAR PARROT PROMOTION	110.18	CAD	110.18	CAD	2601	DUR REC & EDUC SUPP	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	7311	Advertising Services	PLAYGROUND DECALS	
"PARKS, FORESTRY & RECREATION"	4029-156	2016-05-18	2016-05-19	MR METAL(ETOBICOKE) IN	117.80	CAD	117.80	CAD	2199	MISCELLANEOUS PARTS	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5051	Metal Service Centers and Offices	CUTTING BLADES	
"PARKS, FORESTRY & RECREATION"	4029-157	2016-05-18	2016-05-19	STRADA-AGGREGATES	339.00	CAD	339.00	CAD	2785	SAND	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	SAND	
"PARKS, FORESTRY & RECREATION"	4030-163	2016-05-18	2016-05-20	CTF SUPPLY (11)	"1,962.99"	CAD	"1,962.99"	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	"FASTENERS, CUTTING BLADES"	
					"6,310.12"	CAD	"2,529.97"	CAD								
							"2,872.96"	USD								
TORONTO WATER	4016-117	2016-05-09	2016-05-10	SHOPPERSDRUGMART0845	56.44	CAD	56.44	CAD	2499	OTHER CHEMICALS	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5912	"Drug Stores, Pharmacies"	ISOPROPANOL	
TORONTO WATER	4021-169	2016-05-11	2016-05-13	THE HOME DEPOT #7134	94.83	CAD	94.83	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	10LB WHT RAG	
TORONTO WATER	4041-266	2016-05-27	2016-05-30	WESTBURNE ONTARIO	935.64	CAD	935.64	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5065	Electrical Parts and Equipment	LIMIT SWITCH	
TORONTO WATER	4041-267	2016-05-27	2016-05-30	POWERTRADE ELECTRIC LT	68.05	CAD	68.05	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5251	Hardware Stores	LAMPS	
					"1,154.96"	CAD	"1,154.96"	CAD								
"PARKS, FORESTRY & RECREATION"	4000-260	2016-04-29	2016-05-02	SOBEYS 938        QPS	47.01	CAD	47.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10447	MATTY ECKLER-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"COOKING CLUB - EGGS, CHEESE, YOGHURT, PEPPERS"	
"PARKS, FORESTRY & RECREATION"	4000-261	2016-04-29	2016-05-02	RED ROSE HALAL MEAT	20.87	CAD	20.87	CAD	4102	ENTERTAINER AND BAND FEES	P10447	MATTY ECKLER-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	COOKING CLUB - BEEF & CHICKEN BREAST	
"PARKS, FORESTRY & RECREATION"	4012-266	2016-05-06	2016-05-09	NOFRILLS TOMS 775	2.99	CAD	2.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10447	MATTY ECKLER-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	COOKING CLUB - SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4012-267	2016-05-06	2016-05-09	NOFRILLS TOMS 775	28.37	CAD	28.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10447	MATTY ECKLER-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	COOKING CLUB - SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4020-157	2016-05-11	2016-05-12	WARRIORS MARTIAL ARTS	105.12	CAD	105.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10447	MATTY ECKLER-PRGM SUPPORT	5941	Sporting Goods Stores	KARATE BELTS	
"PARKS, FORESTRY & RECREATION"	4023-249	2016-05-13	2016-05-16	METRO #37	29.19	CAD	29.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10447	MATTY ECKLER-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	COOKING CLUB - SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4023-250	2016-05-13	2016-05-16	NEW MAIN HALAL   GROCE	18.66	CAD	18.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10447	MATTY ECKLER-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	COOKING CLUB - SUPPLIES	
					252.21	CAD	252.21	CAD								
TORONTO WATER	4012-268	2016-05-06	2016-05-09	NOBLE 1003	49.01	CAD	49.01	CAD	2535	PLUMBING SUPPLIES	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5251	Hardware Stores	PRESSURE GUAGES W/ADAPTERS	
TORONTO WATER	4016-118	2016-05-09	2016-05-10	NOBLE 1003	80.43	CAD	80.43	CAD	2535	PLUMBING SUPPLIES	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5251	Hardware Stores	FITTINGS	
TORONTO WATER	4020-158	2016-05-11	2016-05-12	NOBLE 1010	10.64	CAD	10.64	CAD	2535	PLUMBING SUPPLIES	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5251	Hardware Stores	FITTINGS	
TORONTO WATER	4023-251	2016-05-13	2016-05-16	MARK'S WORK WEARHOUSE#	106.20	CAD	106.20	CAD	2670	UNIFORMS	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5651	Family Clothing Stores	DAKOTA CARGO WORK PANT	
TORONTO WATER	4023-252	2016-05-13	2016-05-16	MARK'S WORK WEARHOUSE#	524.22	CAD	524.22	CAD	2670	UNIFORMS	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5651	Family Clothing Stores	DAKOTA CARGO WORK PANT	
					770.50	CAD	770.50	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4004-169	2016-05-03	2016-05-04	WWW.GROUPON.CA	219.00	CAD	219.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	7278	"Buying/Shopping Clubs, Services"	TENT	
ECONOMIC DEVELOPMENT & CULTURE	4004-170	2016-05-03	2016-05-04	IKEA NORTH YORK	148.99	CAD	148.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5712	"Equipment, Furniture, and Home Furnishin"	FRAMES	
ECONOMIC DEVELOPMENT & CULTURE	4010-215	2016-05-04	2016-05-06	THE PRINTING HOUSE #99	74.58	CAD	74.58	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5999	Miscellaneous and Specialty Retail Store	TEXT PANEL	
ECONOMIC DEVELOPMENT & CULTURE	4016-119	2016-05-09	2016-05-10	SQ *ACCESSRAMP   MOBIL	395.00	CAD	395.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	1520	General Contractors - Residential and Co	PORTABLE RAMP	
ECONOMIC DEVELOPMENT & CULTURE	4016-120	2016-05-09	2016-05-10	MICHAELS #4910	88.13	CAD	88.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	5945	"Game, Toy, and Hobby Shops"	FRAMES	
ECONOMIC DEVELOPMENT & CULTURE	4023-253	2016-05-14	2016-05-16	METRO #26	20.52	CAD	20.52	CAD	2570	JANITORIAL SUPPLIES	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	LAUNDRY SOAPS	
ECONOMIC DEVELOPMENT & CULTURE	4033-254	2016-05-19	2016-05-24	COLDWATER HOME HDWR	6.77	CAD	6.77	CAD	2715	PAINT SUPPLIES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5251	Hardware Stores	PAINT	
					952.99	CAD	952.99	CAD								
SOLID WASTE MANAGEMENT	4000-262	2016-04-28	2016-05-02	TIM HORTONS 2784 QTH	25.29	CAD	25.29	CAD	4820	BUSINESS MEETING EXPENSES	CSW004-31-01	TCHC ORGANIC IMPLEMENTATION PROGRAM	5814	Quick Payment Service - Fast-Food Restau	REFRESHMENT FOR RESIDENTS 7&11 ARLETA INFO SESSION	
SOLID WASTE MANAGEMENT	4008-175	2016-05-04	2016-05-05	LOBLAW SUPERMARKET #10	16.93	CAD	16.93	CAD	4820	BUSINESS MEETING EXPENSES	CSW004-31-01	TCHC ORGANIC IMPLEMENTATION PROGRAM	5411	"Grocery Stores, Supermarkets"	REFRESHMENT FOR RESIDENTS 1315 NEILSON RD	
					42.22	CAD	42.22	CAD								
TORONTO WATER	4000-263	2016-04-29	2016-05-02	ARARAT AUTOMOTIVE PROD	220.35	CAD	220.35	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	7538	Automotive Service Shops	ALTERNATOR	
TORONTO WATER	4002-111	2016-04-29	2016-05-03	CDN TIRE STORE #00175	237.28	CAD	237.28	CAD	2710	GENERAL HARDWARE	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5200	Home Supply Warehouse	BATTERIES	
TORONTO WATER	4008-176	2016-05-03	2016-05-05	CDN TIRE STORE #00427	112.99	CAD	112.99	CAD	3050	M & E - KITCHEN	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5200	Home Supply Warehouse	PANTRY	
					570.62	CAD	570.62	CAD								
"PARKS, FORESTRY & RECREATION"	4000-264	2016-04-28	2016-05-02	SP S COMM SWIMMING POO	66.47	CAD	66.47	CAD	2710	GENERAL HARDWARE	P07726	NORTH TORONTO-OPERATIONS	5996	Swimming Pools - Sales and Supplies	TIGER SHARL IMPELLER	
"PARKS, FORESTRY & RECREATION"	4000-265	2016-04-29	2016-05-02	THE HOME DEPOT #7012	72.29	CAD	72.29	CAD	2715	PAINT SUPPLIES	P03028	BAYVIEW-OPERATIONS	5200	Home Supply Warehouse	POLYVB 1000S	
"PARKS, FORESTRY & RECREATION"	4004-171	2016-05-02	2016-05-04	THE HOME DEPOT #7001	254.52	CAD	254.52	CAD	2715	PAINT SUPPLIES	P03028	BAYVIEW-OPERATIONS	5200	Home Supply Warehouse	**MORE**  2L TRAY	
"PARKS, FORESTRY & RECREATION"	4008-177	2016-05-03	2016-05-05	THE HOME DEPOT #7001	17.70	CAD	17.70	CAD	2710	GENERAL HARDWARE	P07705	ORIOLE CC-OPERATIONS	5200	Home Supply Warehouse	ANCHORS	
"PARKS, FORESTRY & RECREATION"	4012-269	2016-05-05	2016-05-09	CDN TIRE STORE #00192	96.04	CAD	96.04	CAD	2710	GENERAL HARDWARE	P01183	LEDBURY PARK-OPERATIONS	5200	Home Supply Warehouse	BGS BAGS 611180	
"PARKS, FORESTRY & RECREATION"	4027-164	2016-05-16	2016-05-18	THE HOME DEPOT #7073	220.17	CAD	220.17	CAD	2715	PAINT SUPPLIES	P06877	N-EAST-OPERATIONS	5200	Home Supply Warehouse	**MORE**  5WR CG FRAME	
"PARKS, FORESTRY & RECREATION"	4029-158	2016-05-17	2016-05-19	SP S COMM SWIMMING POO	52.24	CAD	52.24	CAD	2710	GENERAL HARDWARE	P07705	ORIOLE CC-OPERATIONS	5996	Swimming Pools - Sales and Supplies	POOL VACUUM 615073	
"PARKS, FORESTRY & RECREATION"	4029-159	2016-05-17	2016-05-19	CDN TIRE STORE #00192	106.30	CAD	106.30	CAD	2715	PAINT SUPPLIES	P06877	N-EAST-OPERATIONS	5200	Home Supply Warehouse	PAINT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4041-268	2016-05-27	2016-05-30	THE HOME DEPOT #7001	59.78	CAD	59.78	CAD	2575	ELECTRICAL SUPPLIES	P06877	N-EAST-OPERATIONS	5200	Home Supply Warehouse	**MORE**  MAXANT 709ML	
					945.51	CAD	945.51	CAD								
TORONTO WATER	4002-112	2016-05-02	2016-05-03	KOTYCK BROS LIMITED	859.73	CAD	859.73	CAD	2535	PLUMBING SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	1520	General Contractors - Residential and Co	STAINLESS FITTINGS	
TORONTO WATER	4012-270	2016-05-05	2016-05-09	NEXT SUPPLY	12.48	CAD	12.48	CAD	2535	PLUMBING SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5251	Hardware Stores	PIPE WRAP	
TORONTO WATER	4027-165	2016-05-16	2016-05-18	THE HOME DEPOT #7106	55.44	CAD	55.44	CAD	2535	PLUMBING SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	**MORE**  1/2 CAP	
					927.65	CAD	927.65	CAD								
TORONTO WATER	4002-113	2016-05-02	2016-05-03	WORKNWEAR	271.15	CAD	271.15	CAD	2665	PROTECTIVE CLOTHING	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5661	Shoe Stores	SAFETY WEAR	
TORONTO WATER	4020-159	2016-05-10	2016-05-12	THE HOME DEPOT #7012	3.60	CAD	3.60	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	COVER	
TORONTO WATER	4021-170	2016-05-11	2016-05-13	CDN TIRE STORE #00030	313.38	CAD	313.38	CAD	*****	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	VARIOUS SUPPLIES	
TORONTO WATER	4023-254	2016-05-13	2016-05-16	OWPSACSTATE	172.97	CAD	131.00	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	8398	"Organizations, Charitable and Social Ser"	TRAINING - WTP OPERATION	
TORONTO WATER	4025-102	2016-05-16	2016-05-17	PRINCESS AUTO #36	91.48	CAD	91.48	CAD	2082	HEALTH & SAFETY SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	EARPLUGS	
TORONTO WATER	4033-255	2016-05-19	2016-05-24	MOE-DRINK WAT WASTE CE	175.00	CAD	175.00	CAD	4830	PERMIT & LICENSE FEES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	9399	Government Services - Not Elsewhere Clas	CERTIFICATE	
					"1,027.58"	CAD	854.61	CAD								
							131.00	USD								
"PARKS, FORESTRY & RECREATION"	4018-166	2016-05-09	2016-05-11	CDN TIRE STORE #00182	56.48	CAD	56.48	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12858	BEACH & WATERFRONT MAINTENANCE	5200	Home Supply Warehouse	LANDSCAPE FABRIC	
"PARKS, FORESTRY & RECREATION"	4039-181	2016-05-25	2016-05-27	THE HOME DEPOT #7011	123.77	CAD	123.77	CAD	2710	GENERAL HARDWARE	P12858	BEACH & WATERFRONT MAINTENANCE	5200	Home Supply Warehouse	**MORE**  HOSE REPAIR	
"PARKS, FORESTRY & RECREATION"	4039-182	2016-05-26	2016-05-27	JILL JENSEN BOTANICAL	"1,000.00"	CAD	"1,000.00"	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12858	BEACH & WATERFRONT MAINTENANCE	5193	"Florists Supplies, Nursery Stock, and Fl"	TROPICAL PLANTS	
					"1,180.25"	CAD	"1,180.25"	CAD								
"PARKS, FORESTRY & RECREATION"	4018-167	2016-05-10	2016-05-11	HENDERSON RECREATION	309.62	CAD	309.62	CAD	2601	DUR REC & EDUC SUPP	P00898	KIPLING YD-PARKS CONSTR	5712	"Equipment, Furniture, and Home Furnishin"	CABLE ROPE	
"PARKS, FORESTRY & RECREATION"	4030-164	2016-05-18	2016-05-20	BRAFASCO / ETOBICOKE	119.29	CAD	119.29	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5085	Industrial Supplies Not Elsewhere Classi	50 NYLON INSERT	
"PARKS, FORESTRY & RECREATION"	4037-157	2016-05-25	2016-05-26	HENDERSON RECREATION	954.85	CAD	954.85	CAD	2601	DUR REC & EDUC SUPP	P00898	KIPLING YD-PARKS CONSTR	5712	"Equipment, Furniture, and Home Furnishin"	B5 SQUARE DECK	
"PARKS, FORESTRY & RECREATION"	4037-158	2016-05-25	2016-05-26	KOMPAN INC	526.74	CAD	397.90	USD	2601	DUR REC & EDUC SUPP	P00898	KIPLING YD-PARKS CONSTR	7299	Other Services (Not Elsewhere Classified	14 SEAT FOR M101	
					"1,910.50"	CAD	"1,383.76"	CAD								
							397.90	USD								
ECONOMIC DEVELOPMENT & CULTURE	4000-266	2016-04-29	2016-05-02	TORONTO EAST HOME HARD	13.49	CAD	13.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	5251	Hardware Stores	PLASTIC CABLE TIES	
ECONOMIC DEVELOPMENT & CULTURE	4000-267	2016-04-29	2016-05-02	DESERRES	160.73	CAD	160.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	5970	"Artist Supply Stores, Craft Shops"	"FOAMBOARD, ARTIST PENCILS, WHITEBOARD"	
ECONOMIC DEVELOPMENT & CULTURE	4002-114	2016-05-02	2016-05-03	LONG   MCQUADE LIMITED	610.06	CAD	610.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	7399	Business Services - Not Elsewhere Classi	UKULELES	
ECONOMIC DEVELOPMENT & CULTURE	4004-172	2016-05-02	2016-05-04	WAL-MART #3635	18.00	CAD	18.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	5310	Discount Stores	DIXIE CUPS	
ECONOMIC DEVELOPMENT & CULTURE	4004-173	2016-05-03	2016-05-04	EAST END GARDEN CENTRE	394.34	CAD	394.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	5261	Lawn and Garden Supply Stores	PLANTS AND COMPOSTE	
ECONOMIC DEVELOPMENT & CULTURE	4010-216	2016-05-04	2016-05-06	GROCERY GATEWAY	142.66	CAD	142.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0051	HS-MH-BOARD & COMMITTEE-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"BUTTERMILK, COCONUT, COCOA, SUGAR, VANILLA, SALT"	
ECONOMIC DEVELOPMENT & CULTURE	4010-217	2016-05-05	2016-05-06	EAST END GARDEN CENTRE	253.22	CAD	253.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0081	HS-MH-EXHIBITIONS-SCAR MUSEU	5261	Lawn and Garden Supply Stores	"MULCH, COMPOSTE, BLACK CURRENT BRUSH"	
