Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	GL Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3177-183	2014-09-23	2014-09-25	CDN TIRE STORE #00485	217.12	CAD	217.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11563	DRIFTWOOD-SPORTS	5200	Home Supply Warehouse	KITCHEN & MAINTENANCE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3179-177	2014-09-25	2014-09-26	NOFRILLS VINCE'S #3930	88.51	CAD	88.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROG.	
"PARKS, FORESTRY & RECREATION"	3179-178	2014-09-25	2014-09-26	NOFRILLS VINCE'S #3930	589.92	CAD	589.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR BREAKFAST PROG.	
					895.55	CAD	895.55	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3169-165	2014-09-18	2014-09-19	BECK TAXI	13.00	CAD	13.00	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	AH0088	HS-MH-PROGRAM SUPPORT-METRO HALL	4121	Limousines and Taxicabs	TAXI TO MEETING	
ECONOMIC DEVELOPMENT & CULTURE	3179-179	2014-09-24	2014-09-26	BECK TAXI	21.00	CAD	21.00	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	AH0088	HS-MH-PROGRAM SUPPORT-METRO HALL	4121	Limousines and Taxicabs	TAXI TO MEETING	
					34.00	CAD	34.00	CAD								
"PARKS, FORESTRY & RECREATION"	3162-161	2014-09-12	2014-09-15	CALEDONIA GARDEN CENTR	25.02	CAD	25.02	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00531	S-WEST 2-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	SOD	
					25.02	CAD	25.02	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3171-227	2014-09-20	2014-09-22	RYERSON UNIV PROJECTS	25.00	CAD	25.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0054	EDUCATION SERVICES DEVELOPMENT	8220	"Colleges, Universities, Professional Sch"	TICKET TO EVENT	
ECONOMIC DEVELOPMENT & CULTURE	3175-145	2014-09-22	2014-09-24	PIZZA PIZZA # 56	35.00	CAD	35.00	CAD	4116	CATERING SERVICES	ED0054	EDUCATION SERVICES DEVELOPMENT	5814	Quick Payment Service - Fast-Food Restau	FOOD FOR VOLUNTEERS	
ECONOMIC DEVELOPMENT & CULTURE	3177-184	2014-09-23	2014-09-25	PAYPAL *DORASWW	"2,212.54"	CAD	"2,212.54"	CAD	4590	RENTAL - OTHER	ED0054	EDUCATION SERVICES DEVELOPMENT	7392	"Consulting, Management, and Public Relat"	"RENTAL - TENTS, TABLES, CHAIRS"	
ECONOMIC DEVELOPMENT & CULTURE	3179-180	2014-09-25	2014-09-26	PAYPAL *BRENTCHARLE	200.00	CAD	200.00	CAD	4085	PROF & TECH-MGMT	ED0054	EDUCATION SERVICES DEVELOPMENT	8999	Professional Services - Not Elsewhere Cl	LAYOUT & DESIGN OF VENUE MAP	
					"2,472.54"	CAD	"2,472.54"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3173-85	2014-09-22	2014-09-23	ASSMANN CORPORATION	"5,655.00"	CAD	"5,000.00"	USD	4995	OTHER EXPENSES	SE0019	NUIT BLANCHE	5099	Durable Goods Not Elsewhere Classified	DEPOSIT FOR WATER TANKS	
ECONOMIC DEVELOPMENT & CULTURE	3175-146	2014-09-23	2014-09-24	ASSMANN CORPORATION	"2,559.33"	CAD	"2,251.35"	USD	4995	OTHER EXPENSES	SE0019	NUIT BLANCHE	5099	Durable Goods Not Elsewhere Classified	BALANCE FOR WATER TANKS	
ECONOMIC DEVELOPMENT & CULTURE	3183-114	2014-09-29	2014-09-30	EVENT RENTAL GROUP LIM	"2,186.55"	CAD	"2,186.55"	CAD	4590	RENTAL - OTHER	SE0019	NUIT BLANCHE	7394	"Equipment Rental and Leasing Services, F"	RENTAL - TENT	
					"10,400.88"	CAD	"2,186.55"	CAD								
							"7,251.35"	USD								
ECONOMIC DEVELOPMENT & CULTURE	3153-137	2014-09-06	2014-09-08	BECK TAXI	30.75	CAD	30.75	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	ED0128	"FASHION, APPAREL & TEXTILE SERVICES"	4121	Limousines and Taxicabs	TAXI FROM EVENT	
ECONOMIC DEVELOPMENT & CULTURE	3171-228	2014-09-17	2014-09-22	BECK TAXI	24.25	CAD	24.25	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	ED0128	"FASHION, APPAREL & TEXTILE SERVICES"	4121	Limousines and Taxicabs	TAXI FROM EVENT	
ECONOMIC DEVELOPMENT & CULTURE	3171-229	2014-09-18	2014-09-22	DIAMOND TAXI CAB DISPA	16.00	CAD	16.00	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	ED0128	"FASHION, APPAREL & TEXTILE SERVICES"	4121	Limousines and Taxicabs	TAXI FROM EVENT	
					71.00	CAD	71.00	CAD								
"PARKS, FORESTRY & RECREATION"	3146-64	2014-08-29	2014-09-03	FOOD BASICS #880	11.77	CAD	11.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04048	EY CC COMPLEX-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CRAFT SUPPLIES	
					11.77	CAD	11.77	CAD								
TORONTO WATER	3183-115	2014-09-29	2014-09-30	OWPSACSTATE	146.62	CAD	128.00	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	8398	"Organizations, Charitable and Social Ser"	OPERATOR TRAINING COURSE	
TORONTO WATER	3183-116	2014-09-29	2014-09-30	OWPSACSTATE	146.62	CAD	128.00	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	8398	"Organizations, Charitable and Social Ser"	OPERATOR TRAINING COURSE	
TORONTO WATER	3183-117	2014-09-29	2014-09-30	OWPSACSTATE	146.62	CAD	128.00	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	8398	"Organizations, Charitable and Social Ser"	OPERATOR TRAINING COURSE	
					439.86	CAD	384.00	USD								
"PARKS, FORESTRY & RECREATION"	3162-162	2014-09-12	2014-09-15	NORTH YORK TROPHIES	46.00	CAD	46.00	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	P12544	RN-FI-SPORTS ADULT-MITCHELL	5999	Miscellaneous and Specialty Retail Store	TROPHY FOR STAFF AWARD AT ANNUAL TRAINING	
					46.00	CAD	46.00	CAD								
"PARKS, FORESTRY & RECREATION"	3247-41	2014-09-05	2014-09-08	SHOPPERS DRUG MART #08	10.81	CAD	10.81	CAD	4233	PCARD RECOVERIES	P10309	EDITHVALE CC-PRGM SUPPORT	5912	"Drug Stores, Pharmacies"	DISPUTED	
"PARKS, FORESTRY & RECREATION"	3247-42	2014-09-05	2014-09-08	HOBBY WORLD	352.82	CAD	352.82	CAD	4233	PCARD RECOVERIES	P10309	EDITHVALE CC-PRGM SUPPORT	5970	"Artist Supply Stores, Craft Shops"	DISPUTED	
"PARKS, FORESTRY & RECREATION"	3247-43	2014-09-08	2014-09-09	SHOPPERS DRUG MART #08	-10.81	CAD	-10.81	CAD	4233	PCARD RECOVERIES	P10309	EDITHVALE CC-PRGM SUPPORT	5912	"Drug Stores, Pharmacies"	DISPUTE RESOLUTION	
"PARKS, FORESTRY & RECREATION"	3247-44	2014-09-08	2014-09-09	HOBBY WORLD	-352.82	CAD	-352.82	CAD	4233	PCARD RECOVERIES	P10309	EDITHVALE CC-PRGM SUPPORT	5970	"Artist Supply Stores, Craft Shops"	DISPUTE RESOLUTION	
					0.00	CAD	0.00	CAD								
"PARKS, FORESTRY & RECREATION"	3169-168	2014-09-17	2014-09-19	THE GLOBE AND MAIL	22.59	CAD	22.59	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P12664	GENERAL MANAGERS OFFICE	5192	"Books, Periodicals, and Newspapers"	MONTHLY SUBSCRIPTION	
"PARKS, FORESTRY & RECREATION"	3171-230	2014-09-19	2014-09-22	TORONTO STAR# 72390072	11.29	CAD	11.29	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P12664	GENERAL MANAGERS OFFICE	5994	News Dealers and Newsstands	MONTHLY SUBSCRIPTION	
					33.88	CAD	33.88	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3168-153	2014-09-17	2014-09-18	JUST DIRECT PROMOTIONS	406.86	CAD	406.86	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	F01221	WOMENS RES-PROGRAM DELIVERY	5947	"Card, Gift, Novelty, and Souvenir Shops"	MINI TOTE BAGS FOR ANNUAL STAFF DEVELOPMENT DAY	
					406.86	CAD	406.86	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3144-185	2014-09-01	2014-09-02	INTERNIC.CA	146.90	CAD	146.90	CAD	4414	ADVERTISING & PROMOTION	SE0004	CAVALCADE OF LIGHTS	7372	"Computer Programming, Integrated Systems"	URL RENEWAL - WINTERCITY/CAVALCADE	
					146.90	CAD	146.90	CAD								
"PARKS, FORESTRY & RECREATION"	3169-169	2014-09-18	2014-09-19	IKEA NORTH YORK	193.09	CAD	193.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05011	ETOBICOKE CIVIC CTR-SPEC NEEDS	5712	"Equipment, Furniture, and Home Furnishin"	FALL PRESCHOOL PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3169-170	2014-09-18	2014-09-19	RCSS WESTON 2800	67.76	CAD	67.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"JUICE, COOKIES, PASTA"	
"PARKS, FORESTRY & RECREATION"	3171-231	2014-09-18	2014-09-22	THE MAIN EVENT FUN GAM	583.08	CAD	583.08	CAD	4590	RENTAL - OTHER	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	7996	"Amusement Parks, Carnivals, Circuses, Fo"	RENTAL- CAMP EVENT	
"PARKS, FORESTRY & RECREATION"	3171-232	2014-09-19	2014-09-22	STAPLES STORE #11	42.61	CAD	42.61	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3171-233	2014-09-19	2014-09-22	SCHOLAR'S CHOICE	7.90	CAD	7.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5949	"Fabric, Needlework, Piece Goods, and Sew"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3173-86	2014-09-22	2014-09-23	IKEA ETOBICOKE	142.29	CAD	142.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5712	"Equipment, Furniture, and Home Furnishin"	"BASKETS, RUGS"	
"PARKS, FORESTRY & RECREATION"	3175-147	2014-09-22	2014-09-24	SMILEMAKERS   00179515	269.91	CAD	269.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5111	"Stationery, Office Supplies, Printing an"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3175-148	2014-09-22	2014-09-24	SMILEMAKERS   00179515	18.07	CAD	18.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5111	"Stationery, Office Supplies, Printing an"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3183-118	2014-09-29	2014-09-30	NOFRILLS CHRIS 273	196.01	CAD	196.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"PEARS, GREEN ONION, APPLE, GRND TURKEY"	
					"1,520.72"	CAD	"1,520.72"	CAD								
"PARKS, FORESTRY & RECREATION"	3162-163	2014-09-12	2014-09-15	NOFRILLS TIM SUES 1352	29.77	CAD	29.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00676	W-YORK1-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD	
"PARKS, FORESTRY & RECREATION"	3164-93	2014-09-15	2014-09-16	MATT GROUP INC.	621.50	CAD	621.50	CAD	4467	C. SRV - PARKING LOT	P00676	W-YORK1-PRGM SUPPORT	1520	General Contractors - Residential and Co	ASPHALT REPAIRS	
"PARKS, FORESTRY & RECREATION"	3175-149	2014-09-18	2014-09-24	VANHOF AND BLOKKER LTD	232.16	CAD	232.16	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00676	W-YORK1-PRGM SUPPORT	5193	"Florists Supplies, Nursery Stock, and Fl"	PLANTS	
					883.43	CAD	883.43	CAD								
"PARKS, FORESTRY & RECREATION"	3146-65	2014-09-02	2014-09-03	TOWNSHIP OF KING	418.00	CAD	418.00	CAD	4118	TICKETS AND ADMISSION FEES	P05116	ST MARCELLUS CS-SUMMER CAMPS	9399	Government Services - Not Elsewhere Clas	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3151-159	2014-09-03	2014-09-05	WAL-MART # 3740	5.62	CAD	5.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05116	ST MARCELLUS CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES	
					423.62	CAD	423.62	CAD								
EMERGENCY MEDICAL SERVICES	3183-119	2014-09-29	2014-09-30	TORONTO PARKING AUTHOR	13.75	CAD	13.75	CAD	4770	PARKING EXPENSES (INTOWN)	B29000	COMMUNITY SAFEGUARD LEADERSHIP SVCS	7523	Automobile Parking Lots and Garages	PARKING	
					13.75	CAD	13.75	CAD								
SOLID WASTE MANAGEMENT	3168-154	2014-09-15	2014-09-18	METRO #742	35.28	CAD	35.28	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW1060	SWM-PARKS COLLECTION	5411	"Grocery Stores, Supermarkets"	TPS WEEK EXPENSES AND SUPPLIES	
SOLID WASTE MANAGEMENT	3168-155	2014-09-15	2014-09-18	METRO #742	46.28	CAD	46.28	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW1060	SWM-PARKS COLLECTION	5411	"Grocery Stores, Supermarkets"	TPS WEEK EXPENSES AND SUPPLIES	
SOLID WASTE MANAGEMENT	3168-156	2014-09-15	2014-09-18	METRO #750	357.47	CAD	357.47	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW1060	SWM-PARKS COLLECTION	5411	"Grocery Stores, Supermarkets"	TPS WEEK EXPENSES AND SUPPLIES	
SOLID WASTE MANAGEMENT	3169-171	2014-09-16	2014-09-19	YOUR DOLLAR STORE WITH	31.64	CAD	31.64	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW1060	SWM-PARKS COLLECTION	5310	Discount Stores	TPS WEEK EXPENSES AND SUPPLIES	
SOLID WASTE MANAGEMENT	3169-172	2014-09-16	2014-09-19	CDN TIRE STORE #00485	316.35	CAD	316.35	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW1060	SWM-PARKS COLLECTION	5200	Home Supply Warehouse	TPS WEEK EXPENSES AND SUPPLIES	
					787.02	CAD	787.02	CAD								
EMERGENCY MEDICAL SERVICES	3153-138	2014-09-05	2014-09-08	PAYPAL *ADMIXDESIGN	50.41	CAD	50.41	CAD	4830	PERMIT & LICENSE FEES	B46700	ALS OPERATIONS	5734	Computer Software Stores	BEMIO FONT 1-5 USER COMMERCIL LICENSE	
EMERGENCY MEDICAL SERVICES	3162-164	2014-09-11	2014-09-15	PAYPAL *ENVATO MKPL TH	73.84	CAD	73.84	CAD	4830	PERMIT & LICENSE FEES	B46700	ALS OPERATIONS	5999	Miscellaneous and Specialty Retail Store	THEMEFOREST LICENSE	
EMERGENCY MEDICAL SERVICES	3168-157	2014-09-16	2014-09-18	GODADDY.COM CANADA	287.97	CAD	287.97	CAD	4830	PERMIT & LICENSE FEES	B46700	ALS OPERATIONS	7372	"Computer Programming, Integrated Systems"	WEBSITE BRANDING	
EMERGENCY MEDICAL SERVICES	3177-185	2014-09-24	2014-09-25	CREATIVE BAG TORONTO	21.47	CAD	21.47	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46700	ALS OPERATIONS	5999	Miscellaneous and Specialty Retail Store	BLACK BARKELEY BOX	
EMERGENCY MEDICAL SERVICES	3181-286	2014-09-27	2014-09-29	HILTON LONDON ONTARIO	6.16	CAD	6.16	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	B46700	ALS OPERATIONS	3542	Royal Hotels	LONDON GRILL	
EMERGENCY MEDICAL SERVICES	3181-287	2014-09-27	2014-09-29	HILTON LONDON ONTARIO	"3,936.92"	CAD	"3,936.92"	CAD	4210	BUSINESS TRAV - ACCOMMODATION	B46700	ALS OPERATIONS	3542	Royal Hotels	BUSINESS MEETING - ACCOMMODATION	
EMERGENCY MEDICAL SERVICES	3181-288	2014-09-27	2014-09-29	HILTON LONDON ONTARIO	246.34	CAD	246.34	CAD	4210	BUSINESS TRAV - ACCOMMODATION	B46700	ALS OPERATIONS	3542	Royal Hotels	ACCOMMODATION - BUSINESS MEETING	
EMERGENCY MEDICAL SERVICES	3181-289	2014-09-27	2014-09-29	HILTON LONDON ONTARIO	"1,007.80"	CAD	"1,007.80"	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	B46700	ALS OPERATIONS	3542	Royal Hotels	BUSINESS MEETING - OTHER EXPENSE	
					"5,630.91"	CAD	"5,630.91"	CAD								
"PARKS, FORESTRY & RECREATION"	3171-234	2014-09-19	2014-09-22	CTF SUPPLY (11)	205.25	CAD	205.25	CAD	2665	PROTECTIVE CLOTHING	P00010	S MCBRIDE-FERRY OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	"SAFETY GLASS, ADHESIVE"	
"PARKS, FORESTRY & RECREATION"	3173-87	2014-09-19	2014-09-23	CDN TIRE STORE #00654	393.14	CAD	393.14	CAD	2715	PAINT SUPPLIES	P00009	ONGIARA-FERRY OPERATIONS	5200	Home Supply Warehouse	PAINT	
"PARKS, FORESTRY & RECREATION"	3175-150	2014-09-22	2014-09-24	CUMMINS-ALLISON ULC	496.87	CAD	496.87	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00012	TERMINAL-FERRY OPERATIONS	5712	"Equipment, Furniture, and Home Furnishin"	MONEY COUNTER MACHINE REPAIR	
"PARKS, FORESTRY & RECREATION"	3177-186	2014-09-24	2014-09-25	NAUTICAL ADVENTURES	847.50	CAD	847.50	CAD	4418	MARINE SERVICES	P00010	S MCBRIDE-FERRY OPERATIONS	4457	Boat Leases and Boat Rentals	CRANE SERVICE FOR LIFE RAFTS	
"PARKS, FORESTRY & RECREATION"	3179-181	2014-09-25	2014-09-26	CAMCARB LTD	238.93	CAD	238.93	CAD	2270	PROPANE GAS	P00012	TERMINAL-FERRY OPERATIONS	5983	"Fuel Dealers - Coal, Fuel Oil, Liquefied"	"PROPANE BOTTLES, WELDING"	
"PARKS, FORESTRY & RECREATION"	3179-182	2014-09-25	2014-09-26	JASTRAM TECHNOLOGIES L	"1,159.78"	CAD	"1,159.78"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	4468	"Marinas, Marine Service/Supplies"	RUDDER ANGLE INDICATORS	
"PARKS, FORESTRY & RECREATION"	3181-290	2014-09-25	2014-09-29	CTF SUPPLY (11)	274.58	CAD	274.58	CAD	2710	GENERAL HARDWARE	P00012	TERMINAL-FERRY OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	ZP CUT BLADES	
"PARKS, FORESTRY & RECREATION"	3181-291	2014-09-25	2014-09-29	RONA # 55010	128.31	CAD	128.31	CAD	2715	PAINT SUPPLIES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5251	Hardware Stores	RED OXIDE PAINT	
"PARKS, FORESTRY & RECREATION"	3181-292	2014-09-25	2014-09-29	CDN TIRE STORE #00654	80.20	CAD	80.20	CAD	2715	PAINT SUPPLIES	P00009	ONGIARA-FERRY OPERATIONS	5200	Home Supply Warehouse	PAINT	
"PARKS, FORESTRY & RECREATION"	3181-293	2014-09-26	2014-09-29	OEM DIRECT-XEROX CANAD	438.42	CAD	438.42	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P00012	TERMINAL-FERRY OPERATIONS	5111	"Stationery, Office Supplies, Printing an"	TONER CARTRIDGES	
					"4,262.98"	CAD	"4,262.98"	CAD								
EMERGENCY MEDICAL SERVICES	3193-99	2014-09-16	2014-09-18	NEWARK        00000018	30.62	CAD	30.62	CAD	4233	PCARD RECOVERIES	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	DISPUTED	
					30.62	CAD	30.62	CAD								
"PARKS, FORESTRY & RECREATION"	3155-52	2014-09-05	2014-09-09	OMNIFLEX HOSE   EQUIPM	493.15	CAD	493.15	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	MISC. HOSES & FITTINGS	
"PARKS, FORESTRY & RECREATION"	3168-158	2014-09-16	2014-09-18	MOTION IND ON11	49.53	CAD	49.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	6005 2RSJEM (C3)  BRG	
"PARKS, FORESTRY & RECREATION"	3173-88	2014-09-19	2014-09-23	OMNIFLEX HOSE   EQUIPM	119.14	CAD	119.14	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	MISC. HOSES & FITTINGS	
"PARKS, FORESTRY & RECREATION"	3177-187	2014-09-24	2014-09-25	CROSSTOWN BATTERY SALE	348.70	CAD	348.70	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	BATTERIES	
"PARKS, FORESTRY & RECREATION"	3179-183	2014-09-25	2014-09-26	START AUTO ELECTRIC LT	258.77	CAD	258.77	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5511	"Automobile and Truck Dealers - Sales, Se"	MOWER STARTER	
					"1,269.29"	CAD	"1,269.29"	CAD								
EMERGENCY MEDICAL SERVICES	3162-165	2014-09-11	2014-09-15	FRONTIERPC.COM	108.36	CAD	108.36	CAD	2710	GENERAL HARDWARE	B43100	SCHEDULING (PERMANENT STAFF)	5045	"Computers, Computer Peripheral Equipment"	SMART CARD READER HID 5321 CL	
					108.36	CAD	108.36	CAD								
"PARKS, FORESTRY & RECREATION"	3175-151	2014-09-23	2014-09-24	LONG   MCQUADE LIMITED	19.86	CAD	19.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10503	RS-DUFFERIN GROVE- CC OPS	7399	Business Services - Not Elsewhere Classi	**MORE**  PIANO BOOKS	
"PARKS, FORESTRY & RECREATION"	3181-294	2014-09-28	2014-09-29	SCHOLAR'S CHOICE	22.02	CAD	22.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10503	RS-DUFFERIN GROVE- CC OPS	5949	"Fabric, Needlework, Piece Goods, and Sew"	PRESCHOOL SUPPLIES	
					41.88	CAD	41.88	CAD								
"PARKS, FORESTRY & RECREATION"	3144-186	2014-08-28	2014-09-02	ABSOLUTE DOLLAR	202.84	CAD	202.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02138	THISTLETOWN-SOCIAL PRGM	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3144-187	2014-08-28	2014-09-02	WAL-MART #1000	189.07	CAD	189.07	CAD	2610	KITCHEN SUPPLIES	P02138	THISTLETOWN-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3144-188	2014-08-29	2014-09-02	DOLLAR TREE CANADA STO	11.30	CAD	11.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07746	THISTLETOWN-PRGM SUPPORT	5331	Variety Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3144-189	2014-08-29	2014-09-02	CDN TIRE STORE #00140	182.60	CAD	182.60	CAD	2715	PAINT SUPPLIES	P07746	THISTLETOWN-PRGM SUPPORT	5200	Home Supply Warehouse	PAINT	
"PARKS, FORESTRY & RECREATION"	3151-160	2014-09-04	2014-09-05	MICHAELS #3989	47.75	CAD	47.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08602	THISTLETOWN-SPEC EVNTS	5945	"Game, Toy, and Hobby Shops"	HALLOWEEN  SUPPLIES	
					633.56	CAD	633.56	CAD								
"PARKS, FORESTRY & RECREATION"	3155-53	2014-07-22	2014-09-09	DTC INDUSTRIAL SALES L	129.07	CAD	129.07	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC HOSES	
"PARKS, FORESTRY & RECREATION"	3177-188	2014-09-23	2014-09-25	THE HOME DEPOT #7001	11.28	CAD	11.28	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5200	Home Supply Warehouse	KIT	
					140.35	CAD	140.35	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3144-190	2014-08-29	2014-09-02	TTC YONGE   BLOOR STAT	535.00	CAD	535.00	CAD	4770	PARKING EXPENSES (INTOWN)	FH5521	STREET TO HOMES	4789	Transportation Services-Not Elsewhere Cl	TTC PASS SEPTEMBER	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3151-161	2014-08-29	2014-09-05	TIME STUDIO	69.95	CAD	69.95	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FH5521	STREET TO HOMES	7221	Photographic Studios	PICTURE FRAMING	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3155-54	2014-09-08	2014-09-09	TORONTO PARKING AUTHOR	1.75	CAD	1.75	CAD	4770	PARKING EXPENSES (INTOWN)	FH5521	STREET TO HOMES	7523	Automobile Parking Lots and Garages	TORONTO PARKING AUTHORITY-FF19720	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3164-94	2014-09-15	2014-09-16	TORONTO PARKING AUTHOR	29.00	CAD	29.00	CAD	4770	PARKING EXPENSES (INTOWN)	FH5521	STREET TO HOMES	7523	Automobile Parking Lots and Garages	TORONTO PARKING AUTHORITY-F19531	
