Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order #	Cost Centre / WBS Element / Order # Decription	Merchant Type	Merchant Type Description	Purpose	
					452.00	CAD	452.00	CAD								
"PARKS, FORESTRY & RECREATION"	2954-152	2014-04-09	2014-04-11	MUSCLE UP CANADA	236.96	CAD	236.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07521	MEMORIAL HLTH CLUB-FITNESS	7999	Recreation Services (Not Elsewhere Class	STABILITY BALLS	
					236.96	CAD	236.96	CAD								
"PARKS, FORESTRY & RECREATION"	2958-98	2014-04-14	2014-04-15	PRINCESS AUTO #36	399.65	CAD	399.65	CAD	3080	M & E - HAND TOOLS	P00483	S-WEST 2-PARKS EQP MNT/REP	5085	Industrial Supplies Not Elsewhere Classi	"CUTTER GLASS,NYLON FLEX,BLADE CHOP SAW METAL"	
"PARKS, FORESTRY & RECREATION"	2970-116	2014-04-22	2014-04-24	GRAFICA PROMOTION   PR	854.85	CAD	854.85	CAD	2730	LOCKS	P03425	HEALTH & SAFETY - EASTVILLE	5999	Miscellaneous and Specialty Retail Store	LIGHT UP ORANGE SAFETY KONE KEYCHAINS	
					"1,254.50"	CAD	"1,254.50"	CAD								
"PARKS, FORESTRY & RECREATION"	2938-114	2014-03-31	2014-04-01	SHERWIN WILLIAMS #8704	74.46	CAD	74.46	CAD	2715	PAINT SUPPLIES	P13306	SIGN SHOP - 50 BOOTH AVENUE YARD	5231	"Glass, Paint, Wallpaper Stores"	**MORE**  BLK JUMBO PLSTC TRAY	
"PARKS, FORESTRY & RECREATION"	2946-162	2014-04-04	2014-04-07	SHERWIN WILLIAMS #8704	265.60	CAD	265.60	CAD	2715	PAINT SUPPLIES	P13306	SIGN SHOP - 50 BOOTH AVENUE YARD	5231	"Glass, Paint, Wallpaper Stores"	**MORE**  P F EN SATIN EW	
"PARKS, FORESTRY & RECREATION"	2971-143	2014-04-24	2014-04-25	SHERWIN WILLIAMS #8704	464.52	CAD	464.52	CAD	2715	PAINT SUPPLIES	P13306	SIGN SHOP - 50 BOOTH AVENUE YARD	5231	"Glass, Paint, Wallpaper Stores"	**MORE**  A100 LTX SA ULTRA	
					804.58	CAD	804.58	CAD								
"PARKS, FORESTRY & RECREATION"	2946-163	2014-04-03	2014-04-07	SUTTON'S DRICOCRETE	101.70	CAD	101.70	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P06877	N-EAST-OPERATIONS	5261	Lawn and Garden Supply Stores	SAND	
"PARKS, FORESTRY & RECREATION"	2946-164	2014-04-03	2014-04-07	SUTTON'S DRICOCRETE	101.70	CAD	101.70	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P06877	N-EAST-OPERATIONS	5261	Lawn and Garden Supply Stores	SAND	
"PARKS, FORESTRY & RECREATION"	2968-69	2014-04-14	2014-04-23	YORK MANUFACTURING SER	221.14	CAD	221.14	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5111	"Stationery, Office Supplies, Printing an"	ANTI THEFT DRIVE RIVETS	
					424.54	CAD	424.54	CAD								
"PARKS, FORESTRY & RECREATION"	2943-109	2014-04-02	2014-04-04	THE HOME DEPOT #7129	54.20	CAD	54.20	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	CAUTION TAPE	
"PARKS, FORESTRY & RECREATION"	2948-100	2014-04-03	2014-04-08	WOLSELEY CDA INC-HUDSO	36.67	CAD	36.67	CAD	2535	PLUMBING SUPPLIES	P07726	NORTH TORONTO-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	TRAP SEAL PRIMER	
"PARKS, FORESTRY & RECREATION"	2964-194	2014-04-17	2014-04-21	WOLSELEY CDA INC-HUDSO	101.39	CAD	101.39	CAD	2535	PLUMBING SUPPLIES	P07726	NORTH TORONTO-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	REPAIR KIT	
"PARKS, FORESTRY & RECREATION"	2964-195	2014-04-17	2014-04-21	NEXT SUPPLY	48.43	CAD	48.43	CAD	2535	PLUMBING SUPPLIES	P07726	NORTH TORONTO-OPERATIONS	5251	Hardware Stores	"8"" TO 8"" MJ"	
					240.69	CAD	240.69	CAD								
EMERGENCY MEDICAL SERVICES	2951-136	2014-04-08	2014-04-10	THE HOME DEPOT #7013	537.56	CAD	537.56	CAD	*****	JANITORIAL SUPPLIES	B46752	OPS - SERVICE DISTRICT 3	5200	Home Supply Warehouse	**MORE**  VAC FILTER	
EMERGENCY MEDICAL SERVICES	2954-153	2014-04-10	2014-04-11	FUTURE SHOP #617	158.18	CAD	158.18	CAD	2650	COMPUTER AND PRINTER SUPPLIES	B46752	OPS - SERVICE DISTRICT 3	5732	Electronic Sales	"HDMI CABLES, PORT FOR HDMI"	
EMERGENCY MEDICAL SERVICES	2956-208	2014-04-10	2014-04-14	THE HOME DEPOT #7013	61.53	CAD	61.53	CAD	2570	JANITORIAL SUPPLIES	B46752	OPS - SERVICE DISTRICT 3	5200	Home Supply Warehouse	**MORE**  GW AP CLNR	
EMERGENCY MEDICAL SERVICES	2956-209	2014-04-10	2014-04-14	CDN TIRE STORE #00182	42.06	CAD	42.06	CAD	2570	JANITORIAL SUPPLIES	B46752	OPS - SERVICE DISTRICT 3	5200	Home Supply Warehouse	"BROOMS, TILEX, PUREX DETERGENTS"	
EMERGENCY MEDICAL SERVICES	2970-117	2014-04-23	2014-04-24	FUTURE SHOP #617	"1,508.47"	CAD	"1,508.47"	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	B46752	OPS - SERVICE DISTRICT 3	5732	Electronic Sales	"SAMSUNG TV, BLU TOOTH, CAR CHARGER"	
EMERGENCY MEDICAL SERVICES	2977-128	2014-04-28	2014-04-30	THE HOME DEPOT #7013	33.88	CAD	33.88	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46752	OPS - SERVICE DISTRICT 3	5200	Home Supply Warehouse	MACH CHN	
					"2,341.68"	CAD	"2,341.68"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2948-101	2014-04-07	2014-04-08	UNION METRICS	166.92	CAD	149.00	USD	4085	PROF & TECH-MGMT	SE0003	DOORS OPEN	8699	"Organizations, Membership - Not Elsewher"	SOCIAL MEDIA TRACKER	
ECONOMIC DEVELOPMENT & CULTURE	2954-154	2014-04-09	2014-04-11	ROTMAN SPECIAL EVENTS	39.54	CAD	39.54	CAD	4118	TICKETS AND ADMISSION FEES	ED0152	EDC MARKETING STAFF AND ADMIN	8220	"Colleges, Universities, Professional Sch"	TICKET TO EVENT	
ECONOMIC DEVELOPMENT & CULTURE	2964-196	2014-04-16	2014-04-21	TORONTO STAR# 12363970	11.29	CAD	11.29	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	ED0152	EDC MARKETING STAFF AND ADMIN	5994	News Dealers and Newsstands	PAYWALL SUBSCRIPTION	
					217.75	CAD	50.83	CAD								
							149.00	USD								
ECONOMIC DEVELOPMENT & CULTURE	2964-197	2014-04-18	2014-04-21	TORONTO CREW	-84.75	CAD	-84.75	CAD	4118	TICKETS AND ADMISSION FEES	ED0155	STRATEGIC ALLIANCES	8641	"Associations - Civic, Social, and Frater"	TICKET FOR EVENT REFUND	
ECONOMIC DEVELOPMENT & CULTURE	2970-118	2014-04-23	2014-04-24	PAYPAL *GREATERTORO	62.15	CAD	62.15	CAD	4118	TICKETS AND ADMISSION FEES	ED0155	STRATEGIC ALLIANCES	8999	Professional Services - Not Elsewhere Cl	TICKET FOR EVENT	
					-22.60	CAD	-22.60	CAD								
"PARKS, FORESTRY & RECREATION"	2956-210	2014-04-10	2014-04-14	CTF SUPPLY (11)	117.51	CAD	117.51	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi		
"PARKS, FORESTRY & RECREATION"	2956-211	2014-04-10	2014-04-14	SPEED FASTENING SYSTEM	154.46	CAD	154.46	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5712	"Equipment, Furniture, and Home Furnishin"		
"PARKS, FORESTRY & RECREATION"	2964-198	2014-04-16	2014-04-21	SPEED FASTENING SYSTEM	213.29	CAD	213.29	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5712	"Equipment, Furniture, and Home Furnishin"		
"PARKS, FORESTRY & RECREATION"	2973-212	2014-04-25	2014-04-28	PARLIAMENT BUILDING SU	117.97	CAD	117.97	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"		
"PARKS, FORESTRY & RECREATION"	2973-213	2014-04-25	2014-04-28	SPEED FASTENING SYSTEM	7.47	CAD	7.47	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5712	"Equipment, Furniture, and Home Furnishin"		
"PARKS, FORESTRY & RECREATION"	2973-214	2014-04-25	2014-04-28	THE HOME DEPOT #7080	129.92	CAD	129.92	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  6PC MAX	
					740.62	CAD	740.62	CAD								
TORONTO WATER	2962-118	2014-04-16	2014-04-17	2001 AUDIO VIDEO	426.04	CAD	426.04	CAD	3020	M & E - COMMUNICATIONS	TW2035	DIST OPS: OPERATION & MTCE - SCARBOROUGH	5732	Electronic Sales	MICRO SYSTEM W/ AIR PLAY	
TORONTO WATER	2973-215	2014-04-27	2014-04-28	PRICE CHOPPER #9604	19.70	CAD	19.70	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW2035	DIST OPS: OPERATION & MTCE - SCARBOROUGH	5411	"Grocery Stores, Supermarkets"	WATER FOR SENIORS HOME	
TORONTO WATER	2977-129	2014-04-28	2014-04-30	UNIT PARK MANAGEMENT I	21.00	CAD	21.00	CAD	4770	PARKING EXPENSES (INTOWN)	TW2035	DIST OPS: OPERATION & MTCE - SCARBOROUGH	7523	Automobile Parking Lots and Garages	PARKING AT TOR EAST GENERAL	
					466.74	CAD	466.74	CAD								
TORONTO WATER	2956-212	2014-04-10	2014-04-14	CDN TIRE STORE #00654	22.59	CAD	22.59	CAD	2710	GENERAL HARDWARE	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5200	Home Supply Warehouse	TOOL BOX	
					22.59	CAD	22.59	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2973-216	2014-04-25	2014-04-28	AL GERVAIS CHAIR AND T	"1,561.01"	CAD	"1,561.01"	CAD	4590	RENTAL - OTHER	AH0007	AS-PR-PROGRAM SUPPORT-NORTH YKCC	7394	"Equipment Rental and Leasing Services, F"	DEPOSIT FOR TENT & EVENT RENTALS	
ECONOMIC DEVELOPMENT & CULTURE	2975-95	2014-04-28	2014-04-29	AL GERVAIS CHAIR AND T	"1,561.01"	CAD	"1,561.01"	CAD	4590	RENTAL - OTHER	AH0007	AS-PR-PROGRAM SUPPORT-NORTH YKCC	7394	"Equipment Rental and Leasing Services, F"	BALANCE FOR TENT & EVENT RENTALS	
					"3,122.02"	CAD	"3,122.02"	CAD								
"PARKS, FORESTRY & RECREATION"	2948-102	2014-04-07	2014-04-08	PRINCESS AUTO	160.56	CAD	160.56	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	MIRROR KIT WRENCH KIT FUNNELS	
"PARKS, FORESTRY & RECREATION"	2954-155	2014-04-10	2014-04-11	PRINCESS AUTO	559.34	CAD	559.34	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12754	W-NORTH-N-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	FUEL PUMP TRANSFER	
"PARKS, FORESTRY & RECREATION"	2956-213	2014-04-10	2014-04-14	SWISH MAINTENANCE LTD	45.18	CAD	45.18	CAD	2570	JANITORIAL SUPPLIES	P12754	W-NORTH-N-PRGM SUPPORT	2842	"Specialty Cleaning, Polishing, and Sanit"	MAD VAC INTERIOR BAGS	
"PARKS, FORESTRY & RECREATION"	2956-214	2014-04-11	2014-04-14	N.A. YORKE MACHINERY C	214.70	CAD	214.70	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12754	W-NORTH-N-PRGM SUPPORT	7699	Miscellaneous Repair Shops and Related S	TORO SHAFT	
"PARKS, FORESTRY & RECREATION"	2958-99	2014-04-14	2014-04-15	PRINCESS AUTO	306.48	CAD	306.48	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	"SNAP RING, BEARING SEPARATORS, SOCKETS"	
"PARKS, FORESTRY & RECREATION"	2964-199	2014-04-16	2014-04-21	ACTION HYDRAULICS LTD.	75.53	CAD	75.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12754	W-NORTH-N-PRGM SUPPORT	7699	Miscellaneous Repair Shops and Related S	HOSE ASSY	
"PARKS, FORESTRY & RECREATION"	2973-217	2014-04-25	2014-04-28	PRINCESS AUTO	229.51	CAD	229.51	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	HITCH PIN CHAIN CART PLATFORM	
					"1,591.30"	CAD	"1,591.30"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2943-110	2014-04-03	2014-04-04	COMPANY OF WOMEN	30.51	CAD	30.51	CAD	4118	TICKETS AND ADMISSION FEES	ED0139	SM. BUSINESS SUPPORT & ADVISORY SERVICE	8641	"Associations - Civic, Social, and Frater"	TICKET FOR EVENT	
					30.51	CAD	30.51	CAD								
FACILITIES MANAGEMENT 	2943-111	2014-04-02	2014-04-04	WAL-MART # 3000	45.20	CAD	45.20	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	WE0619	IMPLEMENTATION & SUPPORT	5310	Discount Stores	ENVIRONMENT DAY SUPPLIES	
FACILITIES MANAGEMENT 	2943-112	2014-04-03	2014-04-04	GRAND   TOY # 1080	20.48	CAD	20.48	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	WE0619	IMPLEMENTATION & SUPPORT	5943	"Office, School Supply, and Stationery St"	ENVIRONMENT DAY SUPPLIES	
FACILITIES MANAGEMENT 	2946-165	2014-04-04	2014-04-07	HOOTSUITE MEDIA INC.	12.73	CAD	11.29	USD	4827	ONLINE SERVICES FEES	WE0619	IMPLEMENTATION & SUPPORT	5968	Direct Marketing - Continuity/Subscripti	SOCIAL MEDIA DASHBOARD	
FACILITIES MANAGEMENT 	2954-156	2014-04-09	2014-04-11	DIRECT ENERGY CENTRE	"2,124.59"	CAD	"2,124.59"	CAD	4424	CONTRACTED SERVICES - GENERAL	WE0619	IMPLEMENTATION & SUPPORT	9399	Government Services - Not Elsewhere Clas	CITY OF TORONTO BOOTH AT GREEN LIVING SHOW	
FACILITIES MANAGEMENT 	2956-215	2014-04-11	2014-04-14	GES CANADA - MISSISSAU	"2,180.90"	CAD	"2,180.90"	CAD	4424	CONTRACTED SERVICES - GENERAL	WE0619	IMPLEMENTATION & SUPPORT	7399	Business Services - Not Elsewhere Classi	CITY OF TORONTO BOOTH AT GREEN LIVING SHOW	
FACILITIES MANAGEMENT 	2964-200	2014-04-17	2014-04-21	GES CANADA - MISSISSAU	375.16	CAD	375.16	CAD	4424	CONTRACTED SERVICES - GENERAL	WE0619	IMPLEMENTATION & SUPPORT	7399	Business Services - Not Elsewhere Classi	CITY OF TORONTO BOOTH AT GREEN LIVING SHOW	
FACILITIES MANAGEMENT 	2964-201	2014-04-18	2014-04-21	STORWELL SELF STORAGE	372.22	CAD	372.22	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	WE0619	IMPLEMENTATION & SUPPORT	4225	"Public Warehousing - Farm Products, Refr"	ENVIRONMENT & ENERGY OFFICE STORAGE UNIT	
FACILITIES MANAGEMENT 	2964-202	2014-04-19	2014-04-21	STAPLES STORE #175	84.24	CAD	84.24	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	WE0619	IMPLEMENTATION & SUPPORT	5943	"Office, School Supply, and Stationery St"	SUPPLIES FOR KIDS WORLD OF ENERGY FESTIVAL	
FACILITIES MANAGEMENT 	2968-70	2014-04-22	2014-04-23	FABRICLAND DISTRIBUTOR	25.43	CAD	25.43	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	WE0619	IMPLEMENTATION & SUPPORT	5949	"Fabric, Needlework, Piece Goods, and Sew"	SUPPLIES FOR GREEN LIVING SHOW BOOTH	
FACILITIES MANAGEMENT 	2970-119	2014-04-19	2014-04-24	RONA # 55340	6.76	CAD	6.76	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	WE0619	IMPLEMENTATION & SUPPORT	5251	Hardware Stores	SUPPLIES FOR KIDS WORLD OF ENERGY FESTIVAL	
FACILITIES MANAGEMENT 	2971-144	2014-04-23	2014-04-25	THE HOME DEPOT #7080	653.70	CAD	653.70	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	WE0619	IMPLEMENTATION & SUPPORT	5200	Home Supply Warehouse	**MORE**  POLY DROP -C	
FACILITIES MANAGEMENT 	2971-145	2014-04-24	2014-04-25	GES CANADA - MISSISSAU	"1,220.40"	CAD	"1,220.40"	CAD	4424	CONTRACTED SERVICES - GENERAL	WE0619	IMPLEMENTATION & SUPPORT	7399	Business Services - Not Elsewhere Classi	CITY OF TORONTO BOOTH AT GREEN LIVING SHOW	
FACILITIES MANAGEMENT 	2977-130	2014-04-28	2014-04-30	NATIONAL EVENT MGMT IN	507.08	CAD	507.08	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	WE0619	IMPLEMENTATION & SUPPORT	7399	Business Services - Not Elsewhere Classi	DEPOSIT FOR BOOTH AT NATIONAL WOMEN'S SHOW	
					"7,628.89"	CAD	"7,616.16"	CAD								
							11.29	USD								
ECONOMIC DEVELOPMENT & CULTURE	2970-120	2014-04-23	2014-04-24	CANADIAN MUSIC WEEK	"1,128.87"	CAD	"1,128.87"	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	ED0152	EDC MARKETING STAFF AND ADMIN	7922	Theatrical Producers (except Motion Pict	CONFERENCE FEES	
					"1,128.87"	CAD	"1,128.87"	CAD								
LONG TERM CARE HOMES	2948-103	2014-04-06	2014-04-08	MISTER SAFETY SHOES IN	24.00	CAD	24.00	CAD	2082	HEALTH & SAFETY SUPPLIES	D3G031	TRUE DAVIDSON ACRES-FN-OA	5661	Shoe Stores	SAFETY GOGGLES	
LONG TERM CARE HOMES	2951-137	2014-04-09	2014-04-10	FRESHCO #9750      QPS	51.40	CAD	51.40	CAD	2741	FOOD COSTS	D3G032	TRUE DAVIDSON ACRES-FN-RF	5411	"Grocery Stores, Supermarkets"	FRESH FRUITS/CHEESE FOR CATERING	
LONG TERM CARE HOMES	2970-121	2014-04-23	2014-04-24	MIKE AND LOR'S NO FRIL	17.29	CAD	17.29	CAD	2741	FOOD COSTS	D3G032	TRUE DAVIDSON ACRES-FN-RF	5411	"Grocery Stores, Supermarkets"	DINNER ROLLS/MISSED ITEM	
					92.69	CAD	92.69	CAD								
TORONTO WATER	2943-113	2014-04-02	2014-04-04	CDN TIRE STORE #00336	225.99	CAD	225.99	CAD	3050	M & E - KITCHEN	TW7035	WTR TREAT & SUPPLY: RC HARRIS TP - SERV	5200	Home Supply Warehouse	COFFEE MAKER	
TORONTO WATER	2962-119	2014-04-15	2014-04-17	TARGET CANADA T3729	27.69	CAD	27.69	CAD	*****	STATIONERY AND OFFICE SUPPLIES	TW7035	WTR TREAT & SUPPLY: RC HARRIS TP - SERV	5311	Department Stores	PAPER PLATES & CUTLERY	
					253.68	CAD	253.68	CAD								
"PARKS, FORESTRY & RECREATION"	2954-158	2014-04-09	2014-04-11	DELTA ENGRAVERS 1988 I	124.30	CAD	124.30	CAD	2792	"BANNERS, FLAGS & SIGNS"	P00531	S-WEST 2-PRGM SUPPORT	7311	Advertising Services	MEMORIAL PLAQUE	
					124.30	CAD	124.30	CAD								
"PARKS, FORESTRY & RECREATION"	2942-111	2014-04-02	2014-04-03	LOWES #02494*	39.53	CAD	39.53	CAD	2715	PAINT SUPPLIES	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	RUST-OLEUM MARKING WAND	
"PARKS, FORESTRY & RECREATION"	2946-166	2014-04-04	2014-04-07	LOWES #02494*	322.05	CAD	322.05	CAD	3050	M & E - KITCHEN	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  LMS1531ST 1.5 CF SS MW	
"PARKS, FORESTRY & RECREATION"	2950-112	2014-04-04	2014-04-09	WIRELESS SYSTEMS SOLUT	341.39	CAD	341.39	CAD	3020	M & E - COMMUNICATIONS	P00268	E-NORTH2-TURF&HORT	4812	Telecommunication Equipment Including Te	"CHARGER, BATTERY"	
"PARKS, FORESTRY & RECREATION"	2950-113	2014-04-08	2014-04-09	ALPINE LAWN   GARDEN E	609.12	CAD	609.12	CAD	2665	PROTECTIVE CLOTHING	P00268	E-NORTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	ANTI VIBR GLOVES/LOPPERS	
"PARKS, FORESTRY & RECREATION"	2954-159	2014-04-10	2014-04-11	J  J TRAILERS MANUFACT	246.89	CAD	246.89	CAD	2575	ELECTRICAL SUPPLIES	P00268	E-NORTH2-TURF&HORT	5561	"Camper Dealers, Recreational and Utility"	WIRE HARNESS FOR TRUCKS	
"PARKS, FORESTRY & RECREATION"	2956-216	2014-04-11	2014-04-14	AFFORDABLE LOCK SERVIC	187.81	CAD	187.81	CAD	2730	LOCKS	P00268	E-NORTH2-TURF&HORT	7399	Business Services - Not Elsewhere Classi	LOCKS	
"PARKS, FORESTRY & RECREATION"	2973-218	2014-04-25	2014-04-28	MARCHANT'S SCHOOL SPOR	201.59	CAD	201.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00268	E-NORTH2-TURF&HORT	5941	Sporting Goods Stores	HOME PLATES WITH BEVELED EDGES	
"PARKS, FORESTRY & RECREATION"	2973-219	2014-04-25	2014-04-28	MARCHANT'S SCHOOL SPOR	77.63	CAD	77.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00268	E-NORTH2-TURF&HORT	5941	Sporting Goods Stores	HOME PLATES WITH BEVELED EDGES	
"PARKS, FORESTRY & RECREATION"	2975-96	2014-04-25	2014-04-29	CDN TIRE STORE #00264	68.83	CAD	68.83	CAD	2570	JANITORIAL SUPPLIES	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	CLEANING SUPPLIES	
					"2,094.84"	CAD	"2,094.84"	CAD								
"PARKS, FORESTRY & RECREATION"	2943-114	2014-04-03	2014-04-04	START AUTO ELECTRIC LT	202.27	CAD	202.27	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5511	"Automobile and Truck Dealers - Sales, Se"	STARTER REBUILD	
"PARKS, FORESTRY & RECREATION"	2962-120	2014-04-16	2014-04-17	SHERWIN WILLIAMS #8704	165.03	CAD	165.03	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5231	"Glass, Paint, Wallpaper Stores"	**MORE**  PIN	
"PARKS, FORESTRY & RECREATION"	2975-97	2014-04-25	2014-04-29	CDN TIRE STORE #00654	182.05	CAD	182.05	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5200	Home Supply Warehouse	"WALL ANCHORS, TDH FLUID"	
					549.35	CAD	549.35	CAD								
TORONTO WATER	2939-135	2014-03-31	2014-04-02	THE HOME DEPOT #7134	87.82	CAD	87.82	CAD	*****	WASTE BASKETS - INDUSTRIAL AND RECYCLING	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  CRIMPING TOO	
TORONTO WATER	2970-122	2014-04-23	2014-04-24	FASTENAL CANADA02ONTO1	45.63	CAD	45.63	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	ALUMINIUM SLEEVE	
TORONTO WATER	2971-146	2014-04-23	2014-04-25	THE HOME DEPOT #7011	187.80	CAD	187.80	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  BRAID NYLON	
					321.25	CAD	321.25	CAD								
"PARKS, FORESTRY & RECREATION"	2954-160	2014-04-10	2014-04-11	METAL SUPERMARKETS (NO	41.81	CAD	41.81	CAD	2532	STEEL	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5051	Metal Service Centers and Offices	ALUMINUM ANGLE & SHEET	
"PARKS, FORESTRY & RECREATION"	2958-100	2014-04-11	2014-04-15	CDN TIRE STORE #00273	90.38	CAD	90.38	CAD	3080	M & E - HAND TOOLS	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	7 PC FLEXGEAR	
"PARKS, FORESTRY & RECREATION"	2964-204	2014-04-08	2014-04-21	JJ DOWNS INDUSTRIAL	209.12	CAD	209.12	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	"6""PVC FLANGE,SADDLE CLAMP,RED BUSHING"	
"PARKS, FORESTRY & RECREATION"	2964-205	2014-04-16	2014-04-21	CDN TIRE STORE #00273	101.28	CAD	101.28	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	"TAPE,SNAPKNIFE,BLADES,LEVEL,TIEDOWNS"	
"PARKS, FORESTRY & RECREATION"	2964-206	2014-04-16	2014-04-21	CTF SUPPLY (11)	296.83	CAD	296.83	CAD	3080	M & E - HAND TOOLS	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	"62 PC SECURITY SCREWDRIVERS,DRILL SETS,TOOLBOX"	
					739.42	CAD	739.42	CAD								
"PARKS, FORESTRY & RECREATION"	2942-112	2014-04-02	2014-04-03	RCS RACQUET SPORTS	542.02	CAD	542.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10935	LAMOREAUX TENNIS CTR-PRGM SUPPORT	5941	Sporting Goods Stores	BALL & S HOOKS	
"PARKS, FORESTRY & RECREATION"	2975-98	2014-04-28	2014-04-29	RCS RACQUET SPORTS	753.18	CAD	753.18	CAD	*****	M & E - RECREATIONAL & EDUCATIONAL	P10935	LAMOREAUX TENNIS CTR-PRGM SUPPORT	5941	Sporting Goods Stores	**MORE**  TENNIS BALLS	
					"1,295.20"	CAD	"1,295.20"	CAD								
"PARKS, FORESTRY & RECREATION"	2943-115	2014-04-02	2014-04-04	WAL-MART # 3111	26.90	CAD	26.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05464	BURROWS HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	VEGGIES FOR KIDS IN KITCHEN PRGM	
